game,original_item,item,onset,offset
1,HOUSE,Object_Land_Pattern_Large,4.1,5.0
1,FISH,Animal_Sea_Pattern_Small,5.5,6.1
1,SEAL,Animal_Sea_Solid_Large,9.1,9.1
1,CRAB,Animal_Sea_Solid_Small,9.1,10.1
1,COUCH,Object_Land_Solid_Large,14.0,14.9
2,LION,Animal_Land_Solid_Large,4.9,6.0
2,BOAT,Object_Sea_Pattern_Large,8.8,9.5
2,FLOATIES,Object_Sea_Pattern_Small,10.6,11.4
2,WHALE,Animal_Sea_Pattern_Large,14.6,15.4
2,BOWTIE,Object_Land_Solid_Small,16.0,17.0
2,SEAL,Animal_Sea_Solid_Large,22.6,23.1
3,LADYBUG,Animal_Land_Pattern_Small,3.7,5.2
3,WHALE,Animal_Sea_Pattern_Large,6.2,7.1
3,FLOATIES,Object_Sea_Pattern_Small,9.6,10.4
3,SUBMARINE,Object_Sea_Solid_Large,11.5,12.5
3,SNORKEL,Object_Sea_Solid_Small,12.5,13.9
3,ZEBRA,Animal_Land_Pattern_Large,30.3,31.5
3,ZEBRA,Animal_Land_Pattern_Large,31.5,32.2
4,HOUSE,Object_Land_Pattern_Large,2.4,4.4
4,SEAL,Animal_Sea_Solid_Large,11.5,11.6
4,LADYBUG,Animal_Land_Pattern_Small,11.6,12.7
4,CRAB,Animal_Sea_Solid_Small,13.1,13.9
4,WELL,Animal_Sea_Pattern_Large,18.1,18.7
4,FISH,Animal_Sea_Pattern_Small,26.4,26.7
5,WELL,Animal_Sea_Pattern_Large,4.6,6.5
5,LION,Animal_Land_Solid_Large,15.3,16.2
5,BIRD,Animal_Land_Solid_Small,17.5,18.2
5,BOAT,Object_Sea_Pattern_Large,21.9,22.6
5,BOWTIE,Object_Land_Solid_Small,24.2,25.2
5,FLOATIES,Object_Sea_Pattern_Small,52.7,53.3
6,BOWTIE,Object_Land_Solid_Small,3.5,4.9
6,WHALE,Animal_Sea_Pattern_Large,4.9,6.1
6,SUBMARINE,Object_Sea_Solid_Large,6.1,7.4
6,ZEBRA,Animal_Land_Pattern_Large,11.7,12.6
6,LADYBUG,Animal_Land_Pattern_Small,20.0,20.9
6,SNORKEL,Object_Sea_Solid_Small,20.9,21.9
7,COUCH,Object_Land_Solid_Large,4.2,5.1
7,SEAL,Animal_Sea_Solid_Large,6.3,8.1
7,BOWTIE,Object_Land_Solid_Small,8.1,8.9
7,FISH,Animal_Sea_Pattern_Small,8.9,9.3
7,WHALE,Animal_Sea_Pattern_Large,16.6,16.6
7,CRAB,Animal_Sea_Solid_Small,16.6,17.4
