phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,33.3067020829767,34.81715912499931,1,1,Object_Land_Solid_Large,-7,,,,,,,,,,,
encoding,image,34.817289417027496,35.83279558294453,1,1,Object_Land_Solid_Large,-7,,,,,,,,,,,
encoding,value,35.832901041954756,41.84637174999807,1,1,Object_Land_Solid_Large,-7,,,,,,,,,,,
encoding,attention,41.84650237497408,44.863337166956626,1,1,Object_Land_Solid_Large,-7,-7,1,1.601038542110473,,,,,,,,
encoding,fixation,44.86354004195891,46.368578249937855,2,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,image,46.368686291971244,47.37946824997198,2,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,value,47.37958954193164,53.39156133297365,2,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,attention,53.39168841694482,56.4089404999977,2,1,Animal_Sea_Solid_Small,-3,-3,1,0.9568065840285271,,,,,,,,
encoding,fixation,56.40910229203291,57.9141834579641,3,1,Animal_Sea_Solid_Large,6,,,,,,,,,,,
encoding,image,57.914294666959904,58.92720054194797,3,1,Animal_Sea_Solid_Large,6,,,,,,,,,,,
encoding,value,58.92730708303861,64.93939766695257,3,1,Animal_Sea_Solid_Large,6,,,,,,,,,,,
encoding,attention,64.93952016695403,67.95793441694696,3,1,Animal_Sea_Solid_Large,6,+6,1,0.8504655419383198,,,,,,,,
encoding,fixation,67.9580960420426,68.71300958294887,4,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,image,68.71311937493738,69.72439537500031,4,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,value,69.72452833293937,75.73713979194872,4,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,attention,75.73726879199967,78.75472545798402,4,1,Object_Land_Pattern_Large,2,+2,1,0.8302235830342397,,,,,,,,
encoding,fixation,78.75492824998219,80.01030387496576,5,1,Animal_Sea_Pattern_Small,-1,,,,,,,,,,,
encoding,image,80.0104256250197,81.02164841699414,5,1,Animal_Sea_Pattern_Small,-1,,,,,,,,,,,
encoding,value,81.0217549999943,87.0336256249575,5,1,Animal_Sea_Pattern_Small,-1,,,,,,,,,,,
encoding,attention,87.03376141702756,90.08481816702988,5,1,Animal_Sea_Pattern_Small,-1,-1,1,1.0035566670121625,,,,,,,,
encoding,fixation,90.08504687494133,90.59016916702967,6,1,Object_Land_Pattern_Small,3,,,,,,,,,,,
encoding,image,90.59027649997734,91.60126320796553,6,1,Object_Land_Pattern_Small,3,,,,,,,,,,,
encoding,value,91.60137079202104,97.61283370794263,6,1,Object_Land_Pattern_Small,3,,,,,,,,,,,
encoding,attention,97.61294854199514,100.63192787498701,6,1,Object_Land_Pattern_Small,3,+3,1,0.8671149589354172,,,,,,,,
n-back,,,,1,1,,,,1,None,N,False,None,,,,,
n-back,,,,2,1,,,,0,None,X,True,None,,,,,
n-back,,,,3,1,,,,1,None,V,False,None,,,,,
n-back,,,,4,1,,,,1,None,N,False,None,,,,,
n-back,,,,5,1,,,,1,1.2691101249074563,V,True,1,,,,,
n-back,,,,6,1,,,,1,None,V,False,None,,,,,
n-back,,,,7,1,,,,1,None,X,False,None,,,,,
n-back,,,,8,1,,,,1,None,C,False,None,,,,,
n-back,,,,9,1,,,,1,None,V,False,None,,,,,
n-back,,,,10,1,,,,1,None,Z,False,None,,,,,
n-back,,,,11,1,,,,0,None,V,True,None,,,,,
n-back,,,,12,1,,,,1,None,X,False,None,,,,,
n-back,,,,13,1,,,,1,None,X,False,None,,,,,
n-back,,,,14,1,,,,1,None,B,False,None,,,,,
n-back,,,,15,1,,,,0,None,X,True,None,,,,,
n-back,,,,16,1,,,,0,1.4395858329953626,C,False,1,,,,,
n-back,,,,17,1,,,,1,None,N,False,None,,,,,
n-back,,,,18,1,,,,1,None,B,False,None,,,,,
n-back,,,,19,1,,,,1,None,B,False,None,,,,,
n-back,,,,20,1,,,,1,None,Z,False,None,,,,,
n-back,,,,21,1,,,,1,0.7764918750617653,B,True,1,,,,,
n-back,,,,22,1,,,,1,0.7580501670017838,Z,True,1,,,,,
n-back,,,,23,1,,,,1,0.788457041955553,B,True,1,,,,,
n-back,,,,24,1,,,,1,None,B,False,None,,,,,
n-back,,,,25,1,,,,1,None,C,False,None,,,,,
n-back,,,,26,1,,,,1,None,N,False,None,,,,,
n-back,,,,27,1,,,,1,0.5863060409901664,C,True,1,,,,,
n-back,,,,28,1,,,,1,None,B,False,None,,,,,
n-back,,,,29,1,,,,0,None,C,True,None,,,,,
n-back,,,,30,1,,,,1,0.4022099160356447,B,True,1,,,,,
choice,fixation,216.22810354200192,216.98428700002842,1,1,,,,,,,,,Small,,,,
choice,option,216.99365083302837,218.10194233304355,1,1,,,,,,,,,Small,,,,
choice,choice,218.1020580829354,255.5214517499553,1,1,,,2,1,36.40852645796258,,,,Small,,,,
choice,fixation,255.5215951249702,256.02664854202885,2,1,,,,,,,,,Object,,,,
choice,option,256.03648170793895,257.06434079201426,2,1,,,,,,,,,Object,,,,
choice,choice,257.0644599170191,264.425080541987,2,1,,,2,1,6.3512243329314515,,,,Object,,,,
choice,fixation,264.4252264579991,264.93005062500015,3,1,,,,,,,,,Sea,,,,
choice,option,264.93847154197283,265.9658923749812,3,1,,,,,,,,,Sea,,,,
choice,choice,265.966019332991,328.13682258303743,3,1,,,2,0,61.159803041955456,,,,Sea,,,,
choice,fixation,328.1369514169637,328.8920034170151,4,1,,,,,,,,,Large,,,,
choice,option,328.9008798330324,329.9277769170003,4,1,,,,,,,,,Large,,,,
choice,choice,329.92789287504274,357.70674358296674,4,1,,,1,1,26.768211083021015,,,,Large,,,,
choice,fixation,357.70686833304353,358.71180799999274,5,1,,,,,,,,,Pattern,,,,
choice,option,358.72129945794586,359.7489202079596,5,1,,,,,,,,,Pattern,,,,
choice,choice,359.7490497500403,406.44243545795325,5,1,,,1,1,45.682613332988694,,,,Pattern,,,,
choice,fixation,406.44256600004155,407.6975624579936,6,1,,,,,,,,,Animal,,,,
choice,option,407.7071139999898,408.73473987495527,6,1,,,,,,,,,Animal,,,,
