phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,13.021469375118613,14.288229917176068,1,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,image,14.288409917149693,15.310968625126407,1,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,value,15.311081083025783,21.327264625113457,1,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,attention,21.327368792146444,24.34740824997425,1,1,Object_Land_Solid_Small,-2,-2,1,2.102256708079949,,,,,,,,
encoding,fixation,24.34755991701968,25.85246566706337,2,1,Animal_Sea_Pattern_Large,6,,,,,,,,,,,
encoding,image,25.852583250030875,26.863037000177428,2,1,Animal_Sea_Pattern_Large,6,,,,,,,,,,,
encoding,value,26.86315495800227,32.87715291697532,2,1,Animal_Sea_Pattern_Large,6,,,,,,,,,,,
encoding,attention,32.87725770799443,35.896744875004515,2,1,Animal_Sea_Pattern_Large,6,+6,1,1.3426605421118438,,,,,,,,
encoding,fixation,35.89690087502822,37.15192375006154,3,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,image,37.15204366715625,38.16198049997911,3,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,value,38.16209616698325,44.17378875007853,3,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,attention,44.17390579194762,47.19132612505928,3,1,Object_Sea_Solid_Small,-2,-2,1,1.2075179170351475,,,,,,,,
encoding,fixation,47.191467500058934,48.446402250090614,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,image,48.44650995801203,49.457295041996986,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,value,49.457411041948944,55.46844204212539,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,attention,55.46854937495664,58.485952333081514,4,1,Animal_Sea_Solid_Small,2,+2,1,1.2279307499993593,,,,,,,,
encoding,fixation,58.48611137503758,59.99442629213445,5,1,Animal_Land_Pattern_Large,-9,,,,,,,,,,,
encoding,image,59.99454141710885,61.00593579211272,5,1,Animal_Land_Pattern_Large,-9,,,,,,,,,,,
encoding,value,61.00604091701098,67.0183798330836,5,1,Animal_Land_Pattern_Large,-9,,,,,,,,,,,
encoding,attention,67.01848608301952,70.07716279197484,5,1,Animal_Land_Pattern_Large,-9,-9,1,1.0825049590785056,,,,,,,,
encoding,fixation,70.07730033295229,70.83231962495483,6,1,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,image,70.83244441705756,71.84449183312245,6,1,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,value,71.84459408302791,77.85698866704479,6,1,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,attention,77.85711770807393,80.8757318330463,6,1,Object_Land_Pattern_Large,9,+9,1,0.9718874159734696,,,,,,,,
n-back,,,,1,1,,,,1,None,V,False,None,,,,,
n-back,,,,2,1,,,,0,None,Z,True,None,,,,,
n-back,,,,3,1,,,,0,None,V,True,None,,,,,
n-back,,,,4,1,,,,1,0.0454954169690609,Z,True,1,,,,,
n-back,,,,5,1,,,,1,None,Z,False,None,,,,,
n-back,,,,6,1,,,,1,None,B,False,None,,,,,
n-back,,,,7,1,,,,1,None,N,False,None,,,,,
n-back,,,,8,1,,,,1,None,V,False,None,,,,,
n-back,,,,9,1,,,,1,None,X,False,None,,,,,
n-back,,,,10,1,,,,1,0.878053667023778,V,True,1,,,,,
n-back,,,,11,1,,,,1,None,V,False,None,,,,,
n-back,,,,12,1,,,,0,None,V,True,None,,,,,
n-back,,,,13,1,,,,0,None,V,True,None,,,,,
n-back,,,,14,1,,,,1,None,C,False,None,,,,,
n-back,,,,15,1,,,,1,None,B,False,None,,,,,
n-back,,,,16,1,,,,1,None,X,False,None,,,,,
n-back,,,,17,1,,,,1,None,X,False,None,,,,,
n-back,,,,18,1,,,,1,1.067759915953502,X,True,1,,,,,
n-back,,,,19,1,,,,1,None,C,False,None,,,,,
n-back,,,,20,1,,,,1,None,N,False,None,,,,,
n-back,,,,21,1,,,,1,None,B,False,None,,,,,
n-back,,,,22,1,,,,1,None,X,False,None,,,,,
n-back,,,,23,1,,,,1,0.918216124875471,B,True,1,,,,,
n-back,,,,24,1,,,,1,None,B,False,None,,,,,
n-back,,,,25,1,,,,0,None,B,True,None,,,,,
n-back,,,,26,1,,,,1,None,Z,False,None,,,,,
n-back,,,,27,1,,,,0,None,B,True,None,,,,,
n-back,,,,28,1,,,,1,None,C,False,None,,,,,
n-back,,,,29,1,,,,1,None,Z,False,None,,,,,
n-back,,,,30,1,,,,1,None,B,False,None,,,,,
choice,fixation,161.02670229203068,162.53321625012904,1,1,,,,,,,,,Object,,,,
choice,option,162.54321704199538,163.78248449997045,1,1,,,,,,,,,Object,,,,
choice,choice,163.78265187516809,169.91405095811933,1,1,,,1,1,5.12133300001733,,,,Object,,,,
choice,fixation,169.91417558304965,171.16913633304648,2,1,,,,,,,,,Sea,,,,
choice,option,171.17806320800446,172.20706787495874,2,1,,,,,,,,,Sea,,,,
choice,choice,172.20721591706388,185.3446561251767,2,1,,,2,0,12.125878915889189,,,,Sea,,,,
choice,fixation,185.34477841714397,186.59978316701017,3,1,,,,,,,,,Pattern,,,,
choice,option,186.60914512514137,187.63707041717134,3,1,,,,,,,,,Pattern,,,,
choice,choice,187.63716741697863,202.62382258311845,3,1,,,1,1,13.975662958808243,,,,Pattern,,,,
choice,fixation,202.62395699997433,203.87935741711408,4,1,,,,,,,,,Animal,,,,
choice,option,203.8895110830199,204.91713395807892,4,1,,,,,,,,,Animal,,,,
choice,choice,204.91723241703585,207.4555221251212,4,1,,,1,0,1.5288555000443012,,,,Animal,,,,
choice,fixation,207.45565408305265,208.7109797920566,5,1,,,,,,,,,Solid,,,,
choice,option,208.72010316699743,209.74787600012496,5,1,,,,,,,,,Solid,,,,
choice,choice,209.7479822919704,213.081601458136,5,1,,,2,1,2.3238957091234624,,,,Solid,,,,
choice,fixation,213.0817267501261,214.08679908304475,6,1,,,,,,,,,Large,,,,
choice,option,214.0956047079526,215.1222144169733,6,1,,,,,,,,,Large,,,,
choice,choice,215.12232866697013,219.38252408313565,6,1,,,1,1,3.250751999905333,,,,Large,,,,
choice,fixation,219.38264912506565,220.13762066699564,7,1,,,,,,,,,Small,,,,
choice,option,220.1466534580104,221.17643454205245,7,1,,,,,,,,,Small,,,,
choice,choice,221.17654454195872,226.96842583315447,7,1,,,2,1,4.781949875177816,,,,Small,,,,
choice,fixation,226.96856650011614,227.72367766709067,8,1,,,,,,,,,Land,,,,
choice,option,227.732461333042,228.76019183313474,8,1,,,,,,,,,Land,,,,
choice,choice,228.7603109171614,232.8544963330496,8,1,,,1,0,3.084692707983777,,,,Land,,,,
memory,free_recall,296.0016481250059,336.53751508309506,0,1,,,,,,,,,,,,,
memory,value_recall,380.8873972920701,389.8259657921735,1,1,Object_Land_Pattern_Large,,,,8.93256604205817,,,,,9,,,
memory,value_recall,390.8728485421743,416.84209633315913,2,1,Animal_Sea_Solid_Small,,,,25.965714833000675,,,,,2,,,
memory,value_recall,418.3891110420227,427.83327033300884,3,1,Animal_Land_Pattern_Large,,,,9.440056415973231,,,,,-9,,,
memory,value_recall,429.880643249955,433.1616306670476,4,1,Object_Sea_Solid_Small,,,,3.276965416967869,,,,,-2,,,
memory,value_recall,434.45928629208356,455.24987891712226,5,1,Animal_Sea_Pattern_Large,,,,20.786415208131075,,,,,6,,,
memory,value_recall,457.30246020806953,461.47564887511544,6,1,Object_Land_Solid_Small,,,,4.166688083903864,,,,,-2,,,
memory,spatial_recall,493.0264051251579,528.4769101249985,6,1,Animal_Sea_Solid_Small,,,1,35.44647679198533,,,,,,"[0, 380]","[0, 380]",
memory,spatial_recall,530.5339675419964,539.7136102081276,6,1,Animal_Land_Pattern_Large,,,1,9.17530395812355,,,,,,"[-329, 190]","[-329, 190]",
memory,spatial_recall,541.5210656251293,553.4769675419666,6,1,Object_Land_Solid_Small,,,1,11.951874666847289,,,,,,"[-329, -190]","[-329, -190]",
memory,spatial_recall,554.5286875420716,562.5300505000632,6,1,Object_Sea_Solid_Small,,,1,7.99883949989453,,,,,,"[329, -190]","[329, -190]",
memory,spatial_recall,564.0818421251606,567.7339880829677,6,1,Animal_Sea_Pattern_Large,,,1,3.6478773751296103,,,,,,"[329, 189]","[329, 189]",
memory,spatial_recall,569.798759000143,574.6672273750883,6,1,Object_Land_Pattern_Large,,,1,4.86445050011389,,,,,,"[0, -380]","[0, -380]",
encoding,fixation,19.879659166093916,20.636732832994312,7,2,Object_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,image,20.63686512503773,21.649565041065216,7,2,Object_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,value,21.64966879109852,27.662994500016794,7,2,Object_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,attention,27.663112791022286,30.683485249988735,7,2,Object_Land_Pattern_Small,-7,-7,1,1.781184958992526,,,,,,,,
encoding,fixation,30.6836409161333,31.938990958034992,8,2,Object_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,image,31.939103625016287,32.950315041001886,8,2,Object_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,value,32.95042529096827,38.96287158317864,8,2,Object_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,attention,38.96299241599627,41.982990000164136,8,2,Object_Sea_Pattern_Small,3,+3,1,2.24914758419618,,,,,,,,
encoding,fixation,41.98314212518744,42.989179000025615,9,2,Animal_Sea_Solid_Large,1,,,,,,,,,,,
encoding,image,42.98928929097019,44.00092766596936,9,2,Animal_Sea_Solid_Large,1,,,,,,,,,,,
encoding,value,44.00105141615495,50.013814041158184,9,2,Animal_Sea_Solid_Large,1,,,,,,,,,,,
encoding,attention,50.013931500026956,53.03234220808372,9,2,Animal_Sea_Solid_Large,1,+1,1,1.4539520412217826,,,,,,,,
encoding,fixation,53.03249179106206,53.53794629103504,10,2,Animal_Sea_Solid_Small,-8,,,,,,,,,,,
encoding,image,53.53804516606033,54.54895520815626,10,2,Animal_Sea_Solid_Small,-8,,,,,,,,,,,
encoding,value,54.549076250055805,60.560409458121285,10,2,Animal_Sea_Solid_Small,-8,,,,,,,,,,,
