phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,17257692,17258959,17257780.0,17257979.0,200.0,200.0,1736.9,1018.8,1591.0,1269.0,Object_Land_Solid_Small,13.021469375118611,14.288229917176068,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,1,17257692,17258959,17257999.0,17258134.0,136.0,136.0,1866.6,1069.1,1920.0,1080.0,fixation,13.021469375118611,14.288229917176068,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,1,17257692,17258959,17258361.0,17258693.0,333.0,333.0,1899.3,1272.2,1920.0,700.0,Animal_Sea_Solid_Small,13.021469375118611,14.288229917176068,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,1,17257692,17258959,17258715.0,17258939.0,225.0,225.0,1944.9,1161.3,1920.0,700.0,Animal_Sea_Solid_Small,13.021469375118611,14.288229917176068,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,1,17258959,17259982,17258966.0,17259167.0,202.0,202.0,1920.7,1346.0,1920.0,700.0,Animal_Sea_Solid_Small,14.288409917149693,15.310968625126408,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,1,17258959,17259982,17259215.0,17259365.0,151.0,151.0,1629.9,872.8,1591.0,1269.0,Object_Land_Solid_Small,14.288409917149693,15.310968625126408,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,1,17258959,17259982,17259376.0,17259845.0,470.0,470.0,1583.2,846.8,1591.0,1269.0,Object_Land_Solid_Small,14.288409917149693,15.310968625126408,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,1,17258959,17259982,17259861.0,17260065.0,205.0,121.0,1690.4,910.0,1591.0,1269.0,Object_Land_Solid_Small,14.288409917149693,15.310968625126408,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17260080.0,17260228.0,149.0,149.0,1605.5,869.5999999999999,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17260245.0,17260579.0,335.0,335.0,1570.4,767.7,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17260835.0,17261113.0,279.0,279.0,1582.4,812.3,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17261121.0,17262121.0,1001.0,1001.0,1591.7,838.9000000000001,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17262139.0,17262405.0,267.0,267.0,1571.2,751.8,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17262420.0,17262818.0,399.0,399.0,1587.0,829.9000000000001,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17262855.0,17263053.0,199.0,199.0,1854.0,998.3,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17263063.0,17263237.0,175.0,175.0,1891.7,1021.5,1920.0,1080.0,fixation,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17263485.0,17264113.0,629.0,629.0,1581.0,801.8,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17264143.0,17264688.0,546.0,546.0,1894.1,1028.0,1920.0,1080.0,fixation,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17264715.0,17264883.0,169.0,169.0,1757.3,793.4000000000001,1920.0,1460.0,Object_Land_Pattern_Large,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17264903.0,17265217.0,315.0,315.0,1572.6,742.0999999999999,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17265243.0,17265604.0,362.0,362.0,1817.3,901.4000000000001,1920.0,1460.0,Object_Land_Pattern_Large,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,1,17259982,17265999,17265631.0,17265887.0,257.0,257.0,1553.7,761.5999999999999,1591.0,1269.0,Object_Land_Solid_Small,15.311081083025783,21.327264625113457,1.0,Object_Land_Solid_Small,-2.0,,,,,,,,,,,
encoding,attention,1,17265999,17269019,17266154.0,17266327.0,174.0,174.0,1562.8,778.5,1591.0,1269.0,Object_Land_Solid_Small,21.327368792146444,24.34740824997425,1.0,Object_Land_Solid_Small,-2.0,-2.0,1.0,2.102256708079949,,,,,,,,
encoding,attention,1,17265999,17269019,17266339.0,17266787.0,449.0,449.0,1597.0,756.0,1591.0,1269.0,Object_Land_Solid_Small,21.327368792146444,24.34740824997425,1.0,Object_Land_Solid_Small,-2.0,-2.0,1.0,2.102256708079949,,,,,,,,
encoding,attention,1,17265999,17269019,17266802.0,17267625.0,824.0,824.0,1511.5,732.9000000000001,1591.0,1269.0,Object_Land_Solid_Small,21.327368792146444,24.34740824997425,1.0,Object_Land_Solid_Small,-2.0,-2.0,1.0,2.102256708079949,,,,,,,,
encoding,attention,1,17265999,17269019,17267637.0,17268591.0,955.0,955.0,1567.1,769.4000000000001,1591.0,1269.0,Object_Land_Solid_Small,21.327368792146444,24.34740824997425,1.0,Object_Land_Solid_Small,-2.0,-2.0,1.0,2.102256708079949,,,,,,,,
encoding,fixation,2,17269019,17270524,17269257.0,17270721.0,1465.0,1267.0,1915.4,1040.6,1920.0,1080.0,fixation,24.34755991701968,25.85246566706337,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,image,2,17270524,17271535,17270757.0,17271303.0,547.0,547.0,2236.1,1230.4,2249.0,891.0,Animal_Sea_Pattern_Large,25.852583250030875,26.863037000177428,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17271598.0,17271710.0,113.0,113.0,2227.2,1179.9,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17271722.0,17272158.0,437.0,437.0,2269.6,1148.6,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17272171.0,17272548.0,378.0,378.0,2223.9,1214.3,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17272562.0,17272789.0,228.0,228.0,2264.6,1165.1,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17273079.0,17274055.0,977.0,977.0,2262.4,1157.9,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17274068.0,17274289.0,222.0,222.0,2254.6,1202.6,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17274298.0,17274992.0,695.0,695.0,2255.4,1157.7,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17275010.0,17276403.0,1394.0,1394.0,2243.0,1230.9,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,value,2,17271535,17277549,17276664.0,17277772.0,1109.0,885.0,2230.1,1224.2,2249.0,891.0,Animal_Sea_Pattern_Large,26.86315495800227,32.87715291697532,1.0,Animal_Sea_Pattern_Large,6.0,,,,,,,,,,,
encoding,attention,2,17277549,17280569,17277783.0,17277978.0,196.0,196.0,2258.0,1187.1,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,attention,2,17277549,17280569,17277985.0,17278158.0,174.0,174.0,2278.6,1171.8,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,attention,2,17277549,17280569,17278169.0,17279159.0,991.0,991.0,2200.1,1148.0,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,attention,2,17277549,17280569,17279452.0,17279934.0,483.0,483.0,2279.7,1199.6,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,attention,2,17277549,17280569,17279946.0,17280195.0,250.0,250.0,2301.8,1141.4,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,attention,2,17277549,17280569,17280209.0,17280403.0,195.0,195.0,2246.3,1210.3,2249.0,891.0,Animal_Sea_Pattern_Large,32.87725770799443,35.896744875004515,1.0,Animal_Sea_Pattern_Large,6.0,6.0,1.0,1.3426605421118438,,,,,,,,
encoding,fixation,3,17280569,17281824,17280667.0,17280812.0,146.0,146.0,2209.9,1190.5,2249.0,891.0,Animal_Sea_Pattern_Large,35.89690087502822,37.15192375006154,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,3,17280569,17281824,17280839.0,17281040.0,202.0,202.0,1938.2,1038.9,1920.0,1080.0,fixation,35.89690087502822,37.15192375006154,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,3,17280569,17281824,17281320.0,17281411.0,92.0,92.0,1940.9,1113.1,1920.0,1080.0,fixation,35.89690087502822,37.15192375006154,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,fixation,3,17280569,17281824,17281434.0,17281889.0,456.0,390.0,1846.9,1038.6,1591.0,1269.0,Object_Land_Solid_Small,35.89690087502822,37.15192375006154,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,3,17281824,17282834,17281916.0,17282053.0,138.0,138.0,1543.6,919.4000000000001,1591.0,1269.0,Object_Land_Solid_Small,37.15204366715625,38.16198049997911,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,image,3,17281824,17282834,17282104.0,17283106.0,1003.0,730.0,2248.1,903.7,2249.0,1269.0,Object_Sea_Solid_Small,37.15204366715625,38.16198049997911,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,3,17282834,17288846,17283128.0,17283536.0,409.0,409.0,2232.9,784.0,2249.0,1269.0,Object_Sea_Solid_Small,38.16209616698325,44.17378875007853,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,3,17282834,17288846,17283828.0,17284259.0,432.0,432.0,2252.4,830.3,2249.0,1269.0,Object_Sea_Solid_Small,38.16209616698325,44.17378875007853,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,3,17282834,17288846,17284270.0,17287798.0,3529.0,3529.0,2234.8,771.4000000000001,2249.0,1269.0,Object_Sea_Solid_Small,38.16209616698325,44.17378875007853,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,3,17282834,17288846,17288081.0,17288319.0,239.0,239.0,2249.9,824.5,2249.0,1269.0,Object_Sea_Solid_Small,38.16209616698325,44.17378875007853,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,value,3,17282834,17288846,17288337.0,17289499.0,1163.0,509.0,2234.1,772.4000000000001,2249.0,1269.0,Object_Sea_Solid_Small,38.16209616698325,44.17378875007853,1.0,Object_Sea_Solid_Small,-2.0,,,,,,,,,,,
encoding,attention,3,17288846,17291864,17289515.0,17290580.0,1066.0,1066.0,2288.7,755.3,2249.0,1269.0,Object_Sea_Solid_Small,44.17390579194762,47.19132612505928,1.0,Object_Sea_Solid_Small,-2.0,-2.0,1.0,1.2075179170351475,,,,,,,,
encoding,attention,3,17288846,17291864,17290594.0,17291126.0,533.0,533.0,2219.4,808.2,2249.0,1269.0,Object_Sea_Solid_Small,44.17390579194762,47.19132612505928,1.0,Object_Sea_Solid_Small,-2.0,-2.0,1.0,1.2075179170351475,,,,,,,,
encoding,attention,3,17288846,17291864,17291145.0,17291844.0,700.0,700.0,2215.4,913.9000000000001,2249.0,1269.0,Object_Sea_Solid_Small,44.17390579194762,47.19132612505928,1.0,Object_Sea_Solid_Small,-2.0,-2.0,1.0,1.2075179170351475,,,,,,,,
encoding,fixation,4,17291864,17293119,17292104.0,17292233.0,130.0,130.0,1969.9,1062.1,1920.0,1080.0,fixation,47.191467500058934,48.446402250090614,1.0,Animal_Sea_Solid_Small,2.0,,,,,,,,,,,
encoding,fixation,4,17291864,17293119,17292460.0,17292793.0,334.0,334.0,1916.1,1040.8,1920.0,1080.0,fixation,47.191467500058934,48.446402250090614,1.0,Animal_Sea_Solid_Small,2.0,,,,,,,,,,,
encoding,fixation,4,17291864,17293119,17292807.0,17292957.0,151.0,151.0,1905.9,957.8,1920.0,1460.0,Object_Land_Pattern_Large,47.191467500058934,48.446402250090614,1.0,Animal_Sea_Solid_Small,2.0,,,,,,,,,,,
encoding,fixation,4,17291864,17293119,17292974.0,17293410.0,437.0,145.0,1927.2,1052.1,1920.0,1080.0,fixation,47.191467500058934,48.446402250090614,1.0,Animal_Sea_Solid_Small,2.0,,,,,,,,,,,
encoding,image,4,17293119,17294130,17293448.0,17293878.0,431.0,431.0,1909.5,1406.2,1920.0,700.0,Animal_Sea_Solid_Small,48.44650995801203,49.457295041996986,1.0,Animal_Sea_Solid_Small,2.0,,,,,,,,,,,
