game,original_item,item,onset,offset
1,LION,Animal_Land_Solid_Large,13.3,14.3
1,WELL,Animal_Sea_Pattern_Large,17.4,17.8
1,SNORKEL,Object_Sea_Solid_Small,19.6,20.3
1,HOUSE,Object_Land_Pattern_Large,20.3,21.2
1,FISH,Animal_Sea_Pattern_Small,25.8,26.3
2,CRAB,Animal_Sea_Solid_Small,7.3,8.4
2,COUCH,Object_Land_Solid_Large,11.6,12.5
2,FLOATIES,Object_Sea_Pattern_Small,21.9,23.0
2,HAT,Object_Land_Pattern_Small,25.4,25.7
2,SEAL,Animal_Sea_Solid_Large,25.7,26.4
2,ZEBRA,Animal_Land_Pattern_Large,31.5,32.2
3,LION,Animal_Land_Solid_Large,5.0,6.0
3,SUBMARINE,Object_Sea_Solid_Large,10.0,11.0
3,HAT,Object_Land_Pattern_Small,15.1,15.9
3,FISH,Animal_Sea_Pattern_Small,18.3,18.7
3,BOWTIE,Object_Land_Solid_Small,21.1,22.0
3,ZEBRA,Animal_Land_Pattern_Large,23.3,23.9
4,CRAB,Animal_Sea_Solid_Small,3.6,4.7
4,WHALE,Animal_Sea_Pattern_Large,4.7,5.1
4,SNORKEL,Object_Sea_Solid_Small,5.1,6.1
4,HOUSE,Object_Land_Pattern_Large,6.1,7.0
4,BOWTIE,Object_Land_Solid_Small,9.1,10.9
4,ZEBRA,Animal_Land_Pattern_Large,11.7,12.5
5,CRAB,Animal_Sea_Solid_Small,2.3,3.3
5,BOAT,Object_Sea_Pattern_Large,5.2,5.5
5,SUBMARINE,Object_Sea_Solid_Large,6.0,7.1
5,LADYBUG,Animal_Land_Pattern_Small,8.5,9.5
5,HAT,Object_Land_Pattern_Small,9.5,10.6
5,SEAL,Animal_Sea_Solid_Large,31.8,32.6
5,BIRD,Animal_Land_Solid_Small,32.6,33.6
6,BOAT,Object_Sea_Pattern_Large,2.7,4.0
6,SUBMARINE,Object_Sea_Solid_Large,4.0,4.8
6,LADYBUG,Animal_Land_Pattern_Small,5.3,6.2
6,HAT,Object_Land_Pattern_Small,8.1,8.3
6,SEAL,Animal_Sea_Solid_Large,8.3,8.8
6,BIRD,Animal_Land_Solid_Small,8.8,9.5
7,BOAT,Object_Sea_Pattern_Large,4.6,6.5
7,SUBMARINE,Object_Sea_Solid_Large,6.7,7.7
7,LADYBUG,Animal_Land_Pattern_Small,7.7,9.1
7,HAT,Object_Land_Pattern_Small,10.7,10.7
7,SEAL,Animal_Sea_Solid_Large,10.7,11.4
7,BIRD,Animal_Land_Solid_Small,11.4,12.0
