subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Pattern_Small,0,1,31857768.0,31859463.0,1695.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Animal_Sea_Pattern_Large,1,0,31861867.0,31861914.0,47.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Solid_Small,2,1,31862100.0,31862223.0,123.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Pattern_Small,0,1,31863629.0,31864296.0,667.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Solid_Small,2,1,31865026.0,31866329.0,1303.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Sea_Pattern_Large,3,1,31867786.0,31868751.0,965.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Animal_Land_Solid_Small,4,0,31868826.0,31869188.0,362.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Pattern_Small,0,1,31869836.0,31869901.0,65.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Animal_Land_Solid_Small,4,0,31869917.0,31870038.0,121.0
142,choice,choice,1,1.0,Object,2.0,13.168106249999257,Object_Land_Pattern_Small,0,1,31870055.0,31870129.0,74.0
142,choice,choice,2,1.0,Pattern,1.0,6.087658665957861,Object_Land_Pattern_Small,0,1,31876126.0,31877128.0,1002.0
142,choice,choice,3,1.0,Sea,1.0,2.464686958002858,Animal_Land_Solid_Small,4,0,31884943.0,31885054.0,111.0
142,choice,choice,4,1.0,Land,1.0,1.0098072909750044,Object_Sea_Pattern_Large,3,0,31889492.0,31889554.0,62.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Animal_Land_Solid_Small,4,1,31892602.0,31892789.0,187.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Object_Land_Pattern_Small,0,0,31892818.0,31893246.0,428.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Animal_Sea_Pattern_Large,1,0,31893661.0,31893808.0,147.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Object_Land_Solid_Small,2,1,31893831.0,31894066.0,235.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Object_Land_Pattern_Small,0,0,31894088.0,31894741.0,653.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Animal_Land_Solid_Small,4,1,31894782.0,31895256.0,474.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Object_Sea_Pattern_Large,3,0,31895286.0,31895535.0,249.0
142,choice,choice,5,1.0,Solid,2.0,3.8478082079673186,Animal_Sea_Pattern_Large,1,0,31895571.0,31895956.0,385.0
142,choice,choice,6,1.0,Small,1.0,1.7747465840075165,Animal_Land_Solid_Small,4,1,31899467.0,31899734.0,267.0
142,choice,choice,6,1.0,Small,1.0,1.7747465840075165,Animal_Sea_Solid_Large,5,0,31900572.0,31900991.0,419.0
142,choice,choice,7,1.0,Animal,1.0,0.8609098329907283,Object_Sea_Pattern_Large,3,0,31904638.0,31904776.0,138.0
142,choice,choice,9,2.0,Sea,1.0,10.331768749980256,Animal_Land_Pattern_Small,0,0,32315016.0,32315085.0,69.0
142,choice,choice,9,2.0,Sea,1.0,10.331768749980256,Object_Sea_Pattern_Small,1,1,32315894.0,32317356.0,1462.0
142,choice,choice,9,2.0,Sea,1.0,10.331768749980256,Object_Sea_Solid_Large,2,1,32317621.0,32317773.0,152.0
142,choice,choice,9,2.0,Sea,1.0,10.331768749980256,Object_Sea_Pattern_Small,1,1,32317796.0,32318078.0,282.0
