game,original_item,item,onset,offset
1,BIRD,Animal_Land_Solid_Small,5.3,6.2
1,BOWTIE,Object_Land_Solid_Small,7.5,8.4
1,HAT,Object_Land_Pattern_Small,19.4,19.4
1,BOAT,Object_Sea_Pattern_Large,19.4,20.2
1,LION,Animal_Land_Solid_Large,29.8,30.7
1,HOUSE,Object_Land_Pattern_Large,34.0,34.6
2,LION,Animal_Land_Solid_Large,2.6,3.5
2,SUBMARINE,Object_Sea_Solid_Large,5.0,6.2
2,FLOATIES,Object_Sea_Pattern_Small,8.2,9.1
2,BIRD,Animal_Land_Solid_Small,18.9,19.7
2,SNORKEL,Object_Sea_Solid_Small,20.9,22.0
3,COUCH,Object_Land_Solid_Large,5.7,6.7
3,HOUSE,Object_Land_Pattern_Large,6.7,8.4
3,SNORKEL,Object_Sea_Solid_Small,9.8,11.0
3,BIRD,Animal_Land_Solid_Small,13.3,14.0
3,FISH,Animal_Sea_Pattern_Small,15.5,16.1
3,SUBMARINE,Object_Sea_Solid_Large,19.4,20.2
4,BOAT,Object_Sea_Pattern_Large,7.7,9.6
4,BIRD,Animal_Land_Solid_Small,9.5,10.3
4,BOWTIE,Object_Land_Solid_Small,11.6,12.9
4,HOUSE,Object_Land_Pattern_Large,13.8,14.6
4,SUBMARINE,Object_Sea_Solid_Large,14.6,16.2
5,LION,Animal_Land_Solid_Large,3.5,4.6
5,FLOATY,Object_Sea_Pattern_Small,4.6,5.7
5,SUBMARINE,Object_Sea_Solid_Large,5.7,7.1
5,HOUSE,Object_Land_Pattern_Large,7.1,8.0
5,BIRD,Animal_Land_Solid_Small,9.5,10.3
5,BOAT,Object_Sea_Pattern_Large,14.5,15.3
6,COUCH,Object_Land_Solid_Large,2.0,2.9
6,ZEBRA,Animal_Land_Pattern_Large,4.3,6.1
6,BIRD,Animal_Land_Solid_Small,8.5,9.4
6,FISH,Animal_Sea_Pattern_Small,11.3,11.8
6,BOAT,Object_Sea_Pattern_Large,14.7,15.6
7,FLOATIES,Object_Sea_Pattern_Small,3.0,4.0
7,LION,Animal_Land_Solid_Large,4.6,5.4
7,LADYBUG,Animal_Land_Pattern_Small,5.4,6.6
7,HOUSE,Object_Land_Pattern_Large,7.7,8.3
7,ZEBRA,Animal_Land_Pattern_Large,9.1,10.0
7,BOAT,Object_Sea_Pattern_Large,12.4,13.0
