Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(templatebidirectional) = 0,0.12273807333747634,0.013834265268054808,0.09549358894655414,0.15175133642138705,NA,NA,*
(templateforward) = 0,0.07619927807740343,0.01382524121115331,0.048346945252642944,0.10561202070075676,NA,NA,*
(templatebackward) = 0,0.0786137907716053,0.013405885254220188,0.049804770449808876,0.10691182120737935,NA,NA,*
(templatebidirectional-templateforward) = 0,0.046538795260072915,0.011639582911055543,0.02357233599364058,0.07032845513248961,NA,NA,*
(templatebidirectional-templatebackward) = 0,0.044124282565871045,0.011431721781593705,0.021809373288207083,0.06695035159033969,NA,NA,*
(templateforward-templatebackward) = 0,-0.0024145126942018646,0.011678151925784813,-0.02573581157794275,0.021284021521088728,NA,NA,
