Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(templatebidirectional) = 0,0.282299304243479,0.02362188862768025,0.23560220388157277,0.3285445368493632,NA,NA,*
(templateforward) = 0,0.15705452362333358,0.02469537471843084,0.10849810001501617,0.20479980731100866,NA,NA,*
(templatebackward) = 0,0.19977582650945908,0.02362303007456355,0.1540847306479909,0.2457559125063044,NA,NA,*
(templatebidirectional-templateforward) = 0,0.1252447806201454,0.03220181857135597,0.06222155543889563,0.18745137435340112,NA,NA,*
(templatebidirectional-templatebackward) = 0,0.08252347773401991,0.030838520037458204,0.023266929532106788,0.1428586575159599,NA,NA,*
(templateforward-templatebackward) = 0,-0.04272130288612549,0.032183246377118474,-0.10613705851446092,0.018753963159249806,NA,NA,
