Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,-0.5000000035179237,2.405755808042245e-7,-0.5000005112380764,-0.4999994995492863,NA,NA,*
