Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,5.632492143057523e-9,3.742131259584447e-7,-8.338245050482884e-7,8.680952295863854e-7,NA,NA,
