subject,condition,fixation_advantage
125,relevant,1.6045
125,relevant,0.0
125,relevant,-0.9440000000000001
125,relevant,1.5965
125,relevant,-0.4585
125,relevant,-1.778
125,relevant,-1.171
125,relevant,0.0555
125,relevant,0.4625
125,relevant,-2.07
125,relevant,-1.178
125,relevant,0.2885
125,relevant,-0.5665
125,relevant,-2.3085
125,relevant,2.8285
125,relevant,-0.8
125,relevant,0.0
125,relevant,-0.20350000000000001
125,relevant,-0.897
125,relevant,-0.146
125,relevant,0.483
125,relevant,0.709
125,relevant,0.218
125,relevant,-1.9165
125,relevant,3.7235
125,relevant,-3.281
125,relevant,6.803
125,relevant,-5.2535
125,relevant,9.7885
125,relevant,0.0
125,relevant,-0.643
125,relevant,-0.835
125,relevant,-0.3605
125,relevant,0.507
125,relevant,0.732
125,relevant,-1.6815
125,relevant,-0.4255
125,relevant,-1.7595
125,relevant,0.0
125,relevant,-0.15
125,relevant,0.2525
125,relevant,-0.341
125,relevant,0.7475
125,relevant,-0.3805
125,relevant,-0.9625
125,relevant,0.3695
125,relevant,0.5675
125,relevant,-0.3025
125,relevant,1.083
125,relevant,-0.461
125,relevant,-2.2645
125,relevant,1.36
125,relevant,-1.804
125,relevant,-1.367
125,relevant,0.079
125,relevant,0.984
125,relevant,0.14150000000000001
125,relevant,-0.147
125,relevant,-0.2535
125,relevant,0.2905
125,relevant,-0.13
125,relevant,0.0
125,relevant,0.23900000000000002
125,relevant,0.322
125,relevant,0.5700000000000001
125,relevant,-1.199
125,relevant,-0.877
125,relevant,1.7870000000000001
125,relevant,-0.199
125,relevant,-2.1345
125,relevant,0.0345
125,relevant,5.6155
125,relevant,5.8935
125,relevant,-2.3970000000000002
125,relevant,-1.7890000000000001
125,relevant,-0.7165
125,relevant,1.385
125,relevant,-1.066
125,relevant,-1.3165
125,relevant,-0.99
125,relevant,-0.453
125,relevant,-1.5975000000000001
125,relevant,1.506
125,relevant,-2.116
125,relevant,3.5735
125,relevant,-2.211
125,relevant,3.529
125,relevant,-1.566
125,relevant,3.6875
125,relevant,-0.455
125,relevant,-0.067
125,relevant,-0.0905
125,relevant,0.0235
125,relevant,0.869
125,relevant,0.967
125,relevant,0.503
125,relevant,-0.6805
125,relevant,6.096
125,relevant,0.0
125,relevant,0.965
125,relevant,-0.7335
125,relevant,-0.28600000000000003
125,relevant,-0.026000000000000002
125,relevant,0.1095
125,relevant,-0.1045
125,relevant,-0.2005
125,relevant,-0.2545
125,relevant,2.5245
125,relevant,-1.7865
125,relevant,2.763
125,relevant,-1.6835
125,relevant,-2.823
125,relevant,-0.304
125,relevant,-2.867
125,relevant,1.7870000000000001
125,relevant,-0.989
125,relevant,2.1865
125,relevant,2.7085
125,relevant,-1.9285
125,relevant,-2.5
125,relevant,1.867
125,relevant,-1.7890000000000001
125,relevant,-0.233
125,relevant,-0.6865
125,relevant,0.9765
125,relevant,-1.453
125,relevant,1.3985
125,relevant,-0.747
125,relevant,0.0
125,relevant,-0.369
125,relevant,0.612
125,relevant,-0.4465
125,relevant,0.5045000000000001
125,relevant,0.724
125,relevant,0.3215
125,relevant,2.1845
125,relevant,0.7095
125,relevant,-3.637
125,relevant,-3.0580000000000003
125,relevant,2.016
125,relevant,0.094
125,relevant,2.089
125,relevant,-2.475
125,relevant,0.126
125,relevant,0.71
125,relevant,-0.585
125,relevant,0.34900000000000003
125,relevant,0.5295
125,relevant,0.5405
125,relevant,0.7375
125,relevant,0.61
125,relevant,0.8210000000000001
125,relevant,0.8365
125,relevant,0.9585
125,relevant,0.8375
125,relevant,1.2655
125,relevant,1.5335
125,relevant,1.7375
125,relevant,1.098
125,relevant,-3.2275
125,relevant,1.7530000000000001
125,relevant,1.211
125,relevant,1.345
125,relevant,2.402
125,relevant,1.395
125,relevant,3.741
125,relevant,4.735
125,relevant,-1.2505
125,relevant,-2.138
125,relevant,-1.969
125,relevant,-0.499
125,relevant,-1.141
125,relevant,0.298
125,relevant,-0.9450000000000001
125,relevant,-0.137
125,relevant,-1.713
125,relevant,0.5680000000000001
125,relevant,-1.75
125,relevant,-0.11800000000000001
125,relevant,0.0
125,relevant,-0.0535
125,relevant,-0.4595
125,relevant,-0.17550000000000002
125,relevant,2.7735
125,relevant,3.4635000000000002
125,relevant,7.6675
125,relevant,-0.1385
125,relevant,-1.4925
125,relevant,3.29
125,relevant,-2.5375
125,relevant,4.0795
125,relevant,-2.097
125,relevant,-0.5825
125,relevant,-0.059500000000000004
125,relevant,0.2965
125,relevant,-1.711
125,relevant,0.666
125,relevant,0.47750000000000004
125,relevant,0.733
125,relevant,-3.031
125,relevant,-2.7
125,relevant,2.21
125,relevant,-2.785
125,relevant,2.7935
125,relevant,0.0
125,relevant,-0.066
125,relevant,-0.633
125,relevant,-0.742
125,relevant,-0.327
125,relevant,-0.4955
125,relevant,-0.635
125,relevant,0.5905
125,relevant,0.9285
125,relevant,1.8485
125,relevant,0.0
125,relevant,-0.0285
125,relevant,-0.227
125,relevant,-0.076
125,relevant,-0.11950000000000001
125,relevant,-0.9195
125,relevant,0.9185
125,relevant,-0.7585000000000001
125,relevant,0.9835
125,relevant,-0.463
125,relevant,0.7435
125,relevant,0.3555
125,relevant,1.2495
125,relevant,2.5905
125,relevant,2.9705
125,relevant,-0.47400000000000003
125,relevant,-0.5740000000000001
125,relevant,-0.2955
125,relevant,-0.9470000000000001
125,relevant,0.438
125,relevant,-0.8555
125,relevant,0.622
125,relevant,1.351
125,relevant,-1.1825
125,relevant,1.2475
125,relevant,-1.235
125,relevant,-1.325
125,relevant,-1.108
125,relevant,2.0235
125,relevant,-1.6405
125,relevant,2.5535
125,relevant,3.3115
125,relevant,-1.7625
125,relevant,0.0
125,relevant,-0.1445
125,relevant,-0.4485
125,relevant,0.41150000000000003
125,relevant,-0.6005
125,relevant,1.2035
125,relevant,-1.1665
125,relevant,1.0265
125,relevant,-0.8
125,relevant,1.098
125,relevant,-0.8925000000000001
125,relevant,-0.2515
125,relevant,0.41400000000000003
125,relevant,-0.535
125,relevant,-0.895
125,relevant,0.992
125,relevant,-0.5700000000000001
125,relevant,0.8855000000000001
125,relevant,-1.826
125,relevant,-1.547
125,relevant,1.6145
125,relevant,-0.277
125,relevant,0.4225
125,relevant,-0.5105000000000001
125,relevant,1.175
125,relevant,-0.369
125,relevant,1.599
125,relevant,-0.328
125,relevant,0.421
126,relevant,-0.035
126,relevant,-0.095
126,relevant,-0.2735
126,relevant,-0.14
126,relevant,-0.133
126,relevant,-0.168
126,relevant,-0.129
126,relevant,-0.2655
126,relevant,-0.0185
126,relevant,-0.0575
126,relevant,-0.594
126,relevant,0.153
126,relevant,0.051000000000000004
126,relevant,0.0
126,relevant,-0.1205
126,relevant,0.2505
126,relevant,0.28200000000000003
126,relevant,-0.28
126,relevant,0.0
126,relevant,0.225
126,relevant,-0.243
126,relevant,0.0
126,relevant,-0.084
126,relevant,0.0
126,relevant,-0.3575
126,relevant,0.0
126,relevant,-0.088
126,relevant,-0.1815
126,relevant,-0.044
126,relevant,0.323
126,relevant,-0.17250000000000001
126,relevant,-0.982
126,relevant,-1.2475
126,relevant,-0.116
126,relevant,0.0935
126,relevant,-0.3815
126,relevant,-0.271
126,relevant,0.0
126,relevant,-0.209
126,relevant,0.0
126,relevant,-0.28300000000000003
126,relevant,-0.4485
126,relevant,-0.3535
126,relevant,0.2095
126,relevant,-0.2485
126,relevant,0.14150000000000001
126,relevant,-0.9385
126,relevant,-0.4995
126,relevant,-0.255
126,relevant,0.006
126,relevant,0.595
126,relevant,-1.23
126,relevant,-1.0030000000000001
126,relevant,-0.539
126,relevant,-0.4515
126,relevant,1.575
126,relevant,-1.6620000000000001
126,relevant,1.7725
126,relevant,2.0135
126,relevant,-0.17300000000000001
126,relevant,0.1105
126,relevant,0.0755
126,relevant,-1.196
126,relevant,1.0265
126,relevant,-0.336
126,relevant,-0.4645
126,relevant,0.4405
126,relevant,-0.4205
126,relevant,0.644
126,relevant,-0.3615
126,relevant,0.8315
126,relevant,-1.2025000000000001
126,relevant,-0.3205
126,relevant,0.34600000000000003
126,relevant,-1.2215
126,relevant,-0.5365
126,relevant,0.985
126,relevant,-0.23650000000000002
126,relevant,1.7730000000000001
126,relevant,-0.9865
126,relevant,0.336
126,relevant,1.114
126,relevant,-0.6965
126,relevant,-0.218
126,relevant,2.2895
126,relevant,-2.895
126,relevant,-0.3375
126,relevant,0.0
126,relevant,-0.263
126,relevant,0.3695
126,relevant,0.6685
126,relevant,-1.127
126,relevant,1.6805
126,relevant,-0.1405
126,relevant,0.2925
126,relevant,-0.2225
126,relevant,0.6095
126,relevant,0.0725
126,relevant,-1.2055
126,relevant,-0.9585
126,relevant,0.0
126,relevant,-0.2445
126,relevant,-0.487
126,relevant,0.022
126,relevant,0.256
126,relevant,3.761
126,relevant,3.908
126,relevant,0.509
126,relevant,-0.47050000000000003
126,relevant,0.806
126,relevant,-0.881
126,relevant,-0.0755
126,relevant,-0.07150000000000001
126,relevant,-0.444
126,relevant,0.0935
126,relevant,-0.1875
126,relevant,0.1845
126,relevant,0.01
126,relevant,-0.769
126,relevant,0.0
126,relevant,-0.2335
126,relevant,-0.466
126,relevant,-0.2245
126,relevant,-0.6635
126,relevant,-0.2105
126,relevant,0.861
126,relevant,-0.593
126,relevant,1.1095
126,relevant,-0.727
126,relevant,-0.021500000000000002
126,relevant,-0.1265
126,relevant,-0.007
126,relevant,0.20400000000000001
126,relevant,0.0
126,relevant,1.375
126,relevant,-1.1515
126,relevant,-1.284
126,relevant,-1.05
126,relevant,-1.24
126,relevant,1.7115
126,relevant,2.1555
126,relevant,-1.3745
126,relevant,-1.6005
126,relevant,-0.546
126,relevant,-0.185
126,relevant,-0.095
126,relevant,-0.08750000000000001
126,relevant,-0.6475
126,relevant,-0.47050000000000003
126,relevant,0.23900000000000002
126,relevant,0.0
126,relevant,-0.496
126,relevant,0.806
126,relevant,-1.0030000000000001
126,relevant,-0.616
126,relevant,0.804
126,relevant,1.596
126,relevant,-0.663
126,relevant,-2.152
126,relevant,-1.54
126,relevant,-0.149
126,relevant,1.1400000000000001
126,relevant,-1.094
126,relevant,-1.237
126,relevant,1.0050000000000001
126,relevant,1.202
126,relevant,-1.224
126,relevant,-0.6425
126,relevant,0.0345
126,relevant,-0.2675
126,relevant,0.0345
126,relevant,-0.0825
126,relevant,-1.036
126,relevant,-0.1885
126,relevant,-0.3105
126,relevant,-0.0735
126,relevant,0.7485
126,relevant,-0.5895
126,relevant,-0.2305
126,relevant,-0.8210000000000001
126,relevant,-0.444
126,relevant,0.231
126,relevant,0.806
126,relevant,-0.23850000000000002
126,relevant,-0.398
126,relevant,-0.2485
126,relevant,-0.47000000000000003
126,relevant,-0.522
126,relevant,0.1295
126,relevant,0.5935
126,relevant,-0.519
126,relevant,0.191
126,relevant,-0.7255
126,relevant,-0.96
126,relevant,-0.725
126,relevant,0.9265
126,relevant,-0.543
126,relevant,0.8005
126,relevant,-0.393
126,relevant,2.152
126,relevant,-0.2095
126,relevant,2.1565
126,relevant,-0.1815
126,relevant,0.216
126,relevant,-0.007
126,relevant,-0.055
126,relevant,0.748
126,relevant,0.3395
126,relevant,-1.477
126,relevant,0.6105
126,relevant,0.1385
126,relevant,0.7605000000000001
126,relevant,0.3055
126,relevant,0.6355000000000001
126,relevant,0.3405
126,relevant,-0.2635
126,relevant,0.405
126,relevant,-0.5710000000000001
126,relevant,-0.3305
126,relevant,0.228
126,relevant,-0.9595
126,relevant,0.3705
126,relevant,-0.311
126,relevant,-0.4515
126,relevant,0.3685
126,relevant,-0.9025
126,relevant,-1.171
126,relevant,-0.652
126,relevant,-1.1455
126,relevant,1.212
126,relevant,-0.6005
126,relevant,-0.3375
126,relevant,-1.3265
126,relevant,-0.2905
126,relevant,0.0
126,relevant,-0.3245
126,relevant,0.5235
126,relevant,-0.9285
126,relevant,-0.6425
126,relevant,1.212
126,relevant,-0.605
126,relevant,1.493
126,relevant,-0.0945
126,relevant,-0.138
126,relevant,-0.5625
126,relevant,0.134
126,relevant,-0.7645000000000001
126,relevant,-0.1375
126,relevant,-0.241
126,relevant,0.032
126,relevant,-0.1125
126,relevant,0.061
126,relevant,0.0415
126,relevant,0.1575
126,relevant,0.3225
126,relevant,-0.8855000000000001
126,relevant,-0.1015
126,relevant,0.0565
126,relevant,0.11850000000000001
126,relevant,0.0785
126,relevant,-0.5670000000000001
126,relevant,-0.28350000000000003
126,relevant,-0.5745
126,relevant,0.199
126,relevant,0.313
126,relevant,0.58
126,relevant,0.8310000000000001
126,relevant,-0.7975
126,relevant,1.006
126,relevant,-0.839
126,relevant,0.0
126,relevant,-0.1445
126,relevant,0.194
126,relevant,-0.1835
126,relevant,0.2695
126,relevant,-0.865
126,relevant,0.2405
126,relevant,-0.1285
126,relevant,0.3065
126,relevant,-0.084
126,relevant,-0.907
126,relevant,0.23950000000000002
126,relevant,0.0
126,relevant,-0.2405
126,relevant,0.215
126,relevant,0.2215
126,relevant,-0.11950000000000001
126,relevant,0.3095
126,relevant,-1.588
126,relevant,0.6335000000000001
126,relevant,0.203
126,relevant,0.722
126,relevant,-1.2955
126,relevant,-1.0625
126,relevant,0.748
126,relevant,0.0655
126,relevant,-0.098
126,relevant,-0.101
126,relevant,0.213
126,relevant,-0.774
126,relevant,0.493
126,relevant,-0.2505
126,relevant,-1.0130000000000001
126,relevant,-0.593
126,relevant,0.0
126,relevant,-0.158
126,relevant,0.138
126,relevant,0.085
126,relevant,0.1095
126,relevant,0.47250000000000003
126,relevant,-0.99
126,relevant,0.044
126,relevant,-0.8190000000000001
126,relevant,0.2275
126,relevant,-0.3335
126,relevant,0.5545
126,relevant,0.0
126,relevant,-0.11
126,relevant,-0.961
126,relevant,1.459
126,relevant,1.739
126,relevant,-1.835
126,relevant,-1.356
126,relevant,3.2125
126,relevant,-1.1285
126,relevant,-2.3045
126,relevant,3.1265
126,relevant,-0.639
126,relevant,0.998
126,relevant,-0.2165
126,relevant,1.006
126,relevant,-1.4395
127,relevant,-0.084
127,relevant,0.0
127,relevant,-0.5945
127,relevant,0.0
127,relevant,-0.339
127,relevant,-0.1275
127,relevant,-0.5515
127,relevant,0.6945
127,relevant,-1.067
127,relevant,0.7115
127,relevant,0.0
127,relevant,-0.4515
127,relevant,-0.627
127,relevant,0.583
127,relevant,0.0
127,relevant,0.843
127,relevant,-0.56
127,relevant,0.675
127,relevant,0.0695
127,relevant,1.039
127,relevant,0.1655
127,relevant,1.381
127,relevant,0.167
127,relevant,0.0
127,relevant,-0.2325
128,relevant,0.367
128,relevant,-1.1345
128,relevant,2.2325
128,relevant,-0.322
128,relevant,0.4965
128,relevant,0.0
128,relevant,0.0
128,relevant,-0.1855
128,relevant,0.11950000000000001
128,relevant,-0.528
128,relevant,-0.9395
128,relevant,-1.0715000000000001
128,relevant,-1.3105
128,relevant,-0.4985
128,relevant,-0.5935
128,relevant,0.0
128,relevant,-0.8485
128,relevant,1.3880000000000001
128,relevant,-1.336
128,relevant,1.3335000000000001
128,relevant,-1.0535
128,relevant,-0.9705
128,relevant,1.6955
128,relevant,-1.2095
128,relevant,2.307
128,relevant,3.363
128,relevant,4.599
128,relevant,4.902
128,relevant,-0.3205
128,relevant,-0.5145
128,relevant,0.0
128,relevant,-0.665
128,relevant,0.0
128,relevant,-0.1055
128,relevant,1.129
128,relevant,-0.9005
128,relevant,-1.7825
128,relevant,-1.1405
128,relevant,0.35150000000000003
128,relevant,-1.008
128,relevant,0.0
128,relevant,1.1440000000000001
128,relevant,0.0
128,relevant,-0.9705
128,relevant,0.5635
128,relevant,-0.5185
128,relevant,-0.4445
128,relevant,-0.229
128,relevant,-0.5655
128,relevant,-0.5660000000000001
128,relevant,-2.949
128,relevant,-2.957
128,relevant,2.367
128,relevant,-0.618
128,relevant,-0.876
128,relevant,-1.2035
128,relevant,-0.47850000000000004
128,relevant,-0.2145
128,relevant,0.1665
128,relevant,-0.1815
128,relevant,-1.143
128,relevant,-0.962
128,relevant,0.138
128,relevant,0.89
128,relevant,-0.5175
128,relevant,0.0
128,relevant,-0.2595
128,relevant,-0.2465
128,relevant,-0.426
128,relevant,0.58
128,relevant,-1.3265
129,relevant,0.0
129,relevant,-0.12
129,relevant,0.0
129,relevant,-0.108
129,relevant,0.47900000000000004
129,relevant,0.11
129,relevant,-0.2025
129,relevant,-0.3755
129,relevant,0.0
129,relevant,0.489
129,relevant,0.531
129,relevant,0.0
129,relevant,-0.1885
129,relevant,0.0
129,relevant,0.0
129,relevant,-0.3565
129,relevant,0.0
129,relevant,-0.185
132,relevant,0.47400000000000003
132,relevant,-0.443
132,relevant,0.0
132,relevant,0.171
132,relevant,1.002
132,relevant,-0.6105
132,relevant,-0.972
132,relevant,-0.002
132,relevant,1.955
132,relevant,1.991
132,relevant,2.347
132,relevant,4.119
132,relevant,5.5840000000000005
132,relevant,-3.9995000000000003
132,relevant,-3.6645
132,relevant,-2.74
132,relevant,-4.791
132,relevant,-3.577
132,relevant,-0.928
132,relevant,4.103
132,relevant,4.499
132,relevant,4.865
132,relevant,-4.148
132,relevant,3.8360000000000003
132,relevant,4.582
132,relevant,0.0
132,relevant,0.262
132,relevant,1.956
132,relevant,-1.7665
132,relevant,2.93
132,relevant,3.289
132,relevant,3.748
132,relevant,4.297
132,relevant,0.0
132,relevant,-0.8280000000000001
132,relevant,1.3325
132,relevant,1.5885
132,relevant,-1.477
132,relevant,-0.648
132,relevant,0.0
132,relevant,-2.517
132,relevant,4.9910000000000005
132,relevant,-2.6285
132,relevant,4.9110000000000005
132,relevant,-1.8765
132,relevant,-3.726
132,relevant,-2.247
132,relevant,3.8465000000000003
132,relevant,-1.6155
132,relevant,4.142
132,relevant,-1.4425000000000001
132,relevant,-3.8625000000000003
132,relevant,3.2055000000000002
132,relevant,-5.51
132,relevant,6.9475
132,relevant,-3.6535
132,relevant,-3.5995
132,relevant,1.591
132,relevant,-1.231
132,relevant,-0.43
132,relevant,-0.363
132,relevant,0.195
132,relevant,3.188
132,relevant,-3.8285
132,relevant,-0.524
132,relevant,-0.9135
132,relevant,0.8865000000000001
132,relevant,6.2465
132,relevant,-3.559
132,relevant,-3.6525
132,relevant,-2.8015
132,relevant,-3.6315
132,relevant,-1.9575
132,relevant,-3.597
132,relevant,-1.858
132,relevant,-4.382
132,relevant,2.848
132,relevant,3.959
132,relevant,0.0
132,relevant,0.5750000000000001
132,relevant,-1.1520000000000001
132,relevant,2.1535
132,relevant,-1.82
132,relevant,2.847
132,relevant,-2.863
132,relevant,-2.1965
132,relevant,-2.3025
132,relevant,-2.17
132,relevant,-1.057
132,relevant,-0.873
132,relevant,-0.671
132,relevant,3.3305000000000002
132,relevant,3.3995
132,relevant,-3.1895000000000002
132,relevant,-2.9615
132,relevant,8.121500000000001
132,relevant,8.6625
132,relevant,-3.1390000000000002
132,relevant,-6.4905
132,relevant,8.7865
132,relevant,8.9535
132,relevant,-3.203
132,relevant,-6.681
132,relevant,-5.4430000000000005
132,relevant,-2.094
132,relevant,0.0
132,relevant,0.0
132,relevant,-0.512
132,relevant,-1.0135
132,relevant,0.0
132,relevant,0.139
132,relevant,-1.32
132,relevant,-0.6805
132,relevant,-2.165
132,relevant,-1.3920000000000001
132,relevant,0.0
132,relevant,-0.34700000000000003
132,relevant,-0.5655
132,relevant,-0.714
132,relevant,1.0405
132,relevant,-1.6735
132,relevant,-2.174
132,relevant,3.8255
132,relevant,-1.401
132,relevant,4.0425
132,relevant,5.5215000000000005
132,relevant,-1.768
132,relevant,-4.6855
132,relevant,5.3575
132,relevant,-4.171
132,relevant,5.213
132,relevant,-2.7685
132,relevant,6.43
132,relevant,-2.945
132,relevant,-4.5
132,relevant,-0.924
132,relevant,0.0
132,relevant,-1.826
132,relevant,-1.9315
132,relevant,5.401
132,relevant,-2.8435
132,relevant,-3.818
132,relevant,0.0
132,relevant,-0.3605
132,relevant,-0.5755
132,relevant,0.0
132,relevant,-0.764
132,relevant,-0.6245
132,relevant,-0.669
132,relevant,-0.47850000000000004
132,relevant,-1.0130000000000001
132,relevant,0.1465
132,relevant,0.20350000000000001
132,relevant,-0.7745
132,relevant,-0.658
132,relevant,3.172
132,relevant,3.775
132,relevant,-3.7435
132,relevant,-2.6735
132,relevant,5.95
132,relevant,-3.113
132,relevant,0.0
132,relevant,-0.0285
132,relevant,-0.545
132,relevant,-1.574
132,relevant,0.6745
132,relevant,0.218
132,relevant,-1.578
132,relevant,0.41150000000000003
132,relevant,-0.1825
132,relevant,-1.211
132,relevant,3.501
132,relevant,0.0
132,relevant,-0.534
132,relevant,-0.23900000000000002
132,relevant,-1.1340000000000001
132,relevant,0.485
132,relevant,-0.937
132,relevant,-0.863
132,relevant,1.412
132,relevant,0.0
132,relevant,0.193
132,relevant,-0.4305
132,relevant,-1.0125
132,relevant,0.105
132,relevant,0.341
132,relevant,0.0
132,relevant,-0.9540000000000001
132,relevant,1.5230000000000001
132,relevant,2.154
132,relevant,2.996
132,relevant,-1.699
132,relevant,-2.4755000000000003
132,relevant,-1.568
132,relevant,-1.8385
132,relevant,-0.8695
132,relevant,-1.214
132,relevant,-0.617
132,relevant,0.7485
132,relevant,0.64
132,relevant,0.0
132,relevant,0.778
132,relevant,2.303
132,relevant,-1.49
132,relevant,-3.18
132,relevant,0.0
132,relevant,0.453
132,relevant,0.322
132,relevant,-0.97
132,relevant,-1.3545
132,relevant,0.0
132,relevant,-0.447
132,relevant,-1.2455
132,relevant,1.1260000000000001
132,relevant,1.666
132,relevant,-0.4565
132,relevant,-0.212
132,relevant,0.14100000000000001
132,relevant,-0.5425
133,relevant,-0.6965
133,relevant,1.268
133,relevant,-0.8985
133,relevant,-1.3835
133,relevant,1.9315
133,relevant,2.1745
133,relevant,-0.46950000000000003
133,relevant,-0.751
133,relevant,-0.438
133,relevant,-0.051500000000000004
133,relevant,0.1545
133,relevant,-0.4425
133,relevant,-0.6965
133,relevant,0.279
133,relevant,-0.774
133,relevant,-0.8585
133,relevant,-0.7845
133,relevant,-0.28550000000000003
133,relevant,-1.0195
133,relevant,-0.276
133,relevant,-0.004
133,relevant,-0.0835
133,relevant,-0.02
133,relevant,-0.874
133,relevant,0.6695
133,relevant,-0.9335
133,relevant,0.72
133,relevant,-0.228
133,relevant,-0.3525
133,relevant,0.0
133,relevant,-0.124
133,relevant,-0.108
133,relevant,-0.28550000000000003
133,relevant,-0.3425
133,relevant,-0.448
133,relevant,0.2655
133,relevant,-0.6335000000000001
133,relevant,-1.473
133,relevant,-0.2685
133,relevant,-1.2515
133,relevant,-0.0505
133,relevant,-0.924
133,relevant,0.0
133,relevant,-0.4375
133,relevant,0.0
133,relevant,-0.046
133,relevant,-0.1315
133,relevant,-0.199
133,relevant,0.0
133,relevant,0.0
133,relevant,-0.113
133,relevant,-0.5615
133,relevant,1.0415
133,relevant,-1.6280000000000001
133,relevant,0.0
133,relevant,-0.263
133,relevant,-0.39
133,relevant,0.148
133,relevant,-0.2205
133,relevant,-0.451
133,relevant,-0.3315
133,relevant,0.4675
133,relevant,0.873
133,relevant,-0.867
133,relevant,-0.9655
133,relevant,-0.7695
133,relevant,1.314
133,relevant,-0.5315
133,relevant,1.6460000000000001
133,relevant,1.863
133,relevant,-0.6565
133,relevant,2.1125
133,relevant,3.8795
133,relevant,-1.5405
133,relevant,0.0
133,relevant,0.0
133,relevant,2.852
133,relevant,-0.2585
133,relevant,-0.133
133,relevant,0.158
133,relevant,-0.793
133,relevant,0.264
133,relevant,0.41400000000000003
133,relevant,-1.5070000000000001
133,relevant,0.59
133,relevant,1.716
133,relevant,2.166
133,relevant,-0.4035
133,relevant,-2.3850000000000002
133,relevant,0.2095
133,relevant,-2.465
133,relevant,1.35
133,relevant,-2.332
133,relevant,1.5995000000000001
133,relevant,-0.223
133,relevant,-0.4045
133,relevant,0.5845
133,relevant,-0.41400000000000003
133,relevant,0.188
133,relevant,-1.5495
133,relevant,0.405
133,relevant,0.8635
133,relevant,0.1385
133,relevant,0.8215
133,relevant,0.0
133,relevant,-0.052000000000000005
133,relevant,-0.212
133,relevant,-0.11850000000000001
133,relevant,0.186
133,relevant,-0.309
133,relevant,-0.4005
133,relevant,-0.2455
133,relevant,0.161
133,relevant,0.08
133,relevant,-0.089
133,relevant,-0.116
133,relevant,-0.113
133,relevant,0.045
133,relevant,0.0
133,relevant,0.0
133,relevant,0.5710000000000001
133,relevant,-0.394
133,relevant,-0.467
133,relevant,-0.767
133,relevant,0.0
133,relevant,-0.281
133,relevant,0.388
133,relevant,2.35
133,relevant,-1.2135
133,relevant,2.703
133,relevant,-2.255
133,relevant,3.1405
133,relevant,-2.2775
133,relevant,-0.1225
133,relevant,-0.425
133,relevant,0.085
133,relevant,0.127
133,relevant,0.0
133,relevant,0.308
133,relevant,-0.3185
133,relevant,-1.696
133,relevant,-1.2875
133,relevant,-0.874
133,relevant,1.5070000000000001
133,relevant,-0.9005
133,relevant,1.859
133,relevant,3.321
133,relevant,4.029
133,relevant,-2.747
133,relevant,-2.186
133,relevant,-2.507
133,relevant,-2.149
133,relevant,-1.541
133,relevant,0.0
133,relevant,-0.389
133,relevant,0.423
133,relevant,0.0
133,relevant,-0.11950000000000001
133,relevant,-0.2235
133,relevant,-0.232
133,relevant,0.275
133,relevant,-0.075
133,relevant,-1.972
133,relevant,-0.856
133,relevant,2.1515
133,relevant,-0.6125
133,relevant,-2.3385000000000002
133,relevant,-1.6945000000000001
133,relevant,1.2825
133,relevant,-0.341
133,relevant,1.1695
133,relevant,-2.2960000000000003
133,relevant,0.0
133,relevant,0.8240000000000001
133,relevant,-1.2925
133,relevant,-1.9155
133,relevant,0.0
133,relevant,0.0
133,relevant,-0.1375
133,relevant,0.0675
133,relevant,0.8155
133,relevant,-0.154
133,relevant,0.6455
133,relevant,0.0
133,relevant,-0.17200000000000001
133,relevant,-0.12
133,relevant,-0.3675
133,relevant,0.34850000000000003
133,relevant,-0.14100000000000001
133,relevant,0.424
133,relevant,0.0165
133,relevant,0.0
133,relevant,-0.7020000000000001
133,relevant,0.107
133,relevant,-1.203
133,relevant,0.596
133,relevant,0.793
133,relevant,-0.9855
133,relevant,-0.7375
133,relevant,-0.23600000000000002
133,relevant,-0.298
133,relevant,-0.9555
133,relevant,0.0
133,relevant,-0.2885
133,relevant,0.4985
133,relevant,0.0
133,relevant,-0.1555
133,relevant,0.0235
133,relevant,-0.59
133,relevant,0.209
133,relevant,-0.4235
133,relevant,-0.504
133,relevant,0.5795
133,relevant,-0.1785
133,relevant,-0.1535
134,relevant,0.0
134,relevant,0.0
134,relevant,-0.6215
134,relevant,-0.7595000000000001
134,relevant,0.6315000000000001
134,relevant,-0.834
134,relevant,0.5595
134,relevant,-0.026000000000000002
134,relevant,0.1635
134,relevant,0.8175
134,relevant,-0.08600000000000001
134,relevant,0.035500000000000004
134,relevant,-0.10350000000000001
134,relevant,0.4315
134,relevant,-1.0875000000000001
134,relevant,1.1185
134,relevant,-0.14
134,relevant,-0.074
134,relevant,0.553
134,relevant,1.065
134,relevant,4.002
134,relevant,-2.297
134,relevant,0.0
134,relevant,0.0
134,relevant,0.31
134,relevant,-0.899
134,relevant,1.6375
134,relevant,0.5690000000000001
134,relevant,0.599
134,relevant,-0.08700000000000001
134,relevant,-0.28800000000000003
134,relevant,0.4455
134,relevant,-1.043
134,relevant,-0.152
134,relevant,0.0
134,relevant,-0.329
134,relevant,1.17
134,relevant,-1.2465
134,relevant,1.491
134,relevant,0.0
134,relevant,0.706
134,relevant,-0.0145
134,relevant,-0.092
134,relevant,-0.069
134,relevant,-0.081
134,relevant,-0.0885
134,relevant,0.021500000000000002
134,relevant,0.7355
134,relevant,-0.5525
134,relevant,1.3405
134,relevant,-1.0735000000000001
134,relevant,0.0
134,relevant,0.486
134,relevant,1.85
