subject,condition,fixation_advantage
136,all,0.5638
136,all,-0.3664
136,all,1.2602
136,all,-0.15139999999999998
136,all,1.9334000000000002
136,all,-0.7000000000000001
136,all,-0.7404
136,all,2.0874
136,all,-0.4065999999999999
136,all,4.336
136,all,-1.2942
136,all,5.368399999999999
136,all,-0.2874000000000001
136,all,5.578
136,all,-0.417
136,all,6.8184
136,all,-2.0532
136,all,7.361800000000001
136,all,-0.1388
136,all,-0.6462000000000001
136,all,2.3648000000000002
136,all,-0.7904
136,all,2.8264
136,all,-1.1668
136,all,4.2096
136,all,-0.105
136,all,-0.146
136,all,-0.0526
136,all,-0.11980000000000002
136,all,-0.496
136,all,1.6902000000000001
136,all,-1.0218
136,all,3.7364
136,all,-0.0618
136,all,0.1414
136,all,-0.26080000000000003
136,all,-0.3536
136,all,0.14339999999999997
136,all,-0.0454
136,all,0.1412
136,all,-0.1988
136,all,0.4032
136,all,-0.031199999999999988
136,all,1.4396
136,all,-0.8232
136,all,2.9198000000000004
136,all,-0.9566
136,all,3.1144000000000003
136,all,-0.5612
136,all,3.479
136,all,0.08379999999999996
136,all,3.7064000000000004
136,all,0.201
136,all,3.8664
136,all,-0.09140000000000001
136,all,-0.0538
136,all,0.12240000000000001
136,all,-0.5242000000000001
136,all,1.6736
136,all,-0.1746
136,all,0.8358
136,all,-0.6234
136,all,2.8064
136,all,-0.7534
136,all,-0.6307999999999999
136,all,-0.9436
136,all,2.7888
136,all,-1.057
136,all,-0.5878
136,all,2.944
136,all,-1.2172
136,all,3.8376
136,all,-1.1676
136,all,-1.0482
136,all,-0.8028
136,all,4.3834
136,all,-1.6716
136,all,6.26
136,all,-0.2386
136,all,-0.274
136,all,-0.3282
136,all,-0.36960000000000004
136,all,-0.2002
136,all,-0.2968
136,all,0.43
136,all,-0.0332
136,all,-0.10740000000000001
136,all,0.2536
136,all,-0.2694
136,all,-0.1862
136,all,0.5034
136,all,-0.46180000000000004
136,all,0.7438
136,all,-0.09440000000000001
136,all,0.44139999999999996
136,all,0.013800000000000012
136,all,0.5928
136,all,-0.3474
136,all,1.0624
136,all,-0.5006
136,all,1.5086
136,all,-0.36360000000000003
136,all,2.1921999999999997
136,all,-0.2724
136,all,2.6758
136,all,-0.2024
136,all,-0.1232
136,all,-0.19080000000000003
136,all,0.40280000000000005
136,all,-0.0808
136,all,-0.1196
136,all,-0.2526
136,all,-0.0508
136,all,-0.23240000000000002
136,all,-0.368
136,all,-0.4574
136,all,-0.014800000000000011
136,all,-0.7218
136,all,-0.202
136,all,1.3184
136,all,0.41200000000000003
136,all,-0.8345999999999999
136,all,-1.2466
136,all,-1.282
136,all,1.0566
136,all,0.031
136,all,1.5784
136,all,0.184
136,all,-1.0006
136,all,-0.0304
136,all,-0.17880000000000001
136,all,-0.128
136,all,0.4162
136,all,-0.4194
136,all,0.6134
136,all,-0.326
136,all,0.9046000000000001
136,all,-0.115
136,all,-0.062
136,all,0.2872
136,all,-0.06780000000000001
136,all,-0.267
136,all,0.121
136,all,0.5972000000000001
136,all,-0.6134
136,all,-0.02239999999999998
136,all,0.9362
136,all,-0.3024000000000001
136,all,0.12720000000000004
136,all,-0.2024000000000001
136,all,-1.383
136,all,2.2364
136,all,-0.0934000000000001
136,all,2.3354
136,all,0.28800000000000003
136,all,-0.026200000000000046
136,all,0.7012
136,all,-0.462
136,all,-1.332
136,all,2.198
136,all,-0.1758
136,all,0.8290000000000001
136,all,-0.32439999999999997
136,all,1.2772000000000001
136,all,-0.4234
136,all,-0.21080000000000002
136,all,-0.2052
136,all,1.3902
136,all,-0.6397999999999999
136,all,1.6398
136,all,-0.9248
136,all,-0.1406
136,all,-0.21280000000000002
136,all,-0.2646
136,all,-0.48460000000000003
136,all,0.8232
136,all,-0.525
136,all,-0.0752
136,all,0.17300000000000001
136,all,-0.3082
136,all,0.7984
136,all,-0.4872
136,all,0.12339999999999998
136,all,-0.6267999999999999
136,all,-0.1716
136,all,0.7744
136,all,0.16319999999999998
136,all,-0.3694
136,all,1.0724
136,all,-0.1768
136,all,-0.31260000000000004
136,all,-0.4052
136,all,0.613
136,all,0.2742
136,all,-0.0908
136,all,0.40080000000000005
136,all,-0.2006
136,all,0.6554
136,all,-0.356
136,all,-0.6940000000000001
136,all,-0.038
136,all,0.1472
136,all,-0.1432
136,all,0.3926
136,all,-0.2844
136,all,0.6894
136,all,-0.20660000000000003
136,all,1.1792
136,all,-0.197
136,all,-0.7536
136,all,0.5024
136,all,1.4778
136,all,-0.909
136,all,1.6644
136,all,-0.6008
136,all,1.802
136,all,-0.0346
136,all,0.051000000000000004
136,all,0.5147999999999999
136,all,-0.2972
136,all,-0.42660000000000003
136,all,0.6708
136,all,0.20660000000000003
136,all,-0.7382000000000001
136,all,-0.097
136,all,0.9574
136,all,-0.4934
136,all,1.9998
136,all,-1.309
136,all,-0.0212
136,all,-0.1536
136,all,-0.0432
136,all,-0.0502
136,all,0.2062
136,all,-0.2
136,all,0.010400000000000006
136,all,0.6083999999999999
136,all,-0.08700000000000001
136,all,0.383
136,all,-0.26060000000000005
136,all,0.9436
136,all,-0.4258
136,all,1.4508
136,all,-0.30560000000000004
136,all,1.816
136,all,-0.25839999999999996
136,all,-0.8702000000000001
136,all,2.6738000000000004
136,all,-0.5124
136,all,3.1054
136,all,-0.32359999999999994
136,all,-1.1245999999999998
136,all,3.3334
136,all,0.149
136,all,4.0548
136,all,-1.227
136,all,0.4202000000000001
136,all,4.2383999999999995
136,all,-0.7754000000000001
136,all,-0.0386
136,all,-0.096
136,all,-0.2012
136,all,-0.020599999999999993
136,all,-0.16939999999999997
136,all,0.083
136,all,0.9046000000000001
136,all,-0.879
136,all,1.9272
136,all,-1.0148
136,all,-0.7722000000000001
136,all,2.2706
136,all,-0.4775999999999999
136,all,2.5988
136,all,-0.8996
136,all,-0.0546
136,all,-0.1008
136,all,0.08940000000000001
136,all,0.098
136,all,-0.257
136,all,-0.3128
136,all,0.1562
136,all,0.12660000000000002
136,all,0.419
136,all,0.26580000000000004
136,all,1.2362
136,all,0.768
136,all,-0.38539999999999996
136,all,0.9124
136,all,1.4282000000000001
136,all,-1.1925999999999999
136,all,0.716
136,all,1.8004000000000002
136,all,0.6586
136,all,-0.35879999999999995
136,all,2.69
136,all,-0.26
136,all,3.5856
136,all,-1.6996
136,all,-1.9544000000000001
136,all,3.8944
136,all,-1.8238000000000003
136,all,4.7341999999999995
136,all,-0.0332
136,all,-0.19240000000000002
136,all,0.9122
136,all,-0.5346000000000001
136,all,-0.0474
136,all,-0.0418
136,all,-0.098
136,all,0.2016
136,all,-0.23040000000000002
136,all,-0.0968
136,all,-0.08940000000000001
136,all,-0.1368
136,all,0.3648
136,all,-0.0214
136,all,-0.1258
136,all,-0.1492
136,all,0.3936
136,all,-0.0574
136,all,-0.044
136,all,-0.11800000000000001
136,all,0.1144
136,all,-0.019
137,all,-1.1474000000000002
137,all,-1.2426
137,all,-1.325
137,all,-1.3978
137,all,5.3958
137,all,-1.5312000000000001
137,all,5.364
137,all,-1.6462
137,all,-0.7794000000000001
137,all,-1.8474000000000002
137,all,-2.0374000000000003
137,all,6.308
137,all,-1.2998000000000003
137,all,6.5600000000000005
137,all,-0.4772
137,all,-0.6696000000000001
137,all,2.0116
137,all,-0.4096
137,all,-0.8512000000000001
137,all,-0.9097999999999999
137,all,-0.6026
137,all,-0.7386
137,all,-1.226
137,all,0.9642000000000001
137,all,0.02740000000000009
137,all,-0.0346
137,all,-0.01780000000000001
137,all,-0.4088
137,all,0.4632
137,all,-0.2704
137,all,-0.316
137,all,-0.4144
137,all,-0.44660000000000005
137,all,-0.6656000000000001
137,all,-0.7212000000000001
137,all,0.2734
137,all,-1.0024000000000002
137,all,-1.2802
137,all,-0.0778
137,all,-0.6052000000000001
137,all,2.1982
137,all,-1.059
137,all,-0.8844000000000001
137,all,-0.2854
137,all,-0.3418
137,all,-0.447
137,all,-0.6068
137,all,-0.6394
137,all,0.9428
137,all,-0.47779999999999995
137,all,1.0632000000000001
137,all,-0.019600000000000024
137,all,-0.22220000000000004
137,all,1.0892000000000002
137,all,-0.2794000000000001
137,all,1.8772
137,all,-0.8525999999999999
137,all,-0.0858
137,all,-0.111
137,all,-0.44239999999999996
137,all,-0.43779999999999997
137,all,-0.11279999999999996
137,all,-0.784
137,all,1.0772000000000002
137,all,-0.4664000000000001
137,all,-1.0866
137,all,0.05020000000000004
137,all,-1.609
137,all,2.8952
137,all,-0.1394
137,all,-0.1844
137,all,-0.3862
137,all,-0.5162000000000001
137,all,-0.44059999999999994
137,all,-0.1684000000000001
137,all,-0.028399999999999998
137,all,0.0442
137,all,-0.2868
137,all,-0.4374
137,all,-0.6088
137,all,0.29460000000000003
137,all,-0.358
137,all,-1.4125999999999999
137,all,1.9122000000000001
137,all,-0.036000000000000004
137,all,-0.7532000000000001
137,all,-1.1564
137,all,-0.5912000000000001
137,all,-0.8454000000000002
137,all,-0.5246
137,all,-0.4501999999999998
137,all,-1.1732
137,all,-1.4692
137,all,5.400399999999999
137,all,-1.748
137,all,5.877
137,all,-0.08079999999999996
137,all,5.9354
137,all,-1.2431999999999999
137,all,-2.3798000000000004
137,all,-0.7218000000000002
137,all,0.08919999999999982
137,all,-0.7124000000000001
137,all,-0.09340000000000001
137,all,0.09760000000000002
137,all,-0.3442
137,all,-0.6222000000000001
137,all,-0.7574
137,all,-0.008200000000000046
137,all,-0.117
137,all,0.525
137,all,-0.4072
137,all,1.5646
137,all,-0.619
137,all,1.686
137,all,-0.749
137,all,-0.020399999999999998
137,all,0.0396
137,all,0.1968
137,all,-0.43260000000000004
137,all,1.4022000000000001
137,all,-0.35679999999999995
137,all,-0.906
137,all,-0.454
137,all,-1.7044000000000001
137,all,1.7894
137,all,-0.3516
137,all,-0.5366000000000001
137,all,1.0508
137,all,-1.2926
137,all,-1.321
137,all,-1.1954
137,all,-1.5326
137,all,-1.3998
137,all,-0.647
137,all,1.2538
137,all,1.495
137,all,-1.3468
137,all,-0.5601999999999998
137,all,-1.905
137,all,-1.5996
137,all,0.8481999999999998
137,all,1.3264
137,all,0.8588000000000002
137,all,-0.0454
137,all,0.1676
137,all,-0.1154
137,all,-0.3448
137,all,-0.2184
137,all,-0.272
137,all,-0.43260000000000004
137,all,-0.6172000000000001
137,all,-0.6436000000000001
137,all,-0.73
137,all,-0.10639999999999998
137,all,0.11039999999999998
137,all,0.151
137,all,0.13820000000000005
137,all,-0.2705999999999999
137,all,0.6267999999999999
137,all,0.292
137,all,-0.1564000000000001
137,all,0.7374
137,all,0.17240000000000008
137,all,0.221
137,all,0.383
137,all,0.4775999999999999
137,all,-2.3272
137,all,-1.5626
137,all,-0.4035999999999999
137,all,2.232
137,all,-0.0874
137,all,-0.1248
137,all,-0.1658
137,all,-0.05859999999999999
137,all,0.09080000000000002
137,all,0.21880000000000002
137,all,-0.6347999999999999
137,all,-0.9184
137,all,-0.17339999999999997
137,all,0.517
137,all,0.48160000000000003
137,all,0.06620000000000005
137,all,1.0375999999999999
137,all,-1.1476
137,all,0.3022
137,all,-1.6476
137,all,5.24
137,all,-1.455
137,all,0.8105999999999999
137,all,-1.5944
137,all,5.5586
137,all,-0.2454000000000001
137,all,6.2534
137,all,-0.062400000000000094
137,all,-0.0442
137,all,-0.15719999999999998
137,all,0.4736
137,all,-0.18060000000000004
137,all,-0.6596000000000001
137,all,-0.1164
137,all,0.293
137,all,-0.4402
137,all,-0.4324000000000001
137,all,4.0278
137,all,0.02340000000000009
137,all,-1.9256
137,all,0.9338
137,all,-1.0724
137,all,5.1224
137,all,-0.0368
137,all,0.060599999999999994
137,all,-0.2072
137,all,-0.257
137,all,-0.11
137,all,-0.44260000000000005
137,all,-0.209
137,all,-0.338
137,all,0.04139999999999998
137,all,-0.6028
137,all,1.9285999999999999
137,all,-0.8608
137,all,-1.6432
137,all,-0.1062
137,all,-0.1586
137,all,-0.292
137,all,-0.1274
137,all,-0.1876
137,all,-0.23900000000000002
137,all,-0.10660000000000003
137,all,0.5720000000000001
137,all,0.21160000000000004
137,all,-0.5414
137,all,-1.2324000000000002
137,all,-0.09440000000000001
137,all,-0.0996
137,all,-0.1524
137,all,0.2526
137,all,0.5848
137,all,0.5076
137,all,-0.5267999999999999
137,all,-0.42279999999999995
137,all,-0.9116000000000001
137,all,0.23779999999999996
137,all,-0.30760000000000004
137,all,-0.4238
137,all,-0.4684
137,all,1.8682
137,all,-0.7228
137,all,1.5897999999999999
137,all,-1.2790000000000001
137,all,-1.1146
137,all,-1.4788
137,all,-0.29020000000000007
137,all,-0.7492000000000001
137,all,-1.6016
137,all,0.6974000000000001
137,all,-1.4658
137,all,-0.43279999999999996
137,all,-1.4974
137,all,0.916
137,all,0.8144000000000001
137,all,1.071
137,all,0.4852000000000001
137,all,-1.3948000000000003
137,all,-0.8891999999999999
137,all,-0.384
137,all,0.554
137,all,0.13019999999999982
137,all,-0.2926
137,all,-0.3468
137,all,-0.12560000000000002
137,all,-0.4992
137,all,-0.5392
137,all,-0.4854
137,all,-0.15239999999999998
137,all,0.24
137,all,-0.08620000000000004
137,all,2.34
137,all,0.259
137,all,-1.0032
137,all,0.05979999999999996
137,all,0.27
137,all,-0.9405999999999999
137,all,-0.403
137,all,-0.037200000000000004
137,all,-0.0338
137,all,-0.037599999999999995
137,all,-0.3434
137,all,0.783
137,all,0.31539999999999996
137,all,0.05960000000000002
137,all,0.20259999999999992
137,all,-1.5884
137,all,-1.6822000000000001
137,all,1.33
137,all,-0.8016
137,all,2.2316
137,all,-1.3861999999999999
137,all,4.0198
137,all,-0.0788
137,all,-0.44539999999999996
137,all,1.6668
137,all,-0.5798
137,all,-0.6912
137,all,-0.35479999999999995
137,all,-0.33920000000000006
137,all,-0.256
137,all,1.2124000000000001
137,all,-0.02980000000000001
137,all,1.0292000000000001
137,all,3.5662
137,all,-1.5192
137,all,4.4274
137,all,-2.1151999999999997
137,all,5.7874
137,all,-0.08020000000000001
137,all,-0.219
137,all,-0.26080000000000003
137,all,0.45980000000000004
137,all,-0.16939999999999997
137,all,-0.068
137,all,-0.7996000000000001
137,all,-0.9194
137,all,0.775
137,all,0.46120000000000005
137,all,0.9908
137,all,-0.4064000000000001
137,all,-0.4146
137,all,1.679
137,all,1.2488
137,all,3.0496
137,all,-1.9472
137,all,-2.0276
137,all,-2.068
137,all,-2.0928000000000004
137,all,5.9358
137,all,-1.84
137,all,-2.1982
137,all,-1.1791999999999998
137,all,-2.8116
137,all,-1.1898000000000002
137,all,-2.2022
137,all,-0.6651999999999998
137,all,-0.3628
137,all,-0.393
137,all,-0.3984
137,all,1.4424000000000001
137,all,-0.8154
137,all,-0.8434
137,all,1.7734
137,all,-0.025200000000000045
137,all,2.4848000000000003
137,all,-0.5648
137,all,2.427
137,all,-0.0934000000000001
137,all,2.3036
137,all,2.3542
137,all,-2.2156
137,all,-2.0642
137,all,0.4814000000000001
137,all,2.2764
137,all,-1.9608000000000003
137,all,2.7742
137,all,-2.5298000000000003
137,all,3.4812
137,all,-0.1724
137,all,-0.396
137,all,-0.6606000000000001
137,all,-0.0722
137,all,-0.6426000000000001
137,all,-0.3936
137,all,-0.8994
137,all,-1.032
137,all,-1.1696
137,all,-0.47179999999999994
137,all,-0.7392000000000001
137,all,-0.5698
137,all,0.34600000000000003
137,all,-0.0366
137,all,-0.1046
137,all,-0.17200000000000001
137,all,-0.3442
137,all,0.0076000000000000225
137,all,-0.12739999999999999
137,all,-0.382
137,all,0.518
137,all,-0.33220000000000005
137,all,0.11960000000000003
137,all,-1.0708
137,all,0.8046000000000001
137,all,0.06159999999999991
137,all,-0.4894
137,all,-0.6248
137,all,-0.17400000000000002
137,all,-1.0262
137,all,1.881
137,all,-1.0184000000000002
137,all,-0.12880000000000003
137,all,-0.31760000000000005
137,all,-0.3502
137,all,-0.7498
137,all,-0.5896
137,all,-0.19160000000000002
137,all,1.2114
137,all,-1.0014
137,all,-0.4532
137,all,-0.6046
137,all,-0.6607999999999999
137,all,0.1344
137,all,-0.8140000000000001
137,all,-1.129
137,all,1.4278
137,all,-1.0662
138,all,-0.11140000000000001
138,all,-0.486
138,all,-0.2204
138,all,0.622
138,all,-0.2046
138,all,-0.1032
138,all,0.4752
138,all,-0.22360000000000002
138,all,-1.7744000000000002
138,all,6.2548
138,all,-0.1186
138,all,-0.1916
138,all,-0.0772
138,all,-0.2152
138,all,-0.2954
138,all,-0.4678
138,all,-0.061200000000000004
138,all,-0.1956
138,all,-0.4322
138,all,-0.5327999999999999
138,all,-0.057
138,all,-0.353
138,all,-0.069
138,all,-0.0734
138,all,0.263
138,all,-0.3768
138,all,-0.11220000000000001
138,all,-0.9476
138,all,-1.0498
138,all,-1.3298
138,all,-0.59
138,all,-0.4158
138,all,-0.0766
138,all,-0.195
138,all,-0.0724
138,all,-0.2012
138,all,0.4824
138,all,-0.1042
138,all,-0.1418
138,all,-0.1936
138,all,-0.0498
138,all,0.19340000000000002
138,all,-0.064
138,all,-0.49260000000000004
138,all,2.0368
138,all,-0.1128
138,all,-0.23240000000000002
138,all,-0.379
138,all,-0.5272
138,all,-0.584
138,all,-0.1534
138,all,-0.1414
138,all,-0.1128
138,all,-0.32939999999999997
138,all,0.9162
138,all,-0.134
139,all,-0.0074
139,all,-0.16840000000000002
139,all,-0.1784
139,all,-0.27
139,all,-0.353
139,all,-0.36260000000000003
139,all,0.010800000000000011
139,all,0.37460000000000004
139,all,-0.4576
139,all,-0.789
139,all,0.5056
139,all,-0.028200000000000044
139,all,-0.7592000000000001
139,all,-0.054399999999999976
139,all,0.45039999999999997
139,all,-0.19
139,all,-0.2376
139,all,-0.02639999999999998
139,all,-0.31760000000000005
139,all,-0.13119999999999998
139,all,-0.053200000000000004
139,all,-0.09720000000000001
139,all,0.1446
139,all,0.02019999999999999
139,all,-0.2544
139,all,0.4688
139,all,0.1704
139,all,0.5482
139,all,0.3402
139,all,-0.6494
139,all,1.0114
139,all,-0.5337999999999999
139,all,1.4802000000000002
139,all,0.5774
139,all,1.8484
139,all,1.0114
139,all,4.8742
139,all,-0.16440000000000002
139,all,0.7667999999999999
139,all,0.012199999999999989
139,all,1.209
139,all,-0.5924
139,all,2.2476
139,all,-0.0308
139,all,0.009000000000000001
139,all,0.6344
139,all,-0.4874
139,all,0.037399999999999975
139,all,1.8396
139,all,0.11239999999999999
139,all,-0.677
139,all,2.2114000000000003
139,all,-0.1784
139,all,0.796
139,all,-0.33680000000000004
139,all,0.21939999999999998
139,all,1.0368
139,all,0.37939999999999996
139,all,1.4622000000000002
139,all,-0.5126000000000001
139,all,1.7036
139,all,0.4644
139,all,-0.16020000000000004
139,all,1.8638
139,all,-0.001
139,all,2.1601999999999997
139,all,0.799
139,all,2.5942
139,all,0.766
139,all,0.19859999999999992
139,all,2.7792
139,all,-0.0426
139,all,-0.1392
139,all,0.305
139,all,0.2828
139,all,1.4896
139,all,0.6644
139,all,1.7550000000000001
139,all,1.0124
139,all,-0.6854
139,all,2.0302000000000002
139,all,-0.4835999999999999
139,all,2.705
139,all,-1.4962
139,all,-0.32159999999999994
139,all,3.8378
139,all,-0.028399999999999998
139,all,0.069
139,all,0.2432
139,all,0.3718
139,all,0.9428
139,all,-0.3054
139,all,1.441
139,all,-0.049600000000000026
139,all,2.2762
139,all,0.03420000000000004
139,all,2.6972
139,all,0.13720000000000004
139,all,3.4686
139,all,0.5194
139,all,3.7070000000000003
139,all,-1.3332000000000002
139,all,4.6352
139,all,0.5174000000000001
139,all,4.828600000000001
139,all,1.7418
139,all,5.163
139,all,1.8734000000000002
139,all,-1.9160000000000001
139,all,2.0118
139,all,-0.0712
139,all,-0.117
139,all,0.027400000000000008
139,all,-0.1428
139,all,1.5694000000000001
139,all,0.017
139,all,2.1144000000000003
139,all,-0.05939999999999998
139,all,2.4392
139,all,-0.062
139,all,3.0180000000000002
139,all,0.3002000000000001
139,all,3.3674
139,all,0.5466
139,all,3.833
139,all,-0.4212
139,all,1.954
139,all,0.2742
139,all,2.2426
139,all,-0.751
139,all,0.28979999999999995
139,all,2.3844000000000003
139,all,1.0312000000000001
139,all,2.9766
139,all,-0.935
139,all,3.9016
139,all,-1.6918
139,all,0.8384000000000001
139,all,4.8822
139,all,0.915
139,all,5.921
139,all,2.3771999999999998
139,all,5.9686
139,all,5.949
139,all,6.097600000000001
139,all,-0.1306
139,all,-0.1672
139,all,0.5730000000000001
139,all,-0.1524
139,all,0.7288
139,all,-0.2254
139,all,1.9020000000000001
139,all,-0.27579999999999993
139,all,2.621
139,all,0.07420000000000004
139,all,2.6601999999999997
139,all,0.1935999999999999
139,all,5.9298
139,all,-0.526
139,all,-0.16219999999999998
139,all,0.7484
139,all,-0.2244
139,all,2.5886
139,all,-0.8936000000000001
139,all,3.8346
139,all,-0.48360000000000003
139,all,4.4112
139,all,0.059000000000000004
139,all,4.4168
139,all,0.1895999999999999
139,all,4.74
139,all,-0.44739999999999996
139,all,-0.023
139,all,0.1092
139,all,-0.3512
139,all,1.6738
139,all,-0.23939999999999997
139,all,2.1118
139,all,0.5342
139,all,2.8786
139,all,-1.0
139,all,3.0964
139,all,-0.9222
139,all,-1.722
139,all,0.03040000000000009
139,all,3.8684000000000003
139,all,0.9698
139,all,4.1638
139,all,-0.023
139,all,-0.05580000000000001
139,all,0.7998
139,all,-0.15480000000000002
139,all,0.671
139,all,-0.33080000000000004
139,all,0.2736
139,all,0.9622
139,all,-0.3912
139,all,-0.6123999999999999
139,all,0.3592
139,all,-0.0724
139,all,0.309
139,all,0.037800000000000014
139,all,0.9156000000000001
139,all,0.8166
139,all,1.2012
139,all,-0.795
139,all,-0.8778
139,all,-0.227
139,all,-0.1088
139,all,0.489
139,all,-0.0818
139,all,0.3812
139,all,-0.2582
139,all,1.0792000000000002
139,all,-0.1408
139,all,0.6128
139,all,-0.2866
139,all,0.8552000000000001
139,all,-0.24060000000000004
139,all,1.2730000000000001
139,all,0.2882
139,all,1.4848
139,all,-0.16760000000000003
139,all,-0.7934
139,all,0.22060000000000002
139,all,-0.8366
139,all,1.4676
139,all,-0.054200000000000005
139,all,0.1352
139,all,0.5116
139,all,-0.4284
139,all,1.0794000000000001
139,all,0.22160000000000002
139,all,2.4984
139,all,-0.3072
139,all,1.4996
139,all,-0.0782
139,all,0.2998
139,all,0.010600000000000023
139,all,2.0926
139,all,-0.9430000000000001
139,all,3.8396
139,all,-0.3276
139,all,4.374
139,all,-0.052000000000000005
139,all,0.2536
139,all,-0.3792
139,all,2.0156
139,all,-0.1384
139,all,0.6537999999999999
139,all,0.0041999999999999885
139,all,0.8436
139,all,-0.331
139,all,1.6008
139,all,-0.129
139,all,1.8836
139,all,-0.5572
139,all,2.0054000000000003
139,all,-0.40120000000000006
139,all,4.244
139,all,-0.7418
139,all,4.5642
139,all,-0.267
139,all,4.8048
139,all,-0.022799999999999956
139,all,-1.6522000000000001
139,all,-1.7376
139,all,4.7778
139,all,-1.0726
139,all,5.203399999999999
139,all,-0.9714000000000002
139,all,5.4652
139,all,0.4855999999999999
139,all,-2.2018000000000004
139,all,6.1542
139,all,-1.2828000000000002
139,all,0.44220000000000004
139,all,6.8518
139,all,0.638
139,all,7.78
139,all,-0.1438
139,all,0.6596000000000001
139,all,-0.433
139,all,1.7252
139,all,-0.24920000000000006
139,all,-0.15379999999999996
139,all,2.0884
139,all,-0.1678
139,all,0.7284
139,all,0.3002
139,all,1.0658
139,all,0.6656000000000001
139,all,-0.1016
139,all,0.44480000000000003
139,all,-0.2386
139,all,0.7637999999999999
139,all,-0.007
139,all,1.1944000000000001
139,all,-0.194
139,all,1.4316
139,all,-0.138
139,all,0.6337999999999999
139,all,-0.2446
139,all,-0.31439999999999996
139,all,1.1294000000000002
139,all,-0.014600000000000023
139,all,1.5358
139,all,-0.5357999999999999
139,all,-0.108
139,all,0.32439999999999997
139,all,0.9252
139,all,0.5314
139,all,-0.4642
139,all,0.8592000000000001
139,all,0.7702000000000001
139,all,1.2332
139,all,0.7032
139,all,-0.1072
139,all,-0.1874
139,all,-0.25639999999999996
139,all,0.8220000000000001
139,all,-0.041600000000000005
140,all,-0.0436
140,all,-0.0768
140,all,0.10940000000000001
140,all,0.012599999999999995
140,all,0.8252
140,all,-0.6144
140,all,-0.6728
140,all,-0.38539999999999996
140,all,-0.42179999999999995
140,all,-0.749
140,all,-0.09739999999999997
140,all,-0.022600000000000002
140,all,-0.1266
140,all,-0.1708
140,all,-0.19419999999999998
140,all,0.4036
140,all,-0.026400000000000007
140,all,0.31379999999999997
140,all,-0.0868
140,all,0.39480000000000004
140,all,0.10400000000000001
140,all,-0.198
140,all,0.24680000000000002
140,all,-0.5194
140,all,0.05619999999999999
140,all,1.2232
140,all,-0.033600000000000026
140,all,1.5034
140,all,-0.11860000000000002
140,all,2.7246
140,all,0.11520000000000005
140,all,-1.2144000000000001
140,all,1.0232
140,all,-0.12240000000000001
140,all,-0.27280000000000004
140,all,0.33580000000000004
140,all,0.2764
140,all,-0.6802
140,all,-0.7486
140,all,-0.39220000000000005
140,all,-0.083
140,all,-0.5418
140,all,-0.0242
140,all,0.052000000000000005
140,all,0.279
140,all,-0.168
140,all,0.38180000000000003
140,all,-0.21079999999999996
140,all,-0.6888
140,all,-0.7226
140,all,0.10200000000000001
140,all,-0.43720000000000003
140,all,0.22139999999999999
140,all,1.9834
140,all,0.22139999999999999
140,all,-0.451
140,all,2.6484
140,all,0.092
140,all,-0.0162
140,all,-0.038400000000000004
140,all,-0.1768
140,all,0.4922
140,all,-0.23800000000000002
140,all,0.5542
140,all,-0.04519999999999999
140,all,-0.167
140,all,-0.4774
140,all,-0.5078
140,all,-0.0184
140,all,-0.0458
140,all,0.05159999999999999
140,all,0.26160000000000005
140,all,0.09659999999999999
140,all,0.6063999999999999
140,all,-0.4758
140,all,1.1642000000000001
140,all,0.3564
140,all,-0.8742000000000001
140,all,-0.5718
140,all,0.9982000000000001
140,all,-1.026
140,all,1.5286
140,all,-0.0286
140,all,-0.0788
140,all,-0.1698
140,all,-0.0994
140,all,-0.006200000000000001
140,all,-0.0304
140,all,-0.159
140,all,-0.2378
140,all,0.073
140,all,0.2896
140,all,0.4072
140,all,0.3742
140,all,0.67
140,all,-0.6686000000000001
140,all,-0.042
140,all,-0.0468
140,all,-0.11080000000000001
140,all,-0.3542
140,all,-0.16460000000000002
140,all,1.4644000000000001
140,all,-0.8494
140,all,-0.36479999999999996
140,all,-0.03560000000000002
140,all,-0.10860000000000003
140,all,0.38860000000000006
140,all,-0.05479999999999995
140,all,1.5108
140,all,-0.069
140,all,1.4952
140,all,0.12340000000000009
140,all,-0.0216
140,all,-0.0536
140,all,-0.0724
140,all,-0.29960000000000003
140,all,0.3996
140,all,-0.241
140,all,-0.424
140,all,-0.4678
140,all,0.38539999999999996
140,all,-0.32260000000000005
140,all,0.4282
140,all,-0.42479999999999996
140,all,-0.5408
140,all,1.027
140,all,0.23760000000000003
140,all,-0.19420000000000004
140,all,0.5124
140,all,0.03320000000000005
140,all,-0.3618
140,all,-0.7958
140,all,1.6214000000000002
140,all,1.1126
140,all,-1.1385999999999998
140,all,1.8714000000000002
140,all,-0.08059999999999999
140,all,0.3852
140,all,-0.128
140,all,-0.16340000000000002
140,all,-0.2348
140,all,-0.1174
140,all,-0.19
140,all,0.45360000000000006
140,all,-0.039
140,all,1.175
140,all,-0.04519999999999999
140,all,-0.6406000000000001
140,all,1.1522000000000001
140,all,-0.711
140,all,2.2132
140,all,-1.1694000000000002
140,all,-1.2132
140,all,3.3200000000000003
140,all,0.023200000000000047
140,all,-0.012400000000000001
140,all,-0.009200000000000003
140,all,-0.1474
140,all,-0.182
140,all,0.24380000000000002
140,all,-0.09419999999999999
140,all,-0.11960000000000003
140,all,0.4834
140,all,-0.11660000000000002
