Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,-0.011119675636567085,0.014718735912036575,-0.04050627720676228,0.017475489572202078,NA,NA,
