bin_center,mean_distance,sem_distance,n_samples,chance_level,chance_ci_95
-2975.0,102.29487952802361,3.170151056886668,247,90,11.524393459672753
-2925.0,103.81462516341779,2.7023036118261214,291,90,11.524393459672753
-2875.0,101.32257676470924,2.3533594715493926,333,90,11.524393459672753
-2825.0,101.09209176053946,2.286458290089373,350,90,11.524393459672753
-2775.0,101.26876069243143,2.6438210503764914,350,90,11.524393459672753
-2725.0,86.52012358161066,2.7530429384591226,307,90,11.524393459672753
-2675.0,80.82293222240578,2.9654149644869414,300,90,11.524393459672753
-2625.0,78.8608555618682,3.2986076159727125,300,90,11.524393459672753
-2575.0,54.9617790964555,2.8880268502300552,346,90,11.524393459672753
-2525.0,49.3914050796885,2.261391559311826,341,90,11.524393459672753
-2475.0,48.26124145093773,1.6552539307651872,350,90,11.524393459672753
-2425.0,57.032163998522805,1.7092537048144012,385,90,11.524393459672753
-2375.0,71.45712561228109,1.6397224766603895,350,90,11.524393459672753
-2325.0,74.48503360472775,1.6489279600471394,350,90,11.524393459672753
-2275.0,84.28803707045817,2.3101631147074873,396,90,11.524393459672753
-2225.0,82.96572639458074,2.6248462459246262,350,90,11.524393459672753
-2175.0,89.53082897236271,2.15025277044732,391,90,11.524393459672753
-2125.0,100.38942459585236,2.2127333313116924,400,90,11.524393459672753
-2075.0,101.90274374570359,2.092623153941334,400,90,11.524393459672753
-2025.0,105.82961941108604,2.1558102863138147,403,90,11.524393459672753
-1975.0,94.66313054598436,2.3742026734154695,393,90,11.524393459672753
-1925.0,96.05270964168692,2.208471534585925,377,90,11.524393459672753
-1875.0,93.3100245933041,1.6398342033174462,500,90,11.524393459672753
-1825.0,92.57674418879691,1.7517416178707383,499,90,11.524393459672753
-1775.0,82.87365893877072,1.7713653792441324,512,90,11.524393459672753
-1725.0,84.6001670100781,2.044100197215143,460,90,11.524393459672753
-1675.0,99.04551971478949,2.308166549754113,420,90,11.524393459672753
-1625.0,98.58728431197177,2.3525802457400826,357,90,11.524393459672753
-1575.0,82.48282858964929,2.3552766989553873,317,90,11.524393459672753
-1525.0,88.07718547334507,2.50223463218723,262,90,11.524393459672753
-1475.0,69.16022675241864,2.9687182850071028,213,90,11.524393459672753
-1425.0,78.98123141354618,2.8141080924755264,208,90,11.524393459672753
-1375.0,99.7686649038794,2.650092736207707,300,90,11.524393459672753
-1325.0,92.6261410205349,2.958479371378986,315,90,11.524393459672753
-1275.0,115.56537384248108,2.0751204593453854,350,90,11.524393459672753
-1225.0,119.42660238726818,2.2013595150319967,367,90,11.524393459672753
-1175.0,119.80519699144678,2.1711129672523106,476,90,11.524393459672753
-1125.0,119.78978809345318,2.2884734786185934,430,90,11.524393459672753
-1075.0,136.78709065717936,1.8917981390775167,350,90,11.524393459672753
-1025.0,134.8005792953951,2.3010350495191148,350,90,11.524393459672753
-975.0,134.3669289330411,2.311404788280268,350,90,11.524393459672753
-925.0,123.62276224067115,2.386808861894773,350,90,11.524393459672753
-875.0,112.77268547108297,2.507379027351015,320,90,11.524393459672753
-825.0,111.22066442643018,2.5717010321479994,300,90,11.524393459672753
-775.0,118.6461342050329,2.5353421652123806,300,90,11.524393459672753
-725.0,120.62698475858379,2.6865338205472593,261,90,11.524393459672753
-675.0,118.50756934284372,3.2272075615271514,200,90,11.524393459672753
-625.0,118.43661386609696,2.9859279161829804,215,90,11.524393459672753
-575.0,110.39566995843536,2.552537433713777,287,90,11.524393459672753
-525.0,119.27557846519561,2.212208009593555,250,90,11.524393459672753
-475.0,122.14655318533066,2.2652354320897783,217,90,11.524393459672753
-425.0,123.8542515268191,2.363573576350667,200,90,11.524393459672753
-375.0,143.980688156222,2.461395353091103,151,90,11.524393459672753
-325.0,150.51495218010828,1.2919673778455236,152,90,11.524393459672753
-275.0,142.75776570368038,2.0460791737769326,200,90,11.524393459672753
-225.0,116.5556498752693,3.4977891385488884,210,90,11.524393459672753
-175.0,104.29830923117866,3.6449917969850723,250,90,11.524393459672753
-125.0,76.76206879569986,3.1519582053746533,207,90,11.524393459672753
-75.0,72.38326680463763,3.0852134632992554,200,90,11.524393459672753
-25.0,50.535289145789214,3.1906538256869537,162,90,11.524393459672753
25.0,79.42068011337678,3.9103247054849604,260,90,11.524393459672753
75.0,75.15559849291205,2.9205555377875094,350,90,11.524393459672753
125.0,74.53868364902529,2.671869711042664,350,90,11.524393459672753
175.0,78.94413316237656,2.6213372906979693,365,90,11.524393459672753
225.0,80.15238209225787,2.71568559781561,387,90,11.524393459672753
275.0,63.114033886209235,2.7881089408138404,350,90,11.524393459672753
325.0,63.611316207168684,3.149186644000134,319,90,11.524393459672753
375.0,61.94511349550187,2.990481285551059,318,90,11.524393459672753
425.0,59.65563740469284,2.6564011285180533,365,90,11.524393459672753
475.0,57.76663916693794,3.044871035150921,350,90,11.524393459672753
525.0,67.69384161722212,3.551917684956751,285,90,11.524393459672753
575.0,84.3214179585764,4.319126988503606,209,90,11.524393459672753
625.0,137.25118931337914,4.023114719812176,100,90,11.524393459672753
675.0,137.0106629873005,3.8357137326613118,101,90,11.524393459672753
725.0,134.0994419010364,3.42372415675477,132,90,11.524393459672753
