phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,9.066622167010792,10.07699595799204,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,image,10.07714012498036,11.09642287506722,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,value,11.096600332995877,17.111736249993555,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,attention,17.11184404208325,20.124182042083703,1,1,Animal_Land_Pattern_Small,3,None,None,None,,,,,,,,
encoding,fixation,20.124331167084165,21.37968329200521,2,1,Animal_Land_Solid_Large,-8,,,,,,,,,,,
encoding,image,21.37979208305478,22.39138616702985,2,1,Animal_Land_Solid_Large,-8,,,,,,,,,,,
encoding,value,22.391489624977112,28.40338116697967,2,1,Animal_Land_Solid_Large,-8,,,,,,,,,,,
encoding,attention,28.403492250014096,31.415248458040878,2,1,Animal_Land_Solid_Large,-8,None,None,None,,,,,,,,
encoding,fixation,31.415363291976973,32.42051058297511,3,1,Animal_Sea_Pattern_Small,1,,,,,,,,,,,
encoding,image,32.420615207985975,33.43149083305616,3,1,Animal_Sea_Pattern_Small,1,,,,,,,,,,,
encoding,value,33.43159904202912,39.44406400003936,3,1,Animal_Sea_Pattern_Small,1,,,,,,,,,,,
encoding,attention,39.44416579208337,42.45690433308482,3,1,Animal_Sea_Pattern_Small,1,None,None,None,,,,,,,,
encoding,fixation,42.45703129202593,43.712550792028196,4,1,Object_Sea_Pattern_Large,-5,,,,,,,,,,,
encoding,image,43.71265962498728,44.7246524579823,4,1,Object_Sea_Pattern_Large,-5,,,,,,,,,,,
encoding,value,44.724766125087626,50.73675554199144,4,1,Object_Sea_Pattern_Large,-5,,,,,,,,,,,
encoding,attention,50.736868917010725,53.75031279202085,4,1,Object_Sea_Pattern_Large,-5,None,None,None,,,,,,,,
encoding,fixation,53.750434083049186,54.75562737497967,5,1,Object_Land_Solid_Small,-3,,,,,,,,,,,
encoding,image,54.75580312497914,55.76711224997416,5,1,Object_Land_Solid_Small,-3,,,,,,,,,,,
encoding,value,55.767232791986316,61.77942083298694,5,1,Object_Land_Solid_Small,-3,,,,,,,,,,,
encoding,attention,61.77952666708734,64.8423392920522,5,1,Object_Land_Solid_Small,-3,None,None,None,,,,,,,,
encoding,fixation,64.84246733307373,66.35027116700076,6,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
encoding,image,66.35043266706634,67.36243612505496,6,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
encoding,value,67.36254295799881,73.3750258750515,6,1,Object_Sea_Solid_Large,9,,,,,,,,,,,
encoding,attention,73.375138583011,76.38812520797364,6,1,Object_Sea_Solid_Large,9,None,None,None,,,,,,,,
n-back,,,,1,1,,,,1,None,C,False,None,,,,,
n-back,,,,2,1,,,,1,None,V,False,None,,,,,
n-back,,,,3,1,,,,0,None,C,True,None,,,,,
n-back,,,,4,1,,,,1,None,C,False,None,,,,,
n-back,,,,5,1,,,,1,1.133525124983862,C,True,1,,,,,
