effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),1.6167232147954418,0.11757788670342502,1.3909851259873038,1.868102849454983
fixed,cond,true_offer_value_z,-0.00463328740114743,0.021616258480828814,-0.04661924793972877,0.03776940552348231
fixed,cond,true_offer_value_z2,0.009898784935290084,0.01207257750871987,-0.013961233876460281,0.03307097444077809
