subject,game,option,choice,correct,rt,true_offer_value,recalled_offer_value,recalled_total_count,recalled_offer_count
108,5,Solid,1.0,1.0,10.040977333090268,2.0,-7.0,5,2
108,6,Small,0.0,0.0,30.69722933298908,4.0,-1.0,5,3
108,6,Pattern,1.0,0.0,7.4935419170651585,-4.0,0.0,5,2
108,6,Solid,1.0,1.0,10.306168082985096,15.0,-3.0,5,3
108,6,Animal,0.0,0.0,5.335200542001985,8.0,4.0,5,3
108,6,Sea,1.0,1.0,7.851003458956256,3.0,-7.0,5,2
108,6,Land,1.0,1.0,10.818780583911575,8.0,4.0,5,3
108,6,Large,0.0,0.0,4.2004309999756515,7.0,-2.0,5,2
108,6,Object,1.0,1.0,6.400084082968533,3.0,-7.0,5,2
108,7,Pattern,1.0,0.0,41.96226291696075,-4.0,-4.0,3,3
108,7,Large,1.0,1.0,6.2632605829276145,4.0,,3,0
108,7,Small,0.0,1.0,12.238361000083389,-4.0,-4.0,3,3
108,7,Object,1.0,0.0,23.87651770899538,-2.0,1.0,3,1
108,7,Land,1.0,1.0,2.2686958339763805,1.0,3.0,3,2
108,7,Animal,0.0,0.0,6.2246718750102445,2.0,-5.0,3,2
108,7,Solid,1.0,1.0,4.939910541987047,4.0,,3,0
108,7,Sea,0.0,1.0,11.69796449993737,-1.0,-7.0,3,1
109,1,Large,0.0,1.0,7.184989625005983,-3.0,-12.0,5,2
109,1,Small,1.0,1.0,3.065139290993102,3.0,3.0,5,3
109,1,Sea,1.0,1.0,14.29742104106117,1.0,-7.0,5,3
109,1,Land,1.0,0.0,8.078870333964005,-1.0,-2.0,5,2
109,1,Animal,0.0,0.0,3.8034982919925824,1.0,0.0,5,2
109,1,Solid,0.0,1.0,12.722395790973678,-3.0,-9.0,5,3
109,1,Object,0.0,1.0,1.9508719580480829,-1.0,-9.0,5,3
109,1,Pattern,1.0,1.0,7.442949291085824,3.0,0.0,5,2
109,2,Object,0.0,0.0,4.2851203749887645,3.0,-1.0,3,1
109,2,Small,0.0,0.0,3.9265500410692766,3.0,-1.0,3,1
109,2,Large,1.0,1.0,1.3306050410028547,6.0,0.0,3,2
109,2,Land,1.0,1.0,4.126011374988593,3.0,-9.0,3,1
109,2,Animal,0.0,0.0,1.391632333048619,6.0,0.0,3,2
109,2,Solid,0.0,1.0,10.768247750005685,-4.0,-10.0,3,2
109,2,Sea,1.0,1.0,0.3089468749240041,6.0,8.0,3,2
109,2,Pattern,1.0,1.0,15.20643875002861,13.0,9.0,3,1
109,3,Object,0.0,1.0,2.6728482090402395,-7.0,6.0,3,2
109,3,Sea,0.0,1.0,0.1660030410857871,-4.0,-9.0,3,2
109,3,Animal,0.0,1.0,3.3058002500329167,-4.0,-6.0,3,1
109,3,Small,1.0,0.0,1.5340486660134047,-7.0,6.0,3,2
109,3,Land,1.0,0.0,3.256572625017725,-7.0,9.0,3,1
109,3,Large,0.0,1.0,2.286362042068504,-4.0,-6.0,3,1
109,3,Pattern,0.0,1.0,8.707925750059076,-12.0,-6.0,3,1
109,3,Solid,0.0,0.0,4.014337333035655,1.0,6.0,3,2
109,4,Large,0.0,1.0,3.5301697910763323,-1.0,4.0,5,2
109,4,Object,1.0,0.0,2.7104084589518607,-2.0,12.0,5,2
109,4,Small,1.0,1.0,4.1409542500041425,1.0,7.0,5,3
109,4,Pattern,0.0,0.0,0.0179334999993443,3.0,6.0,5,2
109,4,Animal,1.0,1.0,0.3434490420622751,2.0,-1.0,5,3
109,4,Sea,1.0,0.0,2.275025915936567,-2.0,1.0,5,3
109,4,Solid,1.0,0.0,1.4896751249907538,-3.0,5.0,5,3
109,4,Land,1.0,1.0,0.8805339999962598,2.0,10.0,5,2
109,5,Large,1.0,1.0,0.6747856249567121,1.0,8.0,4,2
109,5,Land,1.0,1.0,0.1513369169551879,2.0,5.0,4,1
109,5,Solid,1.0,1.0,0.4692030829610303,2.0,0.0,4,2
109,5,Sea,0.0,1.0,0.4077202079351991,-2.0,3.0,4,3
109,5,Animal,1.0,1.0,0.8624604580691084,1.0,0.0,4,2
109,5,Small,0.0,1.0,0.5665574579034001,-1.0,0.0,4,2
109,5,Pattern,0.0,1.0,0.3663386659463867,-2.0,8.0,4,2
109,5,Object,0.0,1.0,3.1291765000205487,-1.0,8.0,4,2
109,6,Small,0.0,0.0,1.2017694159876555,2.0,3.0,6,3
109,6,Animal,0.0,1.0,1.017474666936323,-4.0,-1.0,6,3
109,6,Large,1.0,0.0,0.409394041984342,-4.0,-1.0,6,3
109,6,Solid,1.0,1.0,0.3563914579572156,2.0,2.0,6,3
109,6,Sea,0.0,1.0,0.976593790925108,-3.0,0.0,6,3
109,6,Pattern,0.0,1.0,0.3392713749781251,-4.0,0.0,6,3
109,6,Land,1.0,1.0,0.3961351249599829,1.0,2.0,6,3
109,6,Object,1.0,1.0,0.4683501250110566,2.0,3.0,6,3
109,7,Small,0.0,0.0,1.50978279102128,1.0,-2.0,6,3
109,7,Large,1.0,1.0,0.3709533750079572,3.0,8.0,6,3
109,7,Land,1.0,0.0,1.2297452091006562,-2.0,-5.0,6,3
109,7,Object,1.0,1.0,0.6727514170343056,3.0,8.0,6,3
109,7,Sea,1.0,1.0,1.5363200419815255,6.0,11.0,6,3
109,7,Pattern,1.0,1.0,0.8200126660522074,3.0,0.0,6,3
109,7,Solid,1.0,1.0,2.8994827090064064,1.0,6.0,6,3
109,7,Animal,0.0,0.0,0.7675502080237493,1.0,-2.0,6,3
110,1,Animal,1.0,0.0,19.697509375051595,-1.0,-3.0,6,3
110,1,Small,0.0,1.0,11.338163750013337,-4.0,-3.0,6,3
110,1,Sea,1.0,1.0,11.399151834077202,2.0,3.0,6,3
110,1,Large,1.0,1.0,12.0012861660216,4.0,2.0,6,3
110,1,Object,0.0,0.0,26.274777084006928,1.0,2.0,6,3
110,1,Solid,1.0,1.0,6.892309791990556,2.0,3.0,6,3
110,1,Pattern,0.0,1.0,4.820441082934849,-2.0,-4.0,6,3
110,1,Land,1.0,0.0,7.6413620410021394,-2.0,-4.0,6,3
110,2,Large,0.0,1.0,25.51758929202333,-4.0,-4.0,5,3
110,2,Object,0.0,1.0,26.962792541016825,-3.0,-3.0,5,3
110,2,Small,0.0,1.0,32.623763040988706,-3.0,-12.0,5,2
110,2,Pattern,0.0,1.0,60.9457821669057,-3.0,-12.0,5,2
110,2,Animal,1.0,0.0,9.863657708046958,-4.0,-13.0,5,2
110,2,Land,0.0,0.0,16.475982166011818,1.0,-8.0,5,2
110,2,Solid,1.0,0.0,10.2971047910396,-4.0,-4.0,5,3
110,2,Sea,1.0,0.0,6.189586499938741,-8.0,-8.0,5,3
110,3,Sea,1.0,1.0,11.098587457905523,8.0,-19.0,5,3
110,3,Solid,1.0,1.0,3.3601507919374853,5.0,-18.0,5,2
110,3,Large,0.0,0.0,44.09479374997318,7.0,-18.0,5,3
110,3,Animal,1.0,1.0,1.911240249988623,15.0,-9.0,5,2
110,3,Land,1.0,1.0,10.21736474998761,4.0,-17.0,5,2
110,3,Small,0.0,0.0,10.532125167082995,5.0,-18.0,5,2
110,3,Pattern,1.0,1.0,23.828971832990646,7.0,-18.0,5,3
110,3,Object,0.0,1.0,3.2699362080311403,-3.0,-27.0,5,3
110,4,Large,1.0,1.0,33.47600424999837,2.0,2.0,6,3
110,4,Small,0.0,1.0,8.484020375064574,-4.0,-5.0,6,3
110,4,Object,1.0,1.0,8.195469291997142,3.0,2.0,6,3
110,4,Animal,0.0,1.0,7.982579417061061,-5.0,-5.0,6,3
110,4,Pattern,1.0,1.0,3.891333166975528,3.0,2.0,6,3
110,4,Land,1.0,1.0,17.077876582974568,3.0,2.0,6,3
110,4,Sea,0.0,1.0,5.784241124987602,-5.0,-5.0,6,3
110,4,Solid,0.0,1.0,17.813648834009655,-5.0,-5.0,6,3
110,5,Small,0.0,1.0,23.9832946669776,-2.0,-1.0,4,2
110,5,Solid,1.0,0.0,15.55716870899778,-2.0,5.0,4,2
110,5,Land,1.0,0.0,25.236593500012532,-6.0,9.0,4,2
110,5,Large,1.0,0.0,2.18437279202044,-2.0,5.0,4,2
110,5,Pattern,0.0,1.0,0.3854997089365497,-2.0,-1.0,4,2
110,5,Animal,0.0,1.0,1.1828185840277,-6.0,0.0,4,3
110,5,Sea,0.0,0.0,2.189051458030008,2.0,-5.0,4,2
110,5,Object,1.0,1.0,13.434347625006922,2.0,4.0,4,1
110,6,Sea,1.0,0.0,25.423263040953316,-1.0,1.0,5,3
110,6,Small,1.0,1.0,5.700971250073053,5.0,5.0,5,3
110,6,Land,1.0,1.0,9.0868267089827,9.0,11.0,5,2
110,6,Solid,1.0,1.0,11.637963874964043,5.0,5.0,5,3
110,6,Large,1.0,1.0,5.572189374943264,3.0,7.0,5,2
110,6,Pattern,1.0,1.0,12.688425624975936,3.0,7.0,5,2
110,6,Animal,1.0,1.0,3.4761131670093164,2.0,6.0,5,2
110,6,Object,1.0,1.0,9.700936458073556,6.0,6.0,5,3
110,7,Large,1.0,1.0,9.2245595830027,1.0,14.0,5,3
110,7,Land,1.0,1.0,5.484991000033915,4.0,5.0,5,3
110,7,Object,1.0,1.0,5.118776416988112,4.0,13.0,5,2
110,7,Solid,0.0,0.0,14.684405457926914,1.0,14.0,5,3
110,7,Small,0.0,0.0,10.636579625075685,2.0,0.0,5,2
110,7,Sea,1.0,0.0,6.025330916978419,-1.0,9.0,5,2
110,7,Pattern,0.0,0.0,8.88543995807413,2.0,0.0,5,2
110,7,Animal,1.0,0.0,3.2211181249003857,-1.0,1.0,5,3
111,1,Large,1.0,1.0,13.3901272501098,3.0,10.0,3,2
111,1,Sea,1.0,1.0,2.2789847082458436,3.0,10.0,3,2
111,1,Pattern,0.0,0.0,2.0823342917719856,1.0,5.0,3,1
111,1,Animal,0.0,1.0,6.875183500000276,-5.0,1.0,3,1
111,1,Object,1.0,1.0,0.7407379583455622,5.0,14.0,3,2
111,1,Small,0.0,1.0,2.6242162499111146,-3.0,5.0,3,1
111,1,Land,0.0,1.0,1.3747784583829343,-3.0,5.0,3,1
111,1,Solid,1.0,0.0,2.1288840832421556,-1.0,10.0,3,2
111,2,Object,1.0,1.0,4.133532000007108,2.0,10.0,5,2
111,2,Land,1.0,0.0,1.8953712083166463,-7.0,1.0,5,2
111,2,Animal,0.0,1.0,0.1103119166800752,-12.0,-12.0,5,3
111,2,Large,1.0,0.0,4.8458697500173,-7.0,1.0,5,2
111,2,Solid,0.0,1.0,3.117442833376117,-2.0,6.0,5,2
111,2,Pattern,1.0,0.0,0.0985127915628254,-8.0,-8.0,5,3
111,2,Sea,0.0,1.0,1.7771213749656454,-3.0,-3.0,5,3
111,2,Small,0.0,1.0,2.76615162496455,-3.0,-3.0,5,3
111,3,Animal,1.0,1.0,3.862172416760586,1.0,1.0,5,2
111,3,Solid,1.0,1.0,1.7486616666428745,1.0,2.0,5,2
111,3,Large,1.0,1.0,5.701709791785106,7.0,-6.0,5,3
111,3,Pattern,1.0,1.0,2.513077416573651,5.0,-6.0,5,3
111,3,Small,0.0,1.0,0.5010444583604112,-1.0,2.0,5,2
111,3,Sea,0.0,0.0,3.2506585418013856,5.0,-5.0,5,3
111,3,Land,1.0,1.0,6.150202708435245,1.0,1.0,5,2
111,3,Object,1.0,1.0,7.604773791623302,5.0,-5.0,5,3
111,4,Small,0.0,0.0,4.109938166569918,1.0,-9.0,5,3
111,4,Animal,1.0,0.0,3.5259957916568965,-1.0,4.0,5,2
111,4,Land,1.0,1.0,0.7063707916531712,1.0,-9.0,5,3
111,4,Object,1.0,1.0,1.9622130416100845,4.0,-6.0,5,3
111,4,Sea,0.0,0.0,0.610821166774258,2.0,7.0,5,2
111,4,Pattern,1.0,1.0,1.3777326667914167,1.0,-5.0,5,2
111,4,Large,1.0,1.0,1.8341373750008645,2.0,7.0,5,2
111,4,Solid,1.0,1.0,0.5619618333876133,2.0,3.0,5,3
111,5,Solid,1.0,1.0,5.46325174998492,3.0,0.0,3,2
111,5,Large,1.0,0.0,4.570832375087775,-3.0,,3,0
111,5,Pattern,0.0,1.0,3.977310708374716,-15.0,-9.0,3,1
111,5,Object,1.0,0.0,3.4665323750814423,-5.0,-7.0,3,1
111,5,Sea,0.0,1.0,0.2583879582816735,-9.0,-9.0,3,3
111,5,Animal,0.0,1.0,0.4434929999988526,-7.0,-2.0,3,2
111,5,Small,1.0,0.0,1.1811800415161997,-9.0,-9.0,3,3
111,5,Land,1.0,0.0,3.182679875055328,-3.0,,3,0
111,6,Solid,0.0,0.0,6.562879375065677,5.0,2.0,6,3
111,6,Land,1.0,1.0,0.9757295832969248,4.0,1.0,6,3
111,6,Sea,0.0,1.0,0.5874659999972209,-1.0,6.0,6,3
111,6,Pattern,1.0,0.0,0.2218297499930486,-2.0,5.0,6,3
111,6,Object,1.0,0.0,0.7055870415642858,-1.0,6.0,6,3
111,6,Animal,1.0,1.0,6.167869166587479,4.0,1.0,6,3
111,6,Small,1.0,1.0,1.3051007081521675,5.0,3.0,6,3
111,6,Large,1.0,0.0,5.639742208411917,-2.0,4.0,6,3
111,7,Land,1.0,1.0,2.4643684583716094,1.0,-2.0,3,2
111,7,Large,1.0,1.0,1.3777499999850988,1.0,9.0,3,1
111,7,Animal,1.0,1.0,8.304406374925748,1.0,,3,0
111,7,Sea,0.0,0.0,0.8789148334180936,1.0,9.0,3,1
111,7,Solid,1.0,1.0,0.850149208214134,3.0,11.0,3,2
111,7,Pattern,0.0,1.0,1.3714927915716544,-1.0,-4.0,3,1
111,7,Small,1.0,1.0,0.6594347916543484,1.0,-2.0,3,2
111,7,Object,1.0,1.0,0.8582783750025555,1.0,7.0,3,3
113,1,Pattern,1.0,0.0,16.544949540984817,-1.0,1.0,2,1
113,1,Animal,0.0,1.0,4.512906415970065,-4.0,-6.0,2,2
113,1,Object,1.0,1.0,4.437966166995466,1.0,,2,0
113,1,Large,0.0,1.0,1.070014207973145,-4.0,-7.0,2,1
113,1,Sea,1.0,1.0,7.161886542104185,5.0,1.0,2,1
113,1,Solid,0.0,1.0,3.077405083924532,-2.0,-7.0,2,1
113,1,Land,0.0,1.0,2.048711417010054,-8.0,-7.0,2,1
113,1,Small,1.0,1.0,4.262192249996588,1.0,1.0,2,1
113,2,Sea,0.0,0.0,6.597624249989167,7.0,4.0,3,1
113,2,Solid,0.0,0.0,7.85979649994988,11.0,-1.0,3,2
113,2,Object,1.0,1.0,1.953077791957185,3.0,4.0,3,1
113,2,Large,0.0,0.0,1.457680999999866,1.0,-9.0,3,2
113,2,Animal,1.0,1.0,6.114788833074272,5.0,-9.0,3,2
113,2,Land,0.0,0.0,3.7024967500474304,1.0,-9.0,3,2
113,2,Small,1.0,1.0,0.6068211669335142,7.0,4.0,3,1
113,2,Pattern,0.0,1.0,7.364240666967817,-3.0,-4.0,3,1
113,3,Small,0.0,1.0,4.785282915923744,-16.0,0.0,4,2
113,3,Sea,0.0,1.0,1.6167775000212714,-7.0,0.0,4,2
113,3,Solid,0.0,1.0,6.479659083997831,-7.0,0.0,4,2
113,3,Animal,1.0,1.0,1.388225584058091,1.0,6.0,4,2
113,3,Pattern,1.0,0.0,10.375034458003938,-8.0,1.0,4,2
113,3,Object,0.0,1.0,14.769500542082824,-16.0,-5.0,4,2
113,3,Land,0.0,1.0,1.033396500046365,-8.0,1.0,4,2
113,3,Large,1.0,1.0,4.697648083092645,1.0,1.0,4,2
113,4,Small,0.0,1.0,11.579669083934276,-5.0,,1,0
113,4,Animal,1.0,0.0,1.1928892920259386,-5.0,7.0,1,1
113,4,Large,1.0,1.0,4.348825666937046,1.0,7.0,1,1
113,4,Pattern,1.0,1.0,5.651283791987225,2.0,,1,0
113,4,Object,0.0,0.0,7.7543689999729395,1.0,,1,0
113,4,Land,0.0,1.0,9.45024233404547,-5.0,,1,0
113,4,Solid,1.0,0.0,2.726367582916282,-6.0,7.0,1,1
113,4,Sea,1.0,1.0,0.3405817080056295,1.0,7.0,1,1
113,5,Large,0.0,1.0,6.865040999953635,-3.0,-7.0,2,1
113,5,Sea,1.0,1.0,3.531796459108591,1.0,-7.0,2,1
113,5,Pattern,1.0,1.0,1.361399665940553,2.0,-8.0,2,1
113,5,Small,0.0,0.0,1.5053846660302952,3.0,-8.0,2,1
113,5,Land,0.0,1.0,3.49068620800972,-1.0,-8.0,2,1
113,5,Solid,0.0,1.0,3.321417084080167,-2.0,-7.0,2,1
113,5,Object,0.0,1.0,7.841273959027603,-2.0,-7.0,2,1
113,5,Animal,0.0,0.0,0.9296420000027864,2.0,-8.0,2,1
113,6,Object,0.0,0.0,2.5852706249570474,1.0,-2.0,3,2
113,6,Land,0.0,1.0,7.171700541977771,-1.0,4.0,3,1
113,6,Small,0.0,0.0,0.98726479196921,1.0,-6.0,3,1
113,6,Solid,0.0,0.0,8.898051833035424,1.0,-13.0,3,2
113,6,Sea,0.0,0.0,1.0425212080590427,1.0,-13.0,3,2
113,6,Large,1.0,0.0,5.082920374930836,-1.0,-3.0,3,2
113,6,Pattern,1.0,0.0,7.235050208051689,-1.0,4.0,3,1
113,6,Animal,0.0,1.0,3.483419041032903,-1.0,-7.0,3,1
113,7,Large,1.0,1.0,6.2217257500160486,2.0,-12.0,3,2
113,7,Object,1.0,1.0,11.751644957927056,6.0,-7.0,3,1
113,7,Animal,0.0,1.0,0.9304670830024406,-2.0,-11.0,3,2
113,7,Solid,1.0,1.0,0.4218693339498713,2.0,-12.0,3,2
113,7,Sea,1.0,1.0,7.915533624938689,2.0,-12.0,3,2
113,7,Land,0.0,0.0,1.2819223750848323,2.0,-6.0,3,1
113,7,Small,0.0,0.0,0.0136839170008897,2.0,-6.0,3,1
113,7,Pattern,0.0,0.0,0.6197520410642028,2.0,-6.0,3,1
114,1,Solid,1.0,0.0,33.667738749994896,-1.0,1.0,6,3
114,1,Object,0.0,1.0,8.206451624981128,-3.0,-3.0,6,3
114,1,Land,0.0,1.0,11.47333275002893,-3.0,-1.0,6,3
114,1,Pattern,0.0,1.0,12.18920504162088,-1.0,-1.0,6,3
114,1,Animal,1.0,1.0,10.526956000016073,1.0,3.0,6,3
114,1,Large,1.0,1.0,16.171504208468832,1.0,1.0,6,3
114,1,Sea,1.0,1.0,5.449646708322689,1.0,1.0,6,3
114,1,Small,0.0,1.0,6.595878249965608,-3.0,-1.0,6,3
114,2,Sea,1.0,1.0,6.82990379165858,9.0,9.0,6,3
114,2,Large,1.0,1.0,31.0537340833107,3.0,5.0,6,3
114,2,Animal,1.0,1.0,27.863988541648723,4.0,6.0,6,3
114,2,Land,1.0,1.0,5.954018875025213,3.0,5.0,6,3
114,2,Pattern,0.0,1.0,9.730553166824391,-2.0,0.0,6,3
114,2,Solid,1.0,1.0,4.312130666803569,14.0,14.0,6,3
114,2,Small,1.0,1.0,10.208125208271667,9.0,9.0,6,3
114,2,Object,1.0,1.0,5.6195704999845475,8.0,8.0,6,3
114,3,Small,0.0,1.0,18.227773000020537,-2.0,-2.0,6,3
114,3,Object,0.0,1.0,10.098824666580184,-9.0,-7.0,6,3
114,3,Large,1.0,0.0,9.446413166704588,-1.0,1.0,6,3
114,3,Animal,1.0,1.0,10.509371333406309,6.0,6.0,6,3
114,3,Sea,1.0,0.0,3.7879821667447686,-1.0,1.0,6,3
114,3,Solid,0.0,1.0,13.084158208221195,-4.0,-4.0,6,3
114,3,Land,0.0,1.0,5.497897749999538,-2.0,-2.0,6,3
114,3,Pattern,1.0,1.0,7.488231458351947,1.0,3.0,6,3
114,4,Object,1.0,1.0,10.514569833292626,1.0,1.0,6,3
114,4,Large,0.0,1.0,20.420276666642167,-2.0,-2.0,6,3
114,4,Solid,0.0,1.0,6.8318524999776855,-2.0,-2.0,6,3
114,4,Sea,0.0,1.0,8.837861916748807,-1.0,-1.0,6,3
114,4,Land,0.0,1.0,16.814623249927536,-2.0,-2.0,6,3
114,4,Animal,0.0,1.0,12.03279845835641,-4.0,-4.0,6,3
114,4,Pattern,0.0,1.0,10.160036874935033,-1.0,-1.0,6,3
114,4,Small,0.0,1.0,7.920833125011995,-1.0,-1.0,6,3
114,5,Pattern,1.0,1.0,12.997330000041984,1.0,1.0,6,3
114,5,Object,0.0,1.0,13.0829655417474,-4.0,-4.0,6,3
114,5,Large,1.0,1.0,7.022147999959998,1.0,1.0,6,3
114,5,Animal,1.0,1.0,6.278813083306886,2.0,2.0,6,3
114,5,Sea,1.0,1.0,11.19883987493813,2.0,2.0,6,3
114,5,Land,0.0,1.0,8.331277500023134,-4.0,-4.0,6,3
114,5,Solid,0.0,1.0,11.6724343332462,-3.0,-3.0,6,3
114,5,Small,0.0,1.0,7.320082374964841,-3.0,-3.0,6,3
114,6,Small,1.0,1.0,8.105194624979049,2.0,2.0,6,3
114,6,Solid,1.0,1.0,10.530210583354346,2.0,2.0,6,3
114,6,Sea,1.0,1.0,4.186821958399378,7.0,7.0,6,3
114,6,Animal,1.0,1.0,3.1301509583136067,4.0,4.0,6,3
114,6,Land,1.0,1.0,4.821315791807137,2.0,2.0,6,3
114,6,Large,1.0,1.0,4.035375874955207,7.0,7.0,6,3
114,6,Pattern,1.0,1.0,3.885605124989525,7.0,7.0,6,3
114,6,Object,1.0,1.0,5.309367541689426,5.0,5.0,6,3
114,7,Pattern,1.0,1.0,8.425720000057481,5.0,5.0,6,3
114,7,Large,0.0,1.0,11.738876833347604,-1.0,-1.0,6,3
114,7,Sea,1.0,1.0,12.865179458167404,1.0,1.0,6,3
114,7,Small,1.0,1.0,9.730477374978364,1.0,1.0,6,3
114,7,Solid,0.0,1.0,8.404446458327584,-5.0,-5.0,6,3
114,7,Animal,1.0,1.0,6.218034291639924,1.0,1.0,6,3
114,7,Object,0.0,1.0,4.723450416699052,-1.0,-1.0,6,3
114,7,Land,0.0,1.0,6.121797916828655,-1.0,-1.0,6,3
115,1,Solid,1.0,1.0,25.705457041971385,14.0,7.0,3,2
115,1,Large,1.0,1.0,29.119179707951844,14.0,7.0,3,2
115,1,Pattern,1.0,0.0,12.978848750004545,-1.0,7.0,3,1
115,1,Small,0.0,1.0,5.315360040985979,-1.0,7.0,3,1
115,1,Land,1.0,0.0,24.048166417051107,-2.0,7.0,3,2
115,1,Object,1.0,1.0,5.786879291990772,9.0,16.0,3,2
115,1,Animal,0.0,0.0,6.325803000014275,4.0,-2.0,3,1
115,1,Sea,1.0,1.0,7.194063166971318,15.0,7.0,3,1
115,2,Sea,0.0,1.0,20.745578415924683,-2.0,2.0,3,1
115,2,Pattern,0.0,0.0,21.130387166980658,3.0,0.0,3,2
115,2,Land,1.0,1.0,6.149086209014058,1.0,0.0,3,2
115,2,Large,1.0,0.0,12.83318558393512,-4.0,11.0,3,2
115,2,Small,0.0,0.0,11.032926958985628,3.0,-9.0,3,1
115,2,Object,1.0,0.0,6.6521204999880865,-2.0,2.0,3,1
115,2,Animal,1.0,1.0,5.958648375002667,1.0,0.0,3,2
115,2,Solid,1.0,0.0,14.208450875012204,-4.0,2.0,3,1
115,3,Pattern,1.0,1.0,15.62401587504428,1.0,3.0,4,3
115,3,Object,1.0,1.0,29.855264417012226,1.0,7.0,4,2
115,3,Solid,1.0,0.0,7.327364791999571,-2.0,9.0,4,1
115,3,Animal,0.0,1.0,1.7428982499986887,-2.0,5.0,4,2
115,3,Small,0.0,1.0,7.290703292004764,-2.0,-2.0,4,1
115,3,Land,0.0,0.0,4.336333584040403,1.0,-4.0,4,2
115,3,Large,1.0,1.0,2.684553208993748,1.0,14.0,4,3
115,3,Sea,1.0,0.0,0.9928499589441344,-2.0,16.0,4,2
115,4,Large,1.0,0.0,9.838919541914947,-4.0,13.0,4,2
115,4,Pattern,0.0,1.0,1.800940915942192,-5.0,-6.0,4,2
115,4,Land,1.0,0.0,23.199404833023436,-10.0,5.0,4,1
115,4,Sea,0.0,0.0,12.241688625072127,1.0,2.0,4,3
115,4,Animal,1.0,0.0,6.217185499961488,-7.0,0.0,4,2
115,4,Object,1.0,0.0,3.431454792036675,-2.0,7.0,4,2
115,4,Solid,1.0,0.0,1.7450309590203688,-4.0,13.0,4,2
115,4,Small,0.0,1.0,4.27505850000307,-5.0,-6.0,4,2
115,5,Small,1.0,1.0,8.862919249921106,10.0,10.0,5,2
115,5,Object,0.0,0.0,5.273671415983699,6.0,0.0,5,2
115,5,Sea,0.0,0.0,17.14661041693762,6.0,0.0,5,2
115,5,Land,1.0,1.0,2.352703374926932,3.0,1.0,5,3
115,5,Solid,1.0,1.0,6.897697833017446,5.0,6.0,5,2
115,5,Large,0.0,1.0,1.7090201659593731,-1.0,-9.0,5,3
115,5,Pattern,0.0,0.0,3.0334230840671808,4.0,-5.0,5,3
115,5,Animal,0.0,0.0,4.326878125080839,3.0,1.0,5,3
115,6,Animal,1.0,0.0,1.6486132920254022,-3.0,-8.0,3,1
115,6,Small,0.0,1.0,6.277220999938436,-6.0,-8.0,3,1
115,6,Solid,1.0,0.0,1.0048041659174487,-4.0,-2.0,3,1
115,6,Sea,1.0,0.0,1.5446444579865783,-1.0,-2.0,3,1
115,6,Large,1.0,1.0,1.1505564999533815,4.0,-4.0,3,2
115,6,Land,1.0,0.0,3.3806305000325665,-1.0,-10.0,3,2
115,6,Pattern,0.0,0.0,1.1311292910249904,2.0,-10.0,3,2
115,6,Object,1.0,1.0,0.8716707499697804,1.0,-4.0,3,2
115,7,Object,1.0,1.0,12.153263207990676,1.0,1.0,6,3
115,7,Animal,0.0,0.0,4.957723333034664,6.0,5.0,6,3
115,7,Large,1.0,1.0,20.385530209052376,4.0,3.0,6,3
115,7,Small,0.0,0.0,2.9089716660091653,3.0,3.0,6,3
115,7,Sea,1.0,1.0,5.440118083031848,6.0,5.0,6,3
115,7,Pattern,1.0,1.0,7.17319987504743,3.0,3.0,6,3
115,7,Solid,1.0,1.0,20.460362375015393,4.0,3.0,6,3
115,7,Land,1.0,1.0,6.240918874973431,1.0,1.0,6,3
116,1,Small,0.0,1.0,36.40852645796258,-1.0,-6.0,5,2
116,1,Object,0.0,1.0,6.3512243329314515,-2.0,-6.0,5,2
116,1,Sea,0.0,0.0,61.159803041955456,2.0,0.0,5,3
116,1,Large,1.0,1.0,26.768211083021015,1.0,0.0,5,3
116,1,Pattern,1.0,1.0,45.682613332988694,4.0,0.0,5,2
116,1,Animal,0.0,0.0,4.575419208034873,2.0,0.0,5,3
116,1,Land,1.0,0.0,11.33304287493229,-2.0,-6.0,5,2
116,1,Solid,0.0,1.0,1.8497514999471605,-4.0,-6.0,5,3
116,2,Sea,0.0,1.0,7.0729508340591565,-1.0,4.0,5,3
116,2,Object,0.0,1.0,12.49921662500128,-7.0,-5.0,5,3
116,2,Small,0.0,1.0,31.707161916885525,-4.0,-8.0,5,2
116,2,Large,1.0,0.0,29.81889737502206,-1.0,4.0,5,3
116,2,Pattern,1.0,0.0,14.259572041919457,-1.0,4.0,5,3
116,2,Land,0.0,1.0,10.671904999995604,-4.0,-8.0,5,2
116,2,Animal,1.0,1.0,31.198161417036317,2.0,1.0,5,2
116,2,Solid,0.0,1.0,11.72599966695998,-4.0,-8.0,5,2
116,3,Solid,1.0,1.0,36.96781354106497,4.0,-6.0,5,2
116,3,Pattern,1.0,1.0,10.451914958888665,1.0,10.0,5,3
116,3,Large,0.0,0.0,12.827501707943156,3.0,0.0,5,3
116,3,Object,1.0,1.0,26.03446949995123,4.0,-6.0,5,2
116,3,Sea,0.0,1.0,4.764671207987703,-1.0,-1.0,5,3
116,3,Animal,1.0,1.0,14.081840667058714,1.0,10.0,5,3
116,3,Land,1.0,1.0,16.594895457965322,6.0,5.0,5,2
116,3,Small,1.0,1.0,13.079513208009304,2.0,4.0,5,2
116,4,Object,0.0,0.0,38.13608695799485,3.0,-1.0,4,1
116,4,Animal,1.0,1.0,10.99285083299037,7.0,7.0,4,3
