effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),0.20544633016287908,0.0617384939190718,0.08491255090618599,0.325698849693497
fixed,cond,recalled_offer_value_z,1.2916667791104497,0.134329663071017,1.0527221806642748,1.5845851059033922
