subject,game,image,true_value,recalled_value
115,1,Object_Sea_Pattern_Small,9.0,7.0
115,1,Animal_Sea_Pattern_Small,-1.0,-1.0
115,2,Animal_Land_Pattern_Large,-9.0,9.0
115,2,Animal_Land_Solid_Small,1.0,2.0
115,2,Object_Sea_Solid_Large,2.0,2.0
115,2,Object_Sea_Pattern_Large,3.0,2.0
115,2,Object_Sea_Solid_Small,-7.0,-2.0
115,2,Animal_Land_Pattern_Small,9.0,-9.0
115,3,Object_Sea_Solid_Large,-2.0,9.0
115,3,Animal_Sea_Pattern_Large,4.0,7.0
115,3,Object_Land_Pattern_Large,-1.0,-2.0
115,3,Animal_Sea_Solid_Small,-4.0,-2.0
115,3,Object_Land_Solid_Small,4.0,2.0
115,3,Animal_Land_Pattern_Small,-2.0,-2.0
115,4,Object_Land_Solid_Large,-5.0,5.0
115,4,Object_Land_Pattern_Small,2.0,2.0
115,4,Object_Sea_Pattern_Small,1.0,2.0
115,4,Animal_Sea_Pattern_Small,-8.0,-8.0
115,4,Animal_Sea_Solid_Large,8.0,8.0
115,4,Animal_Land_Solid_Large,-7.0,-2.0
115,5,Object_Sea_Solid_Large,-1.0,-2.0
115,5,Animal_Land_Solid_Small,8.0,8.0
115,5,Object_Sea_Solid_Small,-2.0,-1.0
115,5,Object_Sea_Pattern_Large,9.0,2.0
115,5,Animal_Land_Pattern_Small,4.0,2.0
115,5,Animal_Land_Pattern_Large,-9.0,-9.0
115,6,Animal_Land_Pattern_Small,-8.0,-8.0
115,6,Animal_Sea_Solid_Small,1.0,2.0
115,6,Object_Sea_Solid_Large,-6.0,-2.0
115,6,Animal_Sea_Pattern_Large,4.0,7.0
115,6,Object_Land_Solid_Small,1.0,2.0
115,6,Object_Land_Pattern_Large,6.0,-2.0
115,7,Animal_Sea_Pattern_Small,-2.0,-2.0
115,7,Animal_Sea_Solid_Large,-1.0,-1.0
115,7,Object_Land_Solid_Large,-4.0,-4.0
115,7,Object_Land_Pattern_Small,-4.0,-3.0
115,7,Animal_Land_Solid_Large,9.0,8.0
115,7,Object_Sea_Pattern_Small,9.0,8.0
116,1,Object_Land_Solid_Large,-7.0,-7.0
116,1,Animal_Sea_Solid_Small,-3.0,-5.0
116,1,Animal_Sea_Solid_Large,6.0,6.0
116,1,Object_Land_Pattern_Large,2.0,1.0
116,1,Animal_Sea_Pattern_Small,-1.0,-1.0
116,1,Object_Land_Pattern_Small,3.0,3.0
116,2,Animal_Sea_Pattern_Large,2.0,5.0
116,2,Animal_Land_Solid_Small,4.0,3.0
116,2,Object_Sea_Pattern_Large,1.0,3.0
116,2,Animal_Land_Solid_Large,-4.0,-4.0
116,2,Object_Sea_Pattern_Small,-4.0,-4.0
116,2,Object_Land_Solid_Small,-4.0,-4.0
116,3,Animal_Sea_Pattern_Large,4.0,5.0
116,3,Object_Sea_Solid_Small,-1.0,-5.0
116,3,Object_Sea_Solid_Large,-4.0,-1.0
116,3,Animal_Land_Pattern_Small,-6.0,9.0
116,3,Object_Land_Solid_Small,9.0,5.0
116,3,Animal_Land_Pattern_Large,3.0,-4.0
116,4,Animal_Sea_Solid_Large,7.0,7.0
116,4,Animal_Sea_Solid_Small,-7.0,-7.0
116,4,Animal_Sea_Pattern_Small,7.0,7.0
116,4,Object_Land_Pattern_Small,-2.0,-3.0
116,4,Object_Land_Solid_Large,6.0,3.0
116,4,Object_Land_Pattern_Large,-1.0,-1.0
116,5,Animal_Sea_Pattern_Large,8.0,8.0
116,5,Animal_Land_Solid_Large,-8.0,8.0
116,5,Object_Sea_Pattern_Small,-8.0,-8.0
116,5,Object_Sea_Pattern_Large,-7.0,-7.0
116,5,Animal_Land_Solid_Small,2.0,2.0
116,5,Object_Land_Solid_Small,5.0,5.0
116,6,Object_Land_Solid_Small,-7.0,-8.0
116,6,Object_Sea_Solid_Large,6.0,8.0
116,6,Animal_Sea_Pattern_Large,-6.0,-5.0
116,6,Animal_Land_Pattern_Small,2.0,3.0
116,6,Object_Sea_Solid_Small,2.0,1.0
116,6,Animal_Land_Pattern_Large,2.0,2.0
116,7,Object_Land_Pattern_Small,-6.0,-3.0
116,7,Object_Land_Pattern_Large,-1.0,-1.0
116,7,Animal_Sea_Solid_Small,-3.0,-8.0
116,7,Animal_Sea_Pattern_Small,8.0,7.0
116,7,Object_Land_Solid_Large,8.0,8.0
116,7,Animal_Sea_Solid_Large,-4.0,-7.0
117,1,Object_Land_Solid_Small,2.0,7.0
117,1,Object_Sea_Solid_Large,-5.0,-5.0
117,1,Animal_Land_Pattern_Small,-1.0,-1.0
117,1,Animal_Land_Solid_Small,1.0,1.0
117,1,Object_Sea_Pattern_Large,5.0,-1.0
117,1,Animal_Sea_Pattern_Large,-1.0,1.0
117,2,Object_Sea_Solid_Large,-8.0,-8.0
117,2,Animal_Land_Pattern_Small,-4.0,-4.0
117,2,Object_Land_Solid_Large,1.0,1.0
117,2,Animal_Land_Pattern_Large,-3.0,8.0
117,2,Animal_Sea_Pattern_Small,8.0,3.0
117,2,Object_Sea_Solid_Small,-8.0,2.0
117,3,Animal_Land_Solid_Large,3.0,8.0
117,3,Object_Land_Pattern_Small,-7.0,-3.0
117,3,Animal_Sea_Solid_Large,-7.0,-1.0
117,3,Animal_Sea_Solid_Small,5.0,-2.0
117,3,Object_Sea_Pattern_Small,3.0,2.0
117,3,Object_Land_Pattern_Large,1.0,3.0
117,4,Object_Sea_Solid_Large,-1.0,-1.0
117,4,Animal_Land_Solid_Small,6.0,4.0
117,4,Animal_Sea_Pattern_Large,-4.0,-6.0
117,4,Object_Sea_Pattern_Large,4.0,4.0
117,4,Object_Land_Solid_Small,-2.0,-2.0
117,4,Animal_Land_Pattern_Small,-3.0,3.0
117,5,Animal_Land_Pattern_Large,5.0,2.0
117,5,Object_Sea_Solid_Large,7.0,1.0
117,5,Animal_Land_Pattern_Small,2.0,7.0
117,5,Object_Land_Solid_Large,-8.0,-8.0
117,5,Object_Sea_Solid_Small,8.0,6.0
117,5,Animal_Sea_Pattern_Small,-8.0,-7.0
117,6,Animal_Land_Solid_Large,1.0,1.0
117,6,Animal_Sea_Solid_Large,-6.0,-6.0
117,6,Object_Land_Pattern_Large,6.0,2.0
117,6,Object_Land_Pattern_Small,-8.0,-8.0
117,6,Object_Sea_Pattern_Small,1.0,3.0
117,6,Animal_Sea_Solid_Small,3.0,1.0
117,7,Animal_Sea_Solid_Large,-1.0,1.0
117,7,Object_Land_Pattern_Large,-1.0,-1.0
117,7,Animal_Land_Solid_Large,5.0,5.0
117,7,Animal_Sea_Solid_Small,-5.0,-5.0
117,7,Object_Land_Pattern_Small,-1.0,-1.0
117,7,Object_Sea_Pattern_Small,7.0,7.0
118,1,Animal_Land_Solid_Small,-1.0,-1.0
118,1,Object_Sea_Solid_Small,4.0,2.0
118,1,Animal_Land_Pattern_Large,2.0,4.0
118,1,Object_Sea_Pattern_Large,1.0,-6.0
118,1,Object_Sea_Solid_Large,-6.0,-6.0
118,1,Animal_Land_Pattern_Small,-2.0,-2.0
118,2,Object_Land_Pattern_Small,-4.0,3.0
118,2,Object_Land_Solid_Large,3.0,-4.0
118,2,Animal_Sea_Solid_Large,-4.0,3.0
118,2,Object_Land_Pattern_Large,3.0,-4.0
118,2,Animal_Sea_Pattern_Small,6.0,6.0
118,2,Animal_Sea_Solid_Small,-1.0,-1.0
118,3,Object_Sea_Pattern_Small,-7.0,-7.0
118,3,Object_Land_Solid_Large,-9.0,-9.0
118,3,Object_Land_Pattern_Small,9.0,9.0
118,3,Animal_Sea_Pattern_Small,-5.0,4.0
118,3,Animal_Sea_Solid_Large,2.0,-2.0
118,3,Animal_Land_Solid_Large,1.0,1.0
118,4,Object_Land_Solid_Small,1.0,-1.0
118,4,Animal_Land_Pattern_Small,-3.0,3.0
118,4,Animal_Land_Solid_Small,3.0,3.0
118,4,Object_Sea_Pattern_Large,8.0,8.0
118,4,Object_Sea_Solid_Large,-3.0,-3.0
118,4,Animal_Sea_Pattern_Large,-2.0,-2.0
118,5,Object_Land_Pattern_Large,-7.0,-7.0
118,5,Animal_Sea_Pattern_Small,5.0,5.0
118,5,Object_Land_Solid_Large,5.0,5.0
118,5,Object_Land_Pattern_Small,1.0,2.0
118,5,Animal_Sea_Solid_Small,-5.0,-1.0
118,5,Animal_Sea_Solid_Large,-5.0,-2.0
118,6,Animal_Sea_Pattern_Small,9.0,9.0
118,6,Animal_Sea_Solid_Large,-4.0,-4.0
118,6,Object_Land_Solid_Large,6.0,4.0
118,6,Object_Sea_Pattern_Small,-3.0,-3.0
118,6,Animal_Land_Solid_Large,-4.0,-1.0
118,6,Object_Land_Pattern_Small,-1.0,-2.0
118,7,Animal_Land_Pattern_Large,-4.0,
118,7,Object_Sea_Solid_Large,1.0,1.0
118,7,Animal_Land_Pattern_Small,4.0,2.0
118,7,Object_Sea_Pattern_Large,2.0,2.0
118,7,Animal_Land_Solid_Small,3.0,2.0
118,7,Object_Sea_Solid_Small,-6.0,-6.0
119,1,Object_Land_Pattern_Large,-3.0,-3.0
119,1,Animal_Sea_Pattern_Small,5.0,1.0
119,1,Object_Sea_Solid_Small,-5.0,-2.0
119,1,Object_Land_Solid_Large,9.0,1.0
119,1,Animal_Land_Pattern_Large,-8.0,-2.0
119,1,Animal_Sea_Solid_Small,1.0,2.0
119,2,Animal_Land_Solid_Large,8.0,8.0
119,2,Object_Land_Solid_Small,-8.0,-8.0
119,2,Object_Sea_Pattern_Large,8.0,8.0
119,2,Animal_Sea_Pattern_Large,-3.0,-3.0
119,2,Animal_Land_Solid_Small,4.0,3.0
119,2,Object_Sea_Pattern_Small,3.0,2.0
119,3,Object_Land_Pattern_Large,-4.0,-2.0
119,3,Animal_Sea_Solid_Small,-5.0,-1.0
119,3,Object_Land_Pattern_Small,-8.0,-5.0
119,3,Animal_Sea_Solid_Large,-2.0,-3.0
119,3,Object_Land_Solid_Large,8.0,5.0
119,3,Animal_Sea_Pattern_Small,8.0,8.0
119,4,Animal_Land_Pattern_Large,-8.0,-1.0
119,4,Animal_Sea_Solid_Small,2.0,3.0
119,4,Object_Land_Solid_Large,4.0,5.0
119,4,Object_Sea_Solid_Small,-7.0,-3.0
119,4,Animal_Sea_Pattern_Small,2.0,2.0
119,4,Object_Land_Pattern_Large,5.0,8.0
119,5,Object_Land_Solid_Small,8.0,8.0
119,5,Object_Sea_Solid_Large,-7.0,-1.0
119,5,Object_Sea_Pattern_Small,-3.0,-3.0
119,5,Animal_Sea_Pattern_Large,8.0,8.0
119,5,Animal_Land_Solid_Large,-8.0,-7.0
119,5,Animal_Land_Pattern_Small,-3.0,-2.0
119,6,Animal_Sea_Solid_Large,5.0,5.0
119,6,Object_Land_Solid_Large,-2.0,-1.0
119,6,Object_Land_Pattern_Small,9.0,9.0
119,6,Animal_Sea_Solid_Small,-1.0,-2.0
119,6,Object_Land_Pattern_Large,-5.0,-5.0
119,6,Animal_Sea_Pattern_Small,-2.0,-3.0
119,7,Object_Sea_Pattern_Large,6.0,5.0
119,7,Object_Land_Solid_Small,-8.0,-8.0
119,7,Object_Sea_Pattern_Small,1.0,3.0
119,7,Animal_Land_Solid_Large,3.0,5.0
119,7,Animal_Land_Solid_Small,1.0,1.0
119,7,Animal_Sea_Pattern_Large,-8.0,-8.0
120,1,Animal_Land_Solid_Large,-2.0,-2.0
120,1,Object_Sea_Solid_Small,4.0,4.0
120,1,Object_Sea_Solid_Large,7.0,8.0
120,1,Animal_Land_Pattern_Large,-3.0,-3.0
120,1,Object_Sea_Pattern_Small,-8.0,-8.0
120,1,Animal_Land_Pattern_Small,3.0,3.0
120,2,Object_Land_Solid_Large,-7.0,-8.0
120,2,Object_Sea_Pattern_Small,-9.0,-4.0
120,2,Animal_Sea_Pattern_Large,3.0,4.0
120,2,Animal_Sea_Solid_Small,1.0,2.0
120,2,Object_Land_Pattern_Small,7.0,-3.0
120,2,Animal_Land_Solid_Large,-7.0,3.0
120,3,Object_Sea_Pattern_Large,-9.0,-2.0
120,3,Object_Land_Solid_Small,-3.0,-3.0
120,3,Animal_Sea_Pattern_Small,8.0,8.0
120,3,Animal_Land_Solid_Small,-2.0,2.0
120,3,Animal_Sea_Solid_Large,9.0,8.0
120,3,Object_Land_Pattern_Large,9.0,9.0
120,4,Object_Sea_Solid_Large,4.0,9.0
120,4,Object_Sea_Pattern_Small,-9.0,-9.0
120,4,Object_Sea_Solid_Small,3.0,4.0
120,4,Animal_Land_Solid_Large,-9.0,3.0
120,4,Animal_Land_Pattern_Large,4.0,-4.0
120,4,Animal_Land_Pattern_Small,8.0,4.0
120,5,Object_Sea_Pattern_Small,9.0,9.0
120,5,Animal_Sea_Pattern_Large,-6.0,-6.0
120,5,Animal_Land_Solid_Large,6.0,6.0
120,5,Animal_Sea_Solid_Small,-2.0,-5.0
120,5,Object_Land_Pattern_Small,-4.0,-2.0
120,5,Object_Land_Solid_Large,-3.0,4.0
120,6,Object_Land_Solid_Small,-4.0,-4.0
120,6,Object_Sea_Pattern_Large,9.0,-2.0
120,6,Animal_Land_Solid_Small,9.0,2.0
120,6,Object_Land_Pattern_Large,-9.0,9.0
120,6,Animal_Sea_Solid_Large,-2.0,9.0
120,6,Animal_Sea_Pattern_Small,-4.0,4.0
120,7,Object_Land_Solid_Small,1.0,-4.0
120,7,Animal_Land_Pattern_Large,-8.0,-3.0
120,7,Object_Land_Pattern_Large,3.0,9.0
120,7,Animal_Sea_Pattern_Small,1.0,4.0
120,7,Animal_Sea_Solid_Large,4.0,9.0
120,7,Object_Sea_Solid_Small,-9.0,4.0
122,1,Object_Land_Solid_Small,8.0,-6.0
122,1,Object_Sea_Solid_Small,-2.0,2.0
122,1,Object_Land_Pattern_Large,-8.0,-8.0
122,1,Animal_Sea_Solid_Small,-4.0,-4.0
122,1,Animal_Land_Pattern_Large,5.0,3.0
122,1,Animal_Sea_Pattern_Large,2.0,2.0
122,2,Animal_Land_Solid_Small,8.0,8.0
122,2,Animal_Sea_Pattern_Small,-7.0,-7.0
122,2,Animal_Land_Solid_Large,-7.0,-3.0
122,2,Object_Land_Pattern_Small,-7.0,-2.0
122,2,Object_Sea_Pattern_Large,3.0,3.0
122,2,Object_Sea_Solid_Large,1.0,1.0
122,3,Animal_Land_Pattern_Small,-6.0,-6.0
122,3,Object_Sea_Pattern_Small,6.0,6.0
122,3,Animal_Sea_Solid_Large,-2.0,3.0
122,3,Animal_Land_Solid_Small,6.0,6.0
122,3,Object_Land_Solid_Large,-1.0,-3.0
122,3,Object_Sea_Pattern_Large,6.0,2.0
122,4,Object_Sea_Solid_Small,7.0,6.0
122,4,Object_Land_Pattern_Large,-1.0,-1.0
122,4,Animal_Sea_Pattern_Large,-6.0,-2.0
122,4,Animal_Sea_Solid_Small,-2.0,-4.0
122,4,Animal_Land_Pattern_Large,9.0,7.0
122,4,Object_Land_Solid_Small,-7.0,-4.0
122,5,Animal_Land_Solid_Small,-5.0,-9.0
122,5,Object_Sea_Pattern_Large,-9.0,-8.0
122,5,Animal_Sea_Pattern_Small,3.0,4.0
122,5,Object_Sea_Solid_Large,1.0,1.0
122,5,Object_Land_Pattern_Small,4.0,2.0
122,5,Animal_Land_Solid_Large,3.0,3.0
122,6,Object_Land_Solid_Large,9.0,9.0
122,6,Animal_Land_Pattern_Small,6.0,8.0
122,6,Object_Sea_Pattern_Large,-9.0,-9.0
122,6,Animal_Sea_Solid_Large,9.0,2.0
122,6,Object_Sea_Pattern_Small,2.0,2.0
122,6,Animal_Land_Solid_Small,-9.0,-9.0
122,7,Object_Land_Pattern_Large,-1.0,-1.0
122,7,Object_Sea_Solid_Small,-3.0,-1.0
122,7,Object_Land_Solid_Small,7.0,7.0
122,7,Animal_Sea_Pattern_Large,9.0,9.0
122,7,Animal_Sea_Solid_Small,-2.0,-2.0
122,7,Animal_Land_Pattern_Large,-2.0,-3.0
123,1,Animal_Sea_Pattern_Large,9.0,9.0
123,1,Object_Land_Pattern_Large,-2.0,-2.0
123,1,Object_Land_Solid_Small,6.0,6.0
123,1,Object_Sea_Pattern_Large,-6.0,-6.0
123,1,Animal_Land_Solid_Small,2.0,2.0
123,1,Animal_Sea_Solid_Small,-9.0,-9.0
123,2,Object_Land_Solid_Large,-1.0,-1.0
123,2,Animal_Sea_Pattern_Small,9.0,3.0
123,2,Object_Sea_Pattern_Small,7.0,7.0
123,2,Animal_Land_Solid_Large,8.0,8.0
123,2,Animal_Sea_Pattern_Large,-9.0,-9.0
123,2,Object_Land_Solid_Small,-3.0,-6.0
123,3,Animal_Sea_Pattern_Large,9.0,9.0
123,3,Object_Sea_Solid_Large,-7.0,-7.0
123,3,Animal_Land_Pattern_Large,-9.0,-9.0
123,3,Animal_Land_Solid_Small,-9.0,-9.0
123,3,Object_Sea_Solid_Small,1.0,1.0
123,3,Object_Land_Pattern_Small,3.0,3.0
123,4,Animal_Sea_Solid_Small,-6.0,-6.0
123,4,Object_Land_Pattern_Large,-1.0,-2.0
123,4,Animal_Sea_Pattern_Large,9.0,9.0
123,4,Object_Land_Solid_Small,7.0,6.0
123,4,Object_Sea_Pattern_Large,-7.0,-6.0
123,4,Animal_Land_Solid_Small,-4.0,4.0
123,5,Animal_Land_Solid_Large,-9.0,-9.0
123,5,Animal_Land_Pattern_Small,4.0,4.0
123,5,Object_Land_Pattern_Small,4.0,4.0
123,5,Object_Sea_Pattern_Small,-9.0,-9.0
123,5,Object_Sea_Solid_Large,4.0,4.0
123,5,Animal_Sea_Solid_Large,9.0,9.0
123,6,Object_Land_Pattern_Small,-4.0,-4.0
123,6,Animal_Land_Pattern_Small,7.0,7.0
123,6,Animal_Sea_Solid_Large,-7.0,-7.0
123,6,Object_Sea_Pattern_Large,-4.0,9.0
123,6,Animal_Land_Solid_Small,-1.0,-1.0
123,6,Object_Sea_Solid_Large,9.0,9.0
123,7,Animal_Land_Solid_Large,-8.0,-8.0
123,7,Object_Land_Pattern_Small,1.0,1.0
123,7,Animal_Land_Pattern_Small,2.0,4.0
123,7,Object_Sea_Solid_Large,4.0,2.0
123,7,Object_Sea_Pattern_Small,-9.0,-9.0
123,7,Animal_Sea_Solid_Large,2.0,1.0
124,1,Object_Land_Pattern_Large,8.0,8.0
124,1,Animal_Sea_Solid_Small,2.0,2.0
124,1,Animal_Land_Pattern_Small,-8.0,-8.0
124,1,Object_Sea_Solid_Large,-1.0,-1.0
124,1,Animal_Land_Solid_Small,2.0,2.0
124,1,Object_Sea_Pattern_Large,-3.0,-3.0
124,2,Object_Land_Pattern_Large,7.0,7.0
124,2,Object_Land_Solid_Large,-7.0,-7.0
124,2,Object_Sea_Solid_Small,-1.0,1.0
124,2,Animal_Sea_Pattern_Small,-2.0,-2.0
124,2,Animal_Land_Pattern_Large,6.0,3.0
124,2,Animal_Sea_Solid_Small,9.0,9.0
124,3,Animal_Land_Solid_Large,-6.0,-6.0
124,3,Animal_Sea_Solid_Large,-6.0,-6.0
124,3,Object_Land_Pattern_Small,2.0,2.0
124,3,Animal_Sea_Pattern_Large,7.0,9.0
124,3,Object_Land_Solid_Small,3.0,2.0
124,3,Object_Sea_Pattern_Small,-6.0,3.0
124,4,Object_Sea_Pattern_Large,-4.0,4.0
124,4,Object_Sea_Solid_Large,9.0,-9.0
124,4,Animal_Sea_Solid_Small,-3.0,3.0
124,4,Object_Land_Pattern_Large,-3.0,3.0
124,4,Animal_Land_Solid_Small,-9.0,-9.0
124,4,Animal_Land_Pattern_Small,9.0,9.0
124,5,Animal_Sea_Pattern_Small,1.0,1.0
124,5,Animal_Land_Pattern_Large,7.0,1.0
124,5,Object_Land_Pattern_Large,-7.0,7.0
124,5,Object_Land_Solid_Large,4.0,-7.0
124,5,Object_Sea_Solid_Small,4.0,1.0
124,5,Animal_Sea_Solid_Small,-7.0,-3.0
124,6,Animal_Sea_Pattern_Large,-3.0,-3.0
124,6,Object_Land_Solid_Small,-4.0,-4.0
124,6,Animal_Sea_Solid_Large,6.0,6.0
124,6,Object_Sea_Pattern_Small,-4.0,-4.0
124,6,Object_Land_Pattern_Small,9.0,5.0
124,6,Animal_Land_Solid_Large,-4.0,-4.0
124,7,Animal_Land_Solid_Large,-8.0,-8.0
124,7,Object_Sea_Pattern_Large,1.0,1.0
124,7,Object_Land_Solid_Small,2.0,2.0
124,7,Animal_Sea_Solid_Large,5.0,5.0
124,7,Object_Sea_Pattern_Small,-8.0,-8.0
124,7,Animal_Land_Pattern_Small,2.0,2.0
125,1,Object_Land_Solid_Small,-2.0,-2.0
125,1,Animal_Sea_Pattern_Large,6.0,9.0
125,1,Object_Sea_Solid_Small,-2.0,-2.0
125,1,Animal_Sea_Solid_Small,2.0,-9.0
125,1,Animal_Land_Pattern_Large,-9.0,2.0
125,1,Object_Land_Pattern_Large,9.0,9.0
125,2,Object_Land_Pattern_Small,-7.0,-7.0
125,2,Object_Sea_Pattern_Small,3.0,3.0
125,2,Animal_Sea_Solid_Large,1.0,-7.0
125,2,Animal_Sea_Solid_Small,-8.0,9.0
125,2,Object_Land_Solid_Large,-2.0,2.0
125,2,Animal_Land_Pattern_Large,2.0,3.0
125,3,Animal_Sea_Pattern_Small,8.0,8.0
125,3,Object_Sea_Pattern_Small,-8.0,-8.0
125,3,Object_Land_Solid_Small,7.0,-3.0
125,3,Object_Sea_Solid_Large,8.0,-8.0
125,3,Animal_Land_Pattern_Large,-3.0,3.0
125,3,Animal_Land_Solid_Large,-2.0,7.0
125,4,Object_Land_Pattern_Large,-3.0,-3.0
125,4,Animal_Land_Pattern_Large,7.0,7.0
125,4,Object_Sea_Solid_Small,7.0,-7.0
125,4,Object_Land_Solid_Small,-6.0,6.0
125,4,Animal_Sea_Solid_Small,-4.0,3.0
125,4,Animal_Sea_Pattern_Large,-1.0,-2.0
125,5,Object_Land_Pattern_Small,-6.0,-7.0
125,5,Object_Sea_Solid_Large,5.0,2.0
125,5,Animal_Land_Solid_Small,3.0,3.0
125,5,Animal_Land_Pattern_Small,1.0,3.0
125,5,Object_Sea_Pattern_Large,3.0,-1.0
125,5,Animal_Sea_Solid_Large,-5.0,-5.0
125,6,Object_Sea_Pattern_Large,-6.0,-7.0
125,6,Object_Land_Pattern_Small,-2.0,-6.0
125,6,Animal_Land_Solid_Small,-9.0,9.0
125,6,Object_Sea_Solid_Large,9.0,-9.0
125,6,Animal_Land_Pattern_Small,9.0,-1.0
125,6,Animal_Sea_Solid_Large,-1.0,-3.0
125,7,Animal_Land_Pattern_Small,1.0,3.0
125,7,Object_Land_Pattern_Small,2.0,-6.0
125,7,Object_Sea_Pattern_Large,-8.0,-9.0
125,7,Animal_Sea_Solid_Large,5.0,-4.0
125,7,Animal_Land_Solid_Small,-8.0,1.0
125,7,Object_Sea_Solid_Large,2.0,-5.0
126,1,Object_Sea_Pattern_Large,-3.0,-3.0
126,1,Animal_Land_Pattern_Small,-5.0,-3.0
126,1,Object_Land_Solid_Large,-9.0,-9.0
126,1,Object_Land_Pattern_Small,9.0,9.0
126,1,Animal_Sea_Solid_Small,1.0,1.0
126,1,Animal_Sea_Solid_Large,3.0,3.0
126,2,Object_Land_Solid_Large,-5.0,-9.0
126,2,Object_Sea_Pattern_Small,8.0,-3.0
126,2,Animal_Sea_Solid_Large,9.0,3.0
126,2,Animal_Land_Solid_Large,-2.0,1.0
126,2,Object_Land_Pattern_Small,6.0,6.0
126,2,Animal_Sea_Pattern_Small,-8.0,-2.0
126,3,Object_Land_Solid_Small,1.0,1.0
126,3,Animal_Sea_Pattern_Small,-9.0,-9.0
126,3,Animal_Sea_Solid_Large,9.0,9.0
126,3,Object_Land_Solid_Large,-9.0,-9.0
126,3,Animal_Sea_Pattern_Large,-8.0,-9.0
126,3,Object_Land_Pattern_Small,5.0,6.0
126,4,Object_Sea_Solid_Large,7.0,6.0
126,4,Animal_Land_Pattern_Small,5.0,-2.0
126,4,Animal_Sea_Solid_Small,-2.0,1.0
126,4,Object_Land_Pattern_Large,-4.0,-4.0
126,4,Animal_Sea_Solid_Large,-1.0,6.0
126,4,Object_Land_Pattern_Small,-2.0,-2.0
126,5,Animal_Land_Pattern_Large,4.0,7.0
126,5,Object_Sea_Solid_Small,7.0,7.0
126,5,Animal_Land_Solid_Large,4.0,3.0
126,5,Object_Sea_Pattern_Small,1.0,1.0
126,5,Animal_Land_Solid_Small,-9.0,-9.0
126,5,Object_Sea_Pattern_Large,-7.0,-7.0
126,6,Object_Sea_Pattern_Large,-3.0,-3.0
126,6,Animal_Sea_Pattern_Large,9.0,9.0
126,6,Animal_Land_Pattern_Large,-5.0,-5.0
126,6,Animal_Land_Solid_Small,-2.0,-2.0
126,6,Object_Land_Solid_Small,5.0,5.0
126,6,Object_Sea_Solid_Small,-5.0,-2.0
126,7,Object_Sea_Pattern_Large,-7.0,-7.0
126,7,Object_Sea_Solid_Small,2.0,-2.0
126,7,Object_Sea_Pattern_Small,2.0,5.0
126,7,Animal_Land_Solid_Small,-5.0,-5.0
126,7,Animal_Land_Solid_Large,5.0,5.0
126,7,Animal_Land_Pattern_Large,1.0,1.0
127,1,Animal_Sea_Solid_Small,6.0,7.0
127,1,Object_Land_Pattern_Small,2.0,2.0
127,1,Animal_Land_Pattern_Large,-2.0,-2.0
127,1,Object_Sea_Pattern_Large,1.0,1.0
127,1,Animal_Land_Solid_Large,-3.0,-2.0
127,1,Object_Sea_Solid_Small,-6.0,-7.0
127,2,Animal_Sea_Solid_Large,-7.0,-7.0
127,2,Object_Sea_Pattern_Small,-1.0,-2.0
127,2,Object_Land_Pattern_Large,-3.0,2.0
127,2,Animal_Land_Solid_Small,2.0,2.0
127,2,Animal_Land_Pattern_Small,3.0,-2.0
127,2,Object_Sea_Solid_Large,9.0,9.0
127,3,Animal_Sea_Pattern_Large,-9.0,-7.0
127,3,Animal_Sea_Solid_Small,-9.0,-7.0
127,3,Object_Land_Solid_Large,1.0,1.0
127,3,Animal_Sea_Pattern_Small,9.0,2.0
127,3,Object_Land_Pattern_Large,2.0,2.0
127,3,Object_Land_Solid_Small,-7.0,-7.0
127,4,Object_Sea_Solid_Small,9.0,9.0
127,4,Object_Sea_Pattern_Large,-1.0,-2.0
127,4,Object_Land_Pattern_Small,-7.0,2.0
127,4,Animal_Sea_Solid_Small,-7.0,-7.0
127,4,Animal_Land_Solid_Large,-3.0,-2.0
127,4,Animal_Land_Pattern_Large,9.0,-2.0
127,5,Object_Sea_Pattern_Small,2.0,-5.0
127,5,Animal_Land_Pattern_Small,-5.0,2.0
127,5,Object_Sea_Solid_Large,-6.0,-9.0
127,5,Animal_Land_Solid_Small,5.0,2.0
127,5,Object_Land_Pattern_Large,2.0,2.0
127,5,Animal_Sea_Solid_Large,2.0,3.0
127,6,Animal_Sea_Pattern_Small,-6.0,-5.0
127,6,Object_Land_Solid_Small,2.0,2.0
127,6,Animal_Sea_Pattern_Large,5.0,5.0
127,6,Object_Land_Solid_Large,-6.0,-5.0
127,6,Object_Land_Pattern_Large,3.0,2.0
127,6,Animal_Sea_Solid_Small,2.0,5.0
127,7,Animal_Land_Pattern_Small,-3.0,2.0
127,7,Object_Sea_Pattern_Large,-5.0,-3.0
127,7,Animal_Sea_Pattern_Large,9.0,6.0
127,7,Animal_Land_Solid_Large,-1.0,-2.0
127,7,Object_Land_Solid_Small,8.0,9.0
127,7,Object_Sea_Solid_Small,-2.0,-2.0
128,1,Object_Sea_Solid_Large,2.0,2.0
128,1,Object_Land_Pattern_Large,-2.0,-2.0
128,1,Animal_Land_Pattern_Small,9.0,9.0
128,1,Object_Land_Solid_Large,-5.0,-5.0
128,1,Animal_Sea_Solid_Small,2.0,2.0
128,1,Animal_Sea_Pattern_Small,-9.0,-9.0
128,2,Animal_Sea_Pattern_Small,-8.0,-8.0
128,2,Animal_Land_Pattern_Large,9.0,9.0
128,2,Animal_Sea_Solid_Large,7.0,7.0
