subject,game,image,true_value,recalled_value
128,2,Object_Sea_Solid_Small,8.0,7.0
128,2,Object_Land_Pattern_Large,-2.0,-2.0
128,2,Object_Land_Solid_Small,-1.0,-1.0
128,3,Object_Sea_Solid_Small,1.0,1.0
128,3,Animal_Land_Solid_Large,4.0,4.0
128,3,Animal_Sea_Pattern_Large,-6.0,-6.0
128,3,Object_Land_Solid_Small,-6.0,-6.0
128,3,Animal_Land_Pattern_Large,3.0,3.0
128,3,Object_Sea_Pattern_Small,4.0,4.0
128,4,Object_Land_Solid_Large,-1.0,-1.0
128,4,Animal_Sea_Pattern_Small,-6.0,-6.0
128,4,Object_Land_Pattern_Large,9.0,9.0
128,4,Object_Sea_Solid_Large,-7.0,-7.0
128,4,Animal_Land_Pattern_Small,-5.0,-6.0
128,4,Animal_Sea_Solid_Small,9.0,9.0
128,5,Object_Land_Solid_Small,9.0,9.0
128,5,Animal_Sea_Solid_Large,-2.0,-2.0
128,5,Animal_Sea_Pattern_Large,7.0,7.0
128,5,Object_Sea_Pattern_Large,-3.0,-3.0
128,5,Animal_Land_Solid_Small,-6.0,-6.0
128,5,Object_Land_Pattern_Small,-7.0,-7.0
128,6,Object_Sea_Pattern_Small,3.0,3.0
128,6,Animal_Land_Pattern_Large,-6.0,-6.0
128,6,Object_Land_Solid_Small,4.0,4.0
128,6,Animal_Land_Solid_Large,1.0,1.0
128,6,Object_Sea_Solid_Small,-8.0,-8.0
128,6,Animal_Sea_Pattern_Large,4.0,4.0
128,7,Object_Land_Pattern_Large,5.0,5.0
128,7,Object_Sea_Solid_Large,-7.0,-8.0
128,7,Animal_Land_Pattern_Small,-4.0,-4.0
128,7,Animal_Sea_Solid_Small,-1.0,-1.0
128,7,Object_Land_Solid_Large,7.0,7.0
128,7,Animal_Sea_Pattern_Small,9.0,9.0
129,1,Object_Sea_Solid_Small,-1.0,-2.0
129,1,Object_Sea_Pattern_Small,-2.0,-1.0
129,1,Object_Land_Solid_Large,2.0,2.0
129,1,Animal_Sea_Solid_Large,2.0,-2.0
129,1,Animal_Land_Pattern_Large,-9.0,-9.0
129,1,Animal_Land_Pattern_Small,5.0,5.0
129,2,Object_Sea_Pattern_Large,8.0,5.0
129,2,Animal_Sea_Solid_Large,-2.0,-2.0
129,2,Object_Land_Pattern_Small,-8.0,-2.0
129,2,Animal_Sea_Pattern_Small,2.0,2.0
129,2,Object_Land_Solid_Small,8.0,8.0
129,2,Animal_Land_Solid_Large,1.0,1.0
129,3,Animal_Sea_Solid_Small,8.0,8.0
129,3,Object_Land_Pattern_Large,8.0,4.0
129,3,Animal_Land_Solid_Small,-4.0,-4.0
129,3,Object_Sea_Pattern_Small,-5.0,-8.0
129,3,Animal_Sea_Pattern_Large,-8.0,-8.0
129,3,Object_Land_Solid_Large,-2.0,2.0
129,4,Animal_Land_Pattern_Small,-7.0,-5.0
129,4,Object_Sea_Solid_Large,-6.0,-7.0
129,4,Object_Sea_Pattern_Small,2.0,-3.0
129,4,Animal_Land_Solid_Large,4.0,2.0
129,4,Animal_Land_Pattern_Large,1.0,-1.0
129,4,Object_Sea_Solid_Small,3.0,-4.0
129,5,Animal_Sea_Pattern_Small,-5.0,-4.0
129,5,Animal_Sea_Solid_Large,5.0,4.0
129,5,Animal_Land_Solid_Large,1.0,1.0
129,5,Object_Land_Pattern_Small,7.0,8.0
129,5,Object_Sea_Pattern_Large,-1.0,5.0
129,5,Object_Land_Solid_Small,-7.0,-8.0
129,6,Animal_Sea_Solid_Small,5.0,5.0
129,6,Object_Land_Pattern_Large,6.0,4.0
129,6,Object_Land_Solid_Large,-1.0,-2.0
129,6,Animal_Land_Solid_Small,-1.0,-1.0
129,6,Animal_Sea_Pattern_Large,-1.0,
129,6,Object_Sea_Pattern_Small,-3.0,-3.0
129,7,Object_Land_Pattern_Small,9.0,8.0
129,7,Animal_Land_Solid_Large,1.0,2.0
129,7,Animal_Sea_Pattern_Small,-9.0,-8.0
129,7,Object_Sea_Pattern_Large,-2.0,-5.0
129,7,Object_Land_Solid_Small,-9.0,-8.0
129,7,Animal_Sea_Solid_Large,2.0,-1.0
131,1,Object_Land_Pattern_Large,2.0,7.0
131,1,Animal_Land_Solid_Small,-1.0,-2.0
131,1,Object_Land_Solid_Small,-2.0,-9.0
131,1,Object_Sea_Pattern_Large,2.0,7.0
131,1,Animal_Sea_Pattern_Large,-5.0,2.0
131,1,Animal_Sea_Solid_Small,4.0,4.0
131,2,Object_Sea_Solid_Large,-9.0,-9.0
131,2,Object_Land_Solid_Large,8.0,9.0
131,2,Animal_Sea_Solid_Large,9.0,9.0
131,2,Object_Land_Pattern_Small,7.0,4.0
131,2,Animal_Sea_Pattern_Small,-3.0,-1.0
131,2,Animal_Land_Pattern_Small,-1.0,-1.0
131,3,Animal_Land_Pattern_Large,-6.0,9.0
131,3,Animal_Sea_Solid_Large,8.0,-9.0
131,3,Object_Land_Pattern_Large,-7.0,-9.0
131,3,Object_Land_Solid_Small,3.0,3.0
131,3,Animal_Sea_Solid_Small,-8.0,-8.0
131,3,Object_Sea_Pattern_Small,2.0,2.0
131,4,Animal_Land_Solid_Small,-9.0,2.0
131,4,Object_Sea_Pattern_Large,-4.0,-7.0
131,4,Animal_Sea_Solid_Small,2.0,2.0
131,4,Object_Land_Pattern_Large,2.0,4.0
131,4,Animal_Sea_Pattern_Large,4.0,7.0
131,4,Object_Land_Solid_Small,6.0,7.0
131,5,Animal_Land_Solid_Large,-5.0,-5.0
131,5,Animal_Sea_Solid_Small,-2.0,-2.0
131,5,Object_Sea_Pattern_Small,-7.0,-8.0
131,5,Object_Sea_Solid_Large,8.0,8.0
131,5,Object_Land_Pattern_Large,-4.0,-4.0
131,5,Animal_Land_Pattern_Small,8.0,7.0
131,6,Object_Land_Solid_Small,9.0,5.0
131,6,Animal_Sea_Solid_Large,-1.0,-1.0
131,6,Object_Land_Pattern_Small,-1.0,-1.0
131,6,Animal_Land_Pattern_Large,-3.0,-3.0
131,6,Object_Sea_Solid_Small,-4.0,4.0
131,6,Animal_Sea_Pattern_Large,6.0,9.0
131,7,Object_Land_Pattern_Small,6.0,4.0
131,7,Object_Sea_Solid_Small,4.0,2.0
131,7,Animal_Land_Pattern_Small,-6.0,7.0
131,7,Animal_Land_Solid_Large,1.0,1.0
131,7,Animal_Sea_Pattern_Large,4.0,-9.0
131,7,Object_Sea_Solid_Large,-9.0,-9.0
132,1,Object_Land_Solid_Large,-5.0,-7.0
132,1,Object_Land_Solid_Small,-3.0,2.0
132,1,Animal_Land_Solid_Large,9.0,9.0
132,1,Object_Sea_Pattern_Small,3.0,-2.0
132,1,Animal_Sea_Pattern_Large,-7.0,-6.0
132,1,Animal_Sea_Pattern_Small,1.0,1.0
132,2,Animal_Land_Solid_Small,-8.0,-8.0
132,2,Animal_Sea_Pattern_Large,-1.0,-4.0
132,2,Object_Sea_Pattern_Large,-4.0,-4.0
132,2,Object_Land_Pattern_Small,4.0,4.0
132,2,Object_Land_Solid_Small,6.0,6.0
132,2,Animal_Sea_Solid_Large,8.0,8.0
132,3,Animal_Land_Pattern_Large,8.0,8.0
132,3,Object_Sea_Solid_Small,2.0,2.0
132,3,Object_Sea_Solid_Large,4.0,4.0
132,3,Object_Land_Pattern_Large,-8.0,-8.0
132,3,Animal_Land_Pattern_Small,-8.0,-8.0
132,3,Animal_Sea_Solid_Small,-9.0,-9.0
132,4,Object_Sea_Pattern_Small,3.0,2.0
132,4,Object_Land_Solid_Large,-9.0,-9.0
132,4,Object_Land_Solid_Small,8.0,2.0
132,4,Animal_Land_Solid_Large,2.0,9.0
132,4,Animal_Sea_Pattern_Large,4.0,4.0
132,4,Animal_Sea_Pattern_Small,-8.0,-2.0
132,5,Animal_Land_Solid_Small,-5.0,-2.0
132,5,Animal_Sea_Solid_Large,-1.0,-2.0
132,5,Object_Land_Pattern_Small,-1.0,1.0
132,5,Animal_Sea_Pattern_Large,7.0,7.0
132,5,Object_Land_Solid_Small,7.0,4.0
132,5,Object_Sea_Pattern_Large,-2.0,-2.0
132,6,Animal_Land_Pattern_Large,1.0,1.0
132,6,Object_Land_Pattern_Large,-8.0,-8.0
132,6,Animal_Land_Pattern_Small,4.0,2.0
132,6,Object_Sea_Solid_Large,-3.0,4.0
132,6,Animal_Sea_Solid_Small,-8.0,-8.0
132,6,Object_Sea_Solid_Small,8.0,2.0
132,7,Object_Sea_Pattern_Small,-2.0,-2.0
132,7,Animal_Land_Pattern_Large,9.0,9.0
132,7,Object_Sea_Solid_Large,6.0,7.0
132,7,Animal_Sea_Solid_Small,7.0,-2.0
132,7,Animal_Land_Solid_Large,-9.0,-9.0
132,7,Object_Land_Pattern_Small,-2.0,-1.0
133,1,Object_Sea_Pattern_Large,-2.0,-2.0
133,1,Animal_Land_Solid_Small,3.0,2.0
133,1,Animal_Land_Pattern_Small,-8.0,-3.0
133,1,Object_Sea_Solid_Large,-2.0,-2.0
133,1,Animal_Sea_Solid_Large,3.0,3.0
133,1,Object_Land_Pattern_Small,6.0,7.0
133,2,Object_Land_Pattern_Large,9.0,9.0
133,2,Object_Sea_Pattern_Small,-9.0,-9.0
133,2,Object_Land_Solid_Large,-3.0,-3.0
133,2,Animal_Land_Solid_Large,-1.0,-1.0
133,2,Animal_Sea_Pattern_Small,9.0,6.0
133,2,Animal_Sea_Solid_Small,6.0,3.0
133,3,Object_Sea_Pattern_Large,-2.0,-6.0
133,3,Animal_Sea_Pattern_Large,-3.0,-3.0
133,3,Object_Land_Solid_Small,-8.0,6.0
133,3,Animal_Land_Solid_Small,1.0,2.0
133,3,Animal_Land_Pattern_Large,3.0,-2.0
133,3,Object_Sea_Solid_Small,1.0,3.0
133,4,Animal_Land_Pattern_Small,-2.0,-3.0
133,4,Object_Land_Pattern_Small,9.0,6.0
133,4,Animal_Land_Solid_Small,-3.0,3.0
133,4,Animal_Sea_Solid_Large,3.0,3.0
133,4,Object_Sea_Pattern_Large,-8.0,-8.0
133,4,Object_Sea_Solid_Large,3.0,-3.0
133,5,Animal_Land_Solid_Large,-1.0,1.0
133,5,Object_Land_Solid_Large,4.0,3.0
133,5,Object_Sea_Pattern_Small,-5.0,-7.0
133,5,Object_Land_Pattern_Large,-2.0,3.0
133,5,Animal_Sea_Solid_Small,-2.0,3.0
133,5,Animal_Sea_Pattern_Small,6.0,6.0
133,6,Animal_Land_Pattern_Large,-4.0,-4.0
133,6,Object_Sea_Pattern_Large,7.0,7.0
133,6,Object_Sea_Solid_Small,-7.0,-3.0
133,6,Animal_Sea_Pattern_Large,-2.0,-6.0
133,6,Object_Land_Solid_Small,1.0,3.0
133,6,Animal_Land_Solid_Small,4.0,1.0
133,7,Animal_Sea_Pattern_Small,7.0,6.0
133,7,Object_Land_Solid_Large,4.0,3.0
133,7,Animal_Land_Solid_Large,1.0,3.0
133,7,Object_Land_Pattern_Large,-7.0,-7.0
133,7,Object_Sea_Pattern_Small,1.0,-4.0
133,7,Animal_Sea_Solid_Small,-9.0,-9.0
134,1,Object_Sea_Pattern_Large,-8.0,-8.0
134,1,Animal_Land_Solid_Small,-2.0,-5.0
134,1,Animal_Sea_Pattern_Small,5.0,5.0
134,1,Object_Land_Solid_Large,8.0,8.0
134,1,Animal_Sea_Solid_Large,-5.0,-3.0
134,1,Object_Land_Pattern_Small,2.0,2.0
134,2,Object_Sea_Solid_Small,9.0,9.0
134,2,Animal_Sea_Pattern_Large,-3.0,-3.0
134,2,Animal_Land_Pattern_Large,9.0,5.0
134,2,Animal_Sea_Solid_Small,-1.0,-3.0
134,2,Object_Land_Pattern_Small,-9.0,-1.0
134,2,Object_Land_Solid_Large,4.0,5.0
134,3,Animal_Land_Pattern_Large,-6.0,-6.0
134,3,Object_Land_Pattern_Large,6.0,6.0
134,3,Object_Sea_Solid_Large,-9.0,-9.0
134,3,Animal_Land_Pattern_Small,-6.0,-6.0
134,3,Object_Sea_Solid_Small,2.0,2.0
134,3,Animal_Sea_Solid_Small,1.0,2.0
134,4,Animal_Sea_Solid_Large,-5.0,-5.0
134,4,Animal_Land_Solid_Small,-4.0,-5.0
134,4,Object_Land_Solid_Large,7.0,9.0
134,4,Object_Sea_Pattern_Large,-7.0,-7.0
134,4,Animal_Sea_Pattern_Small,7.0,2.0
134,4,Object_Land_Pattern_Small,-2.0,-3.0
134,5,Object_Sea_Pattern_Small,5.0,5.0
134,5,Animal_Land_Pattern_Small,3.0,3.0
134,5,Animal_Land_Solid_Large,5.0,5.0
134,5,Object_Land_Solid_Small,-9.0,-9.0
134,5,Object_Sea_Solid_Large,3.0,3.0
134,5,Animal_Sea_Pattern_Large,-7.0,-7.0
134,6,Animal_Sea_Solid_Small,8.0,8.0
134,6,Object_Sea_Solid_Large,-1.0,-2.0
134,6,Object_Sea_Solid_Small,-3.0,-3.0
134,6,Object_Land_Pattern_Large,5.0,5.0
134,6,Animal_Land_Pattern_Small,-2.0,3.0
134,6,Animal_Land_Pattern_Large,-1.0,-2.0
134,7,Object_Sea_Pattern_Large,3.0,5.0
134,7,Object_Land_Pattern_Small,-6.0,2.0
134,7,Object_Land_Solid_Large,1.0,6.0
134,7,Animal_Sea_Pattern_Small,4.0,5.0
134,7,Animal_Land_Solid_Small,6.0,-5.0
134,7,Animal_Sea_Solid_Large,-9.0,-9.0
135,1,Animal_Sea_Solid_Large,-2.0,-1.0
135,1,Animal_Sea_Pattern_Large,-1.0,-2.0
135,1,Animal_Land_Solid_Small,4.0,4.0
135,1,Object_Land_Solid_Small,-7.0,7.0
135,1,Object_Sea_Pattern_Small,2.0,
135,1,Object_Land_Pattern_Large,7.0,7.0
135,2,Animal_Land_Pattern_Large,-5.0,-2.0
135,2,Animal_Sea_Solid_Small,1.0,1.0
135,2,Animal_Land_Solid_Small,3.0,3.0
135,2,Object_Land_Pattern_Small,-7.0,-4.0
135,2,Object_Sea_Solid_Large,-7.0,-1.0
135,2,Object_Sea_Pattern_Large,8.0,8.0
135,3,Animal_Sea_Pattern_Small,9.0,9.0
135,3,Animal_Land_Solid_Large,9.0,9.0
135,3,Animal_Sea_Solid_Large,-9.0,-8.0
135,3,Object_Land_Solid_Large,8.0,8.0
135,3,Object_Sea_Pattern_Small,-2.0,-2.0
135,3,Object_Land_Pattern_Small,-2.0,-2.0
135,4,Animal_Sea_Pattern_Small,2.0,9.0
135,4,Object_Sea_Solid_Small,-9.0,-9.0
135,4,Animal_Land_Solid_Large,-4.0,-4.0
135,4,Object_Sea_Solid_Large,9.0,9.0
135,4,Animal_Land_Pattern_Small,4.0,4.0
135,4,Object_Land_Pattern_Large,-1.0,8.0
135,5,Object_Sea_Solid_Large,-2.0,-2.0
135,5,Animal_Land_Solid_Small,8.0,-2.0
135,5,Object_Sea_Pattern_Large,8.0,8.0
135,5,Animal_Sea_Solid_Small,-3.0,-3.0
135,5,Object_Land_Pattern_Small,-8.0,-8.0
135,5,Animal_Land_Pattern_Large,-2.0,-9.0
135,6,Animal_Land_Solid_Large,1.0,1.0
135,6,Object_Land_Pattern_Small,1.0,1.0
135,6,Object_Sea_Pattern_Small,1.0,1.0
135,6,Animal_Sea_Pattern_Small,-6.0,-6.0
135,6,Animal_Sea_Solid_Large,4.0,-6.0
135,6,Object_Land_Solid_Large,-6.0,-6.0
135,7,Object_Sea_Pattern_Small,8.0,8.0
135,7,Object_Land_Pattern_Large,8.0,8.0
135,7,Animal_Sea_Solid_Large,9.0,9.0
135,7,Object_Land_Solid_Small,-1.0,-2.0
135,7,Animal_Land_Solid_Small,-3.0,-2.0
135,7,Animal_Sea_Pattern_Large,-9.0,-9.0
136,1,Animal_Land_Pattern_Small,-7.0,-4.0
136,1,Object_Sea_Pattern_Small,2.0,2.0
136,1,Animal_Sea_Pattern_Large,-1.0,-1.0
136,1,Object_Land_Solid_Small,4.0,4.0
136,1,Animal_Land_Solid_Large,9.0,9.0
136,1,Object_Sea_Solid_Large,-9.0,-9.0
136,2,Animal_Sea_Solid_Large,-4.0,-4.0
136,2,Animal_Sea_Pattern_Small,-1.0,-1.0
136,2,Object_Sea_Solid_Small,7.0,7.0
136,2,Object_Land_Pattern_Small,-8.0,8.0
136,2,Animal_Land_Pattern_Large,8.0,8.0
136,2,Object_Land_Solid_Large,6.0,6.0
136,3,Object_Land_Pattern_Large,6.0,6.0
136,3,Animal_Sea_Solid_Small,8.0,-6.0
136,3,Animal_Land_Solid_Large,-5.0,-5.0
136,3,Object_Sea_Pattern_Small,-1.0,-1.0
136,3,Object_Sea_Pattern_Large,-6.0,-6.0
136,3,Animal_Land_Solid_Small,-6.0,-4.0
136,4,Animal_Land_Solid_Large,3.0,3.0
136,4,Animal_Sea_Pattern_Large,-5.0,-5.0
136,4,Animal_Land_Pattern_Small,1.0,1.0
136,4,Object_Land_Solid_Small,-7.0,-7.0
136,4,Object_Sea_Pattern_Small,3.0,3.0
136,4,Object_Sea_Solid_Large,5.0,5.0
136,5,Animal_Land_Pattern_Large,-2.0,-4.0
136,5,Object_Land_Pattern_Small,9.0,8.0
136,5,Object_Land_Solid_Large,-1.0,-2.0
136,5,Animal_Sea_Pattern_Small,-1.0,-1.0
136,5,Animal_Sea_Solid_Large,7.0,4.0
136,5,Object_Sea_Solid_Small,-1.0,-1.0
136,6,Animal_Land_Solid_Large,-4.0,3.0
136,6,Animal_Sea_Solid_Small,3.0,6.0
136,6,Object_Sea_Pattern_Small,-7.0,-7.0
136,6,Animal_Land_Solid_Small,3.0,3.0
136,6,Object_Sea_Pattern_Large,1.0,1.0
136,6,Object_Land_Pattern_Large,2.0,2.0
136,7,Animal_Sea_Pattern_Large,-2.0,-2.0
136,7,Object_Land_Solid_Large,2.0,2.0
136,7,Object_Land_Solid_Small,-7.0,-7.0
136,7,Object_Sea_Solid_Small,1.0,1.0
136,7,Animal_Sea_Pattern_Small,2.0,1.0
136,7,Animal_Land_Pattern_Large,-1.0,-1.0
137,1,Animal_Sea_Solid_Small,-3.0,-3.0
137,1,Animal_Sea_Pattern_Small,-2.0,-2.0
137,1,Animal_Land_Solid_Small,9.0,9.0
137,1,Object_Land_Pattern_Large,2.0,4.0
137,1,Object_Land_Solid_Large,-8.0,8.0
137,1,Object_Sea_Pattern_Large,4.0,-4.0
137,2,Object_Sea_Pattern_Small,-6.0,6.0
137,2,Animal_Land_Solid_Large,2.0,2.0
137,2,Animal_Sea_Pattern_Large,-6.0,8.0
137,2,Animal_Land_Pattern_Large,1.0,1.0
137,2,Object_Sea_Solid_Small,6.0,6.0
137,2,Object_Land_Solid_Small,-6.0,-6.0
137,3,Animal_Land_Solid_Large,-1.0,-1.0
137,3,Object_Sea_Pattern_Small,-8.0,6.0
137,3,Object_Land_Pattern_Small,8.0,2.0
137,3,Object_Sea_Solid_Large,5.0,-2.0
137,3,Animal_Sea_Solid_Large,-2.0,-2.0
137,3,Animal_Land_Pattern_Small,8.0,8.0
137,4,Object_Land_Solid_Large,4.0,8.0
137,4,Animal_Sea_Pattern_Small,9.0,4.0
137,4,Animal_Land_Solid_Small,-7.0,-7.0
137,4,Animal_Sea_Solid_Small,-8.0,-8.0
137,4,Object_Land_Pattern_Large,2.0,2.0
137,4,Object_Sea_Pattern_Large,-9.0,-4.0
137,5,Object_Land_Solid_Small,-4.0,-4.0
137,5,Animal_Sea_Pattern_Large,5.0,5.0
137,5,Animal_Land_Pattern_Large,-9.0,-9.0
137,5,Object_Sea_Pattern_Small,9.0,9.0
137,5,Object_Sea_Solid_Small,-2.0,-2.0
137,5,Animal_Land_Solid_Large,9.0,9.0
137,6,Animal_Land_Pattern_Small,9.0,9.0
137,6,Object_Sea_Pattern_Small,-5.0,9.0
137,6,Animal_Sea_Solid_Large,-5.0,-5.0
137,6,Object_Sea_Solid_Large,9.0,9.0
137,6,Object_Land_Pattern_Small,-5.0,-5.0
137,6,Animal_Land_Solid_Large,-3.0,-3.0
137,7,Animal_Land_Solid_Small,4.0,4.0
137,7,Animal_Sea_Pattern_Small,1.0,-1.0
137,7,Object_Land_Pattern_Large,-4.0,-4.0
137,7,Object_Sea_Pattern_Large,2.0,-4.0
137,7,Object_Land_Solid_Large,1.0,8.0
137,7,Animal_Sea_Solid_Small,-6.0,-6.0
138,1,Animal_Sea_Solid_Small,8.0,4.0
138,1,Object_Land_Solid_Large,2.0,2.0
138,1,Animal_Sea_Pattern_Small,-3.0,-4.0
138,1,Object_Land_Pattern_Large,4.0,4.0
138,1,Animal_Sea_Pattern_Large,-2.0,2.0
138,1,Object_Land_Solid_Small,-8.0,-8.0
138,2,Animal_Land_Solid_Large,-1.0,4.0
138,2,Animal_Land_Pattern_Large,8.0,8.0
138,2,Object_Sea_Solid_Large,5.0,-3.0
138,2,Object_Sea_Pattern_Small,-8.0,-8.0
138,2,Object_Sea_Solid_Small,8.0,2.0
138,2,Animal_Land_Pattern_Small,-1.0,-1.0
138,3,Animal_Sea_Pattern_Small,-6.0,-8.0
138,3,Object_Sea_Pattern_Large,5.0,2.0
138,3,Object_Land_Pattern_Small,2.0,-1.0
138,3,Object_Land_Solid_Large,-6.0,4.0
138,3,Animal_Sea_Solid_Large,-4.0,-4.0
138,3,Animal_Land_Solid_Small,1.0,1.0
138,4,Animal_Sea_Pattern_Large,7.0,7.0
138,4,Object_Land_Solid_Small,6.0,6.0
138,4,Animal_Sea_Solid_Small,-6.0,-6.0
138,4,Animal_Sea_Pattern_Small,-2.0,-4.0
138,4,Object_Land_Solid_Large,-1.0,2.0
138,4,Object_Land_Pattern_Large,-3.0,-2.0
138,5,Object_Sea_Pattern_Small,3.0,-2.0
138,5,Animal_Land_Pattern_Small,1.0,-2.0
138,5,Object_Sea_Solid_Small,-9.0,-9.0
138,5,Object_Sea_Solid_Large,5.0,-3.0
138,5,Animal_Land_Pattern_Large,-7.0,7.0
138,5,Animal_Land_Solid_Large,3.0,5.0
138,6,Object_Land_Solid_Large,-9.0,-9.0
138,6,Animal_Sea_Pattern_Small,-9.0,-9.0
138,6,Object_Land_Pattern_Small,2.0,-2.0
138,6,Animal_Land_Solid_Small,9.0,7.0
138,6,Object_Sea_Pattern_Large,6.0,2.0
138,6,Animal_Sea_Solid_Large,7.0,5.0
138,7,Object_Sea_Solid_Small,5.0,5.0
138,7,Object_Sea_Pattern_Small,-3.0,-3.0
138,7,Animal_Sea_Pattern_Large,-1.0,-3.0
138,7,Animal_Land_Solid_Large,-1.0,3.0
138,7,Object_Land_Solid_Small,-3.0,-2.0
138,7,Animal_Land_Pattern_Large,6.0,6.0
139,1,Object_Sea_Solid_Large,5.0,2.0
139,1,Animal_Land_Pattern_Small,9.0,9.0
139,1,Animal_Land_Solid_Small,-7.0,3.0
139,1,Object_Sea_Solid_Small,-1.0,2.0
139,1,Object_Sea_Pattern_Large,3.0,5.0
139,1,Animal_Land_Pattern_Large,-9.0,-7.0
139,2,Animal_Land_Solid_Large,-9.0,6.0
139,2,Object_Land_Solid_Large,1.0,6.0
139,2,Object_Land_Solid_Small,1.0,2.0
139,2,Animal_Sea_Pattern_Large,-6.0,-5.0
139,2,Animal_Sea_Pattern_Small,9.0,-9.0
139,2,Object_Sea_Pattern_Small,-9.0,-7.0
139,3,Animal_Sea_Solid_Small,6.0,6.0
139,3,Object_Land_Pattern_Large,9.0,7.0
139,3,Object_Land_Pattern_Small,-2.0,-5.0
139,3,Animal_Sea_Solid_Large,6.0,4.0
139,3,Object_Sea_Pattern_Small,-3.0,-5.0
139,3,Animal_Land_Solid_Large,-9.0,-9.0
139,4,Animal_Land_Solid_Small,-1.0,-6.0
139,4,Animal_Land_Pattern_Large,9.0,8.0
139,4,Animal_Land_Pattern_Small,-2.0,-6.0
139,4,Object_Sea_Solid_Large,-2.0,-8.0
139,4,Object_Sea_Pattern_Large,-8.0,-8.0
139,4,Object_Sea_Solid_Small,8.0,5.0
139,5,Object_Land_Solid_Large,-8.0,8.0
139,5,Animal_Sea_Pattern_Small,-8.0,-8.0
139,5,Animal_Sea_Pattern_Large,1.0,-5.0
139,5,Object_Land_Solid_Small,5.0,-6.0
139,5,Object_Sea_Pattern_Small,5.0,-7.0
139,5,Animal_Land_Solid_Large,4.0,7.0
139,6,Animal_Sea_Solid_Large,2.0,2.0
139,6,Object_Land_Pattern_Small,2.0,2.0
139,6,Animal_Land_Solid_Large,-5.0,8.0
139,6,Object_Sea_Pattern_Small,-9.0,-9.0
139,6,Animal_Sea_Solid_Small,4.0,5.0
139,6,Object_Land_Pattern_Large,4.0,7.0
139,7,Object_Sea_Solid_Large,-2.0,-5.0
139,7,Object_Sea_Solid_Small,-2.0,-6.0
139,7,Animal_Land_Solid_Small,9.0,2.0
139,7,Animal_Land_Pattern_Small,-4.0,9.0
139,7,Animal_Land_Pattern_Large,-2.0,4.0
139,7,Object_Sea_Pattern_Large,5.0,-4.0
140,1,Animal_Land_Solid_Small,4.0,2.0
140,1,Object_Land_Pattern_Large,-2.0,-2.0
140,1,Animal_Sea_Solid_Large,7.0,4.0
140,1,Object_Sea_Solid_Small,-9.0,-4.0
140,1,Animal_Land_Pattern_Large,-4.0,-7.0
140,1,Object_Sea_Pattern_Small,4.0,4.0
140,2,Animal_Sea_Pattern_Large,-1.0,-1.0
140,2,Object_Sea_Solid_Small,8.0,8.0
140,2,Object_Land_Solid_Large,7.0,7.0
140,2,Object_Land_Pattern_Small,-8.0,-8.0
140,2,Animal_Sea_Solid_Small,-1.0,-1.0
140,2,Animal_Land_Pattern_Large,8.0,-4.0
140,3,Object_Land_Solid_Small,-5.0,-5.0
140,3,Animal_Land_Solid_Large,-6.0,-6.0
140,3,Object_Sea_Solid_Large,2.0,1.0
140,3,Object_Sea_Pattern_Large,1.0,-1.0
140,3,Animal_Sea_Pattern_Small,-6.0,-6.0
140,3,Animal_Land_Pattern_Small,7.0,7.0
140,4,Object_Sea_Pattern_Small,-3.0,-3.0
140,4,Object_Sea_Solid_Small,9.0,9.0
140,4,Animal_Sea_Solid_Large,-3.0,-3.0
140,4,Object_Land_Pattern_Large,-9.0,-9.0
140,4,Animal_Land_Pattern_Large,9.0,9.0
140,4,Animal_Land_Solid_Small,-5.0,-5.0
140,5,Object_Land_Solid_Large,8.0,5.0
140,5,Animal_Sea_Solid_Small,3.0,3.0
140,5,Animal_Sea_Pattern_Large,2.0,-1.0
140,5,Animal_Land_Pattern_Large,-8.0,8.0
140,5,Object_Land_Pattern_Small,4.0,-4.0
140,5,Object_Sea_Solid_Small,-8.0,-8.0
140,6,Object_Sea_Pattern_Large,2.0,1.0
140,6,Animal_Land_Solid_Large,6.0,5.0
140,6,Object_Land_Solid_Small,1.0,2.0
140,6,Object_Sea_Solid_Large,-6.0,-2.0
140,6,Animal_Land_Pattern_Small,-8.0,-8.0
140,6,Animal_Sea_Pattern_Small,3.0,-5.0
140,7,Animal_Sea_Solid_Small,9.0,7.0
140,7,Object_Land_Pattern_Large,7.0,9.0
140,7,Animal_Sea_Solid_Large,-1.0,-2.0
140,7,Object_Sea_Pattern_Large,-2.0,-1.0
140,7,Object_Land_Solid_Small,-2.0,-2.0
140,7,Animal_Land_Pattern_Small,-3.0,-7.0
141,1,Object_Sea_Solid_Small,8.0,8.0
141,1,Object_Sea_Pattern_Large,-3.0,-3.0
141,1,Animal_Land_Solid_Small,-7.0,-7.0
141,1,Object_Sea_Solid_Large,-2.0,-3.0
141,1,Animal_Land_Pattern_Large,3.0,3.0
141,1,Animal_Land_Pattern_Small,1.0,1.0
141,2,Object_Sea_Pattern_Small,-8.0,-8.0
141,2,Object_Land_Solid_Small,-9.0,-2.0
141,2,Animal_Sea_Pattern_Large,-2.0,-1.0
141,2,Animal_Land_Solid_Large,1.0,2.0
141,2,Animal_Sea_Solid_Small,2.0,3.0
141,2,Object_Land_Pattern_Large,2.0,2.0
141,3,Animal_Sea_Pattern_Small,-9.0,-9.0
