subject,choice_bin,recalled_offer_value,game,rt,recalled_total_count,recalled_offer_count
107,1,1.0,5,5.146667541004717,4,1
107,1,6.0,5,0.5580921670189127,4,2
107,0,4.0,5,13.776428124983797,4,3
107,1,-3.0,5,4.113806707900949,4,3
107,0,-8.0,5,2.9584845829522237,4,2
107,1,-1.0,5,0.3194362920476123,4,2
107,1,-1.0,5,0.7017719170544297,4,2
107,0,-6.0,5,2.7815970829688013,4,1
107,1,6.0,6,18.22684204101097,3,1
107,0,-9.0,6,4.359056832967326,3,1
107,0,-14.0,6,0.8434889588970691,3,2
107,0,-14.0,6,3.160323333926499,3,2
107,1,6.0,6,2.413060124963522,3,1
107,1,1.0,6,10.49712583294604,3,2
107,0,-9.0,6,0.3592375409789383,3,1
107,1,1.0,6,3.2462410000152886,3,2
107,1,6.0,7,1.284449166036211,5,3
107,0,-10.0,7,5.820232916041277,5,2
107,0,-4.0,7,4.8907827499788254,5,2
107,1,12.0,7,5.415332042030059,5,3
107,0,-9.0,7,7.50757070898544,5,3
107,1,11.0,7,5.216985790990293,5,2
107,0,-8.0,7,5.620570541010238,5,3
107,1,10.0,7,2.857039749971591,5,2
108,1,-2.0,1,4.162718583014794,5,3
108,1,-4.0,1,31.21846983302385,5,2
108,0,-2.0,1,11.440919917076826,5,3
108,1,3.0,1,8.766483458108269,5,3
108,1,-2.0,1,20.06888000003528,5,3
108,0,-4.0,1,2.0861965420190245,5,2
108,0,-4.0,1,6.953980624908581,5,2
108,0,-9.0,1,8.064403916941956,5,2
108,1,2.0,2,39.49294575001113,5,2
108,0,-6.0,2,24.572769084014,5,2
108,1,1.0,2,8.126673542079516,5,3
108,0,-7.0,2,23.351438875077292,5,3
108,0,2.0,2,14.330751167028213,5,2
108,0,-5.0,2,4.227787292096764,5,3
108,1,0.0,2,1.5534402909688652,5,2
108,1,-7.0,2,3.038086959044449,5,3
108,0,-4.0,3,20.462851708987728,6,3
108,1,2.0,3,16.090838625095785,6,3
108,0,-4.0,3,4.992626124992967,6,3
108,1,7.0,3,11.15167383395601,6,3
108,1,7.0,3,10.574085791013204,6,3
108,1,1.0,3,13.171709959045984,6,3
108,1,2.0,3,13.431264540995471,6,3
108,1,1.0,3,17.56397070805542,6,3
108,1,2.0,4,19.99227895902004,6,3
108,0,-4.0,4,10.496484915958716,6,3
108,0,-1.0,4,21.719300207914785,6,3
108,0,-3.0,4,8.840685790986754,6,3
108,1,2.0,4,17.951579749933444,6,3
108,1,1.0,4,8.166923791985027,6,3
108,0,-1.0,4,16.97128237504512,6,3
108,0,-4.0,4,6.2863810419803485,6,3
108,0,-7.0,5,52.66230141709093,5,2
108,0,-10.0,5,12.221284125000238,5,2
108,1,-7.0,5,13.674698290997185,5,2
108,0,-1.0,5,17.609696416999213,5,3
108,0,-1.0,5,11.02774637506809,5,3
108,1,-1.0,5,22.29440200002864,5,3
108,1,2.0,5,6.7792512079468,5,3
108,1,-7.0,5,10.040977333090268,5,2
108,0,-1.0,6,30.69722933298908,5,3
108,1,0.0,6,7.4935419170651585,5,2
108,1,-3.0,6,10.306168082985096,5,3
108,0,4.0,6,5.335200542001985,5,3
108,1,-7.0,6,7.851003458956256,5,2
108,1,4.0,6,10.818780583911575,5,3
108,0,-2.0,6,4.2004309999756515,5,2
108,1,-7.0,6,6.400084082968533,5,2
108,1,-4.0,7,41.96226291696075,3,3
108,0,-4.0,7,12.238361000083389,3,3
108,1,1.0,7,23.87651770899538,3,1
108,1,3.0,7,2.2686958339763805,3,2
108,0,-5.0,7,6.2246718750102445,3,2
108,0,-7.0,7,11.69796449993737,3,1
109,0,-12.0,1,7.184989625005983,5,2
109,1,3.0,1,3.065139290993102,5,3
109,1,-7.0,1,14.29742104106117,5,3
109,1,-2.0,1,8.078870333964005,5,2
109,0,0.0,1,3.8034982919925824,5,2
109,0,-9.0,1,12.722395790973678,5,3
109,0,-9.0,1,1.9508719580480829,5,3
109,1,0.0,1,7.442949291085824,5,2
109,0,-1.0,2,4.2851203749887645,3,1
109,0,-1.0,2,3.9265500410692766,3,1
109,1,0.0,2,1.3306050410028547,3,2
109,1,-9.0,2,4.126011374988593,3,1
109,0,0.0,2,1.391632333048619,3,2
109,0,-10.0,2,10.768247750005685,3,2
109,1,8.0,2,0.3089468749240041,3,2
109,1,9.0,2,15.20643875002861,3,1
109,0,6.0,3,2.6728482090402395,3,2
109,0,-9.0,3,0.1660030410857871,3,2
109,0,-6.0,3,3.3058002500329167,3,1
109,1,6.0,3,1.5340486660134047,3,2
109,1,9.0,3,3.256572625017725,3,1
109,0,-6.0,3,2.286362042068504,3,1
109,0,-6.0,3,8.707925750059076,3,1
109,0,6.0,3,4.014337333035655,3,2
109,0,4.0,4,3.5301697910763323,5,2
109,1,12.0,4,2.7104084589518607,5,2
109,1,7.0,4,4.1409542500041425,5,3
109,0,6.0,4,0.0179334999993443,5,2
109,1,-1.0,4,0.3434490420622751,5,3
109,1,1.0,4,2.275025915936567,5,3
109,1,5.0,4,1.4896751249907538,5,3
109,1,10.0,4,0.8805339999962598,5,2
109,1,8.0,5,0.6747856249567121,4,2
109,1,5.0,5,0.1513369169551879,4,1
109,1,0.0,5,0.4692030829610303,4,2
109,0,3.0,5,0.4077202079351991,4,3
109,1,0.0,5,0.8624604580691084,4,2
109,0,0.0,5,0.5665574579034001,4,2
109,0,8.0,5,0.3663386659463867,4,2
109,0,8.0,5,3.1291765000205487,4,2
109,0,3.0,6,1.2017694159876555,6,3
109,0,-1.0,6,1.017474666936323,6,3
109,1,-1.0,6,0.409394041984342,6,3
109,1,2.0,6,0.3563914579572156,6,3
109,0,0.0,6,0.976593790925108,6,3
109,0,0.0,6,0.3392713749781251,6,3
109,1,2.0,6,0.3961351249599829,6,3
109,1,3.0,6,0.4683501250110566,6,3
109,0,-2.0,7,1.50978279102128,6,3
109,1,8.0,7,0.3709533750079572,6,3
109,1,-5.0,7,1.2297452091006562,6,3
109,1,8.0,7,0.6727514170343056,6,3
109,1,11.0,7,1.5363200419815255,6,3
109,1,0.0,7,0.8200126660522074,6,3
109,1,6.0,7,2.8994827090064064,6,3
109,0,-2.0,7,0.7675502080237493,6,3
110,1,-3.0,1,19.697509375051595,6,3
110,0,-3.0,1,11.338163750013337,6,3
110,1,3.0,1,11.399151834077202,6,3
110,1,2.0,1,12.0012861660216,6,3
110,0,2.0,1,26.274777084006928,6,3
110,1,3.0,1,6.892309791990556,6,3
110,0,-4.0,1,4.820441082934849,6,3
110,1,-4.0,1,7.6413620410021394,6,3
110,0,-4.0,2,25.51758929202333,5,3
110,0,-3.0,2,26.962792541016825,5,3
110,0,-12.0,2,32.623763040988706,5,2
110,0,-12.0,2,60.9457821669057,5,2
110,1,-13.0,2,9.863657708046958,5,2
110,0,-8.0,2,16.475982166011818,5,2
110,1,-4.0,2,10.2971047910396,5,3
110,1,-8.0,2,6.189586499938741,5,3
110,1,-19.0,3,11.098587457905523,5,3
110,1,-18.0,3,3.3601507919374853,5,2
110,0,-18.0,3,44.09479374997318,5,3
110,1,-9.0,3,1.911240249988623,5,2
110,1,-17.0,3,10.21736474998761,5,2
110,0,-18.0,3,10.532125167082995,5,2
110,1,-18.0,3,23.828971832990646,5,3
110,0,-27.0,3,3.2699362080311403,5,3
110,1,2.0,4,33.47600424999837,6,3
110,0,-5.0,4,8.484020375064574,6,3
110,1,2.0,4,8.195469291997142,6,3
110,0,-5.0,4,7.982579417061061,6,3
110,1,2.0,4,3.891333166975528,6,3
110,1,2.0,4,17.077876582974568,6,3
110,0,-5.0,4,5.784241124987602,6,3
110,0,-5.0,4,17.813648834009655,6,3
110,0,-1.0,5,23.9832946669776,4,2
110,1,5.0,5,15.55716870899778,4,2
110,1,9.0,5,25.236593500012532,4,2
110,1,5.0,5,2.18437279202044,4,2
110,0,-1.0,5,0.3854997089365497,4,2
110,0,0.0,5,1.1828185840277,4,3
110,0,-5.0,5,2.189051458030008,4,2
110,1,4.0,5,13.434347625006922,4,1
110,1,1.0,6,25.423263040953316,5,3
110,1,5.0,6,5.700971250073053,5,3
110,1,11.0,6,9.0868267089827,5,2
110,1,5.0,6,11.637963874964043,5,3
110,1,7.0,6,5.572189374943264,5,2
110,1,7.0,6,12.688425624975936,5,2
110,1,6.0,6,3.4761131670093164,5,2
110,1,6.0,6,9.700936458073556,5,3
110,1,14.0,7,9.2245595830027,5,3
110,1,5.0,7,5.484991000033915,5,3
110,1,13.0,7,5.118776416988112,5,2
110,0,14.0,7,14.684405457926914,5,3
110,0,0.0,7,10.636579625075685,5,2
110,1,9.0,7,6.025330916978419,5,2
110,0,0.0,7,8.88543995807413,5,2
110,1,1.0,7,3.2211181249003857,5,3
111,1,10.0,1,13.3901272501098,3,2
111,1,10.0,1,2.2789847082458436,3,2
111,0,5.0,1,2.0823342917719856,3,1
111,0,1.0,1,6.875183500000276,3,1
111,1,14.0,1,0.7407379583455622,3,2
111,0,5.0,1,2.6242162499111146,3,1
111,0,5.0,1,1.3747784583829343,3,1
111,1,10.0,1,2.1288840832421556,3,2
111,1,10.0,2,4.133532000007108,5,2
111,1,1.0,2,1.8953712083166463,5,2
111,0,-12.0,2,0.1103119166800752,5,3
111,1,1.0,2,4.8458697500173,5,2
