effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),-0.09255595602687258,0.08949789655013214,-0.27193865242757087,0.08379077664627982
fixed,cond,recalled_value,0.7531057487781334,0.0349870552764744,0.6843515126273514,0.8197174257985431
