phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,16105031,16105793,16105274.0,16105457.0,184.0,184.0,1871.9,1172.0,1920.0,700.0,Animal_Land_Pattern_Large,19.714476291999745,20.47659137499977,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,fixation,1,16105031,16105793,16105472.0,16106048.0,577.0,321.0,1908.5,1118.7,1920.0,1080.0,fixation,19.714476291999745,20.47659137499977,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,image,1,16105793,16106811,16106106.0,16106999.0,894.0,705.0,1898.1,794.7,1920.0,1460.0,Animal_Land_Pattern_Small,20.476812541999607,21.49443699999938,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16107038.0,16107357.0,320.0,320.0,1904.9,680.4000000000001,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16107609.0,16107744.0,136.0,136.0,1897.1,745.7,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16107775.0,16108260.0,486.0,486.0,1927.1,798.0999999999999,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16108269.0,16110194.0,1926.0,1926.0,1882.4,823.7,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16110211.0,16110263.0,53.0,53.0,1906.0,756.5999999999999,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16110494.0,16110662.0,169.0,169.0,1899.4,818.3,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16110688.0,16112378.0,1691.0,1691.0,1906.6,764.0999999999999,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,value,1,16106811,16112826,16112413.0,16113202.0,790.0,413.0,1921.8,686.0999999999999,1920.0,1460.0,Animal_Land_Pattern_Small,21.494608249999143,27.509250958999473,1.0,Animal_Land_Pattern_Small,3.0,,,,,,,,,,,
encoding,attention,1,16112826,16115844,16113216.0,16113348.0,133.0,133.0,1957.6,689.3,1920.0,1460.0,Animal_Land_Pattern_Small,27.509399791999385,30.52732033400025,1.0,Animal_Land_Pattern_Small,3.0,3.0,1.0,1.3566834169996582,,,,,,,,
