phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,19.714476291999745,20.47659137499977,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,image,20.476812541999607,21.49443699999938,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,value,21.494608249999146,27.509250958999473,1,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,attention,27.509399791999385,30.52732033400025,1,1,Animal_Land_Pattern_Small,3,+3,1,1.3566834169996582,,,,,,,,
encoding,fixation,30.52752049999981,31.28282641700025,2,1,Animal_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,image,31.282972917000734,32.294670916999166,2,1,Animal_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,value,32.2947938340003,38.30719924999903,2,1,Animal_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,attention,38.30732374999934,41.325181374999374,2,1,Animal_Sea_Solid_Large,-2,-2,1,0.9167850829999225,,,,,,,,
encoding,fixation,41.32536149999942,42.08338479200029,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,image,42.083503500000006,43.09553854200021,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,value,43.09565679200023,49.10864170899913,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,attention,49.10877641700063,52.12948529200003,3,1,Object_Land_Pattern_Small,-9,-9,1,1.136556790999748,,,,,,,,
encoding,fixation,52.12964416700015,53.13479083399943,4,1,Animal_Land_Pattern_Large,4,,,,,,,,,,,
encoding,image,53.134916999999405,54.15024900000026,4,1,Animal_Land_Pattern_Large,4,,,,,,,,,,,
encoding,value,54.15036904199951,60.1616439999998,4,1,Animal_Land_Pattern_Large,4,,,,,,,,,,,
encoding,attention,60.1617643339996,63.178316749999794,4,1,Animal_Land_Pattern_Large,4,+4,1,1.0551755000014964,,,,,,,,
encoding,fixation,63.178473542000575,64.43376591699962,5,1,Object_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,image,64.43387787500069,65.44495395900049,5,1,Object_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,value,65.44506899999942,71.45672179199937,5,1,Object_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,attention,71.45683383399955,74.5263175,5,1,Object_Sea_Solid_Large,-3,-3,1,0.667118291999941,,,,,,,,
