phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,10295946,10296963,10296174.0,10296366.0,193.0,193.0,1791.4,1273.7,1591.0,891.0,Object_Land_Solid_Small,11.897035917034373,12.913695000112057,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,fixation,1,10295946,10296963,10296384.0,10296470.0,87.0,87.0,1862.1,1144.4,1591.0,891.0,Object_Land_Solid_Small,11.897035917034373,12.913695000112057,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,fixation,1,10295946,10296963,10296615.0,10297004.0,390.0,348.0,1830.9,1187.1,1591.0,891.0,Object_Land_Solid_Small,11.897035917034373,12.913695000112057,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,image,1,10296963,10297983,10297021.0,10297220.0,200.0,200.0,1856.1,1099.6,1920.0,1080.0,fixation,12.913829083088784,13.934452875051647,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,image,1,10296963,10297983,10297257.0,10297636.0,380.0,380.0,1506.5,1296.7,1591.0,891.0,Object_Land_Solid_Small,12.913829083088784,13.934452875051647,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,image,1,10296963,10297983,10297645.0,10297902.0,258.0,258.0,1560.6,1295.9,1591.0,891.0,Object_Land_Solid_Small,12.913829083088784,13.934452875051647,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,image,1,10296963,10297983,10297909.0,10298170.0,262.0,74.0,1514.9,1280.3,1591.0,891.0,Object_Land_Solid_Small,12.913829083088784,13.934452875051647,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,value,1,10297983,10304004,10298185.0,10300640.0,2456.0,2456.0,1542.2,1209.9,1591.0,891.0,Object_Land_Solid_Small,13.934584458125755,19.954782042186707,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,value,1,10297983,10304004,10300663.0,10300988.0,326.0,326.0,1741.4,1150.3,1591.0,891.0,Object_Land_Solid_Small,13.934584458125755,19.954782042186707,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
encoding,value,1,10297983,10304004,10301013.0,10301870.0,858.0,858.0,1548.2,1199.7,1591.0,891.0,Object_Land_Solid_Small,13.934584458125755,19.954782042186707,1.0,Object_Land_Solid_Small,8.0,,,,,,,,,,,
