time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.5,0.45711678832116787,7,4,100,25,0.16666666666666666
-2925.0,0.5,0.3464052287581699,4,2,100,25,0.16666666666666666
-2900.0,0.25,0.1879432624113475,5,4,100,25,0.16666666666666666
-2875.0,0.5,0.42410714285714285,4,4,100,25,0.16666666666666666
-2850.0,0.4,0.4151359294636297,5,5,100,25,0.16666666666666666
-2825.0,0.3333333333333333,0.3652230122818358,6,6,100,25,0.16666666666666666
-2800.0,0.3333333333333333,0.286369894446994,9,9,100,25,0.16666666666666666
-2775.0,0.25,0.2577565632458234,8,8,100,25,0.16666666666666666
-2750.0,0.16666666666666666,0.05483271375464684,6,6,100,25,0.16666666666666666
-2725.0,0.14285714285714285,0.02912142152023692,7,7,100,25,0.16666666666666666
-2700.0,0.3333333333333333,0.022375215146299483,4,3,100,25,0.16666666666666666
-2675.0,0.16666666666666666,0.015853658536585366,8,6,100,25,0.16666666666666666
-2650.0,0.16666666666666666,0.015853658536585366,8,6,100,25,0.16666666666666666
-2625.0,0.42857142857142855,0.5542662116040956,10,7,100,25,0.16666666666666666
-2600.0,0.3333333333333333,0.5462126476719944,8,6,100,25,0.16666666666666666
-2575.0,0.6,0.7112676056338029,6,5,100,25,0.16666666666666666
-2550.0,0.5,0.5291421087098886,7,6,100,25,0.16666666666666666
-2525.0,0.4,0.1510204081632653,5,5,100,25,0.16666666666666666
-2500.0,0.2857142857142857,0.08599651365485184,7,7,100,25,0.16666666666666666
-2475.0,0.25,0.1232876712328767,8,8,100,25,0.16666666666666666
-2450.0,0.2857142857142857,0.14903846153846154,8,7,100,25,0.16666666666666666
-2425.0,0.16666666666666666,0.0856662933930571,7,6,100,25,0.16666666666666666
-2400.0,0.25,0.14641148325358852,7,4,100,25,0.16666666666666666
-2375.0,0.0,0.0,7,4,100,25,0.16666666666666666
-2350.0,0.14285714285714285,0.1921537229783827,9,7,100,25,0.16666666666666666
-2325.0,0.16666666666666666,0.22119815668202766,8,6,100,25,0.16666666666666666
-2300.0,0.125,0.18518518518518517,9,8,100,25,0.16666666666666666
-2275.0,0.2,0.3944124897288414,6,5,100,25,0.16666666666666666
-2250.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2225.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2200.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2175.0,0.0,0.0,6,3,100,25,0.16666666666666666
-2150.0,0.0,0.0,8,4,100,25,0.16666666666666666
-2125.0,0.0,0.0,10,6,100,25,0.16666666666666666
-2100.0,0.0,0.0,7,5,100,25,0.16666666666666666
-2075.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2050.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2025.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2000.0,0.25,0.13440860215053763,5,4,100,25,0.16666666666666666
-1975.0,0.3333333333333333,0.13497340425531915,9,6,100,25,0.16666666666666666
-1950.0,0.2857142857142857,0.11580148317170565,10,7,100,25,0.16666666666666666
-1925.0,0.4,0.13990351481736732,8,5,100,25,0.16666666666666666
-1900.0,0.25,0.09302325581395349,8,4,100,25,0.16666666666666666
-1875.0,0.0,0.0,3,1,100,25,0.16666666666666666
-1850.0,1.0,1.0,4,1,100,25,0.16666666666666666
-1825.0,0.3333333333333333,0.5424063116370809,7,3,100,25,0.16666666666666666
-1800.0,0.2,0.20960365853658536,8,5,100,25,0.16666666666666666
-1775.0,0.14285714285714285,0.16923076923076924,10,7,100,25,0.16666666666666666
-1750.0,0.0,0.0,10,8,100,25,0.16666666666666666
-1725.0,0.0,0.0,6,6,100,25,0.16666666666666666
-1700.0,0.0,0.0,7,7,100,25,0.16666666666666666
-1675.0,0.0,0.0,5,5,100,25,0.16666666666666666
-1650.0,0.0,0.0,5,4,100,25,0.16666666666666666
-1625.0,0.0,0.0,6,5,100,25,0.16666666666666666
-1600.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1575.0,0.0,0.0,6,4,100,25,0.16666666666666666
-1550.0,0.25,0.10434782608695652,5,4,100,25,0.16666666666666666
-1525.0,0.25,0.09683666881859264,7,4,100,25,0.16666666666666666
-1500.0,0.2,0.09407337723424271,7,5,100,25,0.16666666666666666
-1475.0,0.25,0.3194888178913738,6,4,100,25,0.16666666666666666
-1450.0,0.0,0.0,5,3,100,25,0.16666666666666666
-1425.0,0.0,0.0,6,3,100,25,0.16666666666666666
-1400.0,0.0,0.0,7,3,100,25,0.16666666666666666
-1375.0,0.0,0.0,9,5,100,25,0.16666666666666666
-1350.0,0.0,0.0,9,5,100,25,0.16666666666666666
-1325.0,0.0,0.0,5,4,100,25,0.16666666666666666
-1300.0,0.0,0.0,4,4,100,25,0.16666666666666666
-1275.0,0.3333333333333333,0.38461538461538464,3,3,100,25,0.16666666666666666
-1250.0,0.25,0.2881844380403458,4,4,100,25,0.16666666666666666
-1225.0,0.2,0.17953321364452424,5,5,100,25,0.16666666666666666
-1200.0,0.25,0.19083969465648856,5,4,100,25,0.16666666666666666
-1175.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1150.0,0.0,0.0,6,4,100,25,0.16666666666666666
-1125.0,0.2,0.32411820781696854,7,5,100,25,0.16666666666666666
-1100.0,0.2,0.32411820781696854,7,5,100,25,0.16666666666666666
-1075.0,0.25,0.4353393085787452,6,4,100,25,0.16666666666666666
-1050.0,0.5,0.5821917808219178,3,2,100,25,0.16666666666666666
-1025.0,,,1,0,100,25,0.16666666666666666
-1000.0,0.0,0.0,1,1,100,25,0.16666666666666666
-975.0,0.0,0.0,4,2,100,25,0.16666666666666666
-950.0,0.0,0.0,5,3,100,25,0.16666666666666666
-925.0,0.0,0.0,8,6,100,25,0.16666666666666666
-900.0,0.0,0.0,9,6,100,25,0.16666666666666666
-875.0,0.0,0.0,7,5,100,25,0.16666666666666666
-850.0,0.0,0.0,7,5,100,25,0.16666666666666666
-825.0,0.0,0.0,5,3,100,25,0.16666666666666666
-800.0,0.25,0.26091269841269843,5,4,100,25,0.16666666666666666
-775.0,0.4,0.4147682639434407,6,5,100,25,0.16666666666666666
-750.0,0.3333333333333333,0.32774674115456237,7,6,100,25,0.16666666666666666
-725.0,0.5,0.4723820483314154,7,6,100,25,0.16666666666666666
-700.0,0.5,0.4269319051262433,5,4,100,25,0.16666666666666666
-675.0,0.2,0.22573189522342066,5,5,100,25,0.16666666666666666
-650.0,0.4,0.6818980667838312,7,5,100,25,0.16666666666666666
-625.0,0.16666666666666666,0.3435277382645804,9,6,100,25,0.16666666666666666
-600.0,0.125,0.2739648326715825,12,8,100,25,0.16666666666666666
-575.0,0.14285714285714285,0.28361714621256606,11,7,100,25,0.16666666666666666
-550.0,0.0,0.0,9,5,100,25,0.16666666666666666
