game,original_item,item,onset,offset
1,PLUS,PLUS,3.3,4.2
1,2,2,4.2,4.5
1,PLUS,PLUS,11.4,11.4
1,3,3,11.4,11.8
1,MINUS,MINUS,15.9,16.7
1,6,6,18.9,19.4
1,PLUS,PLUS,22.8,23.1
1,2,2,25.5,25.7
1,MINUS,MINUS,29.2,30.1
1,8,8,30.1,31.0
1,MINUS,MINUS,36.2,36.7
1,4,4,36.7,37.0
2,MINUS,MINUS,2.6,3.7
2,2,2,3.7,3.9
2,PLUS,PLUS,11.0,11.7
2,8,8,11.7,12.1
2,PLUS,PLUS,18.9,19.6
2,3,3,19.6,19.8
2,+,+,23.2,23.7
2,1,1,23.7,23.8
2,MINUS,MINUS,28.0,29.0
2,3,3,29.0,29.6
2,MINUS,MINUS,32.2,32.7
2,7,7,32.7,33.0
3,PLUS,PLUS,3.9,5.8
3,2,2,8.0,8.0
3,MINUS,MINUS,13.4,14.6
3,3,3,14.6,14.9
3,PLUS,PLUS,26.6,26.6
3,3,3,26.6,27.0
3,MINUS,MINUS,32.3,33.0
3,6,6,33.0,33.6
3,PLUS,PLUS,37.9,38.3
3,6,6,38.3,38.6
3,PLUS,PLUS,44.3,44.7
3,6,6,44.7,45.2
4,-,-,2.6,3.7
4,1,1,3.7,3.9
4,MINUS,MINUS,11.9,11.9
4,2,2,11.9,13.0
4,NEGATIVE,NEGATIVE,18.0,18.8
4,4,4,20.3,20.6
4,POSITIVE,POSITIVE,24.9,25.4
4,7,7,26.4,27.0
4,MINUS,MINUS,28.6,29.0
4,4,4,30.3,31.3
4,POSITIVE,POSITIVE,33.6,34.3
4,6,6,34.3,34.5
5,PLUS,PLUS,1.6,2.6
5,2,2,4.1,4.1
5,PLUS,PLUS,5.0,6.0
5,1,1,6.0,6.3
5,PLUS,PLUS,8.4,8.9
5,4,4,8.9,10.5
5,MINUS,MINUS,12.1,12.8
5,9,9,12.8,13.0
5,MINUS,MINUS,15.8,16.7
5,8,8,16.7,16.9
5,PLUS,PLUS,21.0,21.0
5,3,3,21.0,21.4
6,+,+,3.4,4.5
6,2,2,4.5,4.9
6,PLUS,PLUS,8.6,9.0
6,8,8,11.0,11.4
6,PLUS,PLUS,14.2,14.5
6,9,9,14.5,14.9
6,PLUS,PLUS,19.2,19.6
6,2,2,19.6,19.9
6,MINUS,MINUS,22.8,23.4
6,9,9,23.4,23.7
6,MINUS,MINUS,25.0,26.3
6,9,9,27.7,28.0
7,MINUS,MINUS,3.6,4.4
7,1,1,4.4,4.7
7,MINUS,MINUS,6.4,8.0
7,1,1,8.0,8.2
7,MINUS,MINUS,11.1,12.4
7,2,2,13.3,13.9
7,MINUS,MINUS,15.6,16.6
7,3,3,16.6,16.8
7,PLUS,PLUS,19.7,20.0
7,7,7,20.0,20.6
7,PLUS,PLUS,22.8,23.1
7,9,9,23.1,23.5
