game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Solid_Small,9200,10100,900,pre_recall,6,2,2,0,4,0,1.0,0.0,2618.0,624.0,624.0,0.0,1994.0,0.0,1.0,0.0
1,Animal_Land_Solid_Small,9200,10100,900,during_recall,1,1,0,1,0,0,0.0,1.0,241.0,241.0,0.0,241.0,0.0,0.0,0.0,1.0
1,Object_Land_Pattern_Large,10100,11600,1500,pre_recall,4,1,0,1,3,0,0.0,1.0,1976.0,384.0,0.0,384.0,1592.0,0.0,0.0,1.0
1,Object_Land_Pattern_Large,10100,11600,1500,during_recall,2,2,2,0,0,0,1.0,0.0,1203.0,1203.0,1203.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Land_Solid_Large,6700,7000,300,pre_recall,1,0,0,0,0,1,0.0,0.0,277.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0
2,Animal_Land_Solid_Large,6700,7000,300,during_recall,1,1,1,0,0,0,1.0,0.0,304.0,304.0,304.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Land_Pattern_Large,7000,8100,1100,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Large,7000,8100,1100,during_recall,2,2,0,2,0,0,0.0,1.0,332.0,332.0,0.0,332.0,0.0,0.0,0.0,1.0
2,Object_Land_Solid_Small,8800,9600,800,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Solid_Small,8800,9600,800,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Sea_Solid_Small,12700,13600,900,pre_recall,9,8,2,6,1,0,0.25,0.75,2600.0,2397.0,442.0,1955.0,203.0,0.0,0.18439716312056736,0.8156028368794326
2,Object_Sea_Solid_Small,12700,13600,900,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Sea_Pattern_Small,16100,16400,300,pre_recall,6,4,2,2,2,0,0.5,0.5,1490.0,1017.0,466.0,551.0,473.0,0.0,0.4582104228121927,0.5417895771878073
2,Animal_Sea_Pattern_Small,16100,16400,300,during_recall,2,1,0,1,1,0,0.0,1.0,590.0,427.0,0.0,427.0,163.0,0.0,0.0,1.0
3,Object_Land_Pattern_Large,3300,3600,300,pre_recall,6,3,2,1,3,0,0.6666666666666666,0.3333333333333333,2143.0,851.0,610.0,241.0,1292.0,0.0,0.7168037602820212,0.28319623971797886
3,Object_Land_Pattern_Large,3300,3600,300,during_recall,1,1,0,1,0,0,0.0,1.0,198.0,198.0,0.0,198.0,0.0,0.0,0.0,1.0
