time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2925.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2900.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2875.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2850.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2825.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2800.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2775.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2750.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2725.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2700.0,0.25,0.01775147928994083,5,4,100,25,0.16666666666666666
-2675.0,0.3333333333333333,0.020678685047720042,4,3,100,25,0.16666666666666666
-2650.0,1.0,1.0,2,2,100,25,0.16666666666666666
-2625.0,1.0,1.0,3,3,100,25,0.16666666666666666
-2600.0,0.5,0.3752969121140142,4,4,100,25,0.16666666666666666
-2575.0,0.4,0.3087947882736156,5,5,100,25,0.16666666666666666
-2550.0,0.25,0.18447348193697155,4,4,100,25,0.16666666666666666
-2525.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2500.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2475.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2450.0,0.16666666666666666,0.1596688350088705,8,6,100,25,0.16666666666666666
-2425.0,0.16666666666666666,0.1338621715418939,9,6,100,25,0.16666666666666666
-2400.0,0.2,0.1523702031602709,8,5,100,25,0.16666666666666666
-2375.0,0.25,0.18607856650585802,7,4,100,25,0.16666666666666666
-2350.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2325.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2300.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2275.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2250.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2225.0,0.25,0.31614654002713705,4,4,100,25,0.16666666666666666
-2200.0,0.2,0.2552026286966046,5,5,100,25,0.16666666666666666
-2175.0,0.4,0.41196581196581195,5,5,100,25,0.16666666666666666
-2150.0,0.3333333333333333,0.33911819887429645,6,6,100,25,0.16666666666666666
-2125.0,0.25,0.193815987933635,5,4,100,25,0.16666666666666666
-2100.0,0.3333333333333333,0.26386036960985626,4,3,100,25,0.16666666666666666
-2075.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2050.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2025.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2000.0,0.0,0.0,5,4,100,25,0.16666666666666666
-1975.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1950.0,0.3333333333333333,0.4343891402714932,3,3,100,25,0.16666666666666666
-1925.0,0.25,0.3532658693652254,4,4,100,25,0.16666666666666666
-1900.0,0.6666666666666666,0.8,4,3,100,25,0.16666666666666666
-1875.0,0.6666666666666666,0.8,4,3,100,25,0.16666666666666666
-1850.0,0.3333333333333333,0.5113500597371565,4,3,100,25,0.16666666666666666
-1825.0,0.3333333333333333,0.6534351145038167,4,3,100,25,0.16666666666666666
-1800.0,0.0,0.0,2,2,100,25,0.16666666666666666
-1775.0,0.0,0.0,4,4,100,25,0.16666666666666666
-1750.0,0.0,0.0,4,4,100,25,0.16666666666666666
-1725.0,0.25,0.42691903259726605,4,4,100,25,0.16666666666666666
-1700.0,0.25,0.42691903259726605,4,4,100,25,0.16666666666666666
-1675.0,0.3333333333333333,0.4,3,3,100,25,0.16666666666666666
-1650.0,0.5,0.6710743801652893,2,2,100,25,0.16666666666666666
-1625.0,0.0,0.0,3,3,100,25,0.16666666666666666
-1600.0,0.0,0.0,3,3,100,25,0.16666666666666666
-1575.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1550.0,0.25,0.26516052318668254,6,4,100,25,0.16666666666666666
-1525.0,0.6666666666666666,0.6364902506963789,5,3,100,25,0.16666666666666666
-1500.0,0.6,0.608424336973479,7,5,100,25,0.16666666666666666
-1475.0,0.6,0.5427974947807933,7,5,100,25,0.16666666666666666
-1450.0,0.5,0.4588138385502471,5,4,100,25,0.16666666666666666
-1425.0,0.3333333333333333,0.3295918367346939,4,3,100,25,0.16666666666666666
-1400.0,0.0,0.0,3,2,100,25,0.16666666666666666
-1375.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1350.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1325.0,0.0,0.0,3,2,100,25,0.16666666666666666
-1300.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1275.0,0.6666666666666666,0.7142857142857143,3,3,100,25,0.16666666666666666
-1250.0,0.5,0.5800575263662512,5,4,100,25,0.16666666666666666
-1225.0,0.6666666666666666,0.7553058676654182,4,3,100,25,0.16666666666666666
-1200.0,0.6666666666666666,0.7553058676654182,4,3,100,25,0.16666666666666666
-1175.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1150.0,,,1,0,100,25,0.16666666666666666
-1125.0,0.5,0.4199288256227758,4,2,100,25,0.16666666666666666
-1100.0,0.5,0.5280303030303031,6,4,100,25,0.16666666666666666
-1075.0,0.6,0.6086683417085427,7,5,100,25,0.16666666666666666
-1050.0,0.6,0.6086683417085427,6,5,100,25,0.16666666666666666
-1025.0,0.5,0.6041257367387033,4,4,100,25,0.16666666666666666
-1000.0,0.3333333333333333,0.33915211970074816,3,3,100,25,0.16666666666666666
-975.0,0.0,0.0,2,2,100,25,0.16666666666666666
-950.0,0.25,0.14343029087261785,4,4,100,25,0.16666666666666666
-925.0,0.5,0.4325897187196896,4,4,100,25,0.16666666666666666
-900.0,0.6,0.5876902713434812,5,5,100,25,0.16666666666666666
-875.0,0.7142857142857143,0.7645502645502645,7,7,100,25,0.16666666666666666
-850.0,0.8333333333333334,0.8799678843837816,6,6,100,25,0.16666666666666666
-825.0,0.6666666666666666,0.7744977449774497,7,6,100,25,0.16666666666666666
-800.0,0.6,0.7142152023692004,6,5,100,25,0.16666666666666666
-775.0,0.6,0.6183256427158866,6,5,100,25,0.16666666666666666
