subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Animal_Land_Solid_Small,0,0,9865016.0,9865244.0,228.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Object_Land_Pattern_Large,1,1,9865486.0,9865825.0,339.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Animal_Land_Solid_Small,0,0,9866070.0,9866584.0,514.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Object_Land_Pattern_Large,1,1,9868376.0,9868539.0,163.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Object_Land_Pattern_Small,2,0,9869175.0,9871859.0,2684.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Object_Land_Pattern_Large,1,1,9875214.0,9875932.0,718.0
144,choice,choice,1,1.0,Large,1.0,17.061374499928206,Object_Land_Pattern_Small,2,0,9878537.0,9878815.0,278.0
144,choice,choice,2,1.0,Solid,2.0,11.59739508293569,Animal_Land_Solid_Small,0,1,9885698.0,9886220.0,522.0
144,choice,choice,2,1.0,Solid,2.0,11.59739508293569,Object_Land_Pattern_Large,1,0,9890711.0,9891617.0,906.0
144,choice,choice,2,1.0,Solid,2.0,11.59739508293569,Animal_Land_Solid_Small,0,1,9892993.0,9893954.0,961.0
144,choice,choice,2,1.0,Solid,2.0,11.59739508293569,Animal_Sea_Pattern_Small,3,0,9894453.0,9895189.0,736.0
144,choice,choice,3,1.0,Land,2.0,5.798858999973163,Object_Land_Pattern_Large,1,1,9899016.0,9899313.0,297.0
144,choice,choice,3,1.0,Land,2.0,5.798858999973163,Animal_Land_Solid_Small,0,1,9899731.0,9899887.0,156.0
144,choice,choice,3,1.0,Land,2.0,5.798858999973163,Object_Land_Pattern_Large,1,1,9900117.0,9901238.0,1121.0
144,choice,choice,3,1.0,Land,2.0,5.798858999973163,Object_Land_Pattern_Small,2,1,9903188.0,9904013.0,825.0
144,choice,choice,4,1.0,Sea,1.0,9.262546250014566,Animal_Land_Solid_Small,0,0,9907509.0,9907931.0,422.0
144,choice,choice,4,1.0,Sea,1.0,9.262546250014566,Object_Land_Pattern_Large,1,0,9908780.0,9909400.0,620.0
144,choice,choice,5,1.0,Animal,1.0,10.21451983298175,Object_Land_Pattern_Large,1,0,9920494.0,9920896.0,402.0
144,choice,choice,5,1.0,Animal,1.0,10.21451983298175,Animal_Sea_Pattern_Small,3,1,9923706.0,9925171.0,1465.0
144,choice,choice,5,1.0,Animal,1.0,10.21451983298175,Object_Land_Pattern_Small,2,0,9926473.0,9927285.0,812.0
144,choice,choice,5,1.0,Animal,1.0,10.21451983298175,Object_Land_Pattern_Large,1,0,9928286.0,9928561.0,275.0
144,choice,choice,5,1.0,Animal,1.0,10.21451983298175,Object_Land_Pattern_Small,2,0,9928584.0,9929585.0,1001.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Object_Land_Pattern_Large,1,1,9933753.0,9934855.0,1102.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Animal_Land_Solid_Small,0,0,9935649.0,9936250.0,601.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Object_Land_Pattern_Small,2,1,9937485.0,9938144.0,659.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Object_Land_Pattern_Large,1,1,9938379.0,9938505.0,126.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Object_Sea_Solid_Large,4,0,9939429.0,9939548.0,119.0
144,choice,choice,6,1.0,Pattern,2.0,12.563829999999143,Animal_Sea_Solid_Large,5,0,9945589.0,9945971.0,382.0
144,choice,choice,7,1.0,Object,1.0,9.80157733289525,Animal_Land_Solid_Small,0,0,9950071.0,9950337.0,266.0
144,choice,choice,7,1.0,Object,1.0,9.80157733289525,Object_Land_Pattern_Large,1,1,9950579.0,9951059.0,480.0
144,choice,choice,7,1.0,Object,1.0,9.80157733289525,Animal_Land_Solid_Small,0,0,9952853.0,9954941.0,2088.0
144,choice,choice,7,1.0,Object,1.0,9.80157733289525,Object_Land_Pattern_Large,1,1,9956468.0,9959048.0,2580.0
144,choice,choice,8,1.0,Small,1.0,4.125786749995314,Animal_Sea_Pattern_Small,3,1,9962523.0,9962938.0,415.0
144,choice,choice,8,1.0,Small,1.0,4.125786749995314,Animal_Land_Solid_Small,0,1,9963156.0,9963464.0,308.0
144,choice,choice,8,1.0,Small,1.0,4.125786749995314,Object_Land_Pattern_Small,2,1,9963930.0,9965298.0,1368.0
144,choice,choice,8,1.0,Small,1.0,4.125786749995314,Object_Land_Pattern_Large,1,0,9965640.0,9966284.0,644.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Object_Sea_Solid_Small,0,1,10395035.0,10395513.0,478.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Animal_Sea_Pattern_Small,1,0,10395697.0,10395956.0,259.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Object_Sea_Solid_Small,0,1,10396216.0,10396578.0,362.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Object_Sea_Pattern_Large,2,1,10397734.0,10398151.0,417.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Animal_Land_Solid_Large,3,0,10398173.0,10398441.0,268.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Object_Sea_Pattern_Large,2,1,10398463.0,10398902.0,439.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Animal_Land_Solid_Large,3,0,10398927.0,10399500.0,573.0
144,choice,choice,9,2.0,Object,1.0,8.263018541969359,Object_Sea_Pattern_Large,2,1,10399799.0,10402077.0,2278.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Land_Solid_Large,3,1,10406031.0,10406306.0,275.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Land_Pattern_Large,4,1,10406330.0,10406564.0,234.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Land_Solid_Large,3,1,10406592.0,10407107.0,515.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Solid_Small,0,0,10407309.0,10407616.0,307.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Sea_Pattern_Small,1,1,10408165.0,10408187.0,22.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Solid_Small,0,0,10408196.0,10408403.0,207.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Sea_Pattern_Small,1,1,10409430.0,10409935.0,505.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Pattern_Large,2,0,10410815.0,10411218.0,403.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Solid_Small,0,0,10411445.0,10411729.0,284.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Sea_Pattern_Small,1,1,10411920.0,10412484.0,564.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Solid_Small,0,0,10412530.0,10413372.0,842.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Sea_Pattern_Small,1,1,10414031.0,10414314.0,283.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Animal_Land_Solid_Large,3,1,10415000.0,10416697.0,1697.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Pattern_Large,2,0,10417196.0,10417407.0,211.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Solid_Small,0,0,10417606.0,10418361.0,755.0
144,choice,choice,10,2.0,Animal,1.0,13.231185916927643,Object_Sea_Pattern_Large,2,0,10418965.0,10419204.0,239.0
144,choice,choice,11,2.0,Large,2.0,3.544901166926138,Object_Sea_Pattern_Large,2,1,10421961.0,10422882.0,921.0
144,choice,choice,11,2.0,Large,2.0,3.544901166926138,Animal_Land_Solid_Large,3,1,10423112.0,10425274.0,2162.0
144,choice,choice,12,2.0,Sea,1.0,3.959107083035633,Object_Sea_Pattern_Large,2,1,10428533.0,10429670.0,1137.0
144,choice,choice,12,2.0,Sea,1.0,3.959107083035633,Object_Sea_Solid_Small,0,1,10430296.0,10431569.0,1273.0
144,choice,choice,12,2.0,Sea,1.0,3.959107083035633,Object_Sea_Pattern_Large,2,1,10431866.0,10432061.0,195.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Object_Sea_Solid_Small,0,0,10435679.0,10435911.0,232.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Animal_Land_Solid_Large,3,1,10435934.0,10436433.0,499.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Object_Sea_Solid_Small,0,0,10436472.0,10436665.0,193.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Animal_Sea_Pattern_Small,1,0,10437142.0,10437272.0,130.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Object_Sea_Solid_Small,0,0,10437533.0,10437737.0,204.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Object_Sea_Pattern_Large,2,0,10438199.0,10438429.0,230.0
144,choice,choice,13,2.0,Land,2.0,3.7283804579637945,Animal_Land_Solid_Large,3,1,10438450.0,10439071.0,621.0
144,choice,choice,14,2.0,Pattern,2.0,2.3288253750652075,Object_Sea_Solid_Small,0,0,10442943.0,10443136.0,193.0
