subject_id,game,trial_number,v_offer,time_ms_sim_mean,accept_sim_mean
115,4.0,31,11.0,5743.148,0.991
115,4.0,32,-4.0,10267.623,0.265
115,5.0,33,9.0,6727.81,0.999
115,5.0,34,-1.0,22008.329,0.151
115,5.0,35,-1.0,22057.15,0.178
115,5.0,36,1.0,7371.859,0.552
115,5.0,37,5.0,9257.278,0.869
115,5.0,38,-9.0,7424.789,0.025
115,5.0,39,-5.0,8883.537,0.199
115,5.0,40,1.0,7607.368,0.579
115,6.0,41,1.0,7900.921,0.573
115,6.0,42,-4.0,9563.963,0.243
115,6.0,46,-8.0,7593.335,0.02
115,7.0,49,1.0,8702.289,0.494
115,7.0,50,5.0,9351.123,0.871
115,7.0,51,3.0,9531.712,0.654
115,7.0,52,3.0,9278.444,0.646
115,7.0,53,5.0,9481.481,0.863
115,7.0,54,3.0,9223.163,0.64
115,7.0,55,3.0,8868.699,0.665
115,7.0,56,1.0,8667.548,0.503
116,1.0,1,-3.0,11354.813,0.209
116,1.0,2,-3.0,10913.454,0.275
116,1.0,3,0.0,10661.121,0.48
116,1.0,4,0.0,9290.443,0.528
116,1.0,5,3.0,14352.468,0.992
116,1.0,6,0.0,10224.125,0.519
116,1.0,7,-3.0,10495.358,0.274
116,1.0,8,-6.0,6469.486,0.213
116,2.0,9,4.0,8466.96,0.835
116,2.0,10,-5.0,8456.527,0.074
116,2.0,11,-5.0,8657.535,0.088
116,2.0,12,4.0,8970.741,0.825
116,2.0,13,4.0,8869.765,0.822
116,2.0,14,-5.0,8776.335,0.085
116,2.0,15,4.0,8913.994,0.814
116,2.0,16,-5.0,8625.341,0.097
116,3.0,17,-1.0,10047.543,0.38
116,3.0,18,10.0,5923.984,0.893
116,3.0,19,0.0,12531.827,0.486
116,3.0,20,-1.0,10673.524,0.388
116,3.0,21,-1.0,9861.539,0.4
116,3.0,22,10.0,5663.33,0.896
116,3.0,23,10.0,5749.161,0.9
116,3.0,24,9.0,5581.851,0.853
116,4.0,25,-1.0,15903.632,0.278
116,4.0,26,7.0,5542.133,0.783
116,4.0,27,-3.0,7309.482,0.333
116,4.0,28,7.0,5554.054,0.777
116,4.0,29,3.0,7437.541,0.68
116,4.0,30,3.0,10227.924,0.719
116,4.0,31,9.0,6474.121,1.0
116,4.0,32,-1.0,15742.326,0.293
116,5.0,33,15.0,5038.296,1.0
116,5.0,34,-1.0,8279.884,0.471
116,5.0,35,-7.0,5626.802,0.255
116,5.0,36,-10.0,5832.543,0.117
116,5.0,37,18.0,4642.295,1.0
116,5.0,38,15.0,4741.106,1.0
116,5.0,39,9.0,5085.818,0.804
116,5.0,40,-7.0,5509.324,0.274
116,6.0,41,4.0,8115.9,0.727
116,6.0,42,0.0,12467.236,0.571
116,6.0,43,-3.0,9469.734,0.338
116,6.0,44,1.0,8051.093,0.571
116,6.0,45,-4.0,9723.369,0.229
116,6.0,46,0.0,12295.623,0.528
116,6.0,47,5.0,7131.136,0.77
116,6.0,48,1.0,7856.083,0.557
116,7.0,49,-4.0,7522.532,0.308
116,7.0,50,4.0,9787.886,0.738
116,7.0,51,3.0,10269.558,0.714
116,7.0,52,4.0,9430.276,0.756
116,7.0,53,-7.0,5687.099,0.254
116,7.0,54,-8.0,5932.467,0.216
116,7.0,55,0.0,8817.745,0.479
116,7.0,56,-8.0,5880.372,0.202
117,1.0,1,-5.0,9517.907,0.006
117,1.0,2,7.0,8434.277,0.999
117,1.0,5,1.0,31380.791,0.973
117,1.0,6,7.0,8296.083,0.999
117,1.0,8,-1.0,29095.495,0.033
117,2.0,9,-5.0,9782.401,0.116
117,2.0,10,1.0,12889.783,0.66
117,2.0,11,7.0,6944.894,0.859
117,2.0,12,-3.0,9350.876,0.386
117,2.0,13,-5.0,9982.26,0.125
117,2.0,14,5.0,7792.89,0.779
117,2.0,15,1.0,8164.139,0.566
117,2.0,16,7.0,6801.816,0.869
117,3.0,17,5.0,9955.818,0.868
117,3.0,18,2.0,12882.218,0.812
117,3.0,19,2.0,13067.852,0.814
117,3.0,20,10.0,6346.565,0.998
117,3.0,21,-3.0,13200.016,0.093
117,3.0,22,8.0,6695.446,0.938
117,3.0,23,-1.0,21693.748,0.157
117,3.0,24,5.0,9395.155,0.851
117,4.0,25,1.0,9541.485,0.606
117,4.0,26,1.0,18610.575,0.648
117,4.0,27,5.0,8955.728,0.961
117,4.0,28,1.0,9432.077,0.641
117,4.0,29,-3.0,10415.318,0.258
117,4.0,30,5.0,9029.993,0.959
117,4.0,31,-3.0,9886.645,0.242
117,4.0,32,1.0,17050.998,0.696
117,5.0,33,1.0,7820.208,0.589
117,5.0,34,-5.0,9127.695,0.124
117,5.0,35,6.0,5634.205,0.762
117,5.0,36,-1.0,8201.111,0.467
117,5.0,37,2.0,7978.604,0.633
117,5.0,38,-1.0,7892.24,0.461
117,6.0,41,-2.0,11383.589,0.322
117,6.0,42,-3.0,9575.752,0.336
117,6.0,43,-4.0,12669.157,0.045
117,6.0,44,-3.0,9245.597,0.36
117,6.0,45,-3.0,12430.844,0.175
117,6.0,46,-4.0,12311.134,0.051
117,6.0,47,-5.0,9922.261,0.095
117,6.0,48,-4.0,10007.622,0.247
