subject_id,game,trial_number,option,rt_s,total_fix_time_ms,n_fixations,total_fix_time_s,true_offer_value,recalled_offer_value,accept
110,2,13,Animal,9.863657708046958,3550.0,10,3.55,-4.0,-4.0,1.0
110,2,14,Land,16.475982166011818,5758.0,22,5.758,1.0,1.0,0.0
110,2,15,Solid,10.2971047910396,3374.0,15,3.374,-4.0,-4.0,1.0
110,2,16,Sea,6.189586499938741,2231.0,7,2.231,-8.0,-8.0,1.0
110,3,17,Sea,11.098587457905523,4072.0,16,4.072,8.0,-19.0,1.0
110,3,18,Solid,3.3601507919374853,1245.0,6,1.245,5.0,-14.0,1.0
110,3,19,Large,44.09479374997318,13159.0,63,13.159,7.0,-18.0,0.0
110,3,20,Animal,1.911240249988623,630.0,3,0.63,15.0,-5.0,1.0
110,3,21,Land,10.21736474998761,3619.0,15,3.619,4.0,-13.0,1.0
110,3,22,Small,10.532125167082995,3691.0,20,3.691,5.0,-14.0,0.0
110,3,23,Pattern,23.828971832990646,6662.0,42,6.662,7.0,-18.0,1.0
110,3,24,Object,3.2699362080311403,1721.0,6,1.721,-3.0,-27.0,0.0
110,4,25,Large,33.47600424999837,10254.0,45,10.254,2.0,2.0,1.0
110,4,28,Animal,7.982579417061061,2417.0,17,2.417,-5.0,-5.0,0.0
110,4,31,Sea,5.784241124987602,2290.0,12,2.29,-5.0,-5.0,0.0
110,4,32,Solid,17.813648834009655,6500.0,22,6.5,-5.0,-5.0,0.0
110,5,33,Small,23.9832946669776,8420.0,37,8.42,-2.0,-9.0,0.0
110,5,34,Solid,15.55716870899778,5195.0,26,5.195,-2.0,9.0,1.0
110,5,35,Land,25.236593500012532,7955.0,37,7.955,-6.0,13.0,1.0
110,5,37,Pattern,0.3854997089365497,119.0,1,0.119,-2.0,-9.0,0.0
110,5,38,Animal,1.1828185840277,184.0,2,0.184,-6.0,0.0,0.0
110,5,39,Sea,2.189051458030008,638.0,4,0.638,2.0,-13.0,0.0
110,6,41,Sea,25.423263040953316,9476.0,44,9.476,-1.0,1.0,1.0
110,6,42,Small,5.700971250073053,1705.0,8,1.705,5.0,5.0,1.0
110,6,43,Land,9.0868267089827,3977.0,11,3.977,9.0,9.0,1.0
110,6,44,Solid,11.637963874964043,4235.0,20,4.235,5.0,5.0,1.0
110,6,45,Large,5.572189374943264,2459.0,5,2.459,3.0,5.0,1.0
110,6,46,Pattern,12.688425624975936,5971.0,14,5.971,3.0,5.0,1.0
110,6,47,Animal,3.4761131670093164,1184.0,6,1.184,2.0,4.0,1.0
110,6,48,Object,9.700936458073556,4430.0,13,4.43,6.0,6.0,1.0
110,7,49,Large,9.2245595830027,3407.0,16,3.407,1.0,14.0,1.0
110,7,50,Land,5.484991000033915,2116.0,12,2.116,4.0,5.0,1.0
110,7,51,Object,5.118776416988112,1911.0,11,1.911,4.0,7.0,1.0
110,7,52,Solid,14.684405457926914,5411.0,24,5.411,1.0,14.0,0.0
110,7,53,Small,10.636579625075685,3651.0,14,3.651,2.0,-6.0,0.0
110,7,54,Sea,6.025330916978419,2443.0,9,2.443,-1.0,3.0,1.0
110,7,55,Pattern,8.88543995807413,3298.0,17,3.298,2.0,-6.0,0.0
110,7,56,Animal,3.2211181249003857,1223.0,5,1.223,-1.0,1.0,1.0
111,1,1,Large,13.3901272501098,416.0,2,0.416,3.0,12.0,1.0
111,1,3,Pattern,2.0823342917719856,592.0,2,0.592,1.0,8.0,0.0
111,1,4,Animal,6.875183500000276,318.0,1,0.318,-5.0,4.0,0.0
111,2,9,Object,4.133532000007108,552.0,2,0.552,2.0,18.0,1.0
111,2,10,Land,1.8953712083166463,132.0,1,0.132,-7.0,9.0,1.0
111,2,11,Animal,0.1103119166800752,4.0,1,0.004,-12.0,-12.0,0.0
111,2,12,Large,4.8458697500173,167.0,1,0.167,-7.0,9.0,1.0
111,2,13,Solid,3.117442833376117,1029.0,1,1.029,-2.0,14.0,0.0
111,2,15,Sea,1.7771213749656454,186.0,1,0.186,-3.0,-3.0,0.0
111,2,16,Small,2.76615162496455,196.0,2,0.196,-3.0,-3.0,0.0
111,3,17,Animal,3.862172416760586,1322.0,2,1.322,1.0,0.0,1.0
111,3,18,Solid,1.7486616666428745,587.0,1,0.587,1.0,1.0,1.0
111,3,19,Large,5.701709791785106,241.0,2,0.241,7.0,-6.0,1.0
111,3,20,Pattern,2.513077416573651,233.0,2,0.233,5.0,-6.0,1.0
111,3,22,Sea,3.2506585418013856,103.0,1,0.103,5.0,-5.0,0.0
111,3,23,Land,6.150202708435245,1113.0,5,1.113,1.0,0.0,1.0
111,3,24,Object,7.604773791623302,568.0,1,0.568,5.0,-5.0,1.0
111,4,25,Small,4.109938166569918,1057.0,4,1.057,1.0,-9.0,0.0
111,4,26,Animal,3.5259957916568965,366.0,2,0.366,-1.0,0.0,1.0
111,4,31,Large,1.8341373750008645,1194.0,1,1.194,2.0,3.0,1.0
111,5,33,Solid,5.46325174998492,459.0,1,0.459,3.0,8.0,1.0
111,5,34,Large,4.570832375087775,938.0,1,0.938,-3.0,2.0,1.0
111,5,36,Object,3.4665323750814423,333.0,1,0.333,-5.0,2.0,1.0
111,5,40,Land,3.182679875055328,30.0,1,0.03,-3.0,2.0,1.0
111,6,41,Solid,6.562879375065677,1046.0,3,1.046,5.0,2.0,0.0
111,6,46,Animal,6.167869166587479,1684.0,3,1.684,4.0,1.0,1.0
111,6,48,Large,5.639742208411917,742.0,2,0.742,-2.0,4.0,1.0
111,7,50,Large,1.3777499999850988,13.0,1,0.013,1.0,4.0,1.0
111,7,51,Animal,8.304406374925748,2413.0,3,2.413,1.0,-4.0,1.0
111,7,55,Small,0.6594347916543484,14.0,1,0.014,1.0,-1.0,1.0
113,1,2,Animal,4.512906415970065,208.0,2,0.208,-4.0,-4.0,0.0
113,1,4,Large,1.070014207973145,190.0,1,0.19,-4.0,-16.0,0.0
113,1,5,Sea,7.161886542104185,1152.0,2,1.152,5.0,-8.0,1.0
113,1,6,Solid,3.077405083924532,1640.0,3,1.64,-2.0,-8.0,0.0
113,1,7,Land,2.048711417010054,932.0,2,0.932,-8.0,-2.0,0.0
113,1,8,Small,4.262192249996588,1565.0,2,1.565,1.0,6.0,1.0
113,2,10,Solid,7.85979649994988,2949.0,1,2.949,11.0,1.0,0.0
113,2,11,Object,1.953077791957185,1315.0,2,1.315,3.0,9.0,1.0
113,2,13,Animal,6.114788833074272,3371.0,3,3.371,5.0,-2.0,1.0
113,2,14,Land,3.7024967500474304,1466.0,2,1.466,1.0,-7.0,0.0
113,2,16,Pattern,7.364240666967817,952.0,1,0.952,-3.0,6.0,0.0
113,3,17,Small,4.785282915923744,1005.0,2,1.005,-16.0,1.0,0.0
113,3,18,Sea,1.6167775000212714,191.0,2,0.191,-7.0,1.0,0.0
113,3,19,Solid,6.479659083997831,798.0,2,0.798,-7.0,1.0,0.0
113,3,20,Animal,1.388225584058091,366.0,1,0.366,1.0,7.0,1.0
113,3,21,Pattern,10.375034458003938,861.0,1,0.861,-8.0,2.0,1.0
113,3,22,Object,14.769500542082824,1516.0,3,1.516,-16.0,-4.0,0.0
113,3,24,Large,4.697648083092645,86.0,1,0.086,1.0,2.0,1.0
113,4,25,Small,11.579669083934276,3138.0,8,3.138,-5.0,4.0,0.0
113,4,27,Large,4.348825666937046,609.0,3,0.609,1.0,1.0,1.0
113,4,28,Pattern,5.651283791987225,564.0,2,0.564,2.0,7.0,1.0
113,4,29,Object,7.7543689999729395,2544.0,2,2.544,1.0,-5.0,0.0
113,4,30,Land,9.45024233404547,2536.0,4,2.536,-5.0,4.0,0.0
113,5,33,Large,6.865040999953635,1981.0,4,1.981,-3.0,-2.0,0.0
113,5,34,Sea,3.531796459108591,892.0,3,0.892,1.0,1.0,1.0
113,5,36,Small,1.5053846660302952,139.0,1,0.139,3.0,-1.0,0.0
113,5,38,Solid,3.321417084080167,300.0,1,0.3,-2.0,-3.0,0.0
113,5,39,Object,7.841273959027603,1263.0,5,1.263,-2.0,-3.0,0.0
113,6,41,Object,2.5852706249570474,158.0,1,0.158,1.0,0.0,0.0
113,6,42,Land,7.171700541977771,672.0,2,0.672,-1.0,-1.0,0.0
113,6,44,Solid,8.898051833035424,1461.0,4,1.461,1.0,-9.0,0.0
113,6,45,Sea,1.0425212080590427,227.0,1,0.227,1.0,-9.0,0.0
113,6,46,Large,5.082920374930836,975.0,6,0.975,-1.0,-10.0,1.0
113,6,47,Pattern,7.235050208051689,1384.0,4,1.384,-1.0,-1.0,1.0
113,6,48,Animal,3.483419041032903,668.0,1,0.668,-1.0,-10.0,0.0
113,7,49,Large,6.2217257500160486,1631.0,3,1.631,2.0,-6.0,1.0
113,7,50,Object,11.751644957927056,340.0,1,0.34,6.0,1.0,1.0
113,7,52,Solid,0.4218693339498713,337.0,1,0.337,2.0,-5.0,1.0
113,7,53,Sea,7.915533624938689,2325.0,6,2.325,2.0,-6.0,1.0
113,7,54,Land,1.2819223750848323,164.0,1,0.164,2.0,3.0,0.0
113,7,56,Pattern,0.6197520410642028,23.0,1,0.023,2.0,2.0,0.0
114,1,1,Solid,33.667738749994896,16671.0,38,16.671,-1.0,1.0,1.0
114,1,2,Object,8.206451624981128,3766.0,9,3.766,-3.0,-3.0,0.0
114,1,3,Land,11.47333275002893,8496.0,12,8.496,-3.0,-1.0,0.0
114,1,4,Pattern,12.18920504162088,7265.0,12,7.265,-1.0,-1.0,0.0
114,1,5,Animal,10.526956000016073,7191.0,9,7.191,1.0,3.0,1.0
114,1,6,Large,16.171504208468832,11234.0,19,11.234,1.0,1.0,1.0
114,1,7,Sea,5.449646708322689,2531.0,4,2.531,1.0,1.0,1.0
114,1,8,Small,6.595878249965608,2398.0,8,2.398,-3.0,-1.0,0.0
114,2,9,Sea,6.82990379165858,4008.0,12,4.008,9.0,9.0,1.0
114,2,10,Large,31.0537340833107,14816.0,33,14.816,3.0,5.0,1.0
114,2,11,Animal,27.863988541648723,16220.0,35,16.22,4.0,6.0,1.0
114,2,12,Land,5.954018875025213,3609.0,11,3.609,3.0,5.0,1.0
114,2,13,Pattern,9.730553166824391,6298.0,12,6.298,-2.0,0.0,0.0
114,2,14,Solid,4.312130666803569,1043.0,5,1.043,14.0,14.0,1.0
114,2,15,Small,10.208125208271667,5327.0,10,5.327,9.0,9.0,1.0
114,2,16,Object,5.6195704999845475,2398.0,8,2.398,8.0,8.0,1.0
114,3,17,Small,18.227773000020537,12062.0,21,12.062,-2.0,-2.0,0.0
114,3,18,Object,10.098824666580184,3181.0,12,3.181,-9.0,-7.0,0.0
114,3,19,Large,9.446413166704588,5756.0,15,5.756,-1.0,1.0,1.0
114,3,20,Animal,10.509371333406309,6658.0,15,6.658,6.0,6.0,1.0
114,3,21,Sea,3.7879821667447686,1946.0,4,1.946,-1.0,1.0,1.0
114,3,22,Solid,13.084158208221195,6771.0,19,6.771,-4.0,-4.0,0.0
114,3,23,Land,5.497897749999538,3094.0,8,3.094,-2.0,-2.0,0.0
114,3,24,Pattern,7.488231458351947,3809.0,10,3.809,1.0,3.0,1.0
114,4,25,Object,10.514569833292626,6262.0,16,6.262,1.0,1.0,1.0
114,4,26,Large,20.420276666642167,8959.0,25,8.959,-2.0,-2.0,0.0
114,4,27,Solid,6.8318524999776855,2925.0,5,2.925,-2.0,-2.0,0.0
114,4,28,Sea,8.837861916748807,5044.0,8,5.044,-1.0,-1.0,0.0
114,4,29,Land,16.814623249927536,11158.0,20,11.158,-2.0,-2.0,0.0
114,4,30,Animal,12.03279845835641,8097.0,10,8.097,-4.0,-4.0,0.0
114,4,31,Pattern,10.160036874935033,6416.0,11,6.416,-1.0,-1.0,0.0
114,4,32,Small,7.920833125011995,5027.0,9,5.027,-1.0,-1.0,0.0
114,5,33,Pattern,12.997330000041984,6544.0,14,6.544,1.0,1.0,1.0
114,5,34,Object,13.0829655417474,6539.0,13,6.539,-4.0,-4.0,0.0
114,5,35,Large,7.022147999959998,3820.0,11,3.82,1.0,1.0,1.0
114,5,36,Animal,6.278813083306886,3535.0,11,3.535,2.0,2.0,1.0
114,5,37,Sea,11.19883987493813,6044.0,13,6.044,2.0,2.0,1.0
114,5,38,Land,8.331277500023134,5547.0,9,5.547,-4.0,-4.0,0.0
114,5,39,Solid,11.6724343332462,5805.0,11,5.805,-3.0,-3.0,0.0
114,5,40,Small,7.320082374964841,4289.0,13,4.289,-3.0,-3.0,0.0
114,6,41,Small,8.105194624979049,5262.0,13,5.262,2.0,2.0,1.0
114,6,42,Solid,10.530210583354346,4729.0,12,4.729,2.0,2.0,1.0
114,6,43,Sea,4.186821958399378,1643.0,6,1.643,7.0,7.0,1.0
114,6,44,Animal,3.1301509583136067,2354.0,6,2.354,4.0,4.0,1.0
114,6,45,Land,4.821315791807137,3263.0,9,3.263,2.0,2.0,1.0
114,6,46,Large,4.035375874955207,2008.0,8,2.008,7.0,7.0,1.0
114,6,47,Pattern,3.885605124989525,2546.0,7,2.546,7.0,7.0,1.0
114,6,48,Object,5.309367541689426,3556.0,9,3.556,5.0,5.0,1.0
114,7,49,Pattern,8.425720000057481,4067.0,11,4.067,5.0,5.0,1.0
114,7,50,Large,11.738876833347604,7763.0,14,7.763,-1.0,-1.0,0.0
114,7,51,Sea,12.865179458167404,7100.0,22,7.1,1.0,1.0,1.0
114,7,52,Small,9.730477374978364,6154.0,16,6.154,1.0,1.0,1.0
114,7,53,Solid,8.404446458327584,5004.0,7,5.004,-5.0,-5.0,0.0
114,7,54,Animal,6.218034291639924,3257.0,10,3.257,1.0,1.0,1.0
114,7,55,Object,4.723450416699052,3140.0,7,3.14,-1.0,-1.0,0.0
114,7,56,Land,6.121797916828655,3406.0,9,3.406,-1.0,-1.0,0.0
115,1,1,Solid,25.705457041971385,9761.0,16,9.761,14.0,16.0,1.0
115,1,2,Large,29.119179707951844,21873.0,17,21.873,14.0,16.0,1.0
115,1,3,Pattern,12.978848750004545,9901.0,8,9.901,-1.0,4.0,1.0
115,1,4,Small,5.315360040985979,3284.0,5,3.284,-1.0,4.0,0.0
115,1,5,Land,24.048166417051107,12782.0,17,12.782,-2.0,5.0,1.0
115,1,6,Object,5.786879291990772,4715.0,5,4.715,9.0,14.0,1.0
115,1,7,Animal,6.325803000014275,698.0,1,0.698,4.0,6.0,0.0
115,1,8,Sea,7.194063166971318,3306.0,5,3.306,15.0,15.0,1.0
115,2,9,Sea,20.745578415924683,14777.0,17,14.777,-2.0,2.0,0.0
115,2,10,Pattern,21.130387166980658,10144.0,17,10.144,3.0,2.0,0.0
115,2,11,Land,6.149086209014058,2873.0,5,2.873,1.0,2.0,1.0
115,2,12,Large,12.83318558393512,9228.0,10,9.228,-4.0,13.0,1.0
115,2,13,Small,11.032926958985628,2973.0,6,2.973,3.0,-9.0,0.0
115,2,14,Object,6.6521204999880865,3978.0,4,3.978,-2.0,2.0,1.0
115,2,15,Animal,5.958648375002667,1712.0,1,1.712,1.0,2.0,1.0
115,2,16,Solid,14.208450875012204,3819.0,3,3.819,-4.0,2.0,1.0
115,3,17,Pattern,15.62401587504428,10889.0,13,10.889,1.0,3.0,1.0
115,3,18,Object,29.855264417012226,24880.0,20,24.88,1.0,9.0,1.0
115,3,19,Solid,7.327364791999571,4754.0,7,4.754,-2.0,9.0,1.0
115,3,20,Animal,1.7428982499986887,777.0,2,0.777,-2.0,3.0,0.0
115,3,21,Small,7.290703292004764,5618.0,9,5.618,-2.0,-2.0,0.0
115,3,22,Land,4.336333584040403,2292.0,3,2.292,1.0,-2.0,0.0
115,3,23,Large,2.684553208993748,1121.0,3,1.121,1.0,14.0,1.0
115,4,25,Large,9.838919541914947,3642.0,7,3.642,-4.0,11.0,1.0
115,4,26,Pattern,1.800940915942192,397.0,1,0.397,-5.0,-4.0,0.0
115,4,27,Land,23.199404833023436,13068.0,14,13.068,-10.0,5.0,1.0
115,4,28,Sea,12.241688625072127,8221.0,4,8.221,1.0,2.0,0.0
115,4,29,Animal,6.217185499961488,4179.0,8,4.179,-7.0,-2.0,1.0
115,4,30,Object,3.431454792036675,2750.0,1,2.75,-2.0,9.0,1.0
115,4,31,Solid,1.7450309590203688,1445.0,3,1.445,-4.0,11.0,1.0
115,4,32,Small,4.27505850000307,3282.0,7,3.282,-5.0,-4.0,0.0
115,5,33,Small,8.862919249921106,6149.0,7,6.149,10.0,9.0,1.0
115,5,34,Object,5.273671415983699,3128.0,4,3.128,6.0,-1.0,0.0
115,5,35,Sea,17.14661041693762,11963.0,10,11.963,6.0,-1.0,0.0
115,5,36,Land,2.352703374926932,1613.0,2,1.613,3.0,1.0,1.0
115,5,37,Solid,6.897697833017446,4785.0,4,4.785,5.0,5.0,1.0
115,5,38,Large,1.7090201659593731,360.0,2,0.36,-1.0,-9.0,0.0
115,5,39,Pattern,3.0334230840671808,2120.0,2,2.12,4.0,-5.0,0.0
115,5,40,Animal,4.326878125080839,2045.0,4,2.045,3.0,1.0,0.0
115,6,41,Animal,1.6486132920254022,762.0,1,0.762,-3.0,1.0,1.0
115,6,42,Small,6.277220999938436,5184.0,1,5.184,-6.0,-4.0,0.0
115,6,46,Land,3.3806305000325665,388.0,3,0.388,-1.0,-8.0,1.0
115,7,49,Object,12.153263207990676,7839.0,10,7.839,1.0,1.0,1.0
115,7,50,Animal,4.957723333034664,3940.0,7,3.94,6.0,5.0,0.0
115,7,51,Large,20.385530209052376,14113.0,13,14.113,4.0,3.0,1.0
115,7,52,Small,2.9089716660091653,715.0,3,0.715,3.0,3.0,0.0
115,7,53,Sea,5.440118083031848,2865.0,6,2.865,6.0,5.0,1.0
115,7,54,Pattern,7.17319987504743,5965.0,5,5.965,3.0,3.0,1.0
115,7,55,Solid,20.460362375015393,15887.0,19,15.887,4.0,3.0,1.0
115,7,56,Land,6.240918874973431,3393.0,9,3.393,1.0,1.0,1.0
116,1,1,Small,36.40852645796258,22463.0,33,22.463,-1.0,-3.0,0.0
116,1,2,Object,6.3512243329314515,3757.0,10,3.757,-2.0,-3.0,0.0
116,1,3,Sea,61.159803041955456,40757.0,52,40.757,2.0,0.0,0.0
116,1,4,Large,26.768211083021015,14167.0,29,14.167,1.0,0.0,1.0
116,1,5,Pattern,45.682613332988694,28627.0,58,28.627,4.0,3.0,1.0
116,1,6,Animal,4.575419208034873,2024.0,7,2.024,2.0,0.0,0.0
116,1,7,Land,11.33304287493229,5130.0,11,5.13,-2.0,-3.0,1.0
116,1,8,Solid,1.8497514999471605,760.0,2,0.76,-4.0,-6.0,0.0
116,2,9,Sea,7.0729508340591565,3322.0,10,3.322,-1.0,4.0,0.0
116,2,10,Object,12.49921662500128,8219.0,18,8.219,-7.0,-5.0,0.0
116,2,11,Small,31.707161916885525,19861.0,35,19.861,-4.0,-5.0,0.0
116,2,12,Large,29.81889737502206,19881.0,21,19.881,-1.0,4.0,1.0
116,2,13,Pattern,14.259572041919457,7089.0,9,7.089,-1.0,4.0,1.0
116,2,14,Land,10.671904999995604,5342.0,7,5.342,-4.0,-5.0,0.0
116,2,15,Animal,31.198161417036317,16430.0,36,16.43,2.0,4.0,1.0
116,2,16,Solid,11.72599966695998,6180.0,11,6.18,-4.0,-5.0,0.0
116,3,17,Solid,36.96781354106497,19572.0,39,19.572,4.0,-1.0,1.0
116,3,18,Pattern,10.451914958888665,5594.0,9,5.594,1.0,10.0,1.0
116,3,19,Large,12.827501707943156,6510.0,16,6.51,3.0,0.0,0.0
116,3,20,Object,26.03446949995123,15845.0,31,15.845,4.0,-1.0,1.0
116,3,21,Sea,4.764671207987703,2478.0,7,2.478,-1.0,-1.0,0.0
116,3,22,Animal,14.081840667058714,5568.0,14,5.568,1.0,10.0,1.0
116,3,23,Land,16.594895457965322,8200.0,18,8.2,6.0,10.0,1.0
116,3,24,Small,13.079513208009304,6138.0,11,6.138,2.0,9.0,1.0
116,4,25,Object,38.13608695799485,23638.0,49,23.638,3.0,-1.0,0.0
116,4,26,Animal,10.99285083299037,5799.0,10,5.799,7.0,7.0,1.0
116,4,27,Small,53.16147337493021,33649.0,49,33.649,-2.0,-3.0,1.0
116,4,28,Sea,6.542615459067747,1855.0,6,1.855,7.0,7.0,1.0
116,4,29,Solid,55.710994916036725,33187.0,50,33.187,6.0,3.0,1.0
116,4,30,Pattern,10.900822125026025,5734.0,14,5.734,4.0,3.0,1.0
116,4,31,Large,14.160994125064462,8185.0,19,8.185,12.0,9.0,1.0
116,4,32,Land,30.18272020795848,19259.0,34,19.259,3.0,-1.0,0.0
116,5,33,Land,26.949847000068985,14665.0,27,14.665,-1.0,15.0,0.0
116,5,34,Small,30.63735495798755,18311.0,33,18.311,-1.0,-1.0,1.0
116,5,35,Sea,11.25188779097516,6410.0,14,6.41,-7.0,-7.0,0.0
116,5,36,Object,18.071415374986827,10915.0,15,10.915,-10.0,-10.0,0.0
116,5,37,Animal,7.865392875042744,4691.0,13,4.691,2.0,18.0,1.0
116,5,38,Solid,25.915246332995594,11610.0,33,11.61,-1.0,15.0,0.0
116,5,39,Large,5.237419082899578,2397.0,8,2.397,-7.0,9.0,0.0
116,5,40,Pattern,23.57500908302609,11320.0,28,11.32,-7.0,-7.0,0.0
116,6,41,Sea,84.08818441699259,50270.0,79,50.27,2.0,4.0,1.0
116,6,42,Pattern,53.716488917008974,26792.0,66,26.792,-2.0,0.0,0.0
116,6,43,Land,30.335439749993384,18197.0,37,18.197,-3.0,-3.0,0.0
116,6,44,Object,30.24083475000225,17813.0,40,17.813,1.0,1.0,0.0
116,6,45,Small,55.789463542052545,25687.0,67,25.687,-3.0,-4.0,0.0
116,6,46,Animal,16.169065332971513,8757.0,30,8.757,-2.0,0.0,0.0
116,6,47,Large,45.309584917034954,24903.0,59,24.903,2.0,5.0,1.0
116,6,48,Solid,47.73156525008381,25083.0,60,25.083,1.0,1.0,1.0
116,7,49,Small,83.23389812500682,49427.0,90,49.427,-1.0,-4.0,0.0
116,7,50,Object,33.31862162507605,19077.0,24,19.077,1.0,4.0,1.0
116,7,51,Pattern,25.75464070797898,14438.0,24,14.438,1.0,3.0,0.0
116,7,52,Land,59.34695058304351,29502.0,60,29.502,1.0,4.0,0.0
116,7,53,Solid,39.00034604105167,22687.0,43,22.687,1.0,-7.0,0.0
116,7,54,Sea,24.39120554202236,10842.0,26,10.842,1.0,-8.0,0.0
116,7,55,Large,50.33835962496232,24079.0,44,24.079,3.0,0.0,0.0
116,7,56,Animal,13.667119416058997,5926.0,16,5.926,1.0,-8.0,0.0
117,1,1,Sea,10.883506458019838,4477.0,13,4.477,-1.0,-5.0,0.0
117,1,2,Small,12.2591008329764,7154.0,11,7.154,2.0,7.0,1.0
117,1,5,Animal,12.868410875089468,5479.0,8,5.479,-1.0,1.0,0.0
117,1,6,Land,1.4376003749202937,723.0,1,0.723,2.0,7.0,1.0
117,1,8,Pattern,4.437147167045623,2418.0,3,2.418,3.0,-1.0,0.0
117,2,9,Object,4.793305583996698,888.0,2,0.888,-15.0,-5.0,0.0
117,2,10,Small,3.566961041186005,1662.0,3,1.662,-4.0,1.0,1.0
117,2,11,Animal,12.79412666684948,6831.0,9,6.831,1.0,7.0,0.0
117,2,12,Sea,2.8598915829788893,2038.0,4,2.038,-8.0,-3.0,0.0
117,2,13,Solid,3.176030083093792,2237.0,4,2.237,-15.0,-5.0,0.0
117,2,14,Land,7.407914124894887,6488.0,5,6.488,-6.0,5.0,1.0
117,2,15,Large,7.440494915936142,6238.0,11,6.238,-10.0,1.0,0.0
117,2,16,Pattern,2.4296570408623666,1239.0,2,1.239,1.0,7.0,1.0
117,3,17,Animal,7.469988957978785,3589.0,6,3.589,1.0,5.0,1.0
117,3,18,Pattern,9.149989708093926,3970.0,8,3.97,-3.0,2.0,0.0
117,3,19,Object,7.411637665936723,2839.0,2,2.839,-3.0,2.0,1.0
117,3,20,Large,2.664020041935146,824.0,3,0.824,-3.0,10.0,1.0
117,3,21,Small,3.013726333156228,1311.0,4,1.311,1.0,-3.0,0.0
117,3,22,Land,15.52345791598782,11049.0,12,11.049,-3.0,8.0,0.0
117,3,23,Sea,6.372371207922697,5267.0,6,5.267,1.0,-1.0,1.0
117,3,24,Solid,1.5251602921634912,208.0,1,0.208,1.0,5.0,1.0
117,4,25,Pattern,22.60261525004171,19298.0,35,19.298,-3.0,1.0,1.0
117,4,26,Solid,25.30107062496245,14107.0,20,14.107,3.0,1.0,1.0
117,4,27,Small,12.857286459067836,8662.0,14,8.662,1.0,5.0,0.0
117,4,28,Animal,2.6800621249713004,2297.0,2,2.297,-1.0,1.0,1.0
117,4,29,Large,4.517508666962385,2221.0,5,2.221,-1.0,-3.0,0.0
117,4,30,Land,9.882086500059811,9098.0,7,9.098,1.0,5.0,1.0
117,4,31,Sea,0.549345999956131,502.0,2,0.502,-1.0,-3.0,0.0
117,4,32,Object,1.2724917088635266,956.0,3,0.956,1.0,1.0,1.0
117,5,33,Land,10.886277707992122,3529.0,4,3.529,-1.0,1.0,0.0
117,5,34,Large,2.978840042138472,1248.0,2,1.248,4.0,-5.0,1.0
117,5,35,Small,6.642352417111397,3969.0,8,3.969,2.0,6.0,0.0
117,5,36,Object,2.735191958025098,436.0,2,0.436,7.0,-1.0,1.0
117,5,37,Pattern,4.915327334078029,3246.0,5,3.246,-1.0,2.0,0.0
117,5,38,Solid,4.51476658298634,316.0,1,0.316,7.0,-1.0,1.0
117,6,41,Sea,7.068049333058298,3073.0,4,3.073,-2.0,-2.0,0.0
117,6,42,Pattern,6.792015083832666,3665.0,5,3.665,-1.0,-3.0,0.0
117,6,43,Solid,5.223395250039175,2957.0,3,2.957,-2.0,-4.0,1.0
117,6,44,Object,3.069318958092481,1019.0,1,1.019,-1.0,-3.0,0.0
117,6,45,Large,3.134465541923418,2280.0,4,2.28,1.0,-3.0,0.0
117,6,46,Animal,3.556453709024936,1735.0,2,1.735,-2.0,-4.0,0.0
117,6,47,Land,1.751625791890547,1379.0,2,1.379,-1.0,-5.0,0.0
117,6,48,Small,1.9887436667922884,1568.0,1,1.568,-4.0,-4.0,0.0
117,7,49,Solid,7.990656290901825,4431.0,8,4.431,-1.0,1.0,1.0
117,7,50,Sea,1.7872456670738757,1604.0,3,1.604,1.0,3.0,0.0
117,7,51,Large,2.763515207916498,2087.0,2,2.087,3.0,5.0,1.0
117,7,52,Animal,5.0516157920937985,1946.0,5,1.946,-1.0,1.0,1.0
117,7,53,Pattern,1.9674489998724312,392.0,1,0.392,5.0,5.0,1.0
117,7,56,Object,3.0491480838973075,1779.0,6,1.779,5.0,5.0,1.0
118,1,1,Pattern,17.42345712496899,3024.0,13,3.024,1.0,-4.0,1.0
118,1,2,Land,14.209330167155713,1648.0,5,1.648,-1.0,1.0,1.0
118,1,3,Object,10.012588582932947,1598.0,4,1.598,-1.0,-10.0,0.0
118,1,4,Sea,4.36704312521033,2105.0,3,2.105,-1.0,-10.0,0.0
118,1,5,Solid,3.3294271249324083,148.0,1,0.148,-3.0,-5.0,0.0
118,1,6,Animal,16.28990091686137,2507.0,8,2.507,-1.0,1.0,1.0
118,1,8,Small,9.804087583906949,1895.0,3,1.895,1.0,-1.0,0.0
118,2,9,Sea,18.561785416910425,5585.0,14,5.585,1.0,8.0,0.0
118,2,10,Large,15.368631707970051,3325.0,8,3.325,2.0,-5.0,0.0
118,2,11,Solid,13.652239332906902,3695.0,11,3.695,-2.0,-2.0,1.0
118,2,13,Pattern,12.789561999961734,1274.0,4,1.274,5.0,5.0,1.0
118,2,14,Object,12.331255791941658,492.0,3,0.492,2.0,-5.0,0.0
118,2,15,Land,11.965316249988971,1363.0,2,1.363,2.0,-5.0,0.0
118,2,16,Small,8.427871792111546,144.0,1,0.144,1.0,8.0,1.0
118,3,17,Land,16.982401750050485,4057.0,10,4.057,1.0,1.0,0.0
118,3,18,Small,17.442537209019065,469.0,4,0.469,-3.0,6.0,0.0
