time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2925.0,,,0,0,100,25,0.16666666666666666
-2900.0,,,0,0,100,25,0.16666666666666666
-2875.0,,,0,0,100,25,0.16666666666666666
-2850.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2825.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2800.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2775.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2750.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2725.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2700.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2675.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2650.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2625.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2600.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2575.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2550.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2525.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2500.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2475.0,0.0,0.0,6,3,100,25,0.16666666666666666
-2450.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2425.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2400.0,0.3333333333333333,0.25,5,3,100,25,0.16666666666666666
-2375.0,0.3333333333333333,0.25,4,3,100,25,0.16666666666666666
-2350.0,0.5,0.5722772277227722,6,4,100,25,0.16666666666666666
-2325.0,0.6666666666666666,0.6848341232227488,4,3,100,25,0.16666666666666666
-2300.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2275.0,1.0,1.0,4,1,100,25,0.16666666666666666
-2250.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2225.0,0.0,0.0,5,2,100,25,0.16666666666666666
-2200.0,0.0,0.0,5,2,100,25,0.16666666666666666
-2175.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2150.0,0.0,0.0,5,2,100,25,0.16666666666666666
-2125.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2100.0,0.0,0.0,5,1,100,25,0.16666666666666666
-2075.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2050.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2025.0,1.0,1.0,4,1,100,25,0.16666666666666666
-2000.0,0.5,0.3089887640449438,4,2,100,25,0.16666666666666666
-1975.0,0.5,0.3089887640449438,4,2,100,25,0.16666666666666666
-1950.0,0.5,0.174496644295302,4,2,100,25,0.16666666666666666
-1925.0,0.3333333333333333,0.17218543046357615,4,3,100,25,0.16666666666666666
-1900.0,0.3333333333333333,0.20967741935483872,4,3,100,25,0.16666666666666666
-1875.0,0.3333333333333333,0.20967741935483872,5,3,100,25,0.16666666666666666
-1850.0,0.0,0.0,5,3,100,25,0.16666666666666666
-1825.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1800.0,0.3333333333333333,0.293598233995585,6,3,100,25,0.16666666666666666
-1775.0,0.3333333333333333,0.293598233995585,5,3,100,25,0.16666666666666666
-1750.0,0.5,0.76,5,2,100,25,0.16666666666666666
-1725.0,0.5,0.76,5,2,100,25,0.16666666666666666
-1700.0,,,2,0,100,25,0.16666666666666666
-1675.0,,,2,0,100,25,0.16666666666666666
-1650.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1625.0,0.5,0.42035398230088494,2,2,100,25,0.16666666666666666
-1600.0,0.5,0.42035398230088494,3,2,100,25,0.16666666666666666
-1575.0,0.5,0.42035398230088494,3,2,100,25,0.16666666666666666
-1550.0,1.0,1.0,4,2,100,25,0.16666666666666666
-1525.0,1.0,1.0,5,2,100,25,0.16666666666666666
-1500.0,1.0,1.0,6,3,100,25,0.16666666666666666
-1475.0,1.0,1.0,6,3,100,25,0.16666666666666666
-1450.0,1.0,1.0,4,2,100,25,0.16666666666666666
-1425.0,1.0,1.0,2,1,100,25,0.16666666666666666
-1400.0,,,0,0,100,25,0.16666666666666666
-1375.0,,,1,0,100,25,0.16666666666666666
-1350.0,,,1,0,100,25,0.16666666666666666
-1325.0,,,1,0,100,25,0.16666666666666666
-1300.0,,,1,0,100,25,0.16666666666666666
-1275.0,,,1,0,100,25,0.16666666666666666
-1250.0,,,1,0,100,25,0.16666666666666666
-1225.0,1.0,1.0,3,1,100,25,0.16666666666666666
-1200.0,1.0,1.0,3,1,100,25,0.16666666666666666
-1175.0,1.0,1.0,2,1,100,25,0.16666666666666666
-1150.0,1.0,1.0,3,1,100,25,0.16666666666666666
-1125.0,,,1,0,100,25,0.16666666666666666
-1100.0,,,1,0,100,25,0.16666666666666666
-1075.0,,,1,0,100,25,0.16666666666666666
-1050.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1025.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1000.0,0.5,0.30670926517571884,3,2,100,25,0.16666666666666666
-975.0,0.5,0.30670926517571884,5,2,100,25,0.16666666666666666
-950.0,1.0,1.0,3,1,100,25,0.16666666666666666
-925.0,1.0,1.0,3,1,100,25,0.16666666666666666
-900.0,,,3,0,100,25,0.16666666666666666
-875.0,,,1,0,100,25,0.16666666666666666
-850.0,,,2,0,100,25,0.16666666666666666
-825.0,,,2,0,100,25,0.16666666666666666
-800.0,,,1,0,100,25,0.16666666666666666
-775.0,,,2,0,100,25,0.16666666666666666
-750.0,0.0,0.0,3,1,100,25,0.16666666666666666
-725.0,0.0,0.0,4,2,100,25,0.16666666666666666
-700.0,0.0,0.0,4,2,100,25,0.16666666666666666
-675.0,0.0,0.0,3,2,100,25,0.16666666666666666
-650.0,0.0,0.0,2,2,100,25,0.16666666666666666
-625.0,0.0,0.0,1,1,100,25,0.16666666666666666
-600.0,0.0,0.0,1,1,100,25,0.16666666666666666
-575.0,0.0,0.0,1,1,100,25,0.16666666666666666
-550.0,0.0,0.0,1,1,100,25,0.16666666666666666
-525.0,0.0,0.0,3,2,100,25,0.16666666666666666
-500.0,0.0,0.0,3,2,100,25,0.16666666666666666
-475.0,0.0,0.0,3,2,100,25,0.16666666666666666
-450.0,0.5,0.35294117647058826,3,2,100,25,0.16666666666666666
-425.0,1.0,1.0,2,1,100,25,0.16666666666666666
-400.0,1.0,1.0,3,1,100,25,0.16666666666666666
