game,original_item,item,onset,offset
1,NEGATIVE,NEGATIVE,13.9,14.7
1,3,3,14.7,15.3
1,PLUS,PLUS,28.5,29.1
1,3,3,30.7,31.2
1,NEGATIVE,NEGATIVE,37.4,38.5
1,3,3,39.7,40.1
1,PLUS,PLUS,48.5,48.8
1,1,1,48.8,48.9
1,PLUS,PLUS,52.3,52.6
1,8,8,52.6,52.9
1,NEGATIVE,NEGATIVE,55.3,55.7
1,7,7,58.7,59.4
2,PLUS,PLUS,1.8,2.4
2,2,2,2.4,2.8
2,PLUS,PLUS,8.1,8.7
2,3,3,8.7,9.8
2,PLUS,PLUS,12.6,12.9
2,2,2,12.9,13.1
2,MINUS,MINUS,17.6,18.8
2,2,2,20.9,21.1
2,MINUS,MINUS,28.6,29.2
2,1,1,29.2,29.9
2,MINUS,MINUS,35.5,35.8
2,8,8,35.8,36.0
3,PLUS,PLUS,1.7,2.6
3,7,7,2.6,2.7
3,MINUS,MINUS,6.1,6.7
3,1,1,6.7,6.9
3,MINUS,MINUS,10.4,10.9
3,9,9,10.9,11.1
3,PLUS,PLUS,29.9,30.6
3,9,9,34.2,34.4
3,PLUS,PLUS,37.1,37.4
3,6,6,37.4,37.7
3,MINUS,MINUS,42.2,42.5
3,1,1,42.5,42.8
4,MINUS,MINUS,15.3,17.1
4,6,6,18.2,18.6
4,MINUS,MINUS,22.1,22.7
4,8,8,22.7,23.0
4,PLUS,PLUS,26.2,27.3
4,4,4,27.3,27.7
4,PLUS,PLUS,31.2,31.7
4,6,6,31.7,31.9
4,PLUS,PLUS,35.0,35.3
4,3,3,35.3,35.6
4,PLUS,PLUS,38.7,39.0
4,1,1,39.0,39.2
5,MINUS,MINUS,14.7,15.2
5,1,1,15.2,15.4
5,+,+,20.8,21.5
5,9,9,21.5,21.6
5,MINUS,MINUS,24.4,25.0
5,6,6,25.0,25.1
5,PLUS,PLUS,27.5,27.7
5,8,8,27.7,28.1
5,PLUS,PLUS,30.6,31.8
5,2,2,31.8,32.2
5,MINUS,MINUS,39.7,40.1
5,6,6,40.1,40.4
6,PLUS,PLUS,7.4,7.4
6,8,8,7.4,8.3
6,PLUS,PLUS,14.3,15.1
6,8,8,15.1,15.5
6,MINUS,MINUS,18.1,18.8
6,3,3,18.8,19.0
6,MINUS,MINUS,24.7,25.4
6,3,3,25.4,25.6
6,MINUS,MINUS,27.6,28.5
6,8,8,28.5,28.8
6,MINUS,MINUS,31.8,32.4
6,1,1,32.4,32.7
7,PLUS,PLUS,1.7,2.5
7,6,6,2.5,2.7
7,PLUS,PLUS,7.9,8.2
7,1,1,8.2,8.4
7,PLUS,PLUS,11.2,11.5
7,2,2,12.1,12.4
7,PLUS,PLUS,20.3,20.7
7,1,1,20.7,20.8
7,MINUS,MINUS,23.7,24.1
7,9,9,24.1,24.3
7,MINUS,MINUS,28.8,29.8
7,3,3,29.8,30.4
