time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,9.0,9,fit,subject,10,1817,182,0.0002011618898868,0.0100027616958922,0.0004155634474857,2.0658159839291956,1.0,mu,-3130.2979036320257,-308.6898992767931,10000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,4.0,4,fit,subject,10,1796,203,0.0001953282929262,0.0100000656004319,0.0008349728988273,4.274715589422635,1.0,mu,-3019.911275236158,-346.0114713505571,5000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,6.0,6,fit,subject,10,1808,191,0.0001836172449036,0.0135657115182051,0.0001839446147722,1.001782892825506,1.0,mu,-3087.5128062347253,-332.144415542315,7000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,0.0,0,fit,subject,10,1782,217,0.000199952155739,0.0100000656004319,0.0003557047026987,1.7789490760126594,1.0,mu,-3013.6905066495783,-350.0054366981627,1000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,7.0,7,fit,subject,10,1811,188,0.0001998858518091,0.0125729012249363,0.0021783777950953,10.898108972593782,1.0,mu,-3082.472181772308,-321.0771157037712,8000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,1.0,1,fit,subject,10,1785,214,0.0001969089328244,0.0125175018636646,0.000251111602614,1.2752677037663576,1.0,mu,-3041.3315718360604,-359.27775686262294,2000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,3.0,3,fit,subject,10,1792,207,0.0001767971083315,0.0100013199250421,0.0040930671373858,23.151210876766743,1.0,mu,-3036.3587824671577,-328.8499945299162,4000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,8.0,8,fit,subject,10,1815,184,0.0001865626358317,0.0105425233461772,0.0006192356071432,3.319183417314884,1.0,mu,-3162.1663091730024,-316.6388673076329,9000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,2.0,2,fit,subject,10,1787,212,0.0001879794157583,0.0100012041337972,0.0006072562685762,3.230440237972198,1.0,mu,-3024.761394284115,-359.4689594571573,3000
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,5.0,5,fit,subject,10,1798,201,0.0001831166364244385,0.04411004124066625,0.0004860128846230223,2.654116491614192,1.0,mu,-3043.618511071582,-338.3380397917016,6000
