subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_center,is_relevant,fix_start,fix_end,fix_duration_bounded
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Animal_Sea_Solid_Small,0,0,1,2946977.0,2947398.0,421.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2947452.0,2947582.0,130.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Solid_Large,2,0,1,2950637.0,2950820.0,183.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2951661.0,2951815.0,154.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Sea_Solid_Small,3,0,1,2953304.0,2953435.0,131.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2953460.0,2953755.0,295.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Animal_Sea_Solid_Small,0,0,1,2953954.0,2954032.0,78.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,fixation,-1,1,0,2954041.0,2955026.0,985.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2955354.0,2955437.0,83.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,fixation,-1,1,0,2955463.0,2957076.0,1613.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Animal_Sea_Solid_Small,0,0,1,2957102.0,2957464.0,362.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2957481.0,2957657.0,176.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Animal_Sea_Solid_Small,0,0,1,2957673.0,2957939.0,266.0
119,choice,choice,1,1.0,Solid,1.0,11.335592957912011,Object_Land_Pattern_Large,1,0,0,2957979.0,2958038.0,59.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Land_Solid_Large,2,0,1,2960588.0,2960617.0,29.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Land_Pattern_Large,1,0,1,2961224.0,2961299.0,75.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Animal_Sea_Solid_Small,0,0,0,2961544.0,2962086.0,542.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Sea_Solid_Small,3,0,0,2962130.0,2962388.0,258.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Land_Pattern_Large,1,0,1,2962407.0,2962593.0,186.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,fixation,-1,1,0,2962622.0,2963204.0,582.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Land_Pattern_Large,1,0,1,2963647.0,2964130.0,483.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Animal_Sea_Solid_Small,0,0,0,2964150.0,2964611.0,461.0
119,choice,choice,2,1.0,Land,2.0,6.53906058287248,Object_Land_Pattern_Large,1,0,1,2964917.0,2967072.0,2155.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Animal_Sea_Pattern_Small,4,0,0,2970181.0,2970300.0,119.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Animal_Sea_Solid_Small,0,0,0,2970321.0,2970796.0,475.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Object_Land_Pattern_Large,1,0,1,2971136.0,2972873.0,1737.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Animal_Sea_Solid_Small,0,0,0,2972908.0,2973334.0,426.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Object_Land_Pattern_Large,1,0,1,2973623.0,2974476.0,853.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Animal_Sea_Solid_Small,0,0,0,2974657.0,2975310.0,653.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Object_Land_Pattern_Large,1,0,1,2975374.0,2975415.0,41.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Animal_Sea_Solid_Small,0,0,0,2976178.0,2977277.0,1099.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Object_Land_Pattern_Large,1,0,1,2978276.0,2979651.0,1375.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,fixation,-1,1,0,2980543.0,2982200.0,1657.0
119,choice,choice,3,1.0,Object,2.0,13.0729735000059,Object_Land_Pattern_Large,1,0,1,2982955.0,2983006.0,51.0
119,choice,choice,4,1.0,Small,1.0,2.241690833121538,Object_Land_Pattern_Large,1,0,0,2986488.0,2986601.0,113.0
119,choice,choice,5,1.0,Animal,1.0,5.565580290975049,Object_Land_Pattern_Large,1,0,0,2993273.0,2993556.0,283.0
119,choice,choice,5,1.0,Animal,1.0,5.565580290975049,Object_Land_Solid_Large,2,0,0,2993645.0,2993809.0,164.0
119,choice,choice,5,1.0,Animal,1.0,5.565580290975049,fixation,-1,1,0,2993865.0,2994963.0,1098.0
