game,original_item,item,onset,offset
1,CRAB,Animal_Sea_Solid_Small,2.6,2.9
1,HOUSE,Object_Land_Pattern_Large,2.9,4.1
1,COUCH,Object_Land_Solid_Large,5.1,5.7
2,SAILBOAT,Object_Sea_Pattern_Large,9.6,11.5
2,FLOATIES,Object_Sea_Pattern_Small,27.6,28.6
2,SNORKEL,Object_Sea_Solid_Small,36.0,36.7
2,BOWTIE,Object_Land_Solid_Small,36.7,37.9
2,LION,Animal_Land_Solid_Large,37.9,38.9
2,BIRD,Animal_Land_Solid_Small,38.9,40.1
3,FISH,Animal_Sea_Pattern_Small,2.5,3.5
3,HOUSE,Object_Land_Pattern_Large,3.5,4.7
3,COUCH,Object_Land_Solid_Large,6.9,7.6
4,HOUSE,Object_Land_Pattern_Large,3.8,4.8
4,COUCH,Object_Land_Solid_Large,4.8,5.4
4,FISH,Animal_Sea_Pattern_Small,5.4,6.1
4,CRAB,Animal_Sea_Solid_Small,6.1,7.0
4,SNORKEL,Object_Sea_Solid_Small,8.7,9.6
5,BOWTIE,Object_Land_Solid_Small,1.9,3.5
5,WHALE,Animal_Sea_Pattern_Large,4.2,5.2
5,ZEBRA,Animal_Land_Pattern_Large,6.3,7.5
5,FLOATIES,Object_Sea_Pattern_Small,12.9,13.7
6,HAT,Object_Land_Pattern_Small,2.0,3.2
6,SEAL,Animal_Sea_Solid_Large,3.2,3.6
7,BOWTIE,Object_Land_Solid_Small,2.1,3.5
7,FLOATIES,Object_Sea_Pattern_Small,3.5,4.8
7,BIRD,Animal_Land_Solid_Small,5.4,6.2
7,WHALE,Animal_Sea_Pattern_Large,8.7,9.5
7,LION,Animal_Land_Solid_Large,12.2,13.1
