game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Sea_Solid_Small,2600,2900,300,pre_recall,9,7,0,7,0,2,0.0,1.0,1247.0,1120.0,0.0,1120.0,0.0,127.0,0.0,1.0
1,Animal_Sea_Solid_Small,2600,2900,300,during_recall,1,1,0,1,0,0,0.0,1.0,146.0,146.0,0.0,146.0,0.0,0.0,0.0,1.0
1,Object_Land_Pattern_Large,2900,4100,1200,pre_recall,9,7,7,0,0,2,1.0,0.0,1247.0,1120.0,1120.0,0.0,0.0,127.0,1.0,0.0
1,Object_Land_Pattern_Large,2900,4100,1200,during_recall,1,1,1,0,0,0,1.0,0.0,648.0,648.0,648.0,0.0,0.0,0.0,1.0,0.0
1,Object_Land_Solid_Large,5100,5700,600,pre_recall,4,3,0,3,0,1,0.0,1.0,685.0,637.0,0.0,637.0,0.0,48.0,0.0,1.0
1,Object_Land_Solid_Large,5100,5700,600,during_recall,1,1,0,1,0,0,0.0,1.0,428.0,428.0,0.0,428.0,0.0,0.0,0.0,1.0
2,Object_Sea_Pattern_Large,9600,11500,1900,pre_recall,13,1,1,0,0,12,1.0,0.0,1888.0,12.0,12.0,0.0,0.0,1876.0,1.0,0.0
2,Object_Sea_Pattern_Large,9600,11500,1900,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Sea_Pattern_Small,27600,28600,1000,pre_recall,4,0,0,0,0,4,0.0,0.0,641.0,0.0,0.0,0.0,0.0,641.0,0.0,0.0
2,Object_Sea_Pattern_Small,27600,28600,1000,during_recall,3,0,0,0,0,3,0.0,0.0,877.0,0.0,0.0,0.0,0.0,877.0,0.0,0.0
2,Object_Land_Solid_Small,36700,37900,1200,pre_recall,4,4,1,3,0,0,0.25,0.75,1634.0,1634.0,384.0,1250.0,0.0,0.0,0.2350061199510404,0.7649938800489596
2,Object_Land_Solid_Small,36700,37900,1200,during_recall,1,1,0,1,0,0,0.0,1.0,167.0,167.0,0.0,167.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Large,37900,38900,1000,pre_recall,2,2,0,2,0,0,0.0,1.0,904.0,904.0,0.0,904.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Large,37900,38900,1000,during_recall,2,2,0,2,0,0,0.0,1.0,334.0,334.0,0.0,334.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Small,38900,40100,1200,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Solid_Small,38900,40100,1200,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Sea_Pattern_Small,2500,3500,1000,pre_recall,6,5,0,5,0,1,0.0,1.0,2473.0,2069.0,0.0,2069.0,0.0,404.0,0.0,1.0
3,Animal_Sea_Pattern_Small,2500,3500,1000,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Land_Pattern_Large,3500,4700,1200,pre_recall,5,4,4,0,0,1,1.0,0.0,2421.0,2017.0,2017.0,0.0,0.0,404.0,1.0,0.0
3,Object_Land_Pattern_Large,3500,4700,1200,during_recall,1,1,1,0,0,0,1.0,0.0,426.0,426.0,426.0,0.0,0.0,0.0,1.0,0.0
3,Object_Land_Solid_Large,6900,7600,700,pre_recall,4,3,0,3,0,1,0.0,1.0,2136.0,1519.0,0.0,1519.0,0.0,617.0,0.0,1.0
3,Object_Land_Solid_Large,6900,7600,700,during_recall,2,0,0,0,0,2,0.0,0.0,246.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0
4,Object_Land_Pattern_Large,3800,4800,1000,pre_recall,7,4,4,0,1,2,1.0,0.0,1889.0,1016.0,1016.0,0.0,203.0,670.0,1.0,0.0
