time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,6.0,6,fit,subject,10,1808,191,0.0001932331341754,0.0100027616958922,0.0004108015247979,2.125937285811996,1.0,mu,-3093.166955361295,-331.0498990548519,7003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,3.0,3,fit,subject,10,1792,207,0.0001853456639677,0.0116787966454422,0.0006824897358165,3.6822535861170858,1.0,mu,-3033.271502587817,-326.7290156456453,4003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,1.0,1,fit,subject,10,1785,214,0.0001693924630643,0.0100000094395046,0.0041634599459675,24.578779189168753,1.0,mu,-3044.3694850906686,-358.181302846512,2003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,4.0,4,fit,subject,10,1796,203,0.000186816095543,0.0144661776959846,0.0001868736889517,1.0003082893284465,1.0,mu,-3021.8255166718363,-345.49058464105786,5003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,9.0,9,fit,subject,10,1817,182,0.0001773886030939,0.0138013059250885,0.0039476168673091,22.25406141350317,1.0,mu,-3132.52557002229,-306.00097887714327,10003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,7.0,7,fit,subject,10,1811,188,0.0001838091817541,0.0114204118863663,0.0031192583745868,16.970090094619117,1.0,mu,-3072.5161948158316,-323.9017156168535,8003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,0.0,0,fit,subject,10,1782,217,0.0001864467371802,0.014932726169592,0.0020792688572617,11.152079616453245,1.0,mu,-3009.4680263461864,-349.1516468002481,1003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,5.0,5,fit,subject,10,1798,201,0.0001755851488735,0.010000000002827,0.0038800857015558,22.09802894178885,1.0,mu,-3039.994523659217,-339.9740238346697,6003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,2.0,2,fit,subject,10,1787,212,0.0002098998228286,0.0553725969116261,0.0024197473940471,11.528105938529947,1.0,mu,-3029.0771159060932,-359.43009497510104,3003
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,8.0,8,fit,subject,10,1815,184,0.00019899853681869202,0.022455758286506235,0.0008545912713351979,4.294460074919133,1.0,mu,-3157.3749974506104,-316.879339672553,9003
