game,original_item,item,onset,offset
1,PLUS,PLUS,5.6,6.4
1,2,2,6.4,6.6
1,MINUS,MINUS,17.6,19.0
1,1,1,19.0,19.7
1,PLUS,PLUS,24.4,25.0
1,2,2,25.0,25.1
1,MINUS,MINUS,29.2,30.0
1,3,3,30.0,30.3
1,MINUS,MINUS,33.4,34.0
1,8,8,34.0,34.2
1,PLUS,PLUS,38.5,38.8
1,8,8,38.8,39.2
2,MINUS,MINUS,4.7,6.1
2,2,2,8.4,9.8
2,MINUS,MINUS,15.1,16.0
2,7,7,16.0,16.1
2,PLUS,PLUS,21.0,21.5
2,1,1,23.1,23.3
2,PLUS,PLUS,28.4,29.0
2,7,7,29.0,29.4
2,PLUS,PLUS,36.9,37.3
2,3,3,37.3,37.8
2,PLUS,PLUS,41.9,42.4
2,9,9,43.3,44.1
3,PLUS,PLUS,3.6,5.0
3,3,3,5.0,5.3
3,PLUS,PLUS,14.2,15.4
3,2,2,20.6,21.2
3,PLUS,PLUS,24.8,25.9
3,9,9,25.9,26.1
3,MINUS,MINUS,29.6,30.2
3,6,6,30.2,30.7
3,PLUS,PLUS,33.5,34.2
3,2,2,34.2,34.2
3,MINUS,MINUS,37.9,38.4
3,6,6,38.4,38.7
4,PLUS,PLUS,2.0,2.7
4,3,3,2.7,3.0
4,MINUS,MINUS,7.8,8.7
4,9,9,8.7,8.9
4,PLUS,PLUS,11.6,12.7
4,3,3,12.7,12.8
4,MINUS,MINUS,17.5,19.3
4,9,9,19.3,19.4
4,PLUS,PLUS,23.6,24.0
4,4,4,24.0,24.5
4,PLUS,PLUS,29.1,29.4
4,9,9,29.4,29.6
5,PLUS,PLUS,4.3,5.5
5,1,1,5.5,5.7
5,MINUS,MINUS,19.7,20.8
5,3,3,20.8,20.9
5,PLUS,PLUS,24.9,25.8
5,1,1,29.1,29.3
5,PLUS,PLUS,32.4,33.0
5,7,7,33.0,33.2
5,MINUS,MINUS,37.1,37.7
5,7,7,37.7,38.2
5,PLUS,PLUS,41.7,42.2
5,1,1,42.2,42.3
6,+,+,3.2,4.1
6,5,5,4.1,4.3
6,MINUS,MINUS,8.3,9.4
6,4,4,9.4,9.8
6,MINUS,MINUS,17.7,18.5
6,4,4,18.5,18.8
6,+,+,23.2,24.0
6,6,6,24.0,24.1
6,MINUS,MINUS,28.2,29.0
6,3,3,29.0,29.5
6,MINUS,MINUS,37.4,38.2
6,4,4,38.2,38.4
7,MINUS,MINUS,0.5,2.3
7,8,8,2.3,2.6
7,MINUS,MINUS,6.5,7.0
7,8,8,7.0,7.2
7,PLUS,PLUS,12.4,13.0
7,2,2,13.0,13.1
7,PLUS,PLUS,16.5,17.2
7,2,2,17.2,17.4
7,PLUS,PLUS,20.3,20.7
7,1,1,20.7,20.9
7,PLUS,PLUS,25.7,26.2
7,5,5,26.2,26.6
