time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,1.0,1.0,4,1,100,25,0.16666666666666666
-2925.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2900.0,1.0,1.0,6,1,100,25,0.16666666666666666
-2875.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2850.0,,,5,0,100,25,0.16666666666666666
-2825.0,0.0,0.0,5,1,100,25,0.16666666666666666
-2800.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2775.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2750.0,0.3333333333333333,0.47580645161290325,5,3,100,25,0.16666666666666666
-2725.0,0.5,0.5728155339805825,4,2,100,25,0.16666666666666666
-2700.0,0.3333333333333333,0.20068027210884354,5,3,100,25,0.16666666666666666
-2675.0,0.3333333333333333,0.20068027210884354,5,3,100,25,0.16666666666666666
-2650.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2625.0,0.5,0.5707865168539326,5,2,100,25,0.16666666666666666
-2600.0,1.0,1.0,3,1,100,25,0.16666666666666666
-2575.0,1.0,1.0,3,2,100,25,0.16666666666666666
-2550.0,1.0,1.0,3,2,100,25,0.16666666666666666
-2525.0,1.0,1.0,3,1,100,25,0.16666666666666666
-2500.0,1.0,1.0,3,1,100,25,0.16666666666666666
-2475.0,,,3,0,100,25,0.16666666666666666
-2450.0,1.0,1.0,4,1,100,25,0.16666666666666666
-2425.0,0.5,0.5530546623794212,4,2,100,25,0.16666666666666666
-2400.0,0.5,0.5530546623794212,5,2,100,25,0.16666666666666666
-2375.0,0.5,0.5530546623794212,4,2,100,25,0.16666666666666666
-2350.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2325.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2300.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2275.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2250.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2225.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2200.0,0.0,0.0,5,2,100,25,0.16666666666666666
-2175.0,0.0,0.0,7,2,100,25,0.16666666666666666
-2150.0,0.0,0.0,7,1,100,25,0.16666666666666666
-2125.0,,,6,0,100,25,0.16666666666666666
-2100.0,,,5,0,100,25,0.16666666666666666
-2075.0,,,3,0,100,25,0.16666666666666666
-2050.0,,,2,0,100,25,0.16666666666666666
-2025.0,,,3,0,100,25,0.16666666666666666
-2000.0,1.0,1.0,3,1,100,25,0.16666666666666666
-1975.0,0.5,0.07422680412371134,4,2,100,25,0.16666666666666666
-1950.0,0.25,0.04477611940298507,7,4,100,25,0.16666666666666666
-1925.0,0.25,0.04477611940298507,6,4,100,25,0.16666666666666666
-1900.0,0.0,0.0,5,3,100,25,0.16666666666666666
-1875.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1850.0,,,1,0,100,25,0.16666666666666666
-1825.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1800.0,0.5,0.5,4,2,100,25,0.16666666666666666
-1775.0,0.3333333333333333,0.04719101123595506,5,3,100,25,0.16666666666666666
-1750.0,0.25,0.041666666666666664,8,4,100,25,0.16666666666666666
-1725.0,0.3333333333333333,0.043478260869565216,8,3,100,25,0.16666666666666666
-1700.0,0.0,0.0,6,2,100,25,0.16666666666666666
-1675.0,0.0,0.0,5,1,100,25,0.16666666666666666
-1650.0,,,2,0,100,25,0.16666666666666666
-1625.0,,,4,0,100,25,0.16666666666666666
-1600.0,,,3,0,100,25,0.16666666666666666
-1575.0,,,3,0,100,25,0.16666666666666666
-1550.0,,,4,0,100,25,0.16666666666666666
-1525.0,1.0,1.0,4,1,100,25,0.16666666666666666
-1500.0,1.0,1.0,4,1,100,25,0.16666666666666666
-1475.0,0.5,0.5776805251641138,7,2,100,25,0.16666666666666666
-1450.0,0.5,0.5776805251641138,6,2,100,25,0.16666666666666666
-1425.0,0.0,0.0,4,1,100,25,0.16666666666666666
-1400.0,0.0,0.0,4,1,100,25,0.16666666666666666
-1375.0,1.0,1.0,2,1,100,25,0.16666666666666666
-1350.0,0.5,0.3169129720853859,3,2,100,25,0.16666666666666666
-1325.0,0.3333333333333333,0.223121387283237,5,3,100,25,0.16666666666666666
-1300.0,0.3333333333333333,0.223121387283237,5,3,100,25,0.16666666666666666
-1275.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1250.0,0.0,0.0,6,3,100,25,0.16666666666666666
-1225.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1200.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1175.0,0.0,0.0,6,2,100,25,0.16666666666666666
-1150.0,0.0,0.0,5,1,100,25,0.16666666666666666
-1125.0,0.0,0.0,5,1,100,25,0.16666666666666666
-1100.0,0.0,0.0,7,1,100,25,0.16666666666666666
-1075.0,0.0,0.0,6,1,100,25,0.16666666666666666
-1050.0,,,5,0,100,25,0.16666666666666666
-1025.0,,,4,0,100,25,0.16666666666666666
-1000.0,1.0,1.0,5,1,100,25,0.16666666666666666
-975.0,1.0,1.0,4,1,100,25,0.16666666666666666
-950.0,1.0,1.0,6,1,100,25,0.16666666666666666
-925.0,0.5,0.2722063037249284,8,2,100,25,0.16666666666666666
-900.0,0.3333333333333333,0.6198257080610022,8,3,100,25,0.16666666666666666
-875.0,0.3333333333333333,0.6198257080610022,10,3,100,25,0.16666666666666666
-850.0,0.3333333333333333,0.6198257080610022,9,3,100,25,0.16666666666666666
-825.0,0.5,0.8569277108433735,9,2,100,25,0.16666666666666666
-800.0,0.0,0.0,7,1,100,25,0.16666666666666666
-775.0,0.0,0.0,6,1,100,25,0.16666666666666666
-750.0,0.0,0.0,4,1,100,25,0.16666666666666666
-725.0,0.0,0.0,4,2,100,25,0.16666666666666666
-700.0,0.0,0.0,4,1,100,25,0.16666666666666666
-675.0,0.0,0.0,4,1,100,25,0.16666666666666666
-650.0,0.5,0.24043715846994534,5,2,100,25,0.16666666666666666
-625.0,0.5,0.21674876847290642,4,2,100,25,0.16666666666666666
-600.0,0.3333333333333333,0.1116751269035533,4,3,100,25,0.16666666666666666
-575.0,0.3333333333333333,0.1116751269035533,4,3,100,25,0.16666666666666666
-550.0,0.0,0.0,3,2,100,25,0.16666666666666666
-525.0,0.0,0.0,2,1,100,25,0.16666666666666666
-500.0,,,2,0,100,25,0.16666666666666666
-475.0,,,2,0,100,25,0.16666666666666666
-450.0,,,4,0,100,25,0.16666666666666666
-425.0,,,4,0,100,25,0.16666666666666666
-400.0,,,3,0,100,25,0.16666666666666666
-375.0,,,3,0,100,25,0.16666666666666666
-350.0,,,1,0,100,25,0.16666666666666666
-325.0,,,5,0,100,25,0.16666666666666666
-300.0,0.0,0.0,6,1,100,25,0.16666666666666666
-275.0,0.0,0.0,7,1,100,25,0.16666666666666666
-250.0,0.0,0.0,10,2,100,25,0.16666666666666666
-225.0,0.0,0.0,8,2,100,25,0.16666666666666666
-200.0,0.0,0.0,7,1,100,25,0.16666666666666666
-175.0,0.0,0.0,5,1,100,25,0.16666666666666666
-150.0,0.0,0.0,3,1,100,25,0.16666666666666666
-125.0,0.0,0.0,1,1,100,25,0.16666666666666666
-100.0,0.0,0.0,4,1,100,25,0.16666666666666666
-75.0,0.0,0.0,4,1,100,25,0.16666666666666666
-50.0,,,3,0,100,25,0.16666666666666666
-25.0,,,5,0,100,25,0.16666666666666666
0.0,,,3,0,100,25,0.16666666666666666
25.0,0.0,0.0,6,2,100,25,0.16666666666666666
50.0,0.0,0.0,7,3,100,25,0.16666666666666666
75.0,0.0,0.0,6,3,100,25,0.16666666666666666
100.0,0.0,0.0,5,3,100,25,0.16666666666666666
125.0,0.5,0.7298850574712644,3,2,100,25,0.16666666666666666
150.0,0.5,0.635,5,2,100,25,0.16666666666666666
175.0,0.5,0.635,5,2,100,25,0.16666666666666666
200.0,0.3333333333333333,0.11189427312775331,7,3,100,25,0.16666666666666666
225.0,0.0,0.0,7,3,100,25,0.16666666666666666
250.0,0.0,0.0,6,2,100,25,0.16666666666666666
275.0,0.0,0.0,7,2,100,25,0.16666666666666666
300.0,0.0,0.0,6,1,100,25,0.16666666666666666
325.0,,,6,0,100,25,0.16666666666666666
350.0,,,4,0,100,25,0.16666666666666666
375.0,,,2,0,100,25,0.16666666666666666
400.0,0.0,0.0,6,2,100,25,0.16666666666666666
425.0,0.0,0.0,6,2,100,25,0.16666666666666666
450.0,0.0,0.0,7,2,100,25,0.16666666666666666
475.0,0.0,0.0,9,3,100,25,0.16666666666666666
500.0,0.0,0.0,5,2,100,25,0.16666666666666666
525.0,0.0,0.0,8,2,100,25,0.16666666666666666
550.0,0.0,0.0,9,2,100,25,0.16666666666666666
575.0,0.0,0.0,8,2,100,25,0.16666666666666666
600.0,0.0,0.0,9,2,100,25,0.16666666666666666
625.0,0.0,0.0,8,2,100,25,0.16666666666666666
650.0,0.0,0.0,7,2,100,25,0.16666666666666666
675.0,0.0,0.0,9,1,100,25,0.16666666666666666
700.0,,,8,0,100,25,0.16666666666666666
