subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_center,is_relevant,fix_start,fix_end,fix_duration_bounded
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10500006.0,10500229.0,223.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,fixation,-1,1,0,10500254.0,10500481.0,227.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10500527.0,10500868.0,341.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Animal_Land_Solid_Small,1,0,1,10500890.0,10501007.0,117.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,fixation,-1,1,0,10501164.0,10501520.0,356.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10501544.0,10501732.0,188.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,fixation,-1,1,0,10501755.0,10502045.0,290.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10502089.0,10502458.0,369.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Animal_Sea_Solid_Small,2,0,1,10502672.0,10503084.0,412.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10503150.0,10503359.0,209.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,fixation,-1,1,0,10503385.0,10504033.0,648.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10504289.0,10504569.0,280.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Animal_Land_Solid_Small,1,0,1,10505639.0,10506204.0,565.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Land_Pattern_Large,0,0,0,10506236.0,10507142.0,906.0
124,choice,choice,1,1.0,Animal,2.0,13.124133249977604,Object_Sea_Solid_Large,3,0,0,10507437.0,10507850.0,413.0
