game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Solid_Large,2700,4400,1700,pre_recall,6,4,0,4,1,1,0.0,1.0,1727.0,1173.0,0.0,1173.0,307.0,247.0,0.0,1.0
1,Animal_Land_Solid_Large,2700,4400,1700,during_recall,2,0,0,0,1,1,0.0,0.0,729.0,0.0,0.0,0.0,226.0,503.0,0.0,0.0
1,Object_Sea_Solid_Small,4400,5000,600,pre_recall,4,2,1,1,1,1,0.5,0.5,760.0,206.0,148.0,58.0,307.0,247.0,0.7184466019417476,0.2815533980582524
1,Object_Sea_Solid_Small,4400,5000,600,during_recall,1,1,0,1,0,0,0.0,1.0,206.0,206.0,0.0,206.0,0.0,0.0,0.0,1.0
1,Animal_Land_Pattern_Large,5000,6500,1500,pre_recall,3,2,1,1,0,1,0.5,0.5,453.0,206.0,58.0,148.0,0.0,247.0,0.2815533980582524,0.7184466019417476
1,Animal_Land_Pattern_Large,5000,6500,1500,during_recall,2,0,0,0,0,2,0.0,0.0,569.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0
1,Animal_Sea_Solid_Small,6500,7500,1000,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Sea_Solid_Small,6500,7500,1000,during_recall,2,0,0,0,0,2,0.0,0.0,850.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0
2,Object_Sea_Pattern_Small,3100,4100,1000,pre_recall,6,1,0,1,1,4,0.0,1.0,2073.0,303.0,0.0,303.0,814.0,956.0,0.0,1.0
2,Object_Sea_Pattern_Small,3100,4100,1000,during_recall,1,0,0,0,0,1,0.0,0.0,402.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0
2,Animal_Sea_Solid_Large,4100,5400,1300,pre_recall,5,1,0,1,0,4,0.0,1.0,1259.0,303.0,0.0,303.0,0.0,956.0,0.0,1.0
2,Animal_Sea_Solid_Large,4100,5400,1300,during_recall,2,0,0,0,0,2,0.0,0.0,698.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0
2,Object_Sea_Solid_Large,5400,6400,1000,pre_recall,2,0,0,0,0,2,0.0,0.0,554.0,0.0,0.0,0.0,0.0,554.0,0.0,0.0
2,Object_Sea_Solid_Large,5400,6400,1000,during_recall,2,1,0,1,0,1,0.0,1.0,503.0,241.0,0.0,241.0,0.0,262.0,0.0,1.0
2,Animal_Land_Solid_Small,6400,7800,1400,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Solid_Small,6400,7800,1400,during_recall,1,0,0,0,0,1,0.0,0.0,289.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0
2,Object_Land_Pattern_Large,7800,8500,700,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Pattern_Large,7800,8500,700,during_recall,2,1,1,0,0,1,1.0,0.0,469.0,253.0,253.0,0.0,0.0,216.0,1.0,0.0
3,Object_Land_Pattern_Large,2300,3600,1300,pre_recall,4,1,0,1,3,0,0.0,1.0,941.0,59.0,0.0,59.0,882.0,0.0,0.0,1.0
3,Object_Land_Pattern_Large,2300,3600,1300,during_recall,1,0,0,0,1,0,0.0,0.0,520.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0
3,Object_Land_Solid_Small,3600,4400,800,pre_recall,3,1,1,0,2,0,1.0,0.0,845.0,59.0,59.0,0.0,786.0,0.0,1.0,0.0
