game,original_item,item,onset,offset
1,PLUS,PLUS,1.7,2.6
1,2,2,2.6,2.8
1,MINUS,MINUS,6.2,7.1
1,2,2,7.1,7.2
1,PLUS,PLUS,11.4,12.0
1,1,1,12.0,12.2
1,PLUS,PLUS,15.9,16.7
1,7,7,19.6,19.7
1,MINUS,MINUS,24.7,25.2
1,2,2,25.2,25.7
1,MINUS,MINUS,28.9,29.3
1,7,7,29.3,29.7
2,PLUS,PLUS,2.6,3.4
2,2,2,3.4,3.6
2,PLUS,PLUS,8.5,9.2
2,9,9,9.2,10.1
2,MINUS,MINUS,12.7,13.5
2,2,2,13.5,13.6
2,MINUS,MINUS,16.8,17.2
2,2,2,17.2,17.6
2,MINUS,MINUS,21.4,21.8
2,7,7,21.8,22.1
2,PLUS,PLUS,26.4,27.0
2,2,2,27.0,27.1
3,MINUS,MINUS,1.3,2.0
3,7,7,2.0,2.2
3,PLUS,PLUS,5.3,5.9
3,2,2,5.9,6.0
3,MINUS,MINUS,8.2,9.2
3,7,7,9.2,9.4
3,PLUS,PLUS,13.3,14.3
3,2,2,13.3,14.3
3,PLUS,PLUS,16.5,17.0
3,1,1,17.0,17.3
3,MINUS,MINUS,21.4,22.0
3,7,7,22.0,22.3
4,MINUS,MINUS,3.7,4.5
4,2,2,4.5,4.7
4,PLUS,PLUS,8.9,9.5
4,2,2,9.5,9.7
4,MINUS,MINUS,12.9,13.7
4,7,7,13.7,13.9
4,MINUS,MINUS,17.6,18.1
4,2,2,18.1,18.5
4,MINUS,MINUS,22.0,22.4
4,2,2,22.4,22.7
4,PLUS,PLUS,25.8,26.3
4,9,9,26.3,26.4
5,PLUS,PLUS,3.5,4.2
5,2,2,4.2,4.4
5,MINUS,MINUS,6.9,7.7
5,9,9,7.7,8.0
5,PLUS,PLUS,12.0,12.7
5,2,2,12.7,13.0
5,PLUS,PLUS,15.2,15.5
5,2,2,15.5,15.9
5,MINUS,MINUS,17.6,18.5
5,5,5,18.5,18.6
5,PLUS,PLUS,21.8,22.2
5,3,3,22.2,22.5
6,MINUS,MINUS,1.6,2.5
6,5,5,2.5,2.6
6,PLUS,PLUS,7.8,7.8
6,2,2,7.8,8.3
6,PLUS,PLUS,11.1,11.7
6,5,5,11.7,11.9
6,MINUS,MINUS,15.0,15.7
6,5,5,15.7,15.8
6,PLUS,PLUS,20.4,21.1
6,2,2,21.1,21.1
6,PLUS,PLUS,24.5,25.1
6,5,5,25.1,25.2
7,PLUS,PLUS,1.8,2.6
7,2,2,2.6,2.7
7,MINUS,MINUS,5.7,6.4
7,2,2,6.4,6.5
7,MINUS,MINUS,9.0,9.8
7,3,3,9.8,10.8
7,MINUS,MINUS,15.4,16.1
7,2,2,16.1,16.2
7,PLUS,PLUS,18.2,18.7
7,9,9,18.7,19.4
7,PLUS,PLUS,21.6,22.0
7,6,6,22.0,22.6
