combo,rep,seed_fit,seed_sim,noise_param,d_true,theta_true,sigma_true,mu_true,d_hat,theta_hat,sigma_hat,mu_hat,d_true_per_s,sigma_true_per_s,d_hat_per_s,sigma_hat_per_s,fit_fval,elapsed_s,hit_d_min,hit_d_max,hit_theta_min,hit_theta_max,hit_sigma_min,hit_sigma_max
192,1,1920224,1921223,mu,0.0006937411563404,0.5731976531764735,0.0157088712734626,22.643706705146016,0.0007198074960477,0.5525413930671694,0.0145161958245479,20.166775011726113,0.6937411563404784,0.496758126945317,0.7198074960477049,0.4590424176659764,4100.802249751585,192.8952169418335,0,0,0,0,0,0
161,1,1610224,1611223,mu,1.8612782732217706e-05,0.0440677185243728,0.0004109219702887,22.077406489972283,1.8267867974184795e-05,0.0285665057010473,0.0005674099550358,31.060546082205043,0.0186127827322177,0.0129944936671635,0.0182678679741847,0.0179430782496686,3550.2687418234714,3841.0234937667847,0,0,0,0,0,0
193,1,1930224,1931223,mu,0.0003803056316263,0.4726337206125516,0.0028760943334431,7.562586757245208,0.0003737068082681,0.4620782948514397,0.0019160729124249,5.127209004578442,0.3803056316263383,0.0909500885918404,0.3737068082681864,0.0605915456621507,4297.461675467324,429.1049191951752,0,0,0,0,0,0
194,1,1940224,1941223,mu,0.0005235572468868,0.476637161011896,0.0061977222802765,11.837716538410174,0.0004890173072747,0.4942892259586026,0.0104793141156169,21.42933176336069,0.5235572468868178,0.1959891871084646,0.489017307274799,0.3313850092170268,4223.841290419941,142.9900369644165,0,0,0,0,0,0
191,1,1910224,1911223,mu,7.63175098923436e-05,0.1648989888506017,0.0007879599065129,10.324759123096328,7.663809482160534e-05,0.1418384636148023,0.000127050473294,1.6577979083357102,0.0763175098923436,0.0249174800947432,0.0766380948216053,0.0040176887341172,4167.854679330845,964.7036979198456,0,0,0,0,0,0
188,1,1880224,1881223,mu,4.239170400269283e-05,0.7287016521925507,0.0036470492853997,86.0321464116669,3.882173081297682e-05,0.8011194390315175,0.0038807079710404,99.96226056318017,0.0423917040026928,0.1153298248075257,0.0388217308129768,0.122718761224585,4683.390391447548,1394.1395971775055,0,0,0,0,0,1
187,1,1870224,1871223,mu,3.380610196210345e-05,0.2350230512397008,5.8491843305592234e-05,1.7302155501737952,3.448129056752529e-05,0.2020233569728218,0.0001114451510004,3.232046978699191,0.0338061019621034,0.0018496744938734,0.0344812905675252,0.0035242051134271,4414.735798849208,1465.333173036575,0,0,0,0,0,0
190,1,1900224,1901223,mu,6.32580300473904e-05,0.8738183165082792,0.0002883647547918,4.558547817183118,6.408119382079123e-05,0.8735989776034813,0.0001004297287416,1.5672262446062972,0.0632580300473903,0.0091188942205815,0.0640811938207912,0.0031758668761648,4709.600795893794,1323.7376608848572,0,0,0,0,0,0
165,1,1650224,1651223,mu,1.7224767974209233e-05,0.7747646041402578,0.0001169476942042,6.789507665898347,1.7234982554145577e-05,0.775808778888719,9.608506545443816e-05,5.57500218828632,0.0172247679742092,0.0036982108079018,0.0172349825541455,0.0030384765596238,4175.243995599206,4315.831728935242,0,0,0,0,0,0
182,1,1820224,1821223,mu,2.741732338493488e-05,0.784006255888883,4.691506318529365e-05,1.7111467274399323,2.717865662456155e-05,0.7912567486239542,0.0006081195519309,22.37489366495885,0.0274173233849348,0.0014835845623624,0.0271786566245615,0.0192304287378298,4716.825643907133,2214.126864671707,0,0,0,0,0,0
201,1,2010224,2011223,mu,0.0003587136480435,0.525339288596215,0.0018866060646921,5.2593651648940805,0.0003594914604916,0.4834408338648294,0.001010702398159,2.8114781830331887,0.3587136480435141,0.0596597221191411,0.3594914604916727,0.0319612161477705,4426.879122821968,326.37071108818054,0,0,0,0,0,0
184,1,1840224,1841223,mu,3.083997104764575e-05,0.4667977829926409,0.0003888714241927,12.609331688152388,3.0196471329233614e-05,0.4744578456191198,0.000357653915483,11.84422880354132,0.0308399710476457,0.0122971941740269,0.0301964713292336,0.0113100098700369,4524.678646208777,2314.0310759544373,0,0,0,0,0,0
195,1,1950224,1951223,mu,8.64397352144635e-05,0.7503369516992283,0.0008973285683599,10.38097312692592,7.673374203565972e-05,0.8714339138408725,0.0022170318570981,28.892528870386936,0.0864397352144635,0.028376020855555,0.0767337420356597,0.07010870313583,4754.391800293113,1324.139058828354,0,0,0,0,0,0
197,1,1970224,1971223,mu,1.352937183839695e-05,0.6913657975002735,4.948613050789084e-05,3.657681309892528,1.3894058009677971e-05,0.6829312672573549,2.12688243275952e-05,1.5307856288479793,0.0135293718383969,0.0015648888499328,0.0138940580096779,0.000672579280292,3883.489092676845,1382.1452989578247,0,0,0,0,0,0
196,1,1960224,1961223,mu,2.660768849376437e-05,0.4163856967922689,0.0005582622394125,20.98123779310502,2.7300434782293088e-05,0.4435798092385494,5.0773874855292454e-05,1.8598192761466243,0.0266076884937643,0.0176538020820982,0.027300434782293,0.0016056109017507,4404.303786496825,1594.630322933197,0,0,0,0,0,0
204,1,2040224,2041223,mu,8.246564686370265e-05,0.6299935625922444,0.0001211957642679,1.4696515322099832,6.978796992007241e-05,0.7243406962619982,0.0030020797776304,43.017152971618835,0.0824656468637026,0.003832546578515,0.0697879699200724,0.0949340981484415,4744.073587160003,792.2650990486145,0,0,0,0,0,0
185,1,1850224,1851223,mu,1.4677565746293302e-05,0.1881137495078963,6.258670810886239e-05,4.2641068138065155,1.494741830843416e-05,0.1616627558248758,2.92454955668684e-05,1.9565583141783405,0.0146775657462933,0.0019791654887613,0.0149474183084341,0.0009248237729166,3510.555109137948,3124.8347251415253,0,0,0,0,0,0
208,1,2080224,2081223,mu,0.0005066508346511,0.1907470293408249,0.0019648122787416,3.8780401498686743,0.0005164652576196,0.1696432275176288,0.0013172113890776,2.5504356191326867,0.5066508346511429,0.0621328197548911,0.5164652576196275,0.0416538814939957,3870.313599730514,210.53654408454895,0,0,0,0,0,0
209,1,2090224,2091223,mu,0.0009730710442784,0.3375798125627957,0.0032092815132308,3.2980957886899636,0.0009235532138015,0.3101338543699325,0.0050754275616106,5.495544258591382,0.9730710442784284,0.1014863923448122,0.9235532138015352,0.1604991119388421,3920.674433314943,128.54153680801392,0,0,0,0,0,0
203,1,2030224,2031223,mu,6.97568984989704e-05,0.4527583257279077,0.0002459878794068,3.526359180239796,6.886190256742902e-05,0.4262848618005974,0.0004330001251099,6.287948908845975,0.0697568984989704,0.0077788197572063,0.068861902567429,0.0136926662248522,4666.627839825842,1283.774000167847,0,0,0,0,0,0
200,1,2000224,2001223,mu,3.4569878115825564e-05,0.7870007196120743,0.0017587513292553,50.87525398159369,3.948540707228936e-05,0.6427144211774306,0.0005906016536128,14.957466502285818,0.0345698781158255,0.0556166003829567,0.0394854070722893,0.0186764641527853,4717.617867867114,1693.7134237289429,0,0,0,0,0,0
205,1,2050224,2051223,mu,4.1626700112584013e-05,0.2519966433490707,0.000836991439616,20.107081208752156,4.241228806914829e-05,0.2275109622924164,9.302526023701164e-05,2.193356323651881,0.041626700112584,0.0264679933125016,0.0424122880691482,0.0029417170227885,4445.311974460816,1147.992115020752,0,0,0,0,0,0
211,1,2110224,2111223,mu,8.384975877359864e-05,0.8539364286042651,0.0075581824976823,90.13958547084304,0.0001190481340713,0.5641200141271708,0.0054399574030823,45.69544449830066,0.0838497587735986,0.2390107166389659,0.1190481340713225,0.1720265576803498,4460.930837607105,494.2826302051544,0,0,0,0,0,0
198,1,1980224,1981223,mu,1.444202319442528e-05,0.2831372689723416,0.0004948273165471,34.26301909957719,1.460199357257942e-05,0.2715223096148533,1.4602010256128332e-05,1.0000011425528186,0.0144420231944252,0.0156478136875805,0.0146019935725794,0.000461756108265,3615.3324843849578,2350.7950377464294,0,0,0,0,1,0
214,1,2140224,2141223,mu,0.0002367810755441,0.1341492544508413,0.0006665386468357,2.814999658667203,0.0002280778004211,0.1718027536483714,0.0020032641642271,8.783249226920875,0.236781075544178,0.0210778027252744,0.2280778004211801,0.0633487751395137,3982.100036935218,327.9723150730133,0,0,0,0,0,0
207,1,2070224,2071223,mu,3.4360666137982675e-05,0.9807592910862396,0.0002163640360269,6.2968521960005175,3.629976278305878e-05,0.9042428909848546,3.651206747399421e-05,1.0058486522957255,0.0343606661379826,0.0068420315759203,0.0362997627830587,0.0011546129529957,4721.0636123096665,1328.3829679489136,0,0,0,0,1,0
215,1,2150224,2151223,mu,0.0002955647436185,0.7553827931124906,0.0003080038970102,1.0420860527524514,0.0003064977358173,0.7391596949486714,0.0006021672522933,1.9646711277896445,0.2955647436185626,0.0097399384276034,0.3064977358173978,0.019042200496122,4717.766612281558,362.53767228126526,0,0,0,0,0,0
202,1,2020224,2021223,mu,2.8777430755754738e-05,0.2528010755110897,7.200316243606725e-05,2.502070565200422,2.9578357104934203e-05,0.2231298363945754,9.545671765083806e-05,3.227248806016821,0.0287774307557547,0.0022769399203305,0.0295783571049342,0.0030186064574024,4288.432348138868,2226.632014989853,0,0,0,0,0,0
212,1,2120224,2121223,mu,4.67710486527281e-05,0.282669121012655,0.0015449161703737,33.03146315671993,4.979072343182462e-05,0.2508657837546402,7.669647048192631e-05,1.5403767046474446,0.046771048652728,0.0488545389240577,0.0497907234318246,0.0024253553521875,4411.379034036878,993.9954600334167,0,0,0,0,0,0
220,1,2200224,2201223,mu,0.0006801278380523,0.9146104949954496,0.0015801808205461,2.3233585395817,0.000670079113006,0.9297580116607688,0.0053624893602243,8.0027705029744,0.6801278380523457,0.0499697050783965,0.6700791130060838,0.1695768030672804,4752.885713720098,110.58795189857484,0,0,0,0,0,0
199,1,1990224,1991223,mu,1.8792264048422855e-05,0.1345344339468256,0.0001409767741752,7.501851496551005,1.895166608953083e-05,0.1388201833836076,7.538160691448545e-05,3.977571499960487,0.0187922640484228,0.0044580770357697,0.0189516660895308,0.0023837757153327,3863.393548469621,2848.4144337177277,0,0,0,0,0,0
213,1,2130224,2131223,mu,5.381178644442495e-05,0.2271858496180011,0.0036757761586076,68.30801208214706,6.348399473656955e-05,0.1166327056624799,0.001784615596704,28.11126810953526,0.0538117864444249,0.1162382483014465,0.0634839947365695,0.0564345003344522,4218.750086029678,1053.678925037384,0,0,0,0,0,0
218,1,2180224,2181223,mu,0.0002600470941795,0.4558494966360807,0.0005347915284052,2.0565179937599676,0.0002634055584847,0.4654355251133023,0.0010874844327765,4.128555369264855,0.2600470941795751,0.0169115930312334,0.2634055584847928,0.0343892772755032,4388.859813297151,399.1666440963745,0,0,0,0,0,0
210,1,2100224,2101223,mu,5.5124985815887875e-05,0.4003794235931064,0.0038327525702537,69.52840918734714,5.3682013619807246e-05,0.4267807520463852,0.0037217346222694,69.32926638385648,0.0551249858158878,0.1212022782986639,0.0536820136198072,0.1176915825307781,4423.108761612257,1457.121070146561,0,0,0,0,0,0
224,1,2240224,2241223,mu,0.0009366207620776,0.51245021144594,0.0088543437001392,9.45349928021884,0.0009765056864756,0.5486575052008213,0.0038554254953319,3.9481854009950417,0.936620762077668,0.27999893278403,0.9765056864756928,0.121919259143319,4214.667351235337,166.9293041229248,0,0,0,0,0,0
219,1,2190224,2191223,mu,7.56453078650529e-05,0.9786761468845278,0.0071134467135709,94.03685323432066,0.0001290595064084,0.4759763603651855,0.0018026614499123,13.967676617379723,0.0756453078650529,0.2249469362912369,0.1290595064084869,0.0570051603190469,4550.594941342512,617.1864902973175,0,0,0,0,0,0
223,1,2230224,2231223,mu,0.0002833200303507,0.587199524847275,0.0071254346256297,25.149773621047647,0.000263081299228,0.639661609683439,0.0086915136719493,33.03736790662045,0.2833200303507516,0.225326027356192,0.2630812992280664,0.2748497951785341,4470.811358276962,326.13674211502075,0,0,0,0,0,0
226,1,2260224,2261223,mu,0.0008040791069681,0.0247396506494602,0.0027732210283637,3.448940538724238,0.0008266893162161,0.0149807471230104,0.0020425146107325,2.4707161090231966,0.8040791069681905,0.0876969490470394,0.8266893162161153,0.0645899832408698,3527.1278837876725,156.8629879951477,0,0,0,0,0,0
225,1,2250224,2251223,mu,8.564926762716226e-05,0.9605805110772428,0.0001531125297172,1.7876688728239702,8.102063154246002e-05,0.9899986770745782,0.0004464441546106,5.5102527110843535,0.0856492676271622,0.0048418433221671,0.08102063154246,0.0141178037663787,4720.106586651433,489.4383981227875,0,0,0,1,0,0
231,1,2310224,2311223,mu,0.0006293849833135,0.7295116657888844,0.0348113448468941,55.31009758704786,0.0007059011119061,0.5300037212044246,0.034004191157123,48.17132397667163,0.6293849833135364,1.1008313812975117,0.7059011119061318,1.0753069404826523,3772.8189163347834,113.6319990158081,0,0,0,0,0,0
232,1,2320224,2321223,mu,0.0008810885143315,0.5675090817402187,0.0109262850984135,12.40089380429973,0.0008967803830073,0.5581394079005212,0.0107056314063962,11.937851908061033,0.881088514331529,0.3455194727534371,0.8967803830073752,0.3385417903444399,4280.139671147906,96.07957291603088,0,0,0,0,0,0
221,1,2210224,2211223,mu,6.586705078861703e-05,0.5611361820475914,0.0003464800130879,5.260293408306352,6.939157471186801e-05,0.5239441723816571,9.76720803304332e-05,1.407549558227973,0.065867050788617,0.0109566600508284,0.069391574711868,0.003088662376511,4679.436507505251,1012.32656788826,0,0,0,0,0,0
228,1,2280224,2281223,mu,2.665136002625904e-05,0.4050851127512285,0.0023940573295303,89.82871144930346,3.432535637366559e-05,0.2157625493840471,0.00030482430651,8.88044112905233,0.026651360026259,0.0757067401033611,0.0343253563736655,0.0096393909475313,4406.148656894093,687.3282241821289,0,0,0,0,0,0
229,1,2290224,2291223,mu,4.819745245123668e-05,0.7257032657805168,0.0001974699184896,4.09710282279765,4.876712591791096e-05,0.7178692156525597,0.000239410453446,4.909259033411478,0.0481974524512366,0.0062445471179498,0.0487671259179109,0.0075708232854312,4705.2235328290535,670.5051400661469,0,0,0,0,0,0
216,1,2160224,2161223,mu,4.3060114332504914e-05,0.5638792923056943,0.000199243932769,4.627111094747399,2.9022364928763627e-05,0.9844506259517072,0.0025747384721664,88.71566733056565,0.0430601143325049,0.0063006463751957,0.0290223649287636,0.0814203795130809,4700.985191924179,1591.8703100681305,0,0,0,0,0,0
217,1,2170224,2171223,mu,1.9500249668016797e-05,0.1023932124950555,4.5750549057637274e-05,2.346151964027144,1.9348845999394893e-05,0.0988175244728512,0.0005559929391413,28.73519894461519,0.0195002496680167,0.001446759392254,0.0193488459993948,0.0175820405065799,3698.9213800051266,1571.4139268398285,0,0,0,0,0,0
234,1,2340224,2341223,mu,0.0002474506247939,0.2944485765568722,0.0014470487421596,5.847828201543063,0.0002386193396443,0.3062712466728103,0.004682092814987,19.621598240800704,0.2474506247939724,0.0457596991050619,0.2386193396443752,0.1480607751166858,4142.681857978963,167.4172432422638,0,0,0,0,0,0
236,1,2360224,2361223,mu,0.0005260966165595,0.4283389271632938,0.0021288038651178,4.046412385313274,0.0005408495614251,0.4787227058648249,0.0006647690502746,1.229120069031577,0.5260966165595313,0.0673186890554242,0.5408495614251995,0.0210218431685484,4173.540833783544,99.01049280166626,0,0,0,0,0,0
239,1,2390224,2391223,mu,0.0004136745600247,0.720247736187371,0.0029296778829853,7.082083758812322,0.0004099841342383,0.7104543458267554,0.0016227434843625,3.958064102596079,0.4136745600247767,0.0926445492085381,0.4099841342383015,0.0513156546878349,4634.174905245743,194.18057918548584,0,0,0,0,0,0
240,1,2400224,2401223,mu,0.0003535527616672,0.322180503729485,0.0010624473567406,3.0050602680356695,0.0003605644369188,0.3313682972120351,0.0026269410201999,7.28563538503125,0.3535527616672884,0.0335975354132591,0.3605644369188713,0.0830711690275838,4135.738229465687,272.5156788825989,0,0,0,0,0,0
230,1,2300224,2301223,mu,6.484732593598823e-05,0.7442087003749195,8.664053910081654e-05,1.336069573421435,6.553939376613717e-05,0.7228427114898066,0.0003664657705761,5.591534335575952,0.0648473259359882,0.0027398144126345,0.0655393937661371,0.0115886651950947,4702.814022678703,1020.455554008484,0,0,0,0,0,0
233,1,2330224,2331223,mu,0.0001048152462887,0.5506486388300865,0.001448896378974,13.823336110689066,0.0001079448551426,0.4962451220472144,0.0006507784785764,6.028804964502816,0.1048152462887525,0.0458181265112859,0.1079448551426363,0.0205794224452071,4654.022640590903,617.4237811565399,0,0,0,0,0,0
241,1,2410224,2411223,mu,0.0003427077342148,0.0332142267092206,0.0238702336158567,69.65186726977404,0.0003844158201988,0.0237300764135031,0.0221138824618296,57.52594274186817,0.3427077342148352,0.7548430650642391,0.3844158201988898,0.6993023648863315,3515.1632905405927,120.66456699371338,0,0,0,0,0,0
206,1,2060224,2061223,mu,2.2595492163243705e-05,0.1870131832584597,6.825564674490306e-05,3.0207638874064955,2.1769658472221835e-05,0.2165323410681086,0.0009478717786767,43.54095769973824,0.0225954921632437,0.0021584330688175,0.0217696584722218,0.0299743375041358,4048.349999244798,3113.426693916321,0,0,0,0,0,0
235,1,2350224,2351223,mu,0.0001799856783396,0.8614875421517445,0.0037634522088339,20.90973150503956,0.0001671216254685,0.9684372072346188,0.0042293987715267,25.307309928741834,0.1799856783396228,0.1190108084510687,0.1671216254685106,0.1337453325114251,4748.817912730958,473.7047491073608,0,0,0,0,0,0
242,1,2420224,2421223,mu,0.0009170648959918,0.0182154450404142,0.0086375092579851,9.418645611380793,0.0008950530955527,0.0123796081800328,0.0035958417708872,4.017461968182533,0.917064895991865,0.2731420256602403,0.8950530955527684,0.1137105010157719,3480.9285990401395,134.23441004753113,0,0,0,0,0,0
238,1,2380224,2381223,mu,0.0001328463595116,0.7892228087837383,0.0004168563085347,3.137882814907488,0.0001125973787518,0.9886193691905126,0.0028464150861178,25.2795857032368,0.1328463595116913,0.0131821539197972,0.1125973787518749,0.0900115483839668,4772.373761667233,603.0061929225922,0,0,0,1,0,0
247,1,2470224,2471223,mu,7.272346540487306e-05,0.230846551254156,0.0059269904202659,81.50038487946996,6.450813563878058e-05,0.2640543348569811,0.0064507014841987,99.9982625497049,0.072723465404873,0.1874278939803908,0.0645081356387805,0.2039890919589673,4081.4613586814744,426.5259618759155,0,0,0,0,0,1
246,1,2460224,2461223,mu,0.0001451321495538,0.5889170188960736,0.0014646930575029,10.092133700256571,0.0001480105564576,0.5654797769392479,0.0002592588490781,1.751624041440303,0.1451321495538338,0.0463176613474521,0.1480105564576062,0.0081984846664064,4642.427119185956,709.1994917392731,0,0,0,0,0,0
227,1,2270224,2271223,mu,2.114362349708606e-05,0.3151195663378396,2.7220437327958183e-05,1.2874064529057476,2.1604880412217223e-05,0.2898280349829423,0.0003611759351949,16.717330913376628,0.021143623497086,0.0008607858086221,0.0216048804122172,0.0114213859125745,4079.953352612059,2104.04386305809,0,0,0,0,0,0
245,1,2450224,2451223,mu,2.0260887266734496e-05,0.6003966771050673,0.0011740566892503,57.94695334878165,1.5547355440228345e-05,0.924701649302608,0.0015547350933566,99.99997101331928,0.0202608872667344,0.0371269324018775,0.0155473554402283,0.0491650405320139,4407.959247891754,1127.2204999923706,0,0,0,0,0,1
244,1,2440224,2441223,mu,1.6300295402535166e-05,0.1580256481167122,0.0002618955417702,16.066919973087312,1.6703022854452318e-05,0.1644391084827727,2.012990579800334e-05,1.2051654346289515,0.0163002954025351,0.0082818642103764,0.0167030228544523,0.0006365635140631,3640.0523014531022,1319.6177189350128,0,0,0,0,0,0
252,1,2520224,2521223,mu,0.0003246966323011,0.9076521911010624,0.0007126560553234,2.1948366087841307,0.0003231758534618,0.8968025986431292,0.0003231758542549,1.000000002454072,0.3246966323011186,0.0225361632313295,0.3231758534618132,0.0102197178421613,4746.826091827731,411.1255910396576,0,0,0,0,1,0
254,1,2540224,2541223,mu,0.0004481827950036,0.4305010448490524,0.0005561438533919,1.2408862178377418,0.000438221691796,0.4769408390455368,0.0004810811941608,1.0978032424390496,0.4481827950036164,0.0175868128342143,0.4382216917960695,0.0152131231302198,4198.090478781595,116.57717084884644,0,0,0,0,1,0
249,1,2490224,2491223,mu,3.6171477285027544e-05,0.4206425789636229,0.0021743573187633,60.112483148796855,4.117900070471692e-05,0.2738954353471792,0.0013268241741123,32.22089296499952,0.0361714772850275,0.0687592157434882,0.0411790007047169,0.0419578644476676,4536.694974235247,1263.1638498306274,0,0,0,0,0,0
251,1,2510224,2511223,mu,0.0001027406806197,0.8498816976380132,0.0004063725012883,3.9553222621965674,9.39327442975168e-05,0.9622664725660802,0.0019407217176284,20.660758206760505,0.1027406806197184,0.0128506268253105,0.0939327442975168,0.0613710093226007,4721.365079539667,811.499370098114,0,0,0,0,0,0
250,1,2500224,2501223,mu,6.0467290514283646e-05,0.5026537779308146,0.0008995775087006,14.87709307047816,6.220579340542393e-05,0.4777504112216395,7.011337970028925e-05,1.1271197723229398,0.0604672905142836,0.0284471385935395,0.0622057934054239,0.0022171797430512,4692.7187257564665,1092.2897231578827,0,0,0,0,1,0
255,1,2550224,2551223,mu,0.0001204859152002,0.2986461931578264,0.0017558176507603,14.572804197419186,0.0001096278830637,0.3376636836913206,0.0034786426331541,31.731367385170813,0.1204859152002642,0.0555238293232863,0.1096278830637408,0.1100043388653253,4329.47524140795,313.1013939380646,0,0,0,0,0,0
257,1,2570224,2571223,mu,0.0004092182198124,0.3489309394211867,0.0010043740918605,2.4543728583756934,0.0003995556998449,0.3241872321049228,0.000760327220093,1.9029317323921795,0.4092182198124756,0.0317610975314254,0.3995556998449325,0.0240436578251829,4097.304712346652,190.83515286445615,0,0,0,0,0,0
259,1,2590224,2591223,mu,0.0006005899540598,0.7024451906659541,0.0021412200451421,3.56519457354908,0.0005475454261864,0.7434956175723648,0.006759515621256,12.345122976070378,0.6005899540598182,0.0677113231425776,0.5475454261864071,0.2137546524265723,4633.485124714082,180.5784468650818,0,0,0,0,0,0
261,1,2610224,2611223,mu,0.0008067788491562,0.7385672209196261,0.0028447628400782,3.5260751357741213,0.0008044030882943,0.7595265095078976,0.0070707627400812,8.790074084715334,0.806778849156237,0.0899592997765665,0.8044030882943654,0.2235971505330999,4700.573949696876,72.99919414520264,0,0,0,0,0,0
253,1,2530224,2531223,mu,9.507085630507288e-05,0.0948386461334148,0.0021427850145935,22.538821021213284,0.0001021844540628,0.0610906866137771,0.0008275765642988,8.098849985441133,0.0950708563050728,0.0677608118219267,0.1021844540628029,0.0261702688136112,4064.061854432042,804.3048179149628,0,0,0,0,0,0
222,1,2220224,2221223,mu,1.1361351961124687e-05,0.2404797518127456,1.3332979160470256e-05,1.1735380794549728,1.1422664678348695e-05,0.2185228301167223,0.0002672524501485,23.396681744068413,0.0113613519611246,0.0004216258214264,0.0114226646783486,0.0084512645272997,3082.697512150256,3430.992010831833,1,0,0,0,0,0
260,1,2600224,2601223,mu,0.0002222426541307,0.6325148858401662,0.0003720489500636,1.6740663556180173,0.0002204371420618,0.6675031764463759,0.0027657698344689,12.546750554825506,0.2222426541307931,0.0117652208327526,0.2204371420618716,0.0874613216070871,4658.540668397419,461.1712279319763,0,0,0,0,0,0
264,1,2640224,2641223,mu,8.1868636139466e-05,0.2767011885995299,0.0064993912397502,79.38804829578889,7.326510242489753e-05,0.3384149962191375,0.0073263829480159,99.9982625497049,0.081868636139466,0.2055287972215642,0.0732651024248975,0.2316805712634931,4139.607382287867,269.62817192077637,0,0,0,0,0,1
243,1,2430224,2431223,mu,1.139220081179651e-05,0.8438093910010472,0.0001793945436145,15.747136710299923,1.1653196307000447e-05,0.8075909838788304,8.660473658971645e-05,7.431843960072157,0.0113922008117965,0.0056729535762839,0.0116531963070004,0.0027386822378242,3884.189300009915,2224.6680030822754,1,0,0,0,0,0
268,1,2680224,2681223,mu,0.0003177948638561,0.497802330607711,0.0013561438136327,4.267355982966311,0.0003165015294632,0.5078719139225599,0.0003484327985266,1.1008881982892698,0.3177948638561995,0.0428850328582629,0.3165015294632951,0.0110184125485075,4356.48806767807,209.6063697338104,0,0,0,0,1,0
269,1,2690224,2691223,mu,0.0005997497391687,0.1125133406075963,0.0123818722822044,20.645064888840633,0.000577657806592,0.1312083996071105,0.0133055459421078,23.033612270569503,0.5997497391687654,0.3915491810907306,0.5776578065920045,0.4207583068907172,3639.97740079537,136.3471748828888,0,0,0,0,0,0
248,1,2480224,2481223,mu,1.3435654266815444e-05,0.4466732920717333,0.0005424480709052,40.373774148465024,1.4022378346850732e-05,0.4296461746517158,4.548775594314883e-05,3.243940137541993,0.0134356542668154,0.0171537141642515,0.0140223783468507,0.0014384491443021,3696.788972645738,2581.488161802292,0,0,0,0,0,0
258,1,2580224,2581223,mu,2.3591583556998007e-05,0.4854034860842144,0.0013235450773746,56.102426281681495,2.682193099457504e-05,0.3682765434886687,3.232486412466478e-05,1.2051654346289515,0.023591583556998,0.0418541703040755,0.026821930994575,0.001022201956894,4390.860327506894,1264.6686952114103,0,0,0,0,0,0
256,1,2560224,2561223,mu,5.180437082325066e-05,0.782092091239376,0.0003759560356019,7.257226168901264,5.112541235580056e-05,0.7866333238953551,0.0001188253694802,2.3241938598622727,0.0518043708232506,0.0118887737258954,0.0511254123558005,0.0037575881136873,4720.460629639316,1418.7363681793213,0,0,0,0,0,0
271,1,2710224,2711223,mu,0.0007737619734796,0.1517361689523981,0.0019238103478227,2.486307693787518,0.0007830244478316,0.1403836073527451,0.0040409814061687,5.160734658233498,0.7737619734796777,0.0608362248532059,0.783024447831612,0.1277870522588323,3725.6541388798273,210.20747113227844,0,0,0,0,0,0
274,1,2740224,2741223,mu,0.0002574904791297,0.1366066641315332,0.0003422746269455,1.3292710010184727,0.0002514029649096,0.0906487312255805,0.0004790449036724,1.905486293069602,0.2574904791297485,0.010823674064323,0.2514029649096541,0.0151487299710075,3945.979778210926,277.9312767982483,0,0,0,0,0,0
262,1,2620224,2621223,mu,2.628366913852989e-05,0.4323017641968975,0.0002104482601858,8.006806777116408,2.5950680367851637e-05,0.4477609008377785,0.0002828311559012,10.89879540312903,0.0262836691385298,0.0066549583180706,0.0259506803678516,0.00894390645906,4335.062285298012,1563.299073934555,0,0,0,0,0,0
237,1,2370224,2371223,mu,1.6427181536800123e-05,0.3603861709022691,0.0002511917219183,15.29122456921047,1.6063317566126484e-05,0.3838853521111144,0.0003898952620017,24.272399546153174,0.0164271815368001,0.0079433797064177,0.0160633175661264,0.0123295707683367,3953.2128699033287,3782.950736999512,0,0,0,0,0,0
276,1,2760224,2761223,mu,0.0008735641199971,0.3567891382341058,0.0036967731391857,4.231828041652767,0.000902800786203,0.2980420264902843,0.0011373472712923,1.2597987160331725,0.8735641199971799,0.1169022311275774,0.9028007862030376,0.0359660786786118,3985.3373286028695,153.73416805267334,0,0,0,0,0,0
267,1,2670224,2671223,mu,5.056106605836087e-05,0.3060869013019913,0.0018600381240758,36.78795304531195,3.845873276893245e-05,0.4922300275990405,0.0034418442892191,89.49447996371548,0.0505610660583608,0.058819570068267,0.0384587327689324,0.1088406730557571,4530.0087010177185,1470.6236350536346,0,0,0,0,0,0
263,1,2630224,2631223,mu,2.920729977422223e-05,0.5404967069525058,0.0003939083548365,13.486640596068424,2.6727426294924748e-05,0.6094898897070848,0.0008736722243127,32.688228738232176,0.0292072997742222,0.0124564759065335,0.0267274262949247,0.0276279415725379,4586.191598583356,1907.086375951767,0,0,0,0,0,0
279,1,2790224,2791223,mu,0.0003442777291701,0.8342382459965034,0.0204287580340653,59.33801783608695,0.0002850765633294,0.9897346168799772,0.0206531509689967,72.4477337869764,0.3442777291701417,0.6460140515611025,0.2850765633294313,0.6531099792134337,4068.741066617829,80.1359281539917,0,0,0,1,0,0
270,1,2700224,2701223,mu,2.928612682878914e-05,0.1194922050030573,0.0006556441622458,22.387534073004993,3.0401629536316485e-05,0.1164454892150653,3.127586485868678e-05,1.0287561994440453,0.0292861268287891,0.020733288872899,0.0304016295363164,0.0009890296874507,4152.020929611588,1329.2595520019531,0,0,0,0,1,0
