combo,rep,seed_fit,seed_sim,noise_param,d_true,theta_true,sigma_true,mu_true,d_hat,theta_hat,sigma_hat,mu_hat,d_true_per_s,sigma_true_per_s,d_hat_per_s,sigma_hat_per_s,fit_fval,elapsed_s,hit_d_min,hit_d_max,hit_theta_min,hit_theta_max,hit_sigma_min,hit_sigma_max
8,1,80224,81223,mu,3.573952659844369e-05,0.1651887729036945,5.293624648907312e-05,1.4811680939102947,3.5321605629625046e-05,0.1863974733198037,3.5447227146903054e-05,1.0035565064225915,0.0357395265984436,0.0016739910968556,0.035321605629625,0.0011209397452156,4267.781065901807,1616.676472902298,0,0,0,0,1,0
20,1,200224,201223,mu,0.0001087251645712,0.3882014921167735,0.0001661430118406,1.5281008080864225,0.0001100597343976,0.418391020511887,0.0001123891274668,1.0211648072931905,0.1087251645712733,0.0052539033473691,0.1100597343976321,0.0035540562703438,4481.870160222215,797.1781959533691,0,0,0,0,1,0
3,1,30224,31223,mu,2.758797003132525e-05,0.7952390279549486,0.0003978718974617,14.42193452471972,2.876203945539169e-05,0.7346433567683016,0.0002429210237905,8.445890082561691,0.0275879700313252,0.0125818141295194,0.0287620394553916,0.0076818372671805,4714.334860072969,1828.881098985672,0,0,0,0,0,0
24,1,240224,241223,mu,0.0001463690591513,0.2431425364652948,0.0004239540303583,2.89647301701871,0.0001430440725359,0.2539164460317229,0.0018297625307224,12.791599807548565,0.1463690591513722,0.013406603591406,0.1430440725359981,0.0578621717431671,4202.220370406444,420.7013900279999,0,0,0,0,0,0
4,1,40224,41223,mu,2.337456952027381e-05,0.8621928036401875,0.0017653766754131,75.52552674315598,3.180521740021222e-05,0.5252354653795449,0.0006098782738095,19.17541597453253,0.0233745695202738,0.0558261122244147,0.0318052174002122,0.0192860444068986,4572.198452753316,1939.8455278873444,0,0,0,0,0,0
23,1,230224,231223,mu,9.898694865079392e-05,0.492322689910499,0.0039054808797031,39.4545031737554,0.0001188232280804,0.4215990514080564,0.0007139946385875,6.008881008555287,0.0989869486507939,0.1235021493809989,0.1188232280804063,0.0225784929508552,4512.217563036064,567.2507841587067,0,0,0,0,0,0
28,1,280224,281223,mu,0.0002860794461791,0.9265696296098368,0.0021335108955244,7.457756661721655,0.0002701308682245,0.9899125023208672,0.0034199882374242,12.66048660007609,0.2860794461791779,0.0674675384264266,0.2701308682245824,0.1081495240124532,4750.510941605199,148.09921622276306,0,0,0,1,0,0
29,1,290224,291223,mu,0.0006873864763133,0.3505802784013406,0.011389147069402,16.568768024774073,0.0006973591468104,0.3450207457870003,0.0117996296748584,16.920448708283157,0.6873864763133046,0.3601564534594212,0.6973591468104602,0.373137053190649,4020.4547276598223,157.9693901538849,0,0,0,0,0,0
32,1,320224,321223,mu,0.0005362662953854,0.725945419989816,0.0407447962015219,75.97866312339855,0.0006830905669666,0.5385705480333551,0.0385507031635014,56.43571296071141,0.5362662953854225,1.288463587961863,0.6830905669666855,1.2190802739772315,3606.9502506369618,167.09162378311157,0,0,0,0,0,0
5,1,50224,51223,mu,2.2480802082380953e-05,0.2500141779642236,8.911616750247389e-05,3.964100888211528,2.139953752785051e-05,0.2829304158024111,0.0004753190680603,22.211651417316432,0.0224808020823809,0.0028181006565289,0.0213995375278505,0.0150309087037944,4130.54075683119,2295.1471939086914,0,0,0,0,0,0
31,1,310224,311223,mu,0.0006827239608438,0.6253698378937762,0.0017911935082546,2.6235984248169006,0.0006859268095169,0.5907482783729893,0.0007139894740215,1.0409120391785194,0.6827239608438449,0.0566425121619235,0.6859268095169823,0.0225783296329368,4453.861927908758,298.95056986808777,0,0,0,0,1,0
34,1,340224,341223,mu,0.0005398273219733,0.22781271826654,0.0483420134895541,89.55088325807199,0.0006369957221223,0.0895734835190885,0.0457316222098375,71.79266770813668,0.5398273219733615,1.5287086930557547,0.6369957221223927,1.4461608727742925,3444.4097006075954,98.54235601425172,0,0,0,0,0,0
35,1,350224,351223,mu,0.0002894035623989,0.6194562230668975,0.0261786772243934,90.45734270647004,0.0002740986087579,0.7105131856233738,0.0274098608757906,99.9999999999846,0.2894035623989315,0.8278424615945811,0.2740986087579483,0.8667759071583592,3681.017721889533,136.38723301887512,0,0,0,0,0,1
27,1,270224,271223,mu,8.755207789931001e-05,0.3393006081487249,0.0061838395136875,70.63041405824022,0.0001087106889292,0.2360880880582152,0.0035212440552947,32.39096440263918,0.08755207789931,0.1955501754820069,0.1087106889292832,0.1113515141205943,4202.022521100513,710.0155940055847,0,0,0,0,0,0
30,1,300224,301223,mu,0.0001782657913739,0.4230685861991309,0.0008830354136015,4.953476529600569,0.0001807142985896,0.4078369055937694,0.0002548224818299,1.4100847792265898,0.1782657913739612,0.0279240316156984,0.1807142985896935,0.0080581944159946,4381.032057659668,599.875002861023,0,0,0,0,0,0
38,1,380224,381223,mu,0.0005375803994842,0.6397138684772355,0.0022326855378193,4.153212319424937,0.0005581508236608,0.6494765471242558,0.0019963242448569,3.5766752645160103,0.5375803994842375,0.0706037159842704,0.5581508236608382,0.0631293156196366,4550.852054616865,178.38506388664246,0,0,0,0,0,0
37,1,370224,371223,mu,0.0003927236960226,0.6165051915380919,0.0051938715858905,13.22525642962767,0.0004042363028819,0.6246981911631797,0.0022281424341512,5.5119800430240105,0.3927236960226387,0.1642446408584498,0.4042363028819789,0.0704600504318977,4528.065477482548,363.10036396980286,0,0,0,0,0,0
