subject_id,fixation_position,prop_relevant,group
H146,40,0.6363636363636364,human
H146,41,0.45454545454545453,human
H146,42,0.8,human
H146,43,0.7777777777777778,human
H146,44,0.8888888888888888,human
H146,45,0.5555555555555556,human
H146,46,0.8888888888888888,human
H146,47,0.5555555555555556,human
H146,48,0.5555555555555556,human
H146,49,0.5555555555555556,human
H146,50,0.7777777777777778,human
H146,51,0.4444444444444444,human
H146,52,0.4444444444444444,human
H146,53,0.625,human
H146,54,0.5714285714285714,human
H146,55,0.5714285714285714,human
H146,56,0.7142857142857143,human
H146,57,0.42857142857142855,human
H146,58,0.5714285714285714,human
H146,59,0.6666666666666666,human
H146,60,0.3333333333333333,human
H146,61,0.16666666666666666,human
H146,62,0.8333333333333334,human
H146,63,0.5,human
H146,64,0.5,human
H146,65,0.3333333333333333,human
H146,66,0.6666666666666666,human
H146,67,0.3333333333333333,human
H146,68,0.8333333333333334,human
H146,69,0.5,human
H146,70,0.8333333333333334,human
H146,71,0.4,human
H146,72,0.75,human
H146,73,0.25,human
H146,74,1.0,human
H146,75,0.5,human
H146,76,0.75,human
H146,77,0.3333333333333333,human
H146,78,1.0,human
H146,79,0.3333333333333333,human
H146,80,1.0,human
H146,81,0.3333333333333333,human
H146,82,0.6666666666666666,human
H146,83,0.6666666666666666,human
H146,84,0.6666666666666666,human
H146,85,0.6666666666666666,human
H146,86,1.0,human
H146,87,0.3333333333333333,human
H146,88,1.0,human
H146,89,0.6666666666666666,human
H146,90,0.6666666666666666,human
H146,91,0.6666666666666666,human
H146,92,0.3333333333333333,human
H146,93,0.3333333333333333,human
H146,94,0.6666666666666666,human
H146,95,0.3333333333333333,human
H146,96,0.0,human
H146,97,1.0,human
H146,98,0.5,human
H146,99,0.5,human
H146,100,0.5,human
H146,101,0.0,human
H146,102,1.0,human
H146,103,0.5,human
H146,104,1.0,human
H146,105,0.5,human
H146,106,1.0,human
H146,107,1.0,human
H146,108,1.0,human
H146,109,0.0,human
H146,110,0.5,human
H146,111,0.5,human
H146,112,1.0,human
H146,113,0.0,human
H146,114,0.0,human
H146,115,0.0,human
H146,116,1.0,human
H146,117,0.0,human
H146,118,1.0,human
H146,119,0.0,human
H146,120,1.0,human
H146,121,0.0,human
H146,122,1.0,human
H146,123,0.0,human
H146,124,0.0,human
H146,125,1.0,human
H146,126,0.0,human
H146,127,1.0,human
H146,128,0.0,human
H146,129,0.0,human
H146,130,1.0,human
H146,131,0.0,human
H146,132,1.0,human
H146,133,0.0,human
H146,134,1.0,human
H146,135,0.0,human
H146,136,1.0,human
H146,137,0.0,human
H146,138,1.0,human
H146,139,0.0,human
H146,140,1.0,human
H146,141,0.0,human
H146,142,0.0,human
H146,143,1.0,human
H146,144,0.0,human
H146,145,1.0,human
H146,146,0.0,human
H146,147,1.0,human
H146,148,0.0,human
H146,149,1.0,human
H146,150,1.0,human
H146,151,0.0,human
H146,152,1.0,human
H146,153,0.0,human
H146,154,1.0,human
H146,155,0.0,human
H146,156,1.0,human
H146,157,0.0,human
H148,1,0.4772727272727273,human
H148,2,0.47368421052631576,human
H148,3,0.3870967741935484,human
H148,4,0.38461538461538464,human
H148,5,0.5217391304347826,human
H148,6,0.4444444444444444,human
H148,7,0.5333333333333333,human
H148,8,0.42857142857142855,human
H148,9,0.6666666666666666,human
H148,10,0.2,human
H148,11,0.5,human
H149,1,0.5535714285714286,human
H149,2,0.5178571428571429,human
H149,3,0.6909090909090909,human
H149,4,0.5185185185185185,human
H149,5,0.68,human
H149,6,0.5531914893617021,human
H149,7,0.6363636363636364,human
H149,8,0.5853658536585366,human
H149,9,0.6,human
H149,10,0.5526315789473685,human
H149,11,0.6666666666666666,human
H149,12,0.696969696969697,human
H149,13,0.6551724137931034,human
H149,14,0.6785714285714286,human
H149,15,0.6956521739130435,human
H149,16,0.7142857142857143,human
H149,17,0.65,human
H149,18,0.6470588235294118,human
H149,19,0.47058823529411764,human
H149,20,0.7333333333333333,human
H149,21,0.5333333333333333,human
H149,22,0.9333333333333333,human
H149,23,0.45454545454545453,human
H149,24,0.8181818181818182,human
H149,25,0.5555555555555556,human
H149,26,0.8571428571428571,human
H149,27,0.4,human
H149,28,0.8,human
H149,29,0.2,human
H149,30,0.5,human
H149,31,0.5,human
H149,32,0.5,human
H149,33,0.25,human
H149,34,0.75,human
H149,35,0.5,human
H149,36,1.0,human
H149,37,0.5,human
H149,38,0.75,human
H149,39,0.5,human
H149,40,0.5,human
H149,41,0.5,human
H149,42,0.75,human
H149,43,0.25,human
H149,44,0.75,human
H149,45,0.75,human
H149,46,1.0,human
H149,47,0.25,human
H149,48,0.75,human
H149,49,0.25,human
H149,50,0.6666666666666666,human
H149,51,0.6666666666666666,human
H149,52,0.6666666666666666,human
H149,53,0.3333333333333333,human
H149,54,1.0,human
H149,55,0.5,human
H149,56,1.0,human
H149,57,1.0,human
H149,58,0.0,human
H149,59,1.0,human
H149,60,0.0,human
H149,61,1.0,human
H149,62,1.0,human
H150,1,0.6071428571428571,human
H150,2,0.5535714285714286,human
H150,3,0.6428571428571429,human
H150,4,0.5535714285714286,human
H150,5,0.5714285714285714,human
H150,6,0.6,human
H150,7,0.5636363636363636,human
H150,8,0.6037735849056604,human
H150,9,0.5,human
H150,10,0.6530612244897959,human
H150,11,0.6304347826086957,human
H150,12,0.6904761904761905,human
H150,13,0.6341463414634146,human
H150,14,0.6486486486486487,human
H150,15,0.6857142857142857,human
H150,16,0.71875,human
H150,17,0.5925925925925926,human
H150,18,0.7083333333333334,human
H150,19,0.5652173913043478,human
H150,20,0.5909090909090909,human
H150,21,0.7777777777777778,human
H150,22,0.8125,human
H150,23,0.35714285714285715,human
H150,24,0.5833333333333334,human
H150,25,0.5,human
H150,26,0.5454545454545454,human
H150,27,0.5555555555555556,human
H150,28,0.5555555555555556,human
H150,29,0.25,human
H150,30,0.625,human
H150,31,0.375,human
H150,32,0.625,human
H150,33,0.375,human
H150,34,0.2857142857142857,human
H150,35,0.2857142857142857,human
H150,36,0.7142857142857143,human
H150,37,0.2857142857142857,human
H150,38,0.6666666666666666,human
H150,39,0.5,human
H150,40,1.0,human
H150,41,0.4,human
H150,42,0.8,human
H150,43,0.4,human
H150,44,1.0,human
H150,45,0.2,human
H150,46,0.4,human
H150,47,0.6,human
H150,48,0.4,human
H150,49,0.5,human
H150,50,0.75,human
H150,51,0.5,human
H150,52,0.5,human
H150,53,0.75,human
H150,54,0.6666666666666666,human
H150,55,0.6666666666666666,human
H150,56,0.3333333333333333,human
H150,57,0.5,human
H150,58,0.5,human
H150,59,0.5,human
H150,60,0.0,human
H150,61,0.5,human
H150,62,0.5,human
H150,63,0.5,human
H150,64,0.0,human
H150,65,1.0,human
H150,66,0.0,human
H150,67,1.0,human
H150,68,0.0,human
H150,69,1.0,human
H150,70,0.0,human
H150,71,0.0,human
H150,72,1.0,human
H150,73,0.0,human
H150,74,1.0,human
H150,75,1.0,human
H150,76,0.0,human
H150,77,1.0,human
H150,78,0.0,human
H150,79,1.0,human
H150,80,0.0,human
H150,81,1.0,human
H150,82,1.0,human
H150,83,0.0,human
H150,84,1.0,human
H150,85,0.0,human
H150,86,1.0,human
H150,87,0.0,human
H150,88,1.0,human
H150,89,0.0,human
H150,90,1.0,human
N901,1,0.5784635175627127,nn
N901,2,0.5623077998322616,nn
N901,3,0.5640548249088893,nn
N901,4,0.5544653175916064,nn
N901,5,0.5540126287106663,nn
N901,6,0.5509855373161653,nn
N901,7,0.5500519694634601,nn
N901,8,0.5506546332782509,nn
N901,9,0.5477067460517685,nn
N901,10,0.5501809408926417,nn
N901,11,0.545653123634775,nn
N901,12,0.540178966953132,nn
N901,13,0.5508345978755691,nn
N901,14,0.5290791599353797,nn
N901,15,0.5551253997643494,nn
N901,16,0.5245379222434672,nn
N901,17,0.5539053905390539,nn
N901,18,0.538898756660746,nn
N901,19,0.5350999535099954,nn
N901,20,0.531230674087817,nn
N901,21,0.5538971807628524,nn
N901,22,0.5602755453501722,nn
N901,23,0.4942339373970346,nn
N901,24,0.5231143552311436,nn
N901,25,0.5360824742268041,nn
N901,26,0.5238095238095238,nn
N901,27,0.5454545454545454,nn
N901,28,0.5875,nn
N901,29,0.68,nn
N901,30,0.3939393939393939,nn
N901,31,0.5714285714285714,nn
N901,32,0.4444444444444444,nn
N901,33,0.6,nn
N901,34,0.6666666666666666,nn
N901,35,1.0,nn
N901,36,0.5,nn
N901,37,1.0,nn
N901,38,1.0,nn
N901,39,1.0,nn
N902,1,0.578769834985589,nn
N902,2,0.558874179313314,nn
N902,3,0.5529133956128177,nn
N902,4,0.5545761893262497,nn
N902,5,0.5541582264235877,nn
N902,6,0.5464502638653789,nn
N902,7,0.5392929252939547,nn
N902,8,0.5453813358597821,nn
N902,9,0.541530524505589,nn
N902,10,0.5437382001258654,nn
N902,11,0.5347561498242908,nn
N902,12,0.5436440677966101,nn
N902,13,0.5339615233608166,nn
N902,14,0.5367296631059983,nn
N902,15,0.5381268130957314,nn
N902,16,0.5327349524815206,nn
N902,17,0.5276177566926465,nn
N902,18,0.5260663507109005,nn
N902,19,0.5206703910614525,nn
N902,20,0.5502215657311669,nn
N902,21,0.5236220472440944,nn
N902,22,0.5078740157480315,nn
N902,23,0.5185185185185185,nn
N902,24,0.541860465116279,nn
N902,25,0.4936708860759494,nn
N902,26,0.5432098765432098,nn
N902,27,0.4946236559139785,nn
N902,28,0.5522388059701493,nn
N902,29,0.574468085106383,nn
N902,30,0.5882352941176471,nn
N902,31,0.4791666666666667,nn
N902,32,0.6363636363636364,nn
N902,33,0.4166666666666667,nn
N902,34,0.47058823529411764,nn
N902,35,0.6,nn
N902,36,0.5714285714285714,nn
N902,37,0.75,nn
N902,38,1.0,nn
N902,39,0.0,nn
N902,40,1.0,nn
N903,1,0.5647810508291847,nn
N903,2,0.5518881679667565,nn
N903,3,0.5490237871941342,nn
N903,4,0.5491696024157021,nn
N903,5,0.5457429298219363,nn
N903,6,0.5484560316273106,nn
N903,7,0.5464892388002225,nn
N903,8,0.5431438127090301,nn
N903,9,0.541638204061355,nn
N903,10,0.5450399087799316,nn
N903,11,0.5448723985309352,nn
N903,12,0.5513272257458304,nn
N903,13,0.5444113263785395,nn
N903,14,0.5433011180595035,nn
N903,15,0.5398425971470733,nn
N903,16,0.5492776886035313,nn
N903,17,0.5432098765432098,nn
N903,18,0.5610859728506787,nn
N903,19,0.4984825493171472,nn
N903,20,0.5472279260780287,nn
N903,21,0.5178316690442225,nn
N903,22,0.5343811394891945,nn
N903,23,0.5574229691876751,nn
N903,24,0.5215686274509804,nn
N903,25,0.5444444444444444,nn
N903,26,0.6214285714285714,nn
N903,27,0.5104166666666666,nn
N903,28,0.5238095238095238,nn
N903,29,0.49056603773584906,nn
N903,30,0.40540540540540543,nn
N903,31,0.36,nn
N903,32,0.5625,nn
N903,33,0.46153846153846156,nn
N903,34,0.875,nn
N903,35,0.6666666666666666,nn
N903,36,0.5,nn
N903,37,0.0,nn
N903,38,1.0,nn
N903,39,0.0,nn
N904,1,0.5806138058512333,nn
N904,2,0.5615183952505173,nn
N904,3,0.5565693430656934,nn
N904,4,0.5558109228764364,nn
N904,5,0.5513332049200628,nn
N904,6,0.5545278762487915,nn
N904,7,0.5427040176365502,nn
N904,8,0.5454175337012576,nn
N904,9,0.5367857722039029,nn
N904,10,0.5393024466423738,nn
N904,11,0.5395471216711848,nn
N904,12,0.5279058361942128,nn
N904,13,0.5283200771270186,nn
N904,14,0.54005400540054,nn
N904,15,0.5294229670538945,nn
N904,16,0.5241858237547893,nn
N904,17,0.5214742613463296,nn
N904,18,0.5491963935711486,nn
N904,19,0.48939472322814276,nn
N904,20,0.5156353958749168,nn
N904,21,0.5208333333333334,nn
N904,22,0.49776286353467564,nn
N904,23,0.5111441307578009,nn
N904,24,0.5467775467775468,nn
N904,25,0.5067385444743935,nn
N904,26,0.5130111524163569,nn
N904,27,0.48484848484848486,nn
N904,28,0.5208333333333334,nn
N904,29,0.42990654205607476,nn
N904,30,0.5256410256410257,nn
N904,31,0.5535714285714286,nn
N904,32,0.40540540540540543,nn
N904,33,0.6,nn
N904,34,0.5454545454545454,nn
N904,35,0.375,nn
N904,36,0.25,nn
N904,37,0.8,nn
N904,38,0.25,nn
N904,39,0.5,nn
N905,1,0.5840173260722862,nn
N905,2,0.5576184934956667,nn
N905,3,0.5590975968612065,nn
N905,4,0.5582502470133837,nn
N905,5,0.5483081090937508,nn
N905,6,0.5524680073126143,nn
N905,7,0.5427820955670697,nn
N905,8,0.5438137700420133,nn
N905,9,0.5438288195162291,nn
N905,10,0.5393624350222334,nn
N905,11,0.5450778792296478,nn
N905,12,0.5299364266059399,nn
N905,13,0.5313496280552603,nn
N905,14,0.5304489554008002,nn
N905,15,0.5178840361445783,nn
N905,16,0.5361650485436893,nn
N905,17,0.5429736511919699,nn
N905,18,0.5202453987730061,nn
N905,19,0.5364555614688664,nn
N905,20,0.5388453314326443,nn
N905,21,0.5379377431906615,nn
N905,22,0.5259822560202788,nn
N905,23,0.5067567567567568,nn
N905,24,0.4740566037735849,nn
N905,25,0.5768025078369906,nn
N905,26,0.5175438596491229,nn
N905,27,0.52,nn
N905,28,0.5961538461538461,nn
N905,29,0.5138888888888888,nn
N905,30,0.3953488372093023,nn
N905,31,0.37037037037037035,nn
N905,32,0.8666666666666667,nn
N905,33,0.46153846153846156,nn
N905,34,0.4,nn
N905,35,0.5,nn
N905,36,0.4,nn
N905,37,0.4,nn
N905,38,0.75,nn
N905,39,0.75,nn
N905,40,0.25,nn
N905,41,0.75,nn
N905,42,0.0,nn
N905,43,0.6666666666666666,nn
N905,44,0.0,nn
N905,45,1.0,nn
N905,46,0.5,nn
N905,47,0.5,nn
N905,48,1.0,nn
N905,49,1.0,nn
N905,50,0.5,nn
N905,51,0.0,nn
