subject,game,trial_number,decision_label,category,prop,chance,valence_label,delta_from_chance
109,3,24,leave,rel_neg,0.7219869079707355,0.3333333333333333,negative,0.3886535746374022
109,4,25,leave,rel_neg,0.09574468085106383,0.16666666666666666,negative,-0.07092198581560283
109,4,26,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,4,27,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,4,30,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,4,31,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,4,32,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,5,40,leave,rel_neg,0.0,0.0,negative,0.0
109,6,41,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,6,42,leave,rel_neg,0.5300632911392406,0.16666666666666666,negative,0.3633966244725739
109,6,43,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,7,49,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
109,7,50,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,7,51,take,rel_neg,1.0,0.5,negative,0.5
109,7,53,take,rel_neg,0.0,0.0,negative,0.0
109,7,54,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
109,7,55,take,rel_neg,0.16263846928499495,0.3333333333333333,negative,-0.17069486404833836
109,7,56,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
110,1,1,take,rel_neg,0.05408565999122935,0.3333333333333333,negative,-0.279247673342104
110,1,2,leave,rel_neg,0.3314015883236746,0.3333333333333333,negative,-0.001931745009658703
110,1,3,take,rel_neg,0.10331571359923114,0.3333333333333333,negative,-0.23001761973410217
110,1,4,take,rel_neg,0.17448022829188747,0.16666666666666666,negative,0.007813561625220816
110,1,5,leave,rel_neg,0.10964012679470446,0.16666666666666666,negative,-0.0570265398719622
110,1,6,take,rel_neg,0.03232125367286973,0.3333333333333333,negative,-0.30101207966046356
110,1,8,take,rel_neg,0.1516295025728988,0.16666666666666666,negative,-0.015037164093767846
110,2,11,leave,rel_neg,0.6621897810218978,0.3333333333333333,negative,0.32885644768856453
110,2,12,leave,rel_neg,0.5945258355996139,0.3333333333333333,negative,0.2611925022662806
110,2,13,take,rel_neg,0.23408450704225353,0.3333333333333333,negative,-0.09924882629107978
110,2,14,leave,rel_neg,0.08544633553317124,0.16666666666666666,negative,-0.08122033113349542
110,2,15,take,rel_neg,0.16982809721398934,0.16666666666666666,negative,0.00316143054732268
110,2,16,take,rel_neg,0.43523083818915287,0.3333333333333333,negative,0.10189750485581955
110,3,17,take,rel_neg,0.5891453831041258,0.5,negative,0.08914538310412579
110,3,18,take,rel_neg,0.702008032128514,0.3333333333333333,negative,0.3686746987951807
110,3,19,leave,rel_neg,0.5570332092104263,0.5,negative,0.05703320921042632
110,3,20,take,rel_neg,0.23492063492063492,0.3333333333333333,negative,-0.0984126984126984
110,3,21,take,rel_neg,0.5733628074053606,0.3333333333333333,negative,0.2400294740720273
110,3,22,leave,rel_neg,0.3706312652397724,0.3333333333333333,negative,0.0372979319064391
110,3,23,take,rel_neg,0.7442209546682678,0.5,negative,0.24422095466826776
110,3,24,leave,rel_neg,0.6484601975595583,0.5,negative,0.1484601975595583
110,4,25,take,rel_neg,0.35527598985761655,0.3333333333333333,negative,0.021942656524283233
110,4,28,leave,rel_neg,0.126603227141084,0.3333333333333333,negative,-0.20673010619224932
110,4,31,leave,rel_neg,0.3327510917030568,0.3333333333333333,negative,-0.0005822416302765365
110,4,32,leave,rel_neg,0.31,0.3333333333333333,negative,-0.023333333333333317
110,5,33,leave,rel_neg,0.7957244655581948,0.3333333333333333,negative,0.46239113222486145
110,5,34,take,rel_neg,0.0,0.0,negative,0.0
110,5,35,take,rel_neg,0.0,0.0,negative,0.0
110,5,37,leave,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
110,5,38,leave,rel_neg,0.42391304347826086,0.16666666666666666,negative,0.25724637681159424
110,5,39,leave,rel_neg,0.9310344827586208,0.3333333333333333,negative,0.5977011494252875
110,6,41,take,rel_neg,0.16251582946390883,0.16666666666666666,negative,-0.004150837202757829
110,6,42,take,rel_neg,0.1912023460410557,0.16666666666666666,negative,0.024535679374389052
110,6,43,take,rel_neg,0.06411868242393765,0.16666666666666666,negative,-0.10254798424272901
110,6,44,take,rel_neg,0.11074380165289256,0.16666666666666666,negative,-0.055922865013774095
110,6,45,take,rel_neg,0.025213501423342822,0.16666666666666666,negative,-0.14145316524332383
110,6,46,take,rel_neg,0.3419862669569586,0.16666666666666666,negative,0.17531960029029195
110,6,47,take,rel_neg,0.22466216216216217,0.16666666666666666,negative,0.057995495495495514
110,6,48,take,rel_neg,0.18397291196388263,0.16666666666666666,negative,0.017306245297215972
110,7,49,take,rel_neg,0.0,0.0,negative,0.0
110,7,50,take,rel_neg,0.41304347826086957,0.16666666666666666,negative,0.2463768115942029
110,7,51,take,rel_neg,0.12035583464154893,0.16666666666666666,negative,-0.046310832025117724
110,7,52,leave,rel_neg,0.0,0.0,negative,0.0
110,7,53,leave,rel_neg,0.43577102163790743,0.3333333333333333,negative,0.10243768830457411
110,7,54,take,rel_neg,0.012689316414244782,0.16666666666666666,negative,-0.15397735025242187
110,7,55,leave,rel_neg,0.18950879320800484,0.3333333333333333,negative,-0.14382454012532847
110,7,56,take,rel_neg,0.7244480784955029,0.16666666666666666,negative,0.5577814118288362
111,1,1,take,rel_neg,0.0,0.0,negative,0.0
111,1,3,leave,rel_neg,0.0,0.0,negative,0.0
111,1,4,leave,rel_neg,0.0,0.0,negative,0.0
111,2,9,take,rel_neg,0.0,0.0,negative,0.0
