effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),0.06293597330715679,0.017251214495372796,0.028908823400330776,0.09588624467252523
fixed,cond,position_bin,-0.004561080878460502,0.004438659454957947,-0.013372677767056012,0.004152101932367249
