effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),0.31331376582553655,0.016575131386814566,0.2805848347969901,0.3452284083799677
fixed,cond,decision_labeltake,-0.08550595402613996,0.019951919901567364,-0.12544286629215323,-0.04622113552680712
fixed,cond,valence_labelpositive,-0.05575456241531061,0.024465386027945474,-0.10310994136630618,-0.007777874852522352
fixed,cond,decision_labeltake:valence_labelpositive,0.17647399268996947,0.03346702680689255,0.10969928420575245,0.24088988491011487
