effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),0.13017165852051768,0.009197838222636614,0.1122917687675487,0.1481399822090431
fixed,cond,dec_c,0.0030502370396750006,0.018320782155723577,-0.033555763412595745,0.03900963312347922
fixed,cond,valence_c,-0.016603508192348813,0.01929860866985466,-0.05589624479336962,0.020251723873634872
fixed,cond,position,-0.010191695701104952,0.002235381209927331,-0.014606796136380388,-0.0056685790899214826
fixed,cond,dec_c:valence_c,0.11522689511118604,0.03564858127987644,0.047030388255843485,0.18494847763212163
fixed,cond,dec_c:position,-0.0013027845260934023,0.004159932755602877,-0.009286447779718989,0.006894719672832089
fixed,cond,valence_c:position,0.010504392375768801,0.004080476877568667,0.002701347701543085,0.018653697873511964
fixed,cond,dec_c:valence_c:position,-0.01692635980234916,0.008060237002136946,-0.03278575480780983,-0.0012193664903125492
