time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.16666666666666666,0.24534412955465587,7,6,100,25,0.16666666666666666
-2925.0,0.0,0.0,7,6,100,25,0.16666666666666666
-2900.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2875.0,0.0,0.0,8,6,100,25,0.16666666666666666
-2850.0,0.2,0.03836930455635491,8,5,100,25,0.16666666666666666
-2825.0,0.25,0.056838365896980464,8,4,100,25,0.16666666666666666
-2800.0,0.2,0.02821869488536155,10,5,100,25,0.16666666666666666
-2775.0,0.3333333333333333,0.04113110539845758,7,3,100,25,0.16666666666666666
-2750.0,0.0,0.0,8,4,100,25,0.16666666666666666
-2725.0,0.0,0.0,8,3,100,25,0.16666666666666666
-2700.0,0.3333333333333333,0.3094867807153966,7,3,100,25,0.16666666666666666
-2675.0,0.3333333333333333,0.3094867807153966,8,3,100,25,0.16666666666666666
-2650.0,0.5,0.31240188383045525,8,2,100,25,0.16666666666666666
-2625.0,0.5,0.31240188383045525,10,2,100,25,0.16666666666666666
-2600.0,0.0,0.0,10,2,100,25,0.16666666666666666
-2575.0,0.3333333333333333,0.33026584867075665,10,3,100,25,0.16666666666666666
-2550.0,0.25,0.3050047214353163,9,4,100,25,0.16666666666666666
-2525.0,0.25,0.3050047214353163,6,4,100,25,0.16666666666666666
-2500.0,0.3333333333333333,0.3836104513064133,6,3,100,25,0.16666666666666666
-2475.0,0.0,0.0,6,2,100,25,0.16666666666666666
-2450.0,,,5,0,100,25,0.16666666666666666
-2425.0,0.0,0.0,6,1,100,25,0.16666666666666666
-2400.0,0.0,0.0,6,1,100,25,0.16666666666666666
-2375.0,0.0,0.0,6,1,100,25,0.16666666666666666
-2350.0,0.0,0.0,7,1,100,25,0.16666666666666666
-2325.0,0.0,0.0,7,1,100,25,0.16666666666666666
-2300.0,0.0,0.0,7,2,100,25,0.16666666666666666
-2275.0,0.0,0.0,8,4,100,25,0.16666666666666666
