game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Sea_Pattern_Small,3300,4000,700,pre_recall,9,2,0,2,4,3,0.0,1.0,1997.0,406.0,0.0,406.0,1181.0,410.0,0.0,1.0
1,Animal_Sea_Pattern_Small,3300,4000,700,during_recall,3,2,0,2,1,0,0.0,1.0,788.0,411.0,0.0,411.0,377.0,0.0,0.0,1.0
1,Object_Sea_Solid_Large,4000,5500,1500,pre_recall,7,2,0,2,3,2,0.0,1.0,1289.0,406.0,0.0,406.0,628.0,255.0,0.0,1.0
1,Object_Sea_Solid_Large,4000,5500,1500,during_recall,3,1,0,1,2,0,0.0,1.0,717.0,132.0,0.0,132.0,585.0,0.0,0.0,1.0
1,Animal_Land_Solid_Small,6600,7400,800,pre_recall,3,1,0,1,2,0,0.0,1.0,959.0,266.0,0.0,266.0,693.0,0.0,0.0,1.0
1,Animal_Land_Solid_Small,6600,7400,800,during_recall,2,1,0,1,1,0,0.0,1.0,1043.0,239.0,0.0,239.0,804.0,0.0,0.0,1.0
1,Object_Land_Solid_Small,10300,11300,1000,pre_recall,6,2,1,1,4,0,0.5,0.5,2457.0,911.0,473.0,438.0,1546.0,0.0,0.5192096597145993,0.4807903402854007
1,Object_Land_Solid_Small,10300,11300,1000,during_recall,2,1,0,1,1,0,0.0,1.0,723.0,482.0,0.0,482.0,241.0,0.0,0.0,1.0
1,Object_Sea_Pattern_Large,14700,15300,600,pre_recall,7,4,0,4,3,0,0.0,1.0,2692.0,1069.0,0.0,1069.0,1623.0,0.0,0.0,1.0
1,Object_Sea_Pattern_Large,14700,15300,600,during_recall,2,1,0,1,1,0,0.0,1.0,618.0,414.0,0.0,414.0,204.0,0.0,0.0,1.0
2,Animal_Land_Solid_Large,5800,6900,1100,pre_recall,10,5,0,5,1,4,0.0,1.0,1924.0,762.0,0.0,762.0,190.0,972.0,0.0,1.0
2,Animal_Land_Solid_Large,5800,6900,1100,during_recall,1,1,0,1,0,0,0.0,1.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0
2,Animal_Sea_Pattern_Large,9800,10700,900,pre_recall,10,4,0,4,1,5,0.0,1.0,2012.0,610.0,0.0,610.0,171.0,1231.0,0.0,1.0
2,Animal_Sea_Pattern_Large,9800,10700,900,during_recall,2,1,0,1,0,1,0.0,1.0,603.0,189.0,0.0,189.0,0.0,414.0,0.0,1.0
2,Object_Sea_Solid_Small,11200,12100,900,pre_recall,8,0,0,0,1,7,0.0,0.0,1811.0,0.0,0.0,0.0,171.0,1640.0,0.0,0.0
2,Object_Sea_Solid_Small,11200,12100,900,during_recall,2,0,0,0,0,2,0.0,0.0,491.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0
3,Animal_Sea_Pattern_Large,3600,4700,1100,pre_recall,8,2,0,2,1,5,0.0,1.0,1455.0,351.0,0.0,351.0,236.0,868.0,0.0,1.0
3,Animal_Sea_Pattern_Large,3600,4700,1100,during_recall,2,2,0,2,0,0,0.0,1.0,377.0,377.0,0.0,377.0,0.0,0.0,0.0,1.0
3,Object_Land_Solid_Small,4700,5300,600,pre_recall,5,2,0,2,1,2,0.0,1.0,971.0,351.0,0.0,351.0,236.0,384.0,0.0,1.0
3,Object_Land_Solid_Small,4700,5300,600,during_recall,1,0,0,0,0,1,0.0,0.0,126.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0
3,Object_Sea_Solid_Small,10800,12000,1200,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Sea_Solid_Small,10800,12000,1200,during_recall,1,0,0,0,0,1,0.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
