game,original_item,item,onset,offset
1,FISH,Animal_Sea_Pattern_Small,3.3,4.0
1,SUBMARINE,Object_Sea_Solid_Large,4.0,5.5
1,BIRD,Animal_Land_Solid_Small,6.6,7.4
1,BOWTIE,Object_Land_Solid_Small,10.3,11.3
1,BOAT,Object_Sea_Pattern_Large,14.7,15.3
2,LION,Animal_Land_Solid_Large,5.8,6.9
2,WHALE,Animal_Sea_Pattern_Large,9.8,10.7
2,SNORKEL,Object_Sea_Solid_Small,11.2,12.1
2,BOWTIE,Object_Land_Solid_Small,25.3,26.4
3,WHALE,Animal_Sea_Pattern_Large,3.6,4.7
3,BOWTIE,Object_Land_Solid_Small,4.7,5.3
3,SNORKEL,Object_Sea_Solid_Small,10.8,12.0
3,LADYBUG,Animal_Land_Pattern_Small,21.7,23.0
4,CRAB,Animal_Sea_Solid_Small,3.2,3.6
4,HOUSE,Object_land_Pattern_Large,3.9,4.3
4,BOWTIE,Object_Land_Solid_Small,4.7,5.5
4,SUBMARINE,Object_Sea_Solid_Large,7.2,8.3
4,FISH,Animal_Sea_Pattern_Small,8.3,8.5
4,ZEBRA,Animal_Land_Pattern_Large,16.6,17.4
5,LION,Animal_Land_Solid_Large,4.3,5.6
5,FLOATIES,Object_Sea_Pattern_Small,5.6,6.7
5,BOAT,Object_Sea_Pattern_Large,7.2,7.8
5,CRAB,Animal_Sea_Solid_Small,9.7,10.5
5,HAT,Object_Land_Pattern_Small,12.9,13.7
6,ZEBRA,Animal_Land_Pattern_Large,2.8,4.8
6,WHALE,Animal_Sea_Pattern_Large,5.8,6.7
6,HAT,Object_Land_Pattern_Small,6.7,8.0
6,SNORKEL,Object_Sea_Solid_Small,8.0,8.4
6,BOWTIE,Object_Land_Solid_Small,9.8,11.0
6,SEAL,Animal_Sea_Solid_Large,17.1,17.5
7,WHALE,Animal_Sea_Pattern_Large,3.7,5.7
7,SUBMARINE,Object_Sea_Solid_Large,5.7,6.7
7,BIRD,Animal_Land_Solid_Small,8.6,9.2
7,COUCH,Object_Land_Solid_Large,12.6,13.3
7,LADYBUG,Animal_Land_Pattern_Small,14.5,15.4
7,FLOATIES,Object_Sea_Pattern_Small,22.8,23.3
