game,original_item,item,onset,offset
1,MINUS,MINUS,2.1,3.0
1,5,5,3.0,3.2
1,PLUS,PLUS,14.9,15.3
1,5,5,15.3,15.6
1,PLUS,PLUS,21.5,22.0
1,3,3,23.9,24.1
1,PLUS,PLUS,27.6,27.9
1,1,1,27.9,28.2
1,MINUS,MINUS,31.7,32.4
1,5,5,32.4,33.2
1,MINUS,MINUS,36.2,37.2
1,7,7,37.2,37.6
2,MINUS,MINUS,5.5,6.8
2,3,3,6.8,7.2
2,MINUS,MINUS,14.8,16.2
2,9,9,16.2,16.4
2,PLUS,PLUS,20.7,21.0
2,6,6,21.0,21.5
2,MINUS,MINUS,25.2,26.1
2,1,1,26.1,26.2
2,PLUS,PLUS,29.8,30.3
2,9,9,30.3,30.9
2,MINUS,MINUS,33.0,33.5
2,2,2,33.5,33.8
3,MINUS,MINUS,1.5,3.1
3,3,3,4.7,5.1
3,MINUS,MINUS,10.6,12.0
3,6,6,12.0,12.4
3,PLUS,PLUS,15.4,15.7
3,9,9,15.7,16.0
3,MINUS,MINUS,22.6,23.4
3,3,3,24.5,24.8
3,MINUS,MINUS,27.7,28.1
3,6,6,28.1,28.6
3,PLUS,PLUS,31.5,31.8
3,1,1,31.8,32.0
4,MINUS,MINUS,2.9,4.3
4,6,6,5.7,6.5
4,+,+,12.0,12.7
4,1,1,12.7,12.8
4,+,+,15.5,16.5
4,9,9,16.5,16.7
4,PLUS,PLUS,20.0,20.3
4,3,3,21.5,21.8
4,MINUS,MINUS,25.0,25.6
4,7,7,25.6,26.3
4,PLUS,PLUS,29.6,29.8
4,5,5,29.8,30.6
5,PLUS,PLUS,4.8,5.3
5,3,3,5.3,5.7
5,MINUS,MINUS,9.3,10.0
5,5,5,10.0,10.1
5,PLUS,PLUS,12.4,12.8
5,3,3,15.2,15.5
5,PLUS,PLUS,19.0,19.3
5,2,2,19.3,19.6
5,PLUS,PLUS,22.5,22.9
5,5,5,22.9,23.8
5,PLUS,PLUS,25.4,26.4
5,5,5,27.5,27.7
6,PLUS,PLUS,2.7,3.1
6,1,1,3.1,3.5
6,PLUS,PLUS,6.7,8.0
6,3,3,8.0,8.1
6,MINUS,MINUS,11.0,11.8
6,3,3,13.4,13.6
6,MINUS,MINUS,16.9,17.4
6,2,2,17.4,17.6
6,PLUS,PLUS,19.7,20.6
6,1,1,20.6,20.8
6,PLUS,PLUS,28.2,28.6
6,2,2,28.6,29.2
7,MINUS,MINUS,3.5,4.3
7,1,1,4.3,4.5
7,MINUS,MINUS,7.3,8.2
7,2,2,8.2,8.5
7,PLUS,PLUS,10.5,11.5
7,9,9,11.5,11.7
7,PLUS,PLUS,13.5,14.5
7,1,1,14.5,14.9
7,MINUS,MINUS,18.9,19.4
7,2,2,19.4,19.9
7,PLUS,PLUS,23.1,23.4
7,1,1,23.4,23.5
