game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Object_Land_Pattern_Small,4300,5100,800,pre_recall,12,2,0,2,1,9,0.0,1.0,1557.0,236.0,0.0,236.0,237.0,1084.0,0.0,1.0
1,Object_Land_Pattern_Small,4300,5100,800,during_recall,3,0,0,0,0,3,0.0,0.0,414.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0
1,Object_Land_Pattern_Large,5800,6400,600,pre_recall,9,0,0,0,0,9,0.0,0.0,726.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0
1,Object_Land_Pattern_Large,5800,6400,600,during_recall,1,0,0,0,0,1,0.0,0.0,688.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0
1,Animal_Sea_Solid_Small,7500,8100,600,pre_recall,4,0,0,0,0,4,0.0,0.0,497.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0
1,Animal_Sea_Solid_Small,7500,8100,600,during_recall,1,0,0,0,0,1,0.0,0.0,203.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0
1,Animal_Land_Pattern_Large,12900,13700,800,pre_recall,7,0,0,0,0,7,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0
1,Animal_Land_Pattern_Large,12900,13700,800,during_recall,3,0,0,0,0,3,0.0,0.0,774.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0
1,Animal_Sea_Solid_Large,17900,18500,600,pre_recall,10,0,0,0,0,10,0.0,0.0,1978.0,0.0,0.0,0.0,0.0,1978.0,0.0,0.0
1,Animal_Sea_Solid_Large,17900,18500,600,during_recall,1,0,0,0,0,1,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2,Animal_Sea_Solid_Small,3500,4300,800,pre_recall,3,0,0,0,0,3,0.0,0.0,592.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0
2,Animal_Sea_Solid_Small,3500,4300,800,during_recall,1,0,0,0,0,1,0.0,0.0,99.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
2,Animal_Land_Pattern_Large,5100,6000,900,pre_recall,4,0,0,0,0,4,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0
2,Animal_Land_Pattern_Large,5100,6000,900,during_recall,3,0,0,0,0,3,0.0,0.0,462.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0
2,Animal_Sea_Pattern_Large,6700,7300,600,pre_recall,4,0,0,0,0,4,0.0,0.0,843.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0
2,Animal_Sea_Pattern_Large,6700,7300,600,during_recall,2,0,0,0,0,2,0.0,0.0,459.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0
2,Object_Land_Pattern_Small,10300,10900,600,pre_recall,9,1,0,1,0,8,0.0,1.0,1290.0,373.0,0.0,373.0,0.0,917.0,0.0,1.0
2,Object_Land_Pattern_Small,10300,10900,600,during_recall,2,0,0,0,0,2,0.0,0.0,372.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0
2,Object_Land_Solid_Small,18800,19600,800,pre_recall,11,0,0,0,0,11,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,2016.0,0.0,0.0
2,Object_Land_Solid_Small,18800,19600,800,during_recall,3,1,0,1,0,2,0.0,1.0,339.0,46.0,0.0,46.0,0.0,293.0,0.0,1.0
3,Animal_Land_Solid_Small,3600,4800,1200,pre_recall,11,0,0,0,0,11,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,1418.0,0.0,0.0
3,Animal_Land_Solid_Small,3600,4800,1200,during_recall,3,0,0,0,0,3,0.0,0.0,177.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0
3,Object_Land_Pattern_Large,7200,8100,900,pre_recall,8,0,0,0,0,8,0.0,0.0,1249.0,0.0,0.0,0.0,0.0,1249.0,0.0,0.0
3,Object_Land_Pattern_Large,7200,8100,900,during_recall,1,0,0,0,0,1,0.0,0.0,81.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0
3,Object_Sea_Solid_Large,11400,12100,700,pre_recall,6,1,1,0,0,5,1.0,0.0,644.0,174.0,174.0,0.0,0.0,470.0,1.0,0.0
3,Object_Sea_Solid_Large,11400,12100,700,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Land_Pattern_Large,14400,15200,800,pre_recall,6,0,0,0,0,6,0.0,0.0,1332.0,0.0,0.0,0.0,0.0,1332.0,0.0,0.0
3,Animal_Land_Pattern_Large,14400,15200,800,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Sea_Solid_Small,15200,15800,600,pre_recall,6,0,0,0,0,6,0.0,0.0,1332.0,0.0,0.0,0.0,0.0,1332.0,0.0,0.0
3,Animal_Sea_Solid_Small,15200,15800,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Object_Land_Solid_Large,1900,2900,1000,pre_recall,3,2,2,0,1,0,1.0,0.0,280.0,174.0,174.0,0.0,106.0,0.0,1.0,0.0
4,Object_Land_Solid_Large,1900,2900,1000,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Animal_Land_Solid_Large,10300,10300,0,pre_recall,7,1,0,1,0,6,0.0,1.0,1193.0,40.0,0.0,40.0,0.0,1153.0,0.0,1.0
4,Animal_Land_Solid_Large,10300,10300,0,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Animal_Sea_Pattern_Small,13300,13700,400,pre_recall,2,0,0,0,0,2,0.0,0.0,140.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
4,Animal_Sea_Pattern_Small,13300,13700,400,during_recall,2,0,0,0,0,2,0.0,0.0,280.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0
5,Animal_Sea_Pattern_Large,4300,5100,800,pre_recall,5,0,0,0,0,5,0.0,0.0,316.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0
5,Animal_Sea_Pattern_Large,4300,5100,800,during_recall,1,0,0,0,0,1,0.0,0.0,57.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
5,Object_Land_Solid_Small,6000,6900,900,pre_recall,6,0,0,0,0,6,0.0,0.0,719.0,0.0,0.0,0.0,0.0,719.0,0.0,0.0
5,Object_Land_Solid_Small,6000,6900,900,during_recall,3,0,0,0,0,3,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
5,Animal_Sea_Solid_Small,9900,10500,600,pre_recall,11,0,0,0,0,11,0.0,0.0,2043.0,0.0,0.0,0.0,0.0,2043.0,0.0,0.0
5,Animal_Sea_Solid_Small,9900,10500,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Object_Sea_Solid_Large,13500,14300,800,pre_recall,10,1,0,1,0,9,0.0,1.0,873.0,55.0,0.0,55.0,0.0,818.0,0.0,1.0
5,Object_Sea_Solid_Large,13500,14300,800,during_recall,2,0,0,0,0,2,0.0,0.0,511.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0
6,Object_Land_Solid_Large,2900,3700,800,pre_recall,5,0,0,0,0,5,0.0,0.0,447.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0
6,Object_Land_Solid_Large,2900,3700,800,during_recall,2,0,0,0,0,2,0.0,0.0,338.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0
6,Animal_Sea_Pattern_Small,3700,4700,1000,pre_recall,5,0,0,0,0,5,0.0,0.0,447.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0
6,Animal_Sea_Pattern_Small,3700,4700,1000,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Animal_Land_Solid_Small,12200,12800,600,pre_recall,8,0,0,0,0,8,0.0,0.0,1054.0,0.0,0.0,0.0,0.0,1054.0,0.0,0.0
6,Animal_Land_Solid_Small,12200,12800,600,during_recall,2,0,0,0,0,2,0.0,0.0,304.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0
7,Animal_Land_Pattern_Small,1500,2600,1100,pre_recall,2,0,0,0,1,1,0.0,0.0,206.0,0.0,0.0,0.0,64.0,142.0,0.0,0.0
7,Animal_Land_Pattern_Small,1500,2600,1100,during_recall,2,0,0,0,0,2,0.0,0.0,138.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0
