phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,16.78899191704113,18.0526409590384,1,1,Animal_Land_Pattern_Large,6,,,,,,,,,,,
encoding,image,18.052775959018618,19.0707257919712,1,1,Animal_Land_Pattern_Large,6,,,,,,,,,,,
encoding,value,19.07084549998399,25.08539975003805,1,1,Animal_Land_Pattern_Large,6,,,,,,,,,,,
encoding,attention,25.085518874926493,28.101134749944322,1,1,Animal_Land_Pattern_Large,6,None,None,None,,,,,,,,
encoding,fixation,28.10129729192704,29.606392084038816,2,1,Object_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,image,29.606500625028275,30.61849549994804,2,1,Object_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,value,30.618621959001757,36.63177879201248,2,1,Object_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,attention,36.63189533399418,39.644457958987914,2,1,Object_Land_Pattern_Large,-3,None,None,None,,,,,,,,
encoding,fixation,39.64465433394071,40.902116999961436,3,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,image,40.90223433403298,41.912693792022765,3,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,value,41.912809083936736,47.92449212493375,3,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,attention,47.924631917034276,50.94386887503788,3,1,Animal_Sea_Solid_Small,1,+1,1,2.168016624986194,,,,,,,,
encoding,fixation,50.94401487498544,51.95129029196687,4,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,image,51.95140066696331,52.96202637499664,4,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,value,52.9621495839674,58.972655958961695,4,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,attention,58.97277604194824,61.98903920897283,4,1,Object_Sea_Solid_Small,4,+4,1,0.965425958042033,,,,,,,,
encoding,fixation,61.9891982920235,62.99485966702923,5,1,Object_Land_Pattern_Small,-2,,,,,,,,,,,
encoding,image,62.99496629193891,64.00675295898691,5,1,Object_Land_Pattern_Small,-2,,,,,,,,,,,
encoding,value,64.00686129194219,70.01872062496841,5,1,Object_Land_Pattern_Small,-2,,,,,,,,,,,
encoding,attention,70.01883637497667,73.06976958399173,5,1,Object_Land_Pattern_Small,-2,-2,1,0.8435934579465538,,,,,,,,
