game,original_item,item,onset,offset
1,MINUS,MINUS,2.5,3.4
1,2,2,3.4,3.5
1,POSITIVE,POSITIVE,13.4,14.0
1,4,4,14.0,14.3
1,POSITIVE,POSITIVE,20.2,20.7
1,6,6,20.7,21.2
1,MINUS,MINUS,25.7,26.0
1,2,2,26.0,26.4
1,POSITIVE,POSITIVE,31.1,31.7
1,6,6,31.7,31.8
1,MINUS,MINUS,36.0,36.5
1,6,6,36.5,36.9
2,PLUS,PLUS,3.1,3.8
2,4,4,3.8,4.0
2,PLUS,PLUS,10.2,10.7
2,1,1,10.7,10.9
2,MINUS,MINUS,15.9,16.8
2,5,5,16.8,17.0
2,MINUS,MINUS,22.4,23.1
2,5,5,23.1,23.3
2,PLUS,PLUS,29.0,29.5
2,5,5,29.5,30.1
2,PLUS,PLUS,34.5,34.7
2,1,1,34.7,34.9
3,MINUS,MINUS,1.8,3.1
3,4,4,3.1,3.3
3,PLUS,PLUS,10.1,10.9
3,5,5,10.9,11.1
3,MINUS,MINUS,15.4,16.1
3,4,4,16.1,16.2
3,MINUS,MINUS,21.2,21.9
3,5,5,21.9,22.0
3,PLUS,PLUS,26.3,26.8
3,6,6,26.8,27.2
3,PLUS,PLUS,29.9,30.4
3,8,8,30.4,30.7
4,PLUS,PLUS,2.9,3.6
4,6,6,3.6,3.9
4,PLUS,PLUS,9.6,10.2
4,2,2,10.2,10.4
4,MINUS,MINUS,14.2,15.1
4,4,4,15.1,15.1
4,MINUS,MINUS,18.3,18.7
4,1,1,18.7,19.0
4,PLUS,PLUS,22.0,22.5
4,6,6,22.5,22.7
4,PLUS,PLUS,26.0,26.4
4,4,4,26.4,26.7
5,PLUS,PLUS,1.7,2.3
5,1,1,2.3,2.5
5,PLUS,PLUS,8.0,8.6
5,2,2,8.6,8.8
5,MINUS,MINUS,15.5,16.2
5,4,4,16.2,16.3
5,MINUS,MINUS,19.1,19.7
5,2,2,19.7,19.8
5,PLUS,PLUS,23.7,24.4
5,5,5,24.4,24.6
5,MINUS,MINUS,31.5,31.9
5,6,6,31.9,32.4
6,+,+,3.8,4.4
6,1,1,4.4,4.6
6,+,+,7.9,8.5
6,2,2,8.5,8.6
6,-,-,13.4,14.2
6,9,9,14.2,14.4
6,MINUS,MINUS,19.9,20.6
6,5,5,20.6,20.8
6,MINUS,MINUS,27.0,27.4
6,5,5,27.4,27.7
6,PLUS,PLUS,31.0,31.3
6,6,6,31.3,31.7
7,MINUS,MINUS,3.2,3.9
7,6,6,3.9,4.2
7,MINUS,MINUS,7.3,8.2
7,4,4,8.2,8.3
7,PLUS,PLUS,11.1,11.7
7,2,2,11.7,11.9
7,PLUS,PLUS,19.9,20.5
7,2,2,20.5,20.6
7,PLUS,PLUS,24.2,24.5
7,1,1,24.5,24.8
7,PLUS,PLUS,25.6,26.5
7,9,9,26.5,26.9
