game,original_item,item,onset,offset
1,HAT,Object_Land_Pattern_Small,4.3,5.1
1,HOUSE,Object_Land_Pattern_Large,5.8,6.4
1,CRAB,Animal_Sea_Solid_Small,7.5,8.1
1,ZEBRA,Animal_Land_Pattern_Large,12.9,13.7
1,SEAL,Animal_Sea_Solid_Large,17.9,18.5
2,CRAB,Animal_Sea_Solid_Small,3.5,4.3
2,ZEBRA,Animal_Land_Pattern_Large,5.1,6.0
2,WHALE,Animal_Sea_Pattern_Large,6.7,7.3
2,HAT,Object_Land_Pattern_Small,10.3,10.9
2,HOUSE,Object_Land_Pattern_Large,12.2,12.6
2,BOWTIE,Object_Land_Solid_Small,18.8,19.6
3,BIRD,Animal_Land_Solid_Small,3.6,4.8
3,HOUSE,Object_Land_Pattern_Large,7.2,8.1
3,SUBMARINE,Object_Sea_Solid_Large,11.4,12.1
3,ZEBRA,Animal_Land_Pattern_Large,14.4,15.2
3,CRAB,Animal_Sea_Solid_Small,15.2,15.8
4,COUCH,Object_Land_Solid_Large,1.9,2.9
4,LION,Animal_Land_Solid_Large,10.3,10.3
4,SUBMARINE,Object_Sea_Solid_Large,10.3,11.1
4,FISH,Animal_Sea_Pattern_Small,13.3,13.7
5,WHALE,Animal_Sea_Pattern_Large,4.3,5.1
5,BOWTIE,Object_Land_Solid_Small,6.0,6.9
5,CRAB,Animal_Sea_Solid_Small,9.9,10.5
5,SUBMARINE,Object_Sea_Solid_Large,13.5,14.3
5,LION,Animal_Land_Solid_Large,18.8,19.6
5,COUCH,Object_Land_Solid_Large,21.5,22.1
6,COUCH,Object_Land_Solid_Large,2.9,3.7
6,FISH,Animal_Sea_Pattern_Small,3.7,4.7
6,WHALE,Animal_Sea_Pattern_Large,12.2,12.2
6,BIRD,Animal_Land_Solid_Small,12.2,12.8
6,SUBMARINE,Object_Sea_Solid_Large,15.2,15.8
7,LADYBUG,Animal_Land_Pattern_Small,1.5,2.6
7,LION,Animal_Land_Solid_Large,2.6,3.5
7,COUCH,Object_Land_Solid_Large,6.4,7.2
7,FISH,Animal_Sea_Pattern_Small,9.6,10.0
7,WHALE,Animal_Sea_Pattern_Large,13.1,13.1
7,BOAT,Object_Sea_Pattern_Large,13.1,13.8
