subject,game,recalled_item,time_rel,bin_center,x_rot,y_rot,duration
107,1,Object_Land_Pattern_Small,-2870.0,-2850.0,146.44554937937323,-21.4511320674115,89.0
107,1,Object_Land_Pattern_Small,-2337.0,-2350.0,265.5199555884469,-85.49405350262188,147.0
107,2,Object_Land_Pattern_Small,-2447.0,-2450.0,78.3232371320345,134.94017387405086,373.0
107,2,Object_Land_Solid_Small,2.0,50.0,-32.200000000000095,-391.4000000000001,46.0
107,3,Object_Sea_Solid_Large,-1475.0,-1450.0,67.22844742261884,537.8430866499488,174.0
107,4,Object_Land_Solid_Large,-1766.0,-1750.0,142.03312736053888,409.5914070536453,122.0
107,4,Object_Land_Solid_Large,-1602.0,-1650.0,10.401716605931064,101.38369835259459,52.0
107,4,Animal_Land_Solid_Large,-2772.0,-2750.0,113.2313651568664,-356.3224774620771,40.0
107,5,Object_Sea_Solid_Large,-644.0,-650.0,-431.7562954316683,220.17615982463218,55.0
107,7,Animal_Sea_Pattern_Small,187.0,150.0,-69.79999999999997,-77.29999999999994,31.0
