game,original_item,item,onset,offset
1,+,+,3.8,4.4
1,1,1,4.4,4.6
1,MINUS,MINUS,10.1,11.3
1,7,7,11.3,11.5
1,MINUS,MINUS,19.2,20.0
1,1,1,20.0,20.0
1,MINUS,MINUS,25.6,26.5
1,9,9,26.5,27.0
1,PLUS,PLUS,33.3,33.6
1,2,2,37.7,38.0
1,PLUS,PLUS,43.0,43.5
1,1,1,43.5,43.7
2,MINUS,MINUS,2.5,3.4
2,3,3,3.4,3.6
2,PLUS,PLUS,8.9,9.3
2,1,1,9.3,9.6
2,PLUS,PLUS,15.2,15.7
2,1,1,15.7,16.2
2,PLUS,PLUS,19.3,19.9
2,3,3,19.9,19.9
2,MINUS,MINUS,23.4,24.2
2,9,9,27.7,28.3
2,MINUS,MINUS,36.4,36.8
2,1,1,36.8,37.3
3,PLUS,PLUS,2.7,3.4
3,6,6,3.4,3.6
3,PLUS,PLUS,7.7,8.3
3,2,2,8.3,8.4
3,PLUS,PLUS,12.8,13.5
3,6,6,13.5,13.7
3,PLUS,PLUS,18.1,19.0
3,6,6,19.0,19.3
3,MINUS,MINUS,21.6,22.1
3,9,9,22.1,23.0
3,MINUS,MINUS,25.7,26.2
3,9,9,30.0,30.2
4,MINUS,MINUS,2.1,2.6
4,1,1,2.6,2.8
4,PLUS,PLUS,7.4,7.9
4,5,5,7.9,8.1
4,MINUS,MINUS,10.3,11.4
4,1,1,11.4,11.5
4,MINUS,MINUS,14.5,15.4
4,5,5,15.4,15.5
4,PLUS,PLUS,18.7,19.3
4,8,8,19.3,19.5
4,MINUS,MINUS,22.3,22.8
4,1,1,22.8,23.0
5,PLUS,PLUS,2.2,2.8
5,6,6,2.8,3.1
5,MINUS,MINUS,7.8,8.0
5,6,6,8.0,8.1
5,PLUS,PLUS,11.3,11.9
5,6,6,11.9,12.0
5,MINUS,MINUS,15.4,16.0
5,3,3,16.0,16.1
5,MINUS,MINUS,19.1,20.1
5,1,1,20.1,20.4
5,MINUS,MINUS,24.0,24.5
5,1,1,24.5,24.6
6,PLUS,PLUS,11.4,12.0
6,1,1,12.0,12.1
6,MINUS,MINUS,15.8,16.6
6,8,8,16.6,16.8
6,MINUS,MINUS,18.9,19.6
6,9,9,19.6,19.8
6,PLUS,PLUS,22.4,22.9
6,3,3,22.9,23.0
6,PLUS,PLUS,24.8,25.4
6,3,3,25.4,25.5
6,PLUS,PLUS,28.1,28.4
6,3,3,28.4,28.7
7,PLUS,PLUS,2.1,2.6
7,6,6,2.6,2.9
7,MINUS,MINUS,16.0,16.3
7,1,1,16.3,16.8
7,MINUS,MINUS,17.2,17.5
7,1,1,20.3,20.3
7,PLUS,PLUS,23.1,23.4
7,5,5,23.4,23.6
7,PLUS,PLUS,27.2,27.4
7,3,3,27.4,27.8
7,MINUS,MINUS,32.3,32.8
7,7,7,32.8,33.1
