phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,10.453917915932834,11.71802933292929,1,1,Object_Sea_Pattern_Large,7,,,,,,,,,,,
encoding,image,11.718141499906778,12.73714087496046,1,1,Object_Sea_Pattern_Large,7,,,,,,,,,,,
encoding,value,12.737266082898714,18.75379179092124,1,1,Object_Sea_Pattern_Large,7,,,,,,,,,,,
encoding,attention,18.753957374952734,21.771522874943912,1,1,Object_Sea_Pattern_Large,7,+7,1,1.7521135419374332,,,,,,,,
encoding,fixation,21.771681124926545,23.026670999941416,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,image,23.026785457972437,24.03866574994754,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,value,24.03877487499267,30.054610290913843,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,attention,30.054717832943425,33.07664191594813,2,1,Object_Land_Pattern_Large,-2,-2,1,1.1681676669977605,,,,,,,,
encoding,fixation,33.07679208298214,34.331774207996204,3,1,Animal_Land_Solid_Small,2,,,,,,,,,,,
encoding,image,34.331885332940146,35.342675582971424,3,1,Animal_Land_Solid_Small,2,,,,,,,,,,,
encoding,value,35.342800082988106,41.35454745788593,3,1,Animal_Land_Solid_Small,2,,,,,,,,,,,
encoding,attention,41.3546581659466,44.37630624999292,3,1,Animal_Land_Solid_Small,2,+2,1,0.8147139169741422,,,,,,,,
encoding,fixation,44.376453665900044,45.88143470790237,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,image,45.88155099994037,46.89256116596516,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,value,46.89266641589347,52.90374837489799,4,1,Animal_Sea_Solid_Small,2,,,,,,,,,,,
encoding,attention,52.90385541599244,55.9215180829633,4,1,Animal_Sea_Solid_Small,2,+2,1,0.8598931250162423,,,,,,,,
encoding,fixation,55.92165983293671,57.42665633291472,5,1,Object_Sea_Solid_Small,-6,,,,,,,,,,,
encoding,image,57.42679745797068,58.43816566595342,5,1,Object_Sea_Solid_Small,-6,,,,,,,,,,,
encoding,value,58.43827383290045,64.4493699579034,5,1,Object_Sea_Solid_Small,-6,,,,,,,,,,,
