heldout_game,delta
0,10.149209533298517
1,11.322797864334746
2,10.302837566238452
3,6.944526995073488
4,13.04246505357338
5,27.384944312997618
6,10.46760729717414
7,5.130219791468221
8,8.934156915550545
9,9.520545202169103
